CED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
CED212,74,0,2882,122,338,20,0,358,0,489,5,18,5,0,25,0,27,0,0,0,0,3,0,5,132,358,29,0,385,0,517,0,0,0,0,0,0,0,2943,426,30,0,459,0,3402,1176,21,5,0,22,0,1199,35,210,12,0,222,0,258,0,20,7,0,25,0,31,0,0,0,0,0,0,0,41,232,14,0,252,0,287,0,0,0,0,0,0,0,1213,251,16,0,270,0,1488,553,9,0,0,9,0,563,23,110,7,0,116,0,139,7,12,6,0,14,0,21,0,0,0,0,0,0,0,30,124,7,0,135,0,159,0,0,0,0,0,0,0,577,136,7,0,142,0,722,22776,644,22,0,664,18,23456,1135,2652,93,6,2750,8,3895,27,192,56,0,249,0,277,6,0,0,4,4,0,11,1163,2844,152,9,3003,8,4177,25,4,0,0,4,13,46,23964,3491,169,5,3667,41,27683
CED213,48,0,2821,83,86,0,0,91,0,173,3,5,3,0,0,0,3,0,0,0,0,0,0,0,83,91,3,0,92,0,177,0,0,0,0,0,4,5,2856,144,3,0,147,10,3007,1027,15,0,0,15,0,1039,30,45,0,0,49,0,80,0,0,0,0,6,0,4,0,0,0,0,0,0,0,32,46,3,0,48,0,82,0,0,0,0,0,0,0,1058,64,3,0,68,0,1128,511,7,0,0,7,0,523,14,15,0,0,21,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,20,0,38,0,0,0,0,0,0,0,524,25,0,0,27,0,557,20299,422,0,0,428,30,20752,654,677,32,4,717,0,1371,19,18,13,0,36,0,47,0,0,0,0,0,0,0,673,697,49,4,753,0,1422,14,0,0,0,0,28,46,20988,1120,51,4,1174,64,22225
CED214,59,0,861,98,1025,148,0,1177,0,1270,0,298,369,0,671,0,670,0,0,0,0,6,0,5,100,1330,517,0,1848,0,1951,0,5,0,0,5,0,8,907,1389,519,0,1911,0,2817,402,32,0,0,32,0,429,59,715,92,0,808,0,863,0,226,322,0,549,0,549,0,0,0,0,0,0,0,61,940,418,0,1359,0,1419,0,0,0,0,0,0,0,456,970,418,0,1391,0,1849,191,12,0,0,12,0,206,24,359,83,0,444,0,468,0,169,201,0,374,0,376,0,0,0,0,0,0,0,24,531,287,0,819,0,846,0,0,3,0,3,0,3,215,544,293,0,835,0,1055,8522,698,15,3,719,14,9257,1389,9869,1047,19,10926,16,12329,59,2307,2390,11,4704,13,4778,3,28,3,3,34,0,40,1453,12208,3437,29,15670,23,17150,18,26,8,7,32,22,71,9994,12932,3457,35,16428,57,26476
CED215,94,0,2283,177,1370,69,0,1443,0,1617,3,98,77,0,170,0,174,0,0,0,0,4,0,4,183,1466,143,0,1614,0,1796,0,0,0,0,0,0,0,2376,1556,147,0,1707,0,4080,1031,48,5,0,49,0,1080,90,806,28,0,832,0,928,5,70,64,0,140,0,141,0,0,0,0,0,0,0,98,872,98,0,973,0,1067,0,0,0,0,0,3,3,1126,923,102,0,1019,0,2153,520,30,0,0,33,0,545,45,400,19,0,415,0,458,0,39,36,0,84,0,79,0,0,0,0,0,0,0,41,444,54,0,497,0,542,0,0,0,0,0,0,0,563,468,59,0,525,0,1089,18262,1129,18,5,1149,10,19421,2059,19321,579,19,19927,17,22002,31,1097,571,0,1671,0,1700,0,18,0,6,23,3,27,2095,20442,1151,28,21616,25,23737,29,37,0,0,37,28,91,20378,21612,1169,26,22809,63,43247
CED216,16,0,2602,46,97,0,0,96,0,144,0,5,12,0,13,0,19,0,0,0,0,0,0,0,49,100,11,0,114,0,162,0,0,0,0,0,0,0,2631,113,11,0,131,0,2759,645,7,0,0,7,0,652,14,23,0,0,25,0,42,0,7,3,0,8,0,8,0,0,0,0,0,0,0,14,25,10,0,31,0,47,0,0,0,0,0,0,0,662,33,10,0,39,0,700,181,4,0,0,4,0,190,3,18,0,0,18,0,24,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,17,0,0,23,0,21,0,0,0,0,0,0,0,190,27,0,0,27,0,215,19115,203,0,0,201,33,19351,467,1064,32,5,1102,7,1579,11,72,95,0,169,4,185,6,0,0,0,0,0,7,486,1138,132,10,1275,11,1765,21,3,0,0,4,14,44,19624,1340,130,8,1481,57,21160
CED217,100,0,3850,194,658,29,0,690,0,883,6,31,28,0,57,0,64,0,0,0,0,0,0,0,199,690,57,0,750,0,949,0,0,0,0,0,0,0,3946,793,58,0,849,0,4798,2432,56,0,0,56,0,2484,114,453,19,0,474,0,591,0,23,27,0,47,0,47,0,0,0,0,0,0,0,114,474,48,0,522,0,640,4,0,0,0,0,0,0,2547,531,48,0,578,0,3125,1257,24,0,0,24,0,1283,70,268,11,0,279,0,349,0,15,15,0,32,0,35,0,0,0,0,0,0,0,72,283,25,0,313,0,382,0,0,0,0,0,0,0,1329,313,25,0,341,0,1665,23771,888,5,0,893,9,24673,1664,5426,182,4,5608,0,7279,18,243,187,0,427,0,444,0,0,0,0,4,0,4,1686,5670,365,6,6044,0,7724,12,4,0,0,4,4,20,25467,6559,373,6,6938,12,32423
CED218,131,0,1986,185,2119,119,0,2238,0,2422,0,198,224,0,420,0,427,0,8,0,0,8,0,8,186,2320,342,0,2668,0,2853,0,0,0,0,6,0,4,2045,2452,350,0,2797,3,4848,972,47,0,0,47,0,1016,87,1423,102,0,1525,3,1609,0,177,167,0,342,0,342,0,0,0,0,0,0,0,87,1597,267,0,1866,3,1959,0,0,0,0,0,0,0,1055,1650,267,0,1916,3,2976,482,30,0,0,31,0,511,48,777,49,0,825,0,878,0,98,145,0,247,0,247,0,0,0,0,0,0,0,48,873,193,0,1072,0,1119,0,0,0,0,0,0,0,534,903,193,0,1102,4,1634,13107,1261,14,0,1274,28,14410,1750,18634,967,23,19622,14,21385,32,1714,1702,5,3423,0,3455,4,17,5,4,26,0,37,1790,20365,2668,30,23067,18,24872,19,39,7,0,48,32,103,14917,21667,2692,32,24396,79,39386
CED219,90,0,2640,109,717,40,3,760,0,871,5,86,67,0,152,0,159,4,0,0,0,4,0,4,116,801,109,6,913,0,1031,0,0,0,0,0,0,0,2669,891,110,6,1005,0,3670,1030,23,0,0,23,0,1058,43,402,23,4,424,0,464,3,59,44,0,97,0,102,0,0,0,0,0,0,0,45,459,58,4,524,0,570,0,0,0,0,0,0,0,1073,491,58,4,550,0,1628,490,22,0,0,22,0,508,24,220,8,0,224,0,256,3,19,22,0,49,0,50,0,0,0,0,0,0,0,26,240,33,0,275,0,306,0,0,0,0,0,0,0,517,256,33,0,290,0,814,20596,898,18,4,918,21,21535,1184,8764,305,24,9098,8,10304,31,795,573,9,1370,0,1398,8,13,0,3,19,0,28,1223,9572,881,38,10490,8,11728,19,10,0,0,13,33,60,21837,10480,905,39,11423,64,33325
CED220,70,0,2509,143,425,22,0,451,0,590,5,27,17,0,42,0,45,0,0,0,0,0,0,0,142,455,36,0,492,0,633,0,0,0,0,0,0,0,2576,526,36,0,563,0,3140,1742,52,0,0,52,0,1795,80,340,4,0,346,0,425,0,17,15,0,31,0,32,0,0,0,0,0,0,0,79,350,24,0,372,0,451,0,0,0,0,0,0,0,1819,407,24,0,427,0,2249,944,22,0,0,22,0,964,40,233,15,0,248,0,282,0,11,11,0,24,0,24,0,0,0,0,0,0,0,40,242,27,0,273,0,306,0,0,0,0,0,0,0,979,264,27,0,295,0,1274,16463,627,0,0,631,0,17093,1335,4584,159,0,4740,10,6088,23,211,117,0,326,0,347,0,5,0,0,5,0,5,1353,4796,271,0,5065,10,6434,3,5,0,0,5,4,14,17822,5430,276,0,5704,14,23545
CED221,79,0,1989,124,1886,90,5,1976,3,2109,3,400,366,0,769,0,772,0,0,4,0,4,0,4,132,2281,462,5,2747,3,2880,0,0,0,0,0,0,0,2036,2361,465,5,2824,3,4861,704,33,0,0,33,0,732,67,1062,65,0,1131,0,1195,4,224,239,0,463,0,468,0,0,0,0,0,0,0,65,1288,307,0,1591,0,1662,0,0,0,0,0,0,0,770,1318,307,0,1627,3,2394,302,16,0,0,15,0,318,27,599,33,0,633,0,658,0,162,188,0,348,0,346,0,0,0,0,0,0,0,24,760,215,0,980,0,1006,0,0,0,0,0,0,4,332,779,218,0,998,4,1333,16183,975,14,7,995,21,17196,1244,20464,861,14,21338,24,22609,46,3038,1989,6,5038,0,5083,0,14,9,3,22,0,27,1290,23511,2864,26,26405,25,27720,15,61,3,0,67,40,119,17485,24547,2886,36,27462,82,45037
CED222,93,0,1427,137,1491,143,4,1640,0,1777,6,261,323,0,585,0,596,0,0,0,3,4,0,4,141,1763,463,3,2229,0,2374,0,0,0,0,3,0,3,1476,1854,471,3,2326,3,3808,760,35,0,0,32,0,795,74,1035,103,0,1141,0,1214,13,228,278,0,509,0,520,0,0,0,0,0,0,0,88,1267,383,0,1644,0,1729,0,0,0,0,0,0,4,842,1297,386,0,1680,0,2528,378,23,0,0,23,0,401,37,560,73,0,634,0,672,3,143,183,0,322,0,327,0,0,0,0,0,0,0,43,699,256,0,960,0,998,0,0,0,0,0,3,3,423,722,256,0,982,3,1402,9877,835,22,0,856,7,10743,1689,14715,1137,9,15856,20,17566,91,2287,2116,14,4412,3,4506,4,20,6,4,28,0,30,1779,17020,3255,29,20303,22,22105,15,24,15,0,39,33,80,11671,17879,3292,29,21196,57,32929
CED223,40,3,2963,47,123,3,0,130,0,174,0,8,5,0,19,0,22,0,0,0,0,0,0,0,48,134,10,0,145,0,193,0,0,0,0,0,9,9,2963,176,8,0,187,12,3155,622,13,0,0,13,0,638,12,25,0,0,25,0,40,0,5,21,0,26,0,26,0,0,0,0,0,0,0,12,32,21,0,47,0,64,0,0,0,0,0,0,0,644,37,22,0,60,0,704,170,3,0,0,3,0,174,3,7,0,0,7,0,11,0,0,5,0,5,0,5,0,0,0,0,0,0,0,3,7,8,0,15,0,22,0,0,0,0,0,0,0,179,12,8,0,15,0,195,20713,276,9,5,285,28,21031,494,1078,33,6,1111,0,1609,8,104,121,0,227,3,237,0,3,0,0,3,0,0,497,1181,160,6,1346,4,1853,36,5,0,0,5,35,75,21250,1464,162,4,1638,73,22956
CED224,83,0,2728,159,883,59,3,944,0,1103,5,87,69,0,154,0,161,0,0,0,0,0,0,0,169,972,126,3,1103,0,1268,0,0,0,0,0,0,0,2806,1063,126,3,1192,0,3996,1386,38,0,0,38,0,1425,97,581,46,4,630,0,731,4,82,56,0,135,0,146,0,0,0,0,0,0,0,102,661,105,4,768,0,875,0,0,0,0,0,0,0,1488,704,105,4,814,0,2299,681,16,0,0,16,0,693,37,376,27,0,406,0,449,0,56,45,0,96,0,99,0,0,0,0,0,0,0,42,436,73,0,507,0,551,0,0,0,0,0,0,0,725,448,73,0,517,0,1243,19578,852,6,0,856,0,20439,1550,7926,439,9,8378,10,9948,23,886,454,0,1342,3,1369,0,12,0,0,12,0,12,1582,8827,892,9,9730,14,11329,15,16,0,0,16,8,40,21172,9703,898,9,10608,24,31808
CED225,96,0,3238,169,547,17,0,567,0,733,4,39,38,0,77,0,76,0,0,0,0,0,0,0,169,585,55,0,638,0,810,0,0,0,0,0,0,4,3312,683,55,0,738,0,4052,1796,44,0,0,44,0,1836,86,396,21,0,424,0,512,4,29,31,0,57,0,59,0,0,0,0,0,0,0,93,428,53,0,477,0,570,3,0,0,0,0,0,0,1892,470,53,0,517,0,2409,919,31,0,0,31,0,947,61,219,8,0,227,0,280,0,13,18,0,35,0,37,0,0,0,0,0,0,0,60,227,26,0,258,0,315,0,0,0,0,0,0,0,977,260,26,0,288,0,1267,22780,895,14,0,907,5,23699,1539,5566,240,4,5812,7,7353,18,308,198,0,512,0,531,5,6,0,0,6,0,11,1561,5885,440,4,6329,7,7895,19,20,0,0,20,17,49,24365,6799,453,4,7260,25,31644
CED226,109,0,3597,209,1046,70,0,1117,0,1330,0,60,101,0,166,0,168,0,0,0,0,3,0,3,210,1111,175,3,1286,0,1499,0,0,0,0,0,0,0,3696,1222,175,3,1397,0,5098,2448,74,0,0,74,0,2523,150,776,35,0,819,0,971,5,50,76,0,124,0,132,0,0,0,0,0,0,0,159,826,115,0,944,0,1101,0,0,0,0,0,0,0,2603,902,115,0,1017,0,3619,1315,49,0,0,49,0,1359,92,449,44,0,485,0,576,0,31,44,0,79,0,79,0,0,0,0,0,0,0,92,477,88,0,565,0,654,0,0,0,0,0,0,0,1407,522,88,0,606,0,2013,19436,810,0,0,808,4,20250,1805,8421,459,3,8891,5,10699,14,461,568,0,1034,6,1050,0,3,0,0,11,0,11,1823,8887,1030,13,9929,7,11756,12,25,0,0,25,15,49,21268,9724,1033,13,10768,26,32056
CED227,88,0,3142,108,1042,39,5,1080,0,1193,5,85,42,0,129,0,130,0,0,0,0,0,0,0,113,1125,82,4,1211,0,1320,0,0,0,0,0,0,4,3160,1215,83,4,1297,3,4467,1216,33,4,0,34,0,1251,51,601,18,0,626,0,672,0,57,53,0,103,0,103,0,0,0,0,0,0,0,51,659,67,0,727,0,779,0,0,0,0,0,0,0,1266,692,73,0,767,0,2031,518,7,3,0,6,0,531,24,313,20,0,330,0,351,0,21,35,0,60,0,60,0,0,0,0,0,0,0,24,339,57,0,393,0,411,0,0,0,0,0,0,0,542,343,55,0,401,0,947,23276,788,15,0,811,19,24105,1047,12617,313,4,12930,4,13985,16,717,420,0,1141,5,1151,5,9,4,0,17,0,17,1071,13344,736,10,14086,14,15159,30,30,8,0,39,54,121,24370,14163,763,10,14930,84,39390
CED228,97,0,1821,146,1959,78,4,2039,0,2187,4,168,230,3,398,0,406,0,0,0,0,0,0,0,149,2129,308,9,2438,0,2593,0,10,0,0,10,0,10,1871,2230,311,9,2548,0,4420,725,43,0,0,42,0,766,70,1139,46,3,1188,0,1259,0,113,158,0,272,0,271,0,0,0,0,0,0,0,71,1252,204,3,1458,0,1531,0,0,0,0,0,0,0,793,1290,211,3,1501,3,2298,373,15,0,0,15,0,382,29,535,31,0,565,0,601,0,63,75,0,140,0,140,0,0,0,0,0,0,0,29,598,108,0,707,0,741,0,0,0,0,0,0,0,402,616,108,0,725,0,1126,13272,1030,28,0,1070,10,14348,1486,26090,747,30,26861,19,28367,52,1778,1472,13,3262,3,3322,9,23,0,8,31,4,39,1548,27888,2221,46,30154,27,31724,31,87,0,4,90,37,153,14846,29006,2255,53,31313,75,46224
CED229,59,0,1703,111,341,10,0,348,0,464,0,9,5,0,26,0,23,0,0,0,0,0,0,0,113,355,20,0,372,0,489,0,0,0,0,0,0,0,1764,411,20,0,429,0,2190,953,39,0,0,39,0,987,61,219,5,0,225,0,287,0,9,15,0,27,0,28,0,0,0,0,0,0,0,61,232,21,0,252,0,314,0,0,0,0,0,0,0,1012,268,21,0,290,0,1302,538,21,0,0,21,0,558,32,124,8,0,130,0,157,0,8,10,0,17,0,17,0,0,0,0,0,0,0,37,130,18,0,147,0,184,0,0,0,0,0,0,0,570,151,18,0,166,0,737,13297,671,4,4,675,12,13993,1256,4176,124,0,4303,15,5565,11,172,77,0,251,0,262,0,6,0,0,6,0,9,1265,4352,204,0,4557,15,5835,24,11,0,0,11,8,51,14594,5035,206,9,5249,33,19873
CED230,27,4,2883,37,160,18,0,178,0,214,3,25,37,0,65,0,70,0,0,0,0,0,0,0,40,182,55,0,243,0,284,0,0,0,0,0,0,3,2886,207,62,0,271,8,3164,633,6,0,0,6,0,637,16,39,0,0,45,0,59,0,12,24,0,29,0,29,0,0,0,0,0,0,0,16,52,21,0,76,0,93,0,0,0,0,0,0,0,651,57,21,0,84,0,733,179,0,0,0,0,0,180,3,11,0,0,7,0,10,0,3,11,0,15,0,15,0,0,0,0,0,0,0,3,17,9,0,25,0,29,0,0,0,0,0,0,0,179,12,9,0,25,0,210,20622,262,6,5,272,33,20929,439,1641,143,0,1784,7,2225,15,233,298,0,534,0,551,5,0,7,9,10,0,18,464,1872,449,9,2327,3,2797,24,4,0,0,4,40,74,21115,2141,455,8,2608,80,23801
CED231,118,0,2321,158,755,38,0,791,0,951,0,45,44,0,88,0,85,0,0,0,0,0,0,4,159,800,75,6,878,0,1038,0,0,0,0,0,0,0,2365,918,75,6,996,0,3362,1438,55,0,0,55,0,1494,113,542,41,0,584,0,697,3,34,34,0,64,0,68,0,0,0,0,0,0,0,113,575,74,0,652,0,764,0,0,0,0,0,0,0,1555,632,74,0,703,0,2258,703,32,0,0,33,0,739,40,288,26,0,310,0,351,0,29,34,0,59,0,59,0,0,0,0,0,0,0,40,315,55,0,366,0,410,0,0,0,0,0,0,0,751,346,55,0,402,0,1150,16955,994,9,0,999,6,17961,1667,6225,260,11,6492,5,8167,22,349,254,0,607,3,632,0,9,0,4,11,4,16,1691,6577,517,14,7109,15,8814,27,13,0,0,13,21,59,18671,7583,526,14,8123,38,26832
CED232,74,3,3661,104,553,13,0,570,0,671,3,33,17,0,48,0,50,0,0,0,0,0,0,0,112,582,33,0,619,0,726,4,0,0,0,0,6,3,3694,660,33,0,692,8,4397,1488,26,0,0,26,0,1519,44,267,9,0,281,0,329,4,23,9,0,33,0,37,0,5,0,0,5,0,5,50,298,23,0,317,0,366,0,0,0,0,0,0,0,1537,325,23,0,344,3,1885,632,5,0,0,8,0,642,23,129,4,0,132,0,161,0,16,4,0,17,0,17,0,0,0,0,0,0,0,23,143,6,0,149,0,176,0,6,0,0,6,0,0,655,157,6,0,162,3,820,26862,750,11,3,757,25,27646,1058,6784,155,3,6949,3,8005,18,306,121,0,419,0,444,0,14,0,5,19,0,19,1075,7102,276,8,7388,5,8464,37,6,0,5,11,31,84,27971,7858,283,16,8162,57,36187
CED233,28,3,897,65,274,24,0,301,0,371,0,44,60,0,103,0,109,0,0,0,0,0,0,0,70,319,81,0,405,0,475,0,0,0,0,0,0,0,935,352,81,0,434,3,1369,529,15,0,0,15,3,548,40,170,20,0,185,0,226,4,35,47,0,82,0,88,0,0,0,0,0,0,0,45,208,65,0,265,0,316,0,0,0,0,0,0,0,571,219,65,0,287,5,863,227,6,0,0,6,0,233,18,79,5,0,88,0,110,0,26,25,0,52,0,52,0,0,0,0,0,0,0,20,107,31,0,138,0,154,0,0,0,0,0,0,0,251,116,31,0,140,0,389,7996,479,0,0,476,7,8479,961,3864,200,6,4061,3,5031,27,456,316,0,767,0,795,0,0,0,0,0,0,0,989,4314,512,3,4839,8,5832,7,5,0,0,11,18,33,8996,4800,521,3,5324,31,14348
CED234,93,0,2655,205,1290,82,3,1378,0,1579,4,109,116,0,224,0,230,0,0,0,0,0,0,0,205,1401,195,3,1601,0,1806,0,0,0,0,0,0,0,2765,1500,195,3,1699,0,4464,1573,60,0,0,61,0,1636,125,967,76,0,1041,0,1165,0,74,129,0,203,0,206,0,3,0,0,3,0,3,131,1042,205,0,1245,0,1376,0,0,0,0,0,0,0,1701,1109,200,0,1311,0,3011,878,21,0,0,21,0,899,55,619,62,0,684,0,736,3,62,104,0,165,0,168,0,0,0,0,0,0,0,57,681,173,0,853,0,913,0,0,0,0,0,0,0,939,706,169,0,876,0,1814,15192,769,6,0,774,3,15971,1765,12825,780,9,13620,6,15390,24,958,771,0,1730,0,1754,5,3,0,0,3,0,4,1793,13784,1554,9,15352,9,17153,9,26,6,0,27,8,47,16997,14572,1570,12,16152,21,33169
CED235,24,6,2688,51,79,5,0,83,0,132,0,6,0,0,6,0,6,0,0,0,0,0,0,0,51,84,5,0,92,0,142,4,0,0,0,0,5,7,2717,109,5,0,116,8,2841,759,8,0,0,8,0,766,19,42,0,0,43,0,67,0,0,4,0,4,0,4,0,0,0,0,0,0,0,22,46,10,0,50,0,72,0,0,0,0,0,0,0,783,51,10,0,59,0,843,282,0,0,0,0,0,281,11,8,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,9,0,21,0,0,0,0,0,0,0,293,9,3,0,10,0,300,19858,240,3,0,247,49,20145,483,933,32,0,967,5,1449,9,45,23,0,62,0,76,0,3,0,0,7,0,7,491,975,51,0,1031,5,1533,36,0,0,0,0,33,72,20379,1219,53,6,1282,91,21747
CED236,42,0,2743,66,257,24,0,284,0,351,3,64,97,0,163,0,166,0,0,0,0,0,0,0,70,325,119,0,449,0,517,8,0,0,0,0,3,8,2778,363,122,0,487,8,3269,732,4,0,0,9,0,738,28,78,13,0,90,0,119,0,19,41,0,60,0,66,0,0,0,0,0,0,0,29,99,50,0,150,0,181,0,0,0,0,0,0,0,758,110,52,0,162,0,921,213,7,0,0,7,0,218,3,37,0,0,43,0,46,0,10,18,0,27,0,27,0,0,0,0,0,0,0,3,49,15,0,66,0,71,0,0,0,0,0,0,0,218,56,15,0,72,0,291,19365,319,13,0,334,40,19743,490,2711,262,12,2980,5,3479,15,488,507,0,993,0,1014,7,0,0,14,13,0,21,513,3202,771,21,3996,5,4510,27,6,3,0,11,45,81,19902,3528,785,27,4344,92,24340
