CED_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,165,21,73,4,263,95,14,24,3,141,64,21,65,6,154,70,16,152,8,250,381,54,267,9,713,248,95,503,13,867,1772,224,573,28,2594,1148,338,710,75,2277,1169,580,663,58,2467,1391,839,525,58,2807,735,778,353,28,1895,800,762,254,31,1842,1677,1673,370,47,3768,934,1281,135,20,2368,643,990,74,15,1726,353,614,19,0,989,666,1313,69,4,2055,515,945,389,20,1872,163,61,82,16,323,12993,10635,5314,436,29369
CED602,163,23,52,5,239,101,10,26,8,145,85,7,75,0,168,83,8,146,7,245,425,58,325,9,812,300,67,543,13,912,2361,204,603,28,3201,1326,295,677,53,2345,1247,503,641,57,2443,1402,829,512,51,2794,784,788,328,26,1925,867,779,251,30,1916,1577,1735,322,40,3675,924,1325,126,26,2399,600,935,66,3,1608,287,565,21,5,872,530,992,62,8,1592,686,1198,396,17,2292,237,69,98,8,423,13968,10384,5280,388,30014
CED603,170,43,57,9,283,60,13,30,8,104,56,15,58,9,137,42,13,104,3,167,225,52,193,16,484,199,79,393,24,701,927,161,405,26,1520,818,279,551,58,1707,1020,450,588,52,2125,1289,659,517,69,2533,831,596,346,26,1796,876,604,317,44,1843,1678,1485,495,82,3737,1129,1273,163,40,2601,704,1105,104,21,1934,496,789,41,4,1333,1079,2248,130,15,3480,470,830,393,20,1715,114,52,64,8,228,12197,10748,4953,536,28429
CED604,185,29,60,7,280,95,8,13,0,118,77,18,41,0,141,57,7,100,0,173,306,38,231,16,588,264,64,397,11,729,1420,153,417,29,2019,1090,260,556,51,1958,1305,413,648,59,2422,1435,777,500,47,2759,834,710,392,32,1966,871,793,309,34,2019,1679,1869,495,43,4085,1046,1720,193,14,2969,749,1408,115,9,2284,431,964,37,7,1436,864,1979,114,13,2966,535,1055,388,15,2000,148,50,62,10,266,13395,12318,5059,416,31182
CED605,192,41,46,4,280,90,15,23,7,140,92,14,84,0,186,100,12,151,3,266,466,68,311,12,863,363,69,527,22,984,2303,226,614,29,3168,1372,354,707,70,2504,1319,631,648,33,2634,1488,925,531,39,2986,776,904,329,25,2036,886,902,251,26,2062,1687,1928,334,34,3982,1009,1485,142,12,2643,587,989,63,9,1656,280,543,24,4,854,509,978,52,4,1547,668,1212,438,9,2328,260,73,98,11,443,14458,11369,5394,353,31569
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,134,30,42,7,219,166,147,163,19,496,87,196,565,27,873,40,76,308,11,431,542,636,454,50,1679,154,335,335,16,841,598,581,419,74,1670,396,536,396,73,1406,375,595,453,54,1478,492,548,386,45,1470,326,431,255,31,1042,364,455,242,25,1092,1058,1170,373,43,2637,952,1157,150,29,2292,813,1085,117,13,2034,500,843,58,12,1414,1025,1848,118,18,3007,756,1586,452,41,2837,218,219,181,21,644,8988,12474,5461,619,27541
CED702,126,31,70,10,242,33,13,24,0,69,30,11,63,7,117,34,7,133,3,184,128,40,178,10,353,90,40,271,17,419,392,108,301,17,819,314,163,327,32,839,422,342,401,34,1208,625,480,412,44,1562,483,475,387,25,1374,568,596,325,46,1545,1615,1598,602,88,3902,1210,1404,252,60,2923,966,1345,175,24,2506,621,1036,81,19,1752,1442,2870,210,32,4560,945,1480,367,18,2804,93,74,72,8,243,10147,12124,4650,498,27417
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,171,27,61,6,268,45,8,26,6,84,34,6,62,0,111,34,10,108,9,154,158,32,178,8,373,160,60,250,7,481,678,97,309,24,1106,598,121,386,31,1138,882,272,497,39,1696,1301,464,524,58,2342,953,529,567,32,2085,1034,633,501,41,2211,2314,1870,1036,97,5314,1847,2037,474,97,4455,1592,2314,378,40,4331,1070,2093,171,31,3365,2684,7372,412,38,10509,495,1149,504,18,2166,99,84,50,4,232,16164,19182,6486,575,42402
CED802,130,32,71,9,238,53,4,31,8,91,32,8,40,0,83,22,13,57,0,94,108,31,108,13,262,95,27,163,12,301,410,69,148,21,648,367,100,228,36,734,604,186,315,38,1150,990,279,293,49,1614,815,262,283,35,1394,849,357,294,45,1544,2080,942,704,91,3822,1904,942,272,70,3187,1649,1237,273,55,3208,1231,1227,112,30,2598,4230,7391,516,42,12175,606,757,315,16,1695,88,49,39,3,173,16270,13905,4253,586,35016
CED803,265,39,68,6,372,66,12,29,3,113,51,16,70,4,140,29,14,107,3,149,149,45,198,10,395,140,95,285,14,534,664,151,310,14,1137,591,259,380,32,1263,790,401,490,43,1719,1179,676,504,77,2433,864,724,535,46,2159,907,843,479,42,2278,2283,2466,991,110,5848,1787,2489,389,72,4740,1402,2672,296,40,4411,1083,2330,138,31,3588,2110,6937,314,40,9404,487,1125,381,29,2019,92,82,55,14,234,14933,21375,6007,624,42942
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
