CED_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED207,53,3585,156,3795,372,9829,375,10575,173,5393,194,5761,127,7658,511,8295,184,12731,821,13741,160,11089,506,11753,228,10522,392,11141,328,8887,295,9511,558,6623,271,7450,1069,4196,241,5505,1127,1282,174,2583,4375,81786,3941,90099,28,3496,141,3664,163,9517,342,10030,82,5294,181,5557,96,6710,371,7176,164,11485,667,12312,184,11888,433,12505,305,11592,401,12293,461,9566,317,10334,845,7702,304,8859,1760,4960,273,6996,2034,1503,294,3826,6115,83719,3728,93552,79,7082,292,7454,538,19345,720,20601,257,10685,380,11321,219,14364,881,15469,346,24213,1493,26052,344,22974,941,24258,530,22115,792,23436,787,18448,612,19846,1402,14329,579,16313,2827,9157,516,12503,3154,2782,469,6401,10492,165499,7663,183655
CED208,51,4052,176,4282,364,7225,324,7904,120,3283,151,3557,112,4572,306,4988,190,13589,722,14509,218,11584,578,12381,354,9706,442,10504,466,6961,356,7781,631,4286,256,5166,968,2177,191,3340,869,591,124,1582,4349,68017,3629,75990,33,3889,154,4078,188,6906,316,7407,89,3278,161,3526,98,4545,213,4858,240,14397,666,15305,273,12137,514,12931,380,10216,422,11015,582,7498,333,8417,791,4910,254,5953,1617,2479,218,4310,1582,674,234,2486,5883,70928,3483,80287,88,7939,331,8354,552,14127,635,15317,212,6561,310,7078,214,9113,521,9849,436,27993,1388,29817,496,23719,1090,25311,737,19920,865,21520,1047,14460,691,16198,1420,9187,514,11117,2586,4652,408,7645,2448,1257,359,4071,10229,138940,7111,156279
CED209,75,4463,165,4701,664,9131,434,10229,219,3904,155,4278,136,4001,226,4366,207,8365,414,8983,164,8895,400,9459,228,8258,395,8885,315,7609,382,8305,613,7703,444,8765,723,3608,305,4636,585,729,165,1477,3937,66668,3485,74092,43,4265,162,4466,321,8765,451,9539,147,3866,186,4195,98,3854,200,4152,175,8815,346,9334,178,9863,417,10463,271,9019,348,9645,432,8889,401,9722,644,8517,447,9605,949,3878,346,5172,1256,826,276,2362,4518,70567,3580,78661,119,8725,323,9176,988,17897,892,19775,362,7775,342,8476,238,7861,426,8523,377,17182,757,18315,348,18760,820,19922,503,17285,742,18524,747,16501,781,18027,1259,16220,895,18371,1667,7484,658,9805,1845,1557,434,3841,8449,137241,7068,152752
CED210,94,4272,224,4588,751,8244,526,9520,302,4133,244,4681,212,4689,397,5299,292,10677,1098,12069,272,8899,863,10028,399,8687,673,9760,557,8055,527,9128,711,6353,364,7424,810,2976,243,4026,594,747,98,1443,4982,67733,5259,77971,38,4079,213,4336,374,8265,480,9123,153,4016,216,4384,132,4703,265,5103,268,10847,598,11713,339,9596,545,10485,492,9398,479,10375,676,8812,368,9860,879,7218,389,8487,1243,3561,281,5086,1289,880,168,2330,5886,71373,4002,81268,133,8353,442,8927,1127,16505,1009,18638,455,8152,457,9064,344,9396,657,10402,562,21525,1697,23778,613,18499,1407,20514,896,18087,1156,20133,1231,16859,891,18988,1590,13570,756,15914,2048,6537,524,9111,1880,1631,270,3776,10867,139112,9269,159242
CED211,79,4615,132,4829,643,9523,329,10493,225,4675,144,5045,141,4643,168,4951,243,9538,379,10160,250,10949,384,11585,278,10149,371,10795,409,8608,279,9302,585,6471,255,7316,739,3600,235,4570,749,863,177,1785,4334,73635,2852,80822,48,4363,142,4552,349,9335,300,9986,115,4298,107,4525,119,4231,136,4485,230,9954,345,10537,252,11813,418,12488,413,10949,297,11659,548,9403,281,10236,805,7763,272,8845,1266,4309,338,5914,1510,1127,427,3066,5673,77551,3070,86289,128,8978,273,9379,990,18859,628,20478,341,8971,253,9568,256,8872,302,9432,476,19496,728,20697,505,22767,800,24068,689,21100,670,22458,955,18016,569,19537,1394,14234,529,16157,1999,7910,576,10489,2262,1986,601,4847,10000,151185,5923,167110
CED212,113,4414,245,4775,751,9103,532,10389,234,4365,225,4825,171,3946,206,4323,253,8968,554,9771,279,9677,579,10535,347,9795,620,10763,446,8445,490,9384,652,6100,325,7077,668,3059,226,3959,547,679,109,1337,4472,68563,4109,77143,58,4388,226,4672,384,8936,524,9840,164,3980,254,4384,126,3905,214,4242,251,9408,562,10217,300,10436,558,11301,442,10268,498,11209,634,9014,375,10020,784,6909,344,8033,1020,3432,275,4724,1186,837,194,2215,5336,71507,4023,80871,174,8806,470,9453,1136,18040,1052,20233,395,8346,472,9215,293,7853,425,8568,498,18379,1121,19993,585,20112,1136,21835,786,20065,1118,21967,1083,17460,861,19405,1441,13013,664,15113,1691,6487,497,8681,1731,1515,305,3550,9809,140074,8130,158012
CED213,72,3447,172,3695,531,7461,529,8525,188,3914,222,4328,120,3332,168,3620,164,6136,410,6707,187,6763,470,7424,299,8375,565,9238,373,8832,551,9763,641,9103,568,10310,946,5339,415,6704,835,1255,243,2332,4374,63963,4306,72638,31,3172,175,3388,260,7314,509,8080,129,3554,223,3900,69,2943,198,3213,160,6396,381,6944,210,7608,475,8298,362,9482,562,10404,539,9886,572,10995,716,10331,598,11638,1405,5788,504,7697,1478,1326,353,3161,5364,67803,4548,77714,104,6622,350,7080,792,14775,1035,16601,313,7472,442,8232,188,6275,364,6826,326,12534,791,13646,404,14371,942,15714,660,17858,1124,19647,915,18718,1120,20756,1355,19431,1167,21953,2354,11129,917,14401,2320,2585,591,5492,9735,131766,8853,150355
CED214,74,4740,350,5167,544,8221,681,9444,151,3776,298,4224,134,5774,499,6407,243,16641,1429,18315,265,12737,1006,13996,388,9686,716,10792,690,7855,591,9141,1057,5063,425,6545,1096,2096,293,3480,674,448,150,1267,5323,77031,6438,88791,63,4471,340,4876,215,7854,611,8681,93,3774,256,4128,92,5466,384,5938,288,15618,1163,17067,308,12402,833,13541,453,9930,595,10976,824,7758,503,9081,1293,5424,366,7083,1744,2060,271,4074,1408,449,290,2148,6772,75207,5606,87592,135,9213,698,10043,757,16081,1290,18128,250,7549,554,8354,223,11236,888,12347,531,32257,2592,35377,569,25133,1835,27544,847,19619,1306,21769,1518,15614,1093,18224,2351,10490,790,13633,2839,4155,567,7554,2081,898,434,3419,12097,152245,12042,176388
CED215,123,7197,424,7748,762,13270,779,14818,207,4455,295,4956,99,4703,496,5302,181,12600,1281,14064,190,17035,1184,18407,228,11225,649,12098,381,7588,408,8386,606,4768,252,5628,681,1920,130,2728,486,422,44,952,3951,85183,5942,95075,68,6688,411,7170,301,12993,717,14016,114,4255,240,4611,83,4181,245,4509,193,13601,842,14639,232,16877,846,17954,375,11256,508,12142,543,7879,340,8759,851,5113,235,6207,1091,2115,137,3347,996,492,76,1573,4852,85458,4604,94911,191,13887,836,14914,1064,26267,1501,28832,322,8711,531,9572,186,8886,738,9810,367,26205,2126,28701,423,33916,2030,36362,601,22478,1160,24236,920,15465,749,17137,1457,9878,492,11831,1773,4033,268,6068,1487,918,118,2518,8802,170643,10543,189984
CED216,86,3673,317,4080,685,7845,746,9277,265,3692,306,4263,219,3216,342,3782,295,7227,995,8511,296,6943,947,8185,481,7568,768,8818,764,9374,794,10923,1088,9292,759,11138,1005,4284,440,5727,595,795,211,1598,5775,63907,6619,76298,42,3552,309,3905,338,7635,716,8687,132,3555,308,3991,126,3168,294,3587,253,7775,673,8700,326,7547,695,8565,515,8458,636,9611,794,10229,714,11735,1006,9268,679,10956,1179,4375,432,5982,1104,921,324,2340,5816,66473,5763,78058,127,7230,628,7985,1025,15478,1457,17961,395,7243,615,8251,345,6383,639,7366,552,14998,1669,17215,624,14487,1638,16748,997,16026,1411,18427,1557,19599,1506,22658,2094,18560,1434,22098,2178,8659,865,11705,1692,1711,531,3939,11589,130381,12383,154357
CED217,35,3443,87,3567,283,9546,387,10216,115,5034,149,5299,74,4196,168,4432,125,6824,344,7287,102,8687,363,9156,164,10777,387,11328,231,9199,266,9700,363,6737,247,7352,645,3396,197,4238,679,896,121,1690,2808,68732,2724,74264,27,3411,114,3553,139,9279,358,9773,89,4690,150,4928,66,3728,110,3915,123,7226,330,7680,130,9872,373,10378,183,12192,406,12790,330,9844,309,10487,546,7621,334,8502,1091,3975,270,5344,1709,1178,254,3131,4431,73021,3017,80469,61,6852,205,7117,421,18827,749,19988,207,9720,303,10235,144,7923,279,8344,241,14047,675,14967,237,18557,737,19531,351,22972,799,24118,564,19044,576,20184,912,14359,579,15854,1736,7372,469,9578,2388,2069,368,4822,7244,141747,5741,154736
CED218,107,5560,358,6026,696,11814,716,13225,203,5315,338,5854,143,5426,577,6151,216,11510,1460,13183,266,12599,1207,14070,368,10444,761,11571,581,8003,462,9051,951,5180,283,6413,890,1901,145,2937,407,253,60,717,4826,77992,6378,89201,50,5313,330,5690,324,11483,684,12495,137,5275,270,5680,84,5022,271,5374,180,11908,868,12960,272,13102,744,14122,455,11041,558,12050,772,8395,393,9556,1229,5347,254,6828,1192,1687,141,3013,756,309,66,1133,5443,78884,4578,88900,157,10874,688,11713,1021,23294,1397,25720,339,10592,607,11541,227,10452,850,11527,391,23420,2332,26143,541,25704,1958,28195,816,21484,1316,23619,1349,16398,858,18609,2178,10526,539,13241,2077,3581,285,5950,1167,561,126,1848,10271,156876,10955,178100
CED219,135,5777,384,6298,1097,10607,803,12508,345,4459,291,5089,181,4587,303,5072,302,10996,741,12042,283,11067,703,12052,400,9141,555,10093,538,7287,422,8247,838,5308,307,6456,705,1979,159,2845,333,317,54,701,5156,71515,4732,81404,80,5651,353,6081,568,10647,836,12049,216,4368,291,4878,154,4361,273,4785,312,11858,740,12908,335,11343,692,12369,527,9461,536,10535,695,7853,415,8961,953,5792,326,7077,903,2047,180,3130,740,389,69,1205,5489,73779,4716,83986,215,11428,741,12384,1665,21256,1644,24559,562,8825,580,9964,336,8946,575,9861,614,22852,1486,24951,622,22410,1393,24424,929,18605,1095,20627,1232,15138,836,17203,1796,11098,639,13532,1612,4022,337,5974,1074,707,123,1909,10648,145294,9445,165389
CED220,34,3190,122,3343,228,6622,266,7113,89,3392,124,3615,69,5165,218,5446,113,14445,767,15321,115,10492,495,11103,173,8778,405,9355,213,7364,327,7898,301,5451,261,6009,608,3014,216,3842,623,696,123,1441,2574,68601,3325,74497,18,2970,135,3117,87,6427,257,6774,64,3512,127,3700,71,5905,283,6252,140,15370,807,16309,146,10643,468,11258,188,9584,394,10165,259,8033,333,8617,453,6400,325,7177,1006,3506,253,4763,1286,875,257,2428,3711,73220,3631,80562,51,6160,258,6462,315,13050,521,13888,156,6905,254,7314,135,11066,498,11701,250,29808,1573,31632,264,21132,958,22358,363,18361,797,19519,468,15392,660,16521,757,11851,587,13192,1620,6519,469,8606,1911,1576,381,3870,6285,141820,6960,155062
CED221,146,7534,459,8138,842,13700,886,15429,231,5326,281,5837,207,5792,366,6361,281,13564,865,14710,286,14813,774,15878,389,10090,535,11009,567,7297,404,8268,650,4117,226,4991,591,1582,126,2302,251,312,44,609,4445,84130,4962,93534,63,7222,459,7744,382,13177,792,14343,168,5258,282,5709,137,5748,297,6183,238,14847,876,15965,316,14391,716,15419,520,10005,488,11011,728,7185,373,8289,839,4348,247,5434,801,1645,146,2591,620,340,75,1031,4800,84167,4750,93721,210,14760,912,15881,1219,26877,1675,29772,402,10584,565,11548,341,11542,661,12543,520,28405,1744,30666,602,29203,1487,31300,903,20097,1023,22019,1298,14486,776,16563,1485,8468,472,10430,1393,3225,273,4887,871,651,113,1644,9250,168300,9709,187255
CED222,78,5175,290,5539,437,9899,495,10834,158,4838,200,5202,120,7675,493,8288,226,17063,1173,18457,241,13109,643,13998,369,10860,479,11700,609,9029,415,10047,913,6370,303,7583,1259,3288,252,4806,1048,805,121,1972,5450,88113,4862,98421,36,4838,296,5169,182,9468,445,10099,88,4696,237,5019,90,6666,361,7114,172,14967,832,15973,250,13054,604,13903,429,11259,459,12155,785,9240,388,10420,1298,7009,361,8668,2059,3394,256,5704,1898,876,165,2941,7292,85474,4410,97169,108,10012,588,10710,621,19368,940,20925,250,9535,433,10219,213,14344,855,15407,396,32032,2006,34431,487,26163,1247,27900,797,22122,938,23858,1391,18268,806,20465,2211,13380,665,16254,3318,6683,505,10506,2946,1679,285,4915,12739,173586,9266,195590
CED223,73,3613,260,3945,713,8256,716,9685,261,4083,293,4642,154,3202,307,3660,238,7210,586,8032,263,7420,654,8342,358,8537,672,9564,594,9754,762,11115,861,9195,713,10761,921,4290,391,5591,667,869,140,1673,5099,66421,5493,77010,43,3658,231,3932,380,8259,618,9253,132,3833,311,4273,101,3031,263,3398,197,7492,553,8246,263,8290,573,9130,411,9245,669,10324,665,10539,703,11910,821,9237,582,10640,1118,4385,429,5933,1312,1029,238,2575,5446,68994,5167,79610,113,7273,491,7875,1089,16511,1339,18935,393,7914,606,8916,255,6231,566,7052,437,14702,1140,16281,528,15717,1229,17472,767,17781,1336,19886,1262,20293,1466,23021,1676,18430,1296,21401,2038,8675,819,11529,1975,1893,374,4247,10543,135416,10663,156620
CED224,69,4438,183,4688,453,9495,371,10315,150,4338,145,4634,100,4102,159,4365,184,9098,442,9724,191,10850,429,11466,258,10635,358,11255,377,8505,327,9203,543,5927,267,6737,805,2921,202,3925,642,764,98,1507,3776,71060,2989,77828,41,4318,168,4528,246,9286,338,9864,113,4237,132,4478,63,3924,127,4115,154,9461,413,10021,227,11738,413,12380,337,11455,354,12143,520,8951,321,9793,771,6751,306,7836,1163,3514,238,4912,1458,1005,159,2620,5087,74643,2963,82689,107,8756,357,9217,698,18779,707,20180,258,8572,276,9111,172,8029,288,8485,338,18558,850,19743,420,22585,846,23851,600,22087,709,23399,896,17457,649,19002,1315,12685,577,14574,1967,6435,439,8841,2100,1774,257,4126,8868,145705,5951,160526
CED225,52,4286,132,4476,465,9271,321,10065,183,4469,170,4822,119,4305,177,4603,221,8747,366,9331,217,10186,384,10785,294,10044,315,10654,414,8565,307,9282,545,6884,248,7668,708,3369,172,4249,665,712,92,1467,3881,70837,2693,77412,38,4111,123,4270,249,9213,297,9756,122,4096,124,4341,84,3991,135,4212,181,9093,345,9618,189,10929,367,11482,296,10705,335,11333,442,9582,284,10305,700,7710,293,8707,1118,3710,183,5018,1407,848,152,2403,4824,73998,2634,81452,94,8403,258,8750,717,18485,619,19820,307,8566,295,9163,208,8300,313,8816,404,17836,714,18952,401,21114,748,22268,584,20757,654,21990,853,18148,587,19590,1242,14593,544,16381,1831,7078,358,9268,2070,1551,245,3870,8706,144834,5329,158869
CED226,46,3044,116,3209,280,9255,319,9857,90,5622,159,5870,80,5816,188,6089,125,9781,412,10321,100,8783,318,9190,169,10035,346,10554,223,9046,315,9586,352,6706,243,7299,663,3417,180,4256,806,923,90,1821,2928,72425,2689,78044,22,2977,102,3095,153,9080,260,9492,76,5409,175,5657,84,5692,198,5977,146,10020,381,10543,119,10233,334,10684,185,11818,361,12363,301,9907,312,10519,478,7702,283,8461,1025,4088,233,5347,1855,1140,182,3168,4435,78062,2811,85306,62,6020,219,6299,431,18335,578,19347,163,11035,335,11534,172,11515,387,12067,271,19803,791,20867,212,19013,648,19873,350,21855,712,22915,519,18956,623,20099,828,14404,522,15755,1688,7505,411,9605,2655,2058,273,4987,7365,150491,5501,163354
CED227,130,6349,318,6804,817,11860,691,13370,209,5060,273,5536,139,4712,264,5115,179,11604,626,12406,205,12417,605,13221,231,9553,494,10272,325,6905,325,7559,459,4566,256,5278,538,2280,164,2977,336,412,63,809,3561,75709,4081,83354,81,6090,336,6513,345,11941,658,12951,152,4650,257,5061,81,4659,220,4964,211,12769,684,13663,247,12653,582,13482,356,9786,473,10612,455,7228,367,8044,594,5291,276,6162,754,2444,197,3402,661,478,130,1271,3939,77988,4186,86111,210,12444,662,13317,1166,23801,1354,26323,361,9709,531,10598,222,9368,488,10078,391,24374,1311,26068,457,25072,1185,26702,583,19344,962,20885,777,14123,695,15597,1054,9856,529,11444,1298,4720,368,6381,995,892,190,2079,7500,153703,8272,169469
CED228,166,8186,678,9037,990,13970,1110,16071,300,5204,365,5868,195,6360,486,7043,263,15725,1217,17204,280,17436,1075,18796,346,9775,592,10709,484,7206,411,8100,673,4397,269,5335,582,1545,140,2270,285,212,70,566,4553,90019,6424,100992,107,7743,609,8459,467,13888,1046,15399,162,4933,331,5420,124,5563,400,6088,279,17254,1222,18757,354,16290,989,17623,522,9502,552,10575,662,7656,369,8693,827,4621,271,5721,799,1593,160,2555,639,269,126,1038,4926,89320,6085,100333,276,15932,1293,17497,1453,27857,2160,31471,457,10133,693,11294,320,11923,891,13134,532,32976,2442,35954,633,33727,2064,36421,864,19275,1147,21287,1145,14865,779,16791,1490,9021,542,11050,1378,3140,303,4825,920,481,195,1603,9484,179334,12506,201323
CED229,36,3376,177,3594,202,5847,310,6357,57,2701,141,2896,76,4969,323,5371,141,18215,1288,19644,158,13183,892,14237,213,9621,705,10536,318,7675,550,8543,403,5658,457,6516,527,2513,273,3311,496,465,142,1101,2623,74231,5257,82107,28,3250,203,3474,108,5766,339,6213,56,2791,144,2989,78,5564,358,5998,181,19504,1276,20964,187,13205,896,14287,259,10076,595,10935,308,8001,491,8802,520,5998,398,6911,799,2551,299,3650,941,559,258,1757,3465,77257,5249,85969,64,6625,383,7075,305,11617,650,12568,114,5486,280,5881,158,10529,678,11363,321,37720,2568,40606,348,26389,1788,28521,471,19696,1301,21470,632,15674,1042,17343,922,11657,853,13427,1328,5068,568,6958,1433,1023,402,2862,6091,151489,10503,168080
CED230,82,4010,306,4399,709,8657,904,10268,245,4056,399,4701,191,3802,344,4333,286,8620,781,9688,302,7646,767,8713,469,8618,823,9910,779,10417,938,12130,1085,9039,851,10974,1045,4541,511,6099,787,1069,264,2129,5981,70476,6877,83340,45,4071,325,4440,341,8463,814,9623,146,3785,351,4283,111,3507,283,3902,234,8919,722,9873,288,8049,751,9092,540,9145,728,10412,860,10455,781,12097,1057,8884,705,10641,1337,4731,527,6596,1628,1288,418,3339,6591,71309,6405,84301,125,8080,628,8831,1047,17119,1725,19893,391,7843,747,8984,304,7307,628,8235,518,17539,1501,19562,591,15695,1522,17807,1013,17765,1551,20319,1638,20875,1716,24230,2141,17919,1553,21612,2381,9274,1038,12696,2419,2363,683,5466,12568,141786,13285,167639
CED231,56,3878,180,4107,377,7832,325,8541,153,3800,147,4092,93,4587,204,4882,179,11019,608,11811,167,10329,461,10951,248,9440,426,10114,380,7585,342,8317,612,5606,222,6444,954,2830,183,3965,837,609,81,1526,4056,67513,3182,74746,37,3638,169,3840,175,7642,313,8130,66,3592,132,3790,79,4429,182,4692,184,11399,570,12153,178,10901,491,11574,263,10026,402,10688,482,8266,307,9057,839,6413,272,7522,1617,3052,222,4889,1551,668,108,2332,5463,70021,3176,78659,88,7513,349,7953,553,15473,642,16672,211,7394,280,7886,169,9016,387,9572,360,22414,1182,23961,344,21225,954,22522,506,19465,828,20803,861,15858,653,17371,1450,12026,489,13963,2573,5875,404,8855,2389,1277,187,3856,9517,137533,6357,153408
CED232,96,5682,247,6024,787,11187,568,12544,223,4850,244,5316,133,4130,212,4479,202,9131,466,9796,203,11006,503,11704,242,9734,472,10448,347,7840,420,8598,512,5541,311,6364,529,2411,193,3138,310,322,51,679,3576,71823,3692,79087,78,5322,232,5637,390,10878,590,11859,153,4557,249,4956,79,3792,154,4030,170,10084,486,10739,248,11592,502,12340,337,10350,451,11141,432,8183,390,9004,609,6038,306,6954,669,2238,160,3069,662,344,68,1076,3827,73385,3598,80801,171,11004,481,11657,1175,22064,1162,24400,373,9403,497,10275,216,7928,365,8507,371,19212,954,20536,443,22598,1003,24045,577,20079,927,21585,779,16018,815,17607,1126,11576,617,13314,1197,4647,355,6201,971,662,114,1750,7402,145206,7284,159894
CED233,38,3013,196,3252,152,4377,358,4892,59,3157,235,3449,74,11880,973,12923,188,30767,2392,33351,204,14928,1260,16397,212,8120,722,9062,346,6220,583,7144,373,4136,325,4835,475,1714,169,2358,362,315,65,751,2500,88621,7288,98410,11,2942,239,3189,81,4364,350,4797,50,3984,288,4326,111,13922,1014,15054,295,31400,2287,33977,176,13579,1019,14783,252,8068,596,8916,362,6330,470,7154,530,4509,337,5380,755,1829,148,2731,828,338,90,1255,3453,91271,6838,101559,54,5955,433,6437,229,8742,712,9687,106,7138,526,7776,189,25801,1986,27976,487,62168,4673,67326,388,28508,2277,31175,460,16190,1325,17975,704,12544,1052,14302,910,8645,662,10215,1230,3537,319,5089,1191,656,155,2004,5956,179889,14123,199964
CED234,45,3883,134,4056,464,9723,304,10500,164,5027,156,5343,111,5383,193,5683,137,9687,391,10218,149,10523,374,11052,218,10605,379,11196,336,9410,297,10045,539,6884,265,7694,989,4454,219,5658,1096,1129,170,2391,4259,76701,2884,83846,32,3789,170,3994,199,9320,280,9805,93,4603,120,4818,84,4826,175,5085,139,9845,408,10392,168,11605,425,12194,254,11589,373,12220,461,10354,323,11134,821,7994,282,9097,1715,4890,290,6895,1967,1163,247,3383,5944,79981,3085,89005,83,7671,301,8048,668,19048,590,20298,260,9626,277,10157,201,10214,363,10771,275,19531,801,20607,320,22124,800,23247,474,22194,749,23420,797,19765,626,21181,1360,14879,549,16789,2703,9343,508,12559,3067,2294,418,5775,10197,156685,5968,172855
CED235,74,3559,257,3894,629,7728,644,9007,220,3407,230,3852,142,2954,198,3287,269,6664,476,7410,230,6775,580,7582,335,7588,568,8496,587,9019,633,10239,838,9051,622,10509,901,4320,351,5567,686,778,156,1618,4907,61834,4719,71468,60,3445,271,3774,292,7481,624,8395,165,3404,229,3798,106,2816,163,3084,225,7327,537,8088,290,7304,576,8175,446,8256,535,9232,673,9940,651,11269,969,9318,613,10893,1135,4288,387,5811,1259,938,177,2375,5608,64527,4756,74883,130,7003,528,7667,922,15208,1267,17399,383,6810,456,7650,246,5773,358,6375,489,13994,1011,15497,521,14080,1157,15754,780,15842,1101,17726,1255,18960,1289,21510,1803,18372,1229,21404,2032,8605,739,11374,1948,1714,332,3987,10513,126361,9472,146349
CED236,78,4057,331,4467,733,8704,823,10260,244,4276,392,4919,190,3778,347,4317,278,7967,802,9049,303,7479,720,8498,451,8634,786,9868,760,9241,768,10768,966,8233,676,9871,1032,4202,468,5707,699,909,178,1784,5734,67481,6296,79509,63,3780,296,4142,344,8520,755,9620,135,3856,299,4293,116,3586,280,3977,232,8381,699,9310,306,8022,690,9023,535,8911,629,10082,723,9652,696,11072,939,8352,608,9904,1245,4184,457,5888,1321,1045,331,2694,5955,68302,5742,80000,138,7840,631,8608,1080,17220,1579,19881,385,8130,696,9207,302,7368,626,8291,508,16346,1500,18361,613,15501,1409,17517,983,17548,1416,19953,1481,18892,1468,21840,1901,16589,1284,19778,2283,8387,924,11593,2020,1958,504,4479,11690,135778,12038,159507
