CED_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,19,69,5,22,20,0,133,7,117,4,14,15,6,155,49,474,30,112,47,7,712,126,269,72,205,64,11,742,311,121,54,270,48,7,801,2214,235,103,622,625,16,3809,6367,114,69,1102,322,27,8002,6902,17,15,549,109,9,7605,884,7,3,84,18,0,1000,188,0,0,33,6,0,239,41,4,0,12,0,0,55,25,0,0,4,0,0,28,7,0,0,5,0,0,11,12,0,0,9,6,0,23,280,130,34,180,88,48,755,17416,1562,391,3214,1362,135,24070
CED302,3,111,3,5,5,3,132,0,152,6,8,3,0,175,32,666,38,63,14,3,815,55,362,57,106,60,7,641,81,120,26,108,51,0,391,198,108,23,158,99,4,598,670,72,40,320,144,3,1255,4035,59,35,879,429,20,5449,3228,7,10,430,150,8,3831,1454,4,4,161,29,3,1654,638,0,0,58,0,0,698,260,0,0,27,3,0,289,88,0,0,7,3,0,102,92,0,0,15,7,0,114,160,120,9,119,49,24,488,10996,1782,259,2469,1046,80,16624
CED303,0,96,6,18,13,0,131,3,105,9,0,0,0,122,12,555,26,48,14,3,664,34,258,87,115,35,3,534,66,82,43,160,19,9,376,358,70,38,233,61,7,767,627,51,54,388,50,5,1167,2889,42,25,815,267,12,4052,3157,4,7,433,53,5,3659,837,5,0,140,12,5,990,271,0,0,46,7,0,320,89,0,0,7,0,0,104,40,0,0,10,4,0,56,56,0,0,8,3,0,69,143,85,20,122,28,28,431,8591,1355,305,2542,551,81,13437
CED304,17,125,11,16,8,0,178,5,143,5,12,0,0,168,71,708,79,93,19,6,979,264,191,157,225,19,9,861,274,129,189,231,47,5,881,1290,107,155,397,84,5,2037,4348,87,77,927,109,10,5549,11419,30,28,1604,360,25,13466,7558,10,19,1107,281,13,8976,3398,4,6,538,111,8,4066,1530,0,4,253,39,0,1823,767,0,0,153,15,4,932,455,0,3,87,9,0,551,663,0,0,150,13,8,839,333,115,27,227,55,75,837,32389,1651,758,6023,1169,161,42153
CED305,36,144,24,29,1228,11,1473,7,166,8,23,186,3,397,85,384,64,197,232,4,967,279,276,148,323,115,13,1158,469,116,52,436,60,14,1147,1428,83,47,681,105,10,2351,2239,55,35,876,138,22,3358,2595,22,23,546,75,4,3268,1010,9,0,175,15,0,1206,268,0,4,42,6,0,325,76,0,0,14,5,0,97,22,0,0,9,6,0,36,5,0,0,0,3,0,8,10,0,0,3,7,0,16,171,110,25,220,209,28,765,8700,1376,433,3562,2398,110,16578
CED306,13,146,0,34,73,0,260,8,140,10,26,28,0,215,75,532,45,164,95,9,922,313,378,126,364,140,20,1348,473,132,58,413,107,13,1191,1258,169,87,632,146,14,2298,2391,79,56,898,211,10,3650,3753,20,44,770,201,13,4803,1613,9,9,255,38,6,1928,375,0,0,77,8,0,466,132,0,0,24,14,0,168,30,0,0,9,3,0,40,21,0,0,7,0,0,28,16,0,0,13,0,0,31,172,149,21,205,99,46,689,10643,1749,459,3888,1176,131,18044
CED307,0,55,0,3,3,0,69,0,67,4,7,0,0,82,15,276,16,46,19,0,364,33,157,5,83,43,0,325,41,86,21,100,18,3,269,292,89,23,185,395,7,989,1566,73,59,495,211,12,2418,4141,29,16,703,250,13,5151,1929,9,0,231,53,3,2224,502,0,0,65,12,0,583,180,0,0,32,0,0,216,83,0,0,7,0,0,91,27,0,0,0,0,0,24,25,0,0,8,0,0,34,146,39,10,108,54,35,391,8985,881,160,2078,1057,77,13233
CED308,13,39,0,17,10,0,79,0,94,7,4,0,0,107,12,382,29,49,16,4,493,36,121,53,107,66,4,393,47,77,30,104,39,3,300,141,56,41,167,46,0,457,1157,76,54,516,152,10,1964,6533,39,34,1176,761,33,8573,6031,5,11,666,259,12,6985,2021,0,0,287,75,6,2393,816,0,3,111,21,0,956,401,0,0,64,13,0,472,176,0,0,30,3,0,211,325,0,0,49,4,0,382,332,83,13,198,54,61,748,18030,986,277,3549,1525,136,24508
CED309,4,62,3,19,9,0,104,0,106,10,10,9,0,141,14,454,17,61,21,3,573,49,201,67,127,66,4,516,54,72,18,176,50,7,377,321,61,43,281,93,18,811,1133,59,35,563,103,10,1906,3130,22,26,954,154,6,4291,3528,8,7,643,105,8,4298,1907,0,0,250,30,3,2203,666,0,0,123,14,0,806,252,0,0,42,0,0,300,127,0,0,22,0,0,154,110,0,0,37,9,0,151,188,92,5,160,51,36,538,11502,1145,237,3474,714,107,17178
CED310,11,57,5,24,12,0,102,4,93,0,13,19,0,130,15,457,23,53,14,4,562,60,161,28,125,67,0,445,53,78,30,131,32,4,330,124,67,15,229,69,4,510,904,71,48,594,81,10,1716,3612,48,22,1052,149,19,4893,4567,4,4,715,97,4,5400,1685,0,0,219,24,7,1934,537,0,0,94,11,0,641,228,0,0,47,3,0,279,92,0,0,18,0,0,114,89,0,0,35,5,0,127,187,74,12,168,44,30,512,12170,1111,183,3519,625,92,17707
CED311,24,214,10,68,505,0,835,18,171,22,47,176,0,431,160,574,88,313,268,13,1409,779,314,97,529,195,25,1936,746,89,55,589,122,10,1612,1681,81,55,663,113,13,2605,3164,26,14,643,104,10,3962,2664,4,5,364,63,9,3097,481,0,0,82,22,0,589,83,0,0,18,6,0,114,20,0,0,7,0,0,31,6,0,0,0,4,0,8,0,0,0,0,3,0,4,7,0,0,15,5,0,21,211,71,12,273,269,39,884,10051,1535,367,3611,1852,122,17541
CED312,15,94,6,10,6,0,134,6,143,8,9,0,0,157,25,536,9,43,18,5,630,71,292,27,101,95,3,587,99,135,26,103,22,4,388,665,108,23,177,135,4,1116,3972,93,38,596,235,18,4957,7948,26,25,996,334,28,9360,2926,14,0,339,42,5,3323,637,0,4,103,8,0,758,198,0,0,32,11,0,240,79,0,0,19,0,0,93,26,0,0,4,0,0,35,37,0,0,9,12,0,59,322,103,22,155,64,50,723,17029,1537,197,2698,977,114,22549
CED313,14,218,8,6,4,0,254,10,263,17,12,5,0,294,52,1145,43,76,11,3,1332,167,384,62,211,20,3,857,194,133,24,184,19,0,559,767,109,42,290,43,5,1255,2718,74,25,718,80,6,3627,8437,62,15,1345,225,15,10093,6970,9,14,1020,222,11,8254,3141,7,5,439,100,5,3698,1341,0,0,204,26,4,1574,663,0,0,121,14,0,795,334,0,0,50,5,0,387,526,0,0,79,8,0,614,277,157,14,202,48,48,749,25601,2566,275,4953,835,115,34345
CED314,7,93,3,26,29,0,157,10,132,13,30,21,0,205,78,488,44,177,47,6,839,298,215,63,276,64,6,919,651,95,26,369,46,9,1200,2278,102,49,688,186,18,3316,5214,56,33,1042,155,18,6525,3911,24,18,565,66,10,4584,795,0,4,124,24,0,939,192,3,0,32,3,0,235,38,0,0,10,0,0,42,13,3,0,4,4,0,25,9,0,0,5,0,0,13,12,0,0,10,7,0,29,182,95,16,157,84,42,571,13687,1314,261,3501,730,113,19603
CED315,20,217,9,19,20,0,287,9,253,21,10,8,5,298,79,961,52,151,70,3,1319,288,582,103,273,44,11,1298,673,176,41,422,60,15,1381,2384,266,68,732,801,18,4281,4346,114,36,1205,237,24,5967,5102,31,28,827,116,14,6123,896,18,0,167,38,6,1129,234,0,0,59,6,0,299,73,0,0,30,3,0,104,22,0,0,0,0,0,32,10,0,0,15,0,0,30,20,0,0,15,0,0,42,237,184,30,157,76,43,726,14401,2811,397,4086,1495,131,23310
CED316,8,95,3,27,18,0,162,0,115,13,22,31,0,186,52,499,52,140,65,13,822,170,328,120,264,138,9,1025,399,121,28,376,133,3,1057,1485,143,47,792,133,21,2616,3677,77,66,1322,204,32,5382,3266,21,25,690,134,14,4142,516,5,5,90,20,0,641,111,0,0,31,7,0,155,35,0,0,15,9,0,57,12,0,0,7,0,0,18,4,0,0,0,3,0,10,12,0,0,6,4,0,25,155,101,37,176,90,47,612,9912,1515,393,3957,987,140,16908
CED317,25,286,48,57,388,3,819,6,231,87,47,112,3,490,106,681,209,301,201,13,1516,483,553,462,549,202,28,2283,610,162,78,617,131,18,1619,1424,187,94,919,244,23,2891,1795,68,32,1080,161,17,3155,2144,37,7,660,98,7,2954,660,7,0,135,23,0,829,149,6,0,54,12,0,223,36,0,0,15,11,0,58,12,0,0,0,8,0,20,0,0,0,3,0,0,10,15,0,0,11,4,0,33,117,163,37,260,300,61,937,7593,2382,1070,4710,1892,179,17829
CED318,25,382,108,28,391,3,936,14,356,112,18,56,10,552,47,1508,272,141,120,23,2109,233,947,304,300,114,30,1930,433,195,56,359,81,8,1132,1524,243,118,631,200,22,2730,2854,179,49,996,269,11,4360,3858,77,38,1152,316,19,5458,2109,9,9,433,95,8,2660,737,7,0,135,32,5,908,300,0,0,44,25,0,371,107,0,0,22,13,0,144,50,0,0,7,4,0,71,39,7,0,19,7,0,72,197,266,67,203,220,71,1021,12509,4168,1140,4488,1947,217,24466
CED319,12,218,11,22,0,0,265,10,218,15,5,4,0,250,41,1073,45,67,16,9,1250,112,427,101,150,31,10,819,158,178,46,164,15,5,556,636,168,54,268,206,5,1337,2374,113,45,609,123,12,3282,7501,50,22,1111,263,18,8973,3475,9,4,416,51,6,3974,1271,0,0,115,14,0,1412,399,0,0,60,3,0,461,140,0,0,18,8,0,162,60,0,0,9,0,0,69,46,0,0,14,3,0,60,204,204,23,144,53,44,664,16437,2667,367,3169,791,109,23533
CED320,8,65,3,16,8,0,104,3,89,3,11,7,3,114,48,427,33,89,45,10,642,63,259,71,117,63,5,574,128,110,51,165,56,7,515,876,125,85,334,181,22,1612,4708,98,53,886,179,18,5930,7267,25,18,825,272,22,8429,1186,0,3,192,11,8,1402,324,0,0,52,8,0,389,138,0,0,23,0,0,171,37,0,0,5,0,0,49,11,0,0,0,0,0,13,17,0,0,8,5,0,29,250,107,20,126,43,48,599,15077,1299,341,2847,880,129,20576
CED321,29,139,22,76,377,0,647,21,123,29,55,144,3,370,219,371,106,464,270,23,1455,795,280,167,718,204,28,2192,924,80,56,794,105,14,1966,2388,70,39,927,129,21,3581,2552,20,15,657,106,9,3354,845,6,11,241,36,5,1139,119,0,4,46,10,0,183,17,0,0,11,9,0,33,3,0,0,3,0,0,7,4,0,0,0,3,0,8,5,0,0,0,0,0,3,11,0,0,24,6,0,37,146,67,18,304,432,39,1005,8071,1153,455,4316,1838,148,15987
CED322,10,62,0,11,8,0,98,0,98,3,7,0,0,107,9,434,17,51,19,3,528,29,154,37,106,27,5,357,32,55,18,149,11,6,262,215,59,31,213,58,4,577,442,34,8,361,44,4,889,2238,21,34,948,358,0,3605,3583,6,16,901,529,15,5056,2579,5,9,440,155,13,3193,1141,5,0,206,73,3,1417,554,0,0,105,12,7,677,259,0,0,43,0,0,309,279,0,0,60,14,0,352,203,85,11,186,42,41,575,11567,1017,177,3786,1364,105,18003
CED323,24,85,6,14,8,0,135,0,115,11,13,5,0,141,30,592,36,77,29,0,761,168,243,94,178,57,4,748,114,122,56,187,96,8,582,381,90,52,285,91,10,903,2084,78,67,769,355,19,3380,6102,40,66,1545,796,44,8595,4474,13,27,1024,484,17,6035,2484,0,17,446,198,13,3159,1214,0,3,223,64,0,1511,578,0,0,112,23,3,710,357,0,0,58,0,0,417,480,0,0,103,11,0,590,283,120,27,257,106,80,868,18779,1502,464,5293,2320,201,28552
CED324,11,132,6,17,7,0,171,9,157,4,17,6,0,192,87,754,48,164,41,5,1101,129,325,118,277,67,12,923,108,108,31,177,40,0,463,466,123,38,267,55,10,951,2051,84,48,657,100,17,2964,5758,43,37,1095,479,22,7430,2993,12,11,530,109,8,3662,1240,3,3,190,36,0,1475,424,0,0,91,5,0,518,193,0,0,40,8,0,246,92,0,0,20,4,0,115,120,0,0,31,10,0,154,199,158,17,243,73,49,747,13877,1901,371,3803,1028,128,21115
CED325,15,110,3,14,4,0,150,0,147,5,10,0,0,163,26,663,26,79,34,8,836,80,534,38,109,57,6,823,63,216,12,117,67,6,489,574,234,39,247,206,12,1313,3053,216,54,811,366,23,4522,7388,54,21,900,503,24,8892,2178,12,0,220,61,6,2476,501,3,0,75,9,0,588,185,0,0,32,3,0,222,64,0,0,5,0,0,72,15,0,0,0,0,0,19,26,0,0,13,4,0,40,237,187,15,174,56,50,717,14405,2380,219,2802,1368,144,21313
CED326,19,124,4,17,6,3,167,7,158,6,10,6,0,187,19,741,29,54,41,0,894,92,392,77,111,71,5,749,138,155,35,128,66,7,526,658,170,56,298,270,9,1466,2966,153,67,717,295,28,4221,8401,33,34,1120,610,29,10226,3512,13,0,306,42,7,3883,881,5,0,86,11,0,982,267,0,0,19,4,0,288,77,0,0,18,3,0,103,34,0,0,9,0,0,36,44,0,0,11,3,0,59,274,134,21,118,62,53,661,17391,2088,329,3017,1488,139,24453
CED327,13,157,6,13,0,3,189,6,203,6,4,0,3,224,44,674,34,69,26,11,856,97,491,39,107,41,4,779,106,176,19,135,27,0,458,1029,206,23,213,52,11,1530,4235,177,55,814,293,18,5592,6588,39,32,1033,443,24,8164,2010,7,0,241,45,0,2309,522,6,3,78,13,0,612,127,0,4,24,0,0,153,33,0,0,12,0,0,46,14,0,0,0,0,0,14,12,0,0,4,0,0,21,298,158,22,159,57,60,756,15127,2303,248,2900,1002,135,21710
CED328,12,61,0,12,5,0,87,0,56,3,11,0,0,74,48,331,13,65,15,0,470,131,161,57,186,19,6,558,96,70,17,162,16,4,372,290,79,26,193,319,3,906,1464,50,23,438,202,5,2180,4556,24,13,781,178,3,5555,3294,16,0,572,75,8,3972,1621,9,4,265,31,0,1925,742,0,0,118,11,0,874,375,0,0,62,4,0,443,196,0,0,23,6,0,230,247,0,0,60,5,0,313,142,61,16,137,50,27,427,13206,922,176,3082,933,59,18386
CED329,10,80,5,32,40,0,164,4,136,14,13,11,0,185,36,558,71,126,36,5,845,186,216,62,328,86,10,882,386,83,25,418,59,8,984,1013,72,23,708,86,16,1912,1810,27,22,793,79,11,2759,1465,20,12,529,52,9,2089,914,4,0,257,29,0,1207,521,0,0,123,9,0,658,311,0,0,59,5,0,372,139,0,0,26,0,0,170,89,0,0,19,0,0,105,150,0,0,40,6,0,190,124,69,10,196,65,40,505,7143,1277,260,3676,569,99,13018
CED330,7,20,0,24,18,3,68,3,11,0,12,7,0,38,47,102,10,121,56,5,344,77,43,17,154,49,4,345,138,30,10,216,44,7,446,506,28,34,363,64,8,1002,2023,37,17,638,105,17,2837,3114,7,4,564,41,13,3748,1014,0,0,276,19,3,1310,476,0,0,102,5,0,586,182,3,0,48,6,3,236,75,0,0,27,0,0,101,36,0,0,13,0,0,49,46,0,0,19,7,0,70,168,12,8,218,85,34,524,7915,298,92,2804,507,92,11707
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,13,145,33,32,7,0,232,10,325,65,15,8,4,425,81,1770,318,264,52,30,2511,231,700,719,385,67,21,2122,282,280,193,401,48,7,1217,1437,304,264,843,211,22,3083,3913,283,221,1744,259,25,6447,6754,189,131,1879,276,13,9238,3333,32,17,777,82,3,4247,992,5,7,225,17,0,1251,337,4,3,69,8,0,437,149,3,3,45,0,0,197,85,3,0,21,0,0,110,102,0,0,41,6,0,152,196,216,100,272,84,69,929,17923,4265,2087,7022,1109,198,32600
CED402,19,69,14,96,108,0,300,22,164,25,85,40,3,340,240,869,154,505,194,23,1986,1083,561,221,820,247,44,2970,927,207,70,775,119,11,2105,2254,188,56,904,151,22,3569,1771,51,22,639,70,7,2564,711,20,16,201,15,7,965,100,4,4,53,13,0,167,12,0,5,14,4,0,38,0,0,0,10,0,0,9,4,0,0,3,0,0,7,3,0,0,0,0,0,5,7,0,0,4,3,0,23,88,137,31,255,211,54,786,7240,2279,622,4361,1165,167,15832
CED403,7,83,7,31,6,0,135,0,179,19,21,0,4,223,63,1092,244,184,28,17,1630,119,550,513,320,27,14,1542,132,185,112,267,29,12,735,1007,202,176,604,41,11,2048,2654,140,114,1240,91,6,4251,3547,117,57,1340,86,13,5165,1774,18,9,496,32,0,2329,526,5,9,142,11,0,691,207,3,5,53,0,0,260,89,0,0,30,0,0,122,43,3,0,8,0,0,61,58,0,0,18,6,0,84,116,159,131,167,46,43,653,10352,2729,1395,4926,398,117,19916
CED404,7,251,68,130,85,5,554,20,556,87,92,65,9,823,265,1701,164,542,355,23,3050,1304,886,158,1049,374,31,3802,777,320,48,792,193,13,2148,1654,259,46,887,171,12,3029,1688,97,25,656,87,14,2558,670,23,6,244,41,4,989,122,11,0,52,11,5,203,19,9,5,12,6,0,41,10,4,0,4,5,0,22,9,0,0,8,3,0,18,0,6,0,5,0,0,5,4,3,0,6,0,0,19,105,252,50,297,251,56,1018,6654,4364,665,4768,1644,180,18276
CED405,7,124,14,24,3,0,173,3,280,40,27,0,0,357,42,1525,131,157,22,15,1898,114,675,320,292,39,22,1464,170,246,94,320,37,7,872,1144,318,150,715,165,24,2506,2758,279,123,1360,149,12,4683,3576,129,72,1315,118,24,5231,1425,20,13,397,21,3,1881,447,5,0,92,5,0,549,195,6,0,32,0,0,233,69,0,0,18,0,0,88,43,0,0,5,0,0,46,40,0,0,24,0,0,70,119,226,48,201,38,49,678,10155,3838,1004,4979,607,153,20728
CED406,0,63,0,22,0,5,100,0,161,12,10,9,5,198,11,1072,64,82,17,13,1254,59,382,156,176,37,6,810,54,155,92,212,36,3,551,398,235,125,477,80,9,1327,2857,193,107,1468,79,15,4714,3228,34,28,874,47,4,4211,459,8,5,106,3,0,581,87,3,0,27,3,0,128,26,0,0,10,0,0,40,17,5,0,3,3,0,25,0,0,0,4,0,0,7,6,0,0,6,0,0,7,86,109,33,101,29,44,399,7297,2428,615,3576,347,105,14357
CED407,9,74,11,12,4,0,101,7,170,11,16,5,6,208,17,1000,61,100,33,9,1222,69,366,119,189,24,10,775,79,162,43,188,14,0,479,412,178,84,411,122,12,1223,2688,254,61,1384,197,14,4593,3311,68,16,898,138,6,4441,559,7,0,124,26,0,721,97,6,0,27,3,0,135,17,0,0,15,0,0,39,7,0,0,11,0,0,20,7,0,0,5,0,0,12,4,0,0,7,0,0,18,92,107,31,153,42,32,456,7373,2396,429,3545,610,89,14446
CED408,10,11,8,49,18,3,93,3,25,11,28,8,0,75,22,220,38,150,48,7,485,133,129,151,329,82,0,827,138,45,69,313,38,6,610,609,80,82,601,89,6,1464,2080,45,58,987,81,12,3267,2262,13,15,645,54,10,3001,486,5,8,144,15,0,662,157,0,0,47,0,0,208,59,3,0,18,0,5,79,19,0,0,9,4,0,26,8,0,0,4,5,0,17,17,0,0,11,4,0,27,59,30,30,143,57,28,347,6057,597,476,3486,505,76,11199
CED409,13,118,21,26,9,5,186,0,237,38,14,11,4,297,65,1710,138,124,70,20,2124,279,764,287,278,52,15,1673,473,380,144,432,60,10,1502,2586,468,164,1173,481,40,4910,5389,250,96,1635,275,19,7662,2099,33,47,496,94,4,2775,213,11,6,61,14,4,307,46,0,0,28,0,0,79,14,0,0,3,3,0,17,12,0,0,3,0,0,15,0,3,0,0,0,0,7,9,0,0,4,3,0,19,175,247,65,203,69,82,841,11362,4228,994,4490,1143,204,22414
CED410,0,75,19,29,5,4,127,4,132,50,22,0,0,210,56,892,205,184,31,10,1375,128,397,349,266,33,18,1189,154,141,103,270,20,3,692,932,148,137,581,132,11,1947,3080,114,88,1315,165,15,4784,4065,81,65,1253,120,17,5598,1995,8,13,493,36,0,2542,695,0,3,165,14,0,877,278,0,0,59,0,0,349,139,3,0,27,0,0,169,79,0,0,6,0,0,87,100,0,0,25,0,0,124,130,135,61,194,46,56,623,11841,2128,1087,4881,611,141,20686
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,19,35,3,19,0,0,80,4,58,8,9,4,0,88,28,418,57,93,18,3,626,198,287,109,170,29,3,791,325,96,41,256,32,3,760,947,155,40,588,284,4,2020,3097,108,13,1264,157,7,4639,4262,26,10,1174,104,15,5581,802,3,0,183,16,0,1008,145,5,0,30,4,0,182,47,0,0,6,4,0,59,15,0,0,5,0,0,18,0,0,0,6,0,0,3,10,0,0,3,0,0,13,154,86,14,174,48,40,522,10050,1284,299,3990,700,78,16395
CED502,12,53,8,24,4,3,106,5,75,17,22,7,0,113,49,427,67,121,22,5,683,132,323,125,181,56,9,822,329,136,45,271,51,15,844,1166,205,43,641,104,10,2173,3208,139,21,1415,199,18,5003,2999,38,35,1079,166,8,4327,807,11,6,246,29,6,1094,128,0,0,31,7,0,172,20,6,0,15,3,0,45,10,0,0,12,3,0,21,4,4,0,3,0,0,13,3,0,0,16,8,0,25,157,102,21,203,50,43,584,9024,1504,403,4267,700,120,16021
CED503,14,22,5,25,7,0,73,0,33,5,6,10,0,63,20,245,72,121,32,9,493,158,220,149,205,57,6,794,203,90,54,290,46,8,685,841,79,62,606,72,10,1673,2201,30,34,1045,105,12,3431,2358,19,42,815,86,12,3335,645,3,5,201,20,3,870,155,0,0,58,4,7,215,42,0,0,15,3,0,60,22,0,0,7,3,0,30,3,0,0,0,0,0,9,3,0,0,12,5,0,22,99,50,34,175,49,31,436,6768,802,457,3586,495,93,12199
CED504,11,90,15,24,0,0,143,0,177,12,17,0,0,212,33,1121,59,136,34,6,1394,69,450,118,198,16,13,861,86,186,30,206,29,4,539,575,251,55,478,87,4,1454,3188,190,31,1573,272,19,5277,3833,64,35,1570,249,30,5781,1003,12,0,321,35,7,1371,178,0,4,67,10,0,255,68,3,0,21,0,0,98,38,0,3,9,3,0,49,18,0,0,8,0,0,19,13,3,0,6,0,0,18,147,159,34,234,57,59,691,9262,2717,391,4863,793,148,18178
