CED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
CED210,572,12,0,12,577,72,4,655,5305,772,116,27,6224,89,19,108,6329,339,10,6677,9230,1195,219,45,10691,88,16,102,10795,326,15,11135,1143,117,133,10,1404,21,0,20,1418,34,0,1456,69,8,0,85,160,3,0,3,164,3,15,186,15751,2091,466,172,18476,198,31,228,18708,703,36,19449,89,28,10,0,128,16,0,21,146,23,0,165,278,34,0,7,319,19,8,30,347,13,0,361,368,61,13,7,447,36,9,46,491,36,0,530,16111,2149,481,178,18922,237,40,280,19201,740,36,19979,3459,681,91,77,4308,89,40,126,4431,833,16,5280,30,4,0,13,52,0,0,0,52,0,52,103,19602,2837,570,277,23279,322,83,405,23683,1577,104,25364
CED211,1038,16,9,22,1067,122,4,1196,7840,937,135,21,8941,106,40,146,9093,439,6,9539,11687,1565,193,34,13477,140,26,168,13646,367,15,14030,1360,149,131,15,1654,9,0,13,1663,46,3,1721,72,3,0,109,186,0,3,3,188,9,13,211,20964,2653,466,180,24259,258,69,328,24586,864,49,25496,146,24,6,6,189,20,15,33,218,13,0,234,381,41,0,6,428,15,8,30,456,27,0,477,531,61,7,15,611,35,24,58,675,40,0,707,21488,2722,469,192,24871,291,94,384,25256,904,49,26211,4487,610,116,86,5294,87,24,111,5404,639,14,6061,29,9,0,40,84,0,0,0,84,8,70,156,26006,3333,590,321,30245,385,113,500,30744,1546,132,32422
CED212,660,3,0,3,668,48,6,722,6310,775,96,40,7230,80,20,99,7326,392,17,7735,10211,1311,171,70,11759,84,10,101,11857,344,13,12216,1466,198,167,12,1844,15,4,14,1859,53,0,1914,138,5,6,109,254,6,0,6,257,17,20,294,18130,2289,443,226,21085,182,36,217,21305,807,46,22160,93,17,0,0,111,11,5,15,123,18,0,144,242,25,8,5,280,13,3,14,294,15,0,310,337,44,8,5,390,22,9,25,416,28,0,449,18462,2329,451,238,21478,204,43,245,21722,834,49,22609,3614,434,107,75,4229,91,28,120,4348,554,16,4923,35,5,7,18,66,0,0,0,65,5,75,150,22115,2764,561,334,25772,295,72,368,26139,1394,147,27683
CED213,510,0,0,0,510,41,3,557,4421,608,119,22,5172,45,13,60,5230,309,18,5550,8668,1152,192,93,10102,53,9,64,10169,309,19,10497,1077,182,166,15,1451,0,0,3,1451,40,0,1495,98,16,8,114,240,9,0,9,241,14,15,270,14274,1958,491,244,16960,107,29,131,17097,670,44,17809,55,8,4,4,72,12,0,9,78,9,0,89,175,20,10,7,207,3,0,3,215,10,0,228,233,28,7,14,280,12,0,16,292,24,0,315,14502,1981,503,256,17238,120,28,145,17392,690,44,18126,2817,408,133,83,3441,39,12,54,3496,465,6,3969,21,14,0,13,48,0,0,0,48,9,86,137,17337,2403,640,346,20727,164,40,201,20933,1159,139,22225
CED214,759,33,12,41,799,251,7,1055,5562,921,137,40,6656,127,48,173,6830,494,4,7327,5632,1403,138,39,7207,116,42,163,7374,618,20,8012,946,149,161,17,1268,11,12,24,1294,50,0,1347,60,24,3,78,156,5,3,5,164,22,27,210,12201,2484,441,174,15295,261,103,360,15660,1182,57,16897,187,76,13,3,276,65,10,75,354,47,0,403,266,109,27,9,410,62,51,110,522,95,0,618,448,184,42,12,688,125,61,188,877,143,4,1020,12651,2667,475,187,15982,386,167,553,16533,1322,56,17919,4224,1422,183,162,6000,228,94,320,6320,1919,64,8299,51,14,0,50,113,0,4,5,118,24,112,260,16927,4109,659,403,22097,614,263,873,22967,3267,238,26476
CED215,917,31,4,30,947,141,5,1089,12127,1274,205,50,13655,285,52,336,13987,611,21,14614,10830,1779,191,74,12876,157,47,203,13077,494,12,13583,1622,197,228,18,2069,39,0,39,2108,50,0,2160,129,30,5,164,321,7,3,14,339,8,30,372,24710,3276,634,308,28920,481,102,586,29511,1162,62,30733,516,104,3,16,641,79,11,93,734,51,0,784,635,123,18,24,798,49,13,67,864,26,5,902,1152,224,19,39,1439,135,24,160,1599,72,12,1681,25864,3497,651,346,30366,616,125,743,31104,1240,73,32416,6732,1459,266,217,8674,329,52,384,9057,1343,38,10440,70,23,6,126,228,3,0,3,226,15,149,388,32662,4983,925,686,39261,947,182,1129,40390,2596,259,43247
CED216,181,4,0,4,187,26,0,215,4155,573,93,32,4857,70,27,94,4955,265,0,5219,7566,1045,201,103,8916,87,27,119,9028,431,16,9475,877,158,134,13,1186,15,0,16,1202,63,0,1261,98,15,7,94,223,0,4,3,225,17,14,255,12695,1799,438,238,15182,177,55,230,15407,779,31,16217,66,21,0,7,91,21,0,21,108,11,0,116,143,26,6,5,180,19,8,27,210,11,0,219,206,39,7,10,266,39,8,44,311,23,0,338,12904,1841,445,252,15447,212,65,271,15723,802,34,16553,2819,472,121,110,3521,122,41,160,3684,760,30,4474,27,9,0,21,55,3,0,3,65,8,69,140,15756,2315,571,382,19027,338,103,442,19466,1568,125,21160
CED217,1474,23,9,33,1507,162,6,1665,9921,1052,128,31,11125,212,32,244,11369,540,11,11925,10474,1360,163,52,12052,150,23,177,12222,316,26,12564,1136,118,141,3,1400,13,0,13,1415,34,5,1448,132,7,5,103,237,0,0,0,237,20,14,269,21657,2534,427,191,24809,375,57,433,25245,905,54,26197,160,19,3,7,183,21,3,22,206,4,0,213,350,22,0,0,376,12,10,22,396,27,3,427,507,44,3,9,556,32,10,48,601,32,3,633,22161,2570,434,201,25371,406,66,472,25847,935,58,26835,4185,428,83,50,4753,92,22,111,4861,583,15,5460,39,15,0,23,82,0,0,0,82,0,42,128,26388,3020,516,272,30201,501,82,586,30789,1524,114,32423
CED218,1346,41,16,56,1402,223,7,1634,9072,1142,179,68,10461,196,44,241,10700,658,32,11390,9546,1831,217,111,11707,184,47,232,11941,675,17,12635,1349,204,166,20,1734,28,0,34,1762,58,3,1828,125,5,13,226,372,10,9,25,395,26,34,457,20092,3184,574,423,24278,425,107,528,24804,1419,86,26313,348,94,10,23,472,116,3,119,586,41,0,633,500,125,9,15,655,77,16,92,742,53,4,805,844,224,21,39,1126,185,21,210,1331,92,3,1432,20939,3402,601,458,25400,610,127,738,26138,1513,96,27744,6598,1741,284,293,8916,306,62,367,9287,1907,66,11264,69,16,0,101,186,0,0,0,188,25,171,381,27607,5162,878,858,34504,916,185,1105,35606,3442,329,39386
CED219,685,19,3,23,713,104,0,814,7133,870,162,43,8206,145,51,198,8406,478,7,8889,8958,1309,230,84,10582,123,32,156,10734,402,22,11162,1269,184,153,24,1633,16,0,16,1654,77,5,1736,150,16,5,133,296,0,0,0,296,31,49,382,17511,2378,549,288,20719,288,86,369,21092,993,81,22164,256,62,9,10,339,70,5,66,405,48,4,455,497,97,27,11,628,36,12,50,679,24,0,703,748,161,31,22,963,104,15,121,1088,70,4,1162,18261,2546,575,305,21684,394,98,491,22175,1065,90,23322,6225,1249,224,238,7936,266,57,320,8260,1386,37,9686,57,31,5,80,163,0,0,0,163,8,149,320,24541,3816,807,624,29785,656,155,813,30597,2460,268,33325
CED220,1118,19,5,23,1141,127,0,1274,7155,700,85,35,7979,136,34,169,8150,364,0,8515,7190,983,78,25,8278,60,12,73,8351,221,12,8583,996,111,94,6,1201,5,3,12,1210,31,0,1245,71,10,4,76,159,4,0,5,163,8,10,171,15410,1809,255,137,17610,213,47,256,17871,628,19,18520,151,19,9,0,171,14,5,17,190,3,0,197,236,16,6,0,262,9,9,15,274,17,0,294,385,31,14,3,430,21,12,33,464,22,0,488,15796,1839,271,144,18048,235,60,292,18337,650,23,19008,3387,437,67,55,3946,65,15,79,4025,423,8,4447,21,7,0,21,50,4,0,4,53,0,34,90,19199,2284,338,220,22042,300,74,373,22415,1068,58,23545
CED221,1071,28,18,40,1120,204,7,1333,9388,1330,203,65,10988,204,55,251,11244,595,12,11858,10858,2074,208,98,13243,147,50,193,13441,608,22,14071,1492,232,208,16,1949,29,5,34,1987,75,4,2064,138,30,5,147,319,4,11,11,332,20,50,401,21883,3674,621,325,26505,386,116,498,27003,1298,94,28391,379,89,8,5,480,38,9,48,524,28,0,555,553,154,13,17,738,75,14,88,823,59,0,887,928,249,15,24,1218,112,25,135,1354,86,0,1440,22813,3921,640,348,27717,497,141,638,28356,1383,92,29834,8870,2318,247,374,11805,500,115,610,12423,2342,77,14843,83,24,0,88,193,0,0,0,193,21,151,364,31764,6255,888,819,39723,999,249,1249,40972,3747,320,45037
CED222,1098,39,10,43,1146,252,5,1402,8119,1038,152,42,9356,177,49,230,9587,640,12,10233,7856,1766,170,44,9837,154,36,186,10028,523,8,10563,1068,192,108,3,1371,18,3,25,1393,62,0,1455,105,24,7,127,267,0,0,0,267,20,17,302,17150,3018,440,218,20822,350,89,445,21265,1248,42,22554,270,43,14,4,325,45,6,51,383,41,0,423,382,79,12,9,479,43,26,68,551,35,0,588,652,126,24,12,809,90,32,118,932,86,3,1017,17801,3145,465,228,21634,440,118,561,22195,1335,44,23568,5089,1400,153,183,6822,206,100,304,7127,1882,33,9040,57,14,3,90,157,7,0,7,170,16,129,323,22945,4557,620,497,28615,657,218,877,29490,3231,208,32929
CED223,165,4,0,4,176,22,0,195,5695,653,135,48,6527,48,9,64,6591,344,12,6943,8206,1233,200,85,9721,51,20,72,9791,353,11,10149,963,160,159,12,1298,5,0,7,1303,42,0,1345,103,21,3,141,262,5,0,5,275,13,13,294,14961,2066,499,280,17809,106,38,143,17949,746,33,18730,84,24,3,0,118,22,4,25,139,15,5,157,130,20,4,8,157,3,9,18,172,21,0,192,215,49,5,8,273,25,15,36,314,32,5,352,15177,2110,507,289,18087,128,49,181,18259,783,34,19079,2448,460,125,63,3087,59,16,75,3163,569,9,3739,30,0,0,7,38,0,0,0,38,12,90,136,17652,2568,629,360,21211,186,69,253,21469,1350,136,22956
CED224,1086,10,10,15,1099,139,9,1243,8739,986,155,17,9890,137,25,161,10052,389,11,10458,10708,1333,184,59,12282,91,28,122,12405,335,6,12750,1332,157,155,16,1659,18,3,19,1676,56,0,1739,101,10,9,86,212,6,0,6,218,11,25,250,20888,2489,496,184,24049,252,53,311,24355,797,46,25193,171,9,0,6,189,17,0,17,209,16,0,225,297,46,8,5,354,10,7,19,372,32,0,402,472,56,11,10,547,26,7,33,582,46,0,627,21353,2545,503,189,24588,280,62,341,24937,840,48,25821,4038,631,128,102,4895,152,28,181,5069,760,7,5838,26,16,0,35,79,3,0,3,80,0,70,152,25418,3190,626,327,29566,434,86,522,30087,1598,121,31808
CED225,1109,7,8,14,1124,136,0,1267,8208,991,173,24,9394,132,27,163,9552,454,19,10028,11615,1487,156,55,13308,105,27,133,13451,382,13,13842,1414,159,151,3,1719,22,4,24,1746,45,0,1788,94,9,0,91,193,5,0,5,197,12,7,218,21322,2640,479,174,24619,267,64,326,24941,896,38,25876,130,32,5,0,166,13,4,17,186,8,0,194,316,40,9,5,366,16,6,28,393,24,0,412,439,75,13,5,531,33,11,46,576,31,0,606,21761,2716,490,181,25144,298,69,372,25515,933,38,26487,3738,542,89,70,4437,90,27,114,4551,476,7,5031,24,10,0,22,58,0,0,0,58,0,70,130,25521,3271,583,271,29643,385,92,483,30121,1407,114,31644
CED226,1708,37,16,52,1760,253,3,2013,9763,988,142,29,10925,185,44,231,11154,560,22,11738,9858,1495,111,50,11522,111,28,140,11658,405,10,12072,916,118,110,0,1142,17,0,17,1162,46,0,1206,62,13,0,103,183,4,0,4,189,9,19,218,20602,2615,363,188,23767,316,78,398,24159,1025,52,25235,206,22,5,0,234,26,0,26,262,11,0,269,294,37,0,7,342,20,13,34,376,20,0,400,500,58,10,5,577,50,13,63,638,35,0,674,21095,2680,371,189,24342,363,94,458,24798,1063,52,25910,4062,682,90,63,4896,92,42,135,5033,964,13,6015,36,3,0,41,83,4,0,4,90,6,42,132,25196,3366,461,299,29326,457,134,597,29921,2031,110,32056
CED227,842,14,0,13,858,86,0,947,9338,990,145,54,10527,129,36,168,10696,440,18,11149,12359,1855,244,92,14553,118,32,149,14697,428,27,15153,1661,224,192,18,2101,10,8,14,2120,31,9,2154,165,33,6,151,350,6,0,6,358,11,24,398,23521,3101,583,322,27529,263,72,338,27867,913,78,28855,282,63,0,9,356,44,4,44,400,22,4,418,472,74,23,8,578,33,3,37,615,13,0,635,762,137,25,16,932,75,5,82,1016,34,4,1052,24281,3242,608,338,28464,335,81,413,28880,949,77,29910,6601,986,223,178,7992,195,52,250,8240,887,41,9168,53,20,0,66,142,0,0,0,142,15,149,314,30939,4251,836,582,36602,529,127,659,37264,1855,268,39390
CED228,915,31,7,44,954,170,3,1126,10269,1364,245,101,11981,278,102,375,12359,680,25,13065,9533,2089,227,73,11924,236,64,297,12227,636,26,12890,1320,225,185,16,1743,34,5,38,1785,66,3,1847,191,19,13,199,426,10,0,10,435,53,38,522,21310,3699,669,400,26078,560,161,722,26796,1432,90,28325,695,146,21,19,885,108,4,113,997,91,7,1095,911,211,15,16,1149,76,33,111,1253,75,4,1337,1602,360,40,37,2030,189,35,225,2256,164,14,2430,22912,4051,707,432,28109,745,203,942,29049,1603,104,30752,8953,2285,352,394,11990,536,98,631,12622,2223,77,14924,107,25,0,185,318,5,0,5,322,15,210,552,31969,6367,1063,1013,40411,1282,300,1580,41991,3835,392,46224
CED229,638,13,6,20,661,76,3,737,5307,633,78,18,6036,114,30,146,6183,336,6,6526,5917,1106,95,42,7160,92,7,107,7262,228,17,7501,885,152,103,17,1151,16,0,17,1167,31,4,1203,80,6,6,70,166,0,0,0,166,3,16,188,12187,1896,283,153,14518,226,41,264,14779,599,37,15412,137,13,0,0,154,20,0,25,177,11,0,191,168,26,0,0,192,11,3,14,207,10,0,219,306,40,0,4,348,30,7,35,383,21,0,406,12494,1939,283,154,14865,256,42,300,15165,617,37,15821,2760,463,68,68,3358,77,18,92,3450,432,8,3887,35,15,3,39,86,6,0,6,92,0,68,164,15287,2409,351,257,18311,336,60,396,18713,1049,116,19873
CED230,184,4,0,9,186,24,0,210,5299,533,97,28,5956,49,16,67,6019,308,6,6336,8409,1053,124,99,9684,64,28,93,9769,317,22,10109,980,127,124,17,1244,3,0,3,1250,41,3,1293,94,17,0,161,272,0,0,0,270,33,7,308,14774,1726,345,304,17151,117,47,161,17311,699,35,18053,45,16,0,0,66,33,4,41,104,30,0,139,106,29,8,8,155,22,12,36,192,20,0,206,152,46,8,7,218,64,15,77,295,51,0,348,14927,1775,357,312,17374,178,59,233,17607,758,41,18403,3199,558,131,147,4032,113,33,145,4181,982,25,5186,44,7,0,21,73,0,0,0,73,13,130,213,18168,2342,485,481,21474,289,94,385,21856,1753,190,23801
CED231,997,16,4,22,1018,131,3,1150,7389,819,158,13,8381,135,30,158,8539,350,15,8903,8608,1122,146,58,9935,108,31,136,10073,302,10,10385,1208,146,133,11,1497,11,5,13,1508,32,0,1546,109,6,4,88,208,0,0,0,208,19,11,235,17309,2099,441,168,20023,254,58,311,20328,702,41,21072,152,26,9,4,183,23,4,21,212,5,0,223,227,62,9,0,298,18,17,29,329,23,0,352,383,91,14,3,486,36,18,59,542,33,0,572,17694,2190,456,170,20505,291,77,364,20875,732,41,21645,3415,614,127,71,4230,86,44,126,4355,636,29,5015,34,0,0,43,82,4,0,4,87,0,83,171,21139,2804,582,291,24814,375,118,498,25315,1373,147,26832
CED232,752,6,3,12,760,56,5,820,8568,947,227,55,9795,115,14,131,9924,452,29,10400,12435,1704,231,107,14475,94,27,127,14599,386,15,14996,1613,249,166,23,2053,27,0,29,2084,75,0,2156,176,16,0,149,331,3,0,3,336,21,32,390,22795,2918,621,327,26662,245,47,286,26943,933,67,27947,175,28,5,7,223,39,0,36,260,14,0,271,436,51,4,19,513,20,3,26,540,27,4,569,614,82,12,23,737,58,6,62,797,35,4,844,23414,2993,634,355,27397,303,49,350,27746,973,69,28794,5221,740,205,177,6343,135,33,165,6506,693,22,7220,39,5,0,34,87,0,0,0,87,5,81,171,28675,3736,838,564,33822,438,76,520,34339,1673,180,36187
CED233,319,10,9,12,336,55,6,389,4023,583,69,15,4686,95,17,112,4800,252,13,5059,3450,717,45,18,4232,45,17,52,4286,208,3,4496,698,148,94,0,939,10,0,11,953,18,0,972,34,4,0,30,66,6,0,6,70,14,6,93,8208,1449,212,62,9928,153,31,185,10112,492,20,10620,149,28,3,0,178,11,8,14,191,15,0,202,157,26,0,0,187,19,29,44,222,29,5,257,306,48,3,0,361,26,35,59,417,42,5,463,8510,1503,216,58,10286,176,67,243,10524,536,19,11082,1819,465,93,49,2425,90,20,114,2543,629,11,3184,12,3,4,21,35,0,0,0,35,0,45,83,10346,1970,309,126,12750,266,83,355,13104,1163,75,14348
CED234,1529,33,19,56,1585,226,0,1814,8657,1058,135,30,9882,185,46,228,10113,557,17,10680,10010,1856,189,42,12100,141,58,203,12300,486,6,12793,945,164,162,9,1269,14,4,16,1282,71,4,1360,70,27,3,107,208,6,0,6,215,9,24,245,19676,3099,489,191,23452,345,108,455,23913,1127,55,25087,211,35,6,3,251,25,3,33,284,24,0,309,358,58,10,12,430,50,15,66,500,42,0,541,571,91,10,14,687,77,25,100,785,68,0,849,20252,3187,502,206,24142,424,128,555,24693,1190,55,25939,4688,933,125,95,5845,181,49,231,6073,992,19,7072,37,12,0,38,88,0,0,0,92,0,67,158,24972,4139,622,340,30071,607,173,785,30854,2181,130,33169
CED235,281,0,0,0,284,18,0,300,4172,640,113,25,4950,48,17,69,5020,300,8,5324,7745,1284,179,99,9303,83,20,108,9407,411,7,9829,1039,145,170,21,1378,9,0,12,1388,46,13,1441,87,14,5,156,264,3,3,6,271,20,12,298,13049,2082,463,298,15895,148,49,192,16088,769,31,16902,59,8,0,0,65,10,0,10,72,14,0,81,158,22,11,0,195,12,4,15,213,21,0,232,209,36,11,0,259,20,4,22,281,30,0,311,13262,2122,472,304,16156,165,48,213,16373,805,31,17209,2915,539,138,113,3703,89,23,104,3813,556,19,4391,29,3,0,8,42,0,0,0,43,14,97,150,16198,2665,615,428,19905,255,67,328,20225,1376,146,21747
CED236,244,3,0,3,248,39,0,291,5443,633,132,43,6251,55,34,91,6340,234,10,6582,8419,967,173,55,9618,58,25,79,9700,337,9,10050,906,123,149,16,1191,10,0,10,1201,40,8,1247,113,8,0,152,275,3,0,3,285,18,18,317,14886,1731,456,261,17337,122,59,179,17517,627,49,18190,90,4,0,0,93,12,5,17,107,18,0,133,170,35,6,12,224,19,7,28,252,30,0,277,256,43,11,13,320,29,11,41,360,49,0,407,15140,1769,472,279,17655,149,75,224,17882,673,44,18598,2996,657,126,139,3916,171,59,229,4150,1395,21,5563,32,13,0,30,70,0,0,0,70,0,101,179,18169,2438,597,444,21647,321,135,452,22101,2070,168,24340
CED237,991,24,5,34,1023,253,0,1280,6722,999,136,63,7914,170,64,238,8154,513,23,8692,8254,1753,199,91,10296,167,36,205,10499,559,20,11076,1124,173,129,18,1445,10,10,21,1467,91,4,1562,119,23,0,121,257,5,0,5,261,19,14,292,16218,2941,464,291,19917,353,109,462,20380,1179,62,21614,271,57,10,5,344,56,12,64,406,44,0,453,473,107,16,17,614,52,20,71,688,37,0,725,744,166,26,24,956,102,32,139,1094,84,0,1175,16963,3110,488,316,20874,458,139,597,21470,1256,62,22793,5894,1656,219,245,8021,426,124,551,8566,2582,49,11198,48,11,0,95,160,0,0,0,157,16,178,351,22904,4776,707,659,29049,890,264,1151,30200,3856,289,34343
CED238,192,3,0,3,198,24,5,222,4858,638,89,31,5615,41,16,58,5675,238,3,5912,8985,1264,204,94,10555,41,15,61,10609,306,10,10928,1059,116,134,44,1357,4,0,12,1367,33,0,1398,123,30,5,142,290,0,0,0,290,9,19,325,15025,2049,433,307,17818,91,38,124,17943,587,35,18567,40,12,0,0,51,0,0,0,51,4,0,56,112,20,0,4,140,4,3,10,147,12,3,159,146,32,0,4,190,7,3,10,199,16,3,217,15167,2084,436,316,18003,98,39,135,18144,602,41,18787,2553,442,116,124,3236,57,16,71,3306,538,5,3852,35,6,4,12,50,0,0,0,50,4,58,116,17754,2534,559,453,21294,153,52,204,21501,1148,101,22750
CED239,647,15,6,21,667,132,0,803,5470,861,105,8,6447,133,26,161,6607,393,6,7009,6981,1314,169,53,8517,141,32,175,8689,351,27,9061,1149,177,141,13,1482,12,3,12,1497,32,6,1532,92,11,5,79,189,0,0,0,189,12,16,212,13699,2369,417,150,16631,287,64,346,16983,790,47,17813,155,31,6,0,183,16,3,17,205,12,3,222,265,59,9,0,336,25,8,39,370,32,3,405,417,92,11,0,522,44,12,57,580,46,9,628,14118,2459,432,151,17149,334,70,405,17557,833,55,18443,3695,1190,151,135,5169,176,60,232,5405,1133,27,6563,25,18,0,46,91,0,0,0,91,8,90,182,17842,3666,578,326,22413,511,126,636,23049,1972,162,25186
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,331,5,4,11,340,30,4,373,8258,1018,305,41,9613,118,49,161,9775,644,18,10441,7827,1237,263,96,9422,126,35,157,9584,469,22,10066,1755,272,246,18,2296,10,3,14,2313,156,0,2467,94,28,8,185,314,8,7,9,323,19,13,359,17937,2558,818,338,21652,258,89,345,21998,1283,53,23334,248,41,10,21,310,39,14,48,360,58,0,413,382,83,3,14,481,25,11,36,524,36,6,564,630,117,9,30,791,68,25,89,884,92,6,980,18565,2677,829,375,22448,322,110,434,22881,1375,60,24309,5156,1107,322,200,6787,250,45,298,7085,1364,43,8495,47,6,0,64,121,0,0,0,121,9,86,215,23773,3794,1161,632,29350,573,161,732,30087,2753,184,33020
