CED_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED307,89,90,648,1007,268,1943,254,1190,74,5570,329,887,1316,1442,875,1048,382,754,107,7142,1510,3706,2766,1896,2220,962,912,1001,265,15233,2960,5263,2601,1879,2760,884,838,993,326,18493,3479,5029,2342,1928,3230,1053,980,1153,290,19477,1885,2799,1537,1307,2346,832,863,938,168,12679,375,586,282,250,543,209,208,257,54,2757,53,35,22,20,48,24,29,32,10,271,0,0,0,0,0,0,0,5,6,8,10670,18387,11514,9725,12294,6961,4468,6311,1291,81628
CED308,98,105,557,915,225,1968,265,1215,112,5462,413,1066,1467,1589,880,1495,475,1041,179,8612,2013,4207,3290,2605,2265,1697,1216,1729,437,19451,3061,4447,3058,2191,2669,1404,1162,1496,403,19889,3291,3791,2678,2221,2958,1577,1245,1597,388,19741,2147,2362,1791,1575,2264,1264,1101,1412,242,14153,679,745,431,304,711,463,320,360,71,4084,112,75,44,25,75,67,47,40,20,493,6,4,0,0,8,0,0,0,9,35,11813,16799,13319,11426,12063,9931,5824,8892,1867,91924
CED309,78,82,671,1172,192,1627,177,1231,74,5314,293,623,1215,1365,547,934,268,810,123,6184,1477,3323,2695,2073,1504,1110,632,1281,281,14368,2504,4593,2763,1896,2032,1023,697,1236,295,17046,2952,4551,2455,2151,2513,1262,858,1391,305,18439,2028,3021,1776,1722,2185,1154,860,1245,211,14204,572,848,398,289,571,383,277,391,67,3793,91,88,22,14,52,46,21,31,27,380,9,5,0,0,0,0,0,0,10,33,10014,17139,11993,10676,9596,7537,3792,7625,1384,79759
CED310,94,107,772,1207,214,1885,201,1319,98,5877,315,710,1363,1447,704,1080,298,969,122,7007,1386,3812,2914,2106,1630,1135,712,1291,256,15251,2430,4343,2716,1937,2010,923,762,1248,317,16691,2746,4036,2437,2191,2544,1272,950,1369,273,17816,1932,2729,1659,1570,2098,1066,860,1298,195,13408,640,722,326,307,518,312,249,404,70,3552,112,79,26,16,42,40,22,46,32,412,8,5,0,0,0,0,3,0,9,31,9666,16536,12223,10783,9759,7711,4060,7941,1363,80042
CED311,69,38,789,632,183,1531,187,1210,101,4733,252,576,1259,761,490,579,608,1051,102,5676,1208,2167,2787,1444,1293,809,1723,1884,321,13635,1895,2204,2776,1487,1618,751,2011,1732,332,14807,2326,2036,2416,1549,1745,847,2259,1733,337,15229,2057,1393,1795,1105,1448,737,2143,1696,243,12612,1031,333,384,201,301,154,482,425,98,3407,399,35,30,12,58,16,34,68,49,704,38,0,0,0,0,0,0,7,6,65,9272,8789,12232,7200,7132,5424,9437,9799,1587,70874
CED312,90,87,683,770,256,1827,267,1294,118,5404,410,813,1734,1514,1019,1213,795,1348,202,9046,1922,3591,3837,2579,2779,1526,2073,2128,522,20955,2612,3818,3249,2311,2898,1231,1746,1914,458,20239,2483,2819,2557,2132,2787,1170,1832,1863,354,17994,1454,1605,1721,1373,2082,856,1483,1463,192,12227,342,408,383,266,462,234,344,342,72,2852,38,26,22,9,30,18,14,34,13,210,3,0,0,0,0,0,0,0,8,13,9347,13171,14186,10959,12316,8082,8544,10390,1953,88952
CED313,71,200,310,1158,301,1528,199,930,41,4740,579,3101,1157,2421,1777,1671,386,901,188,12172,3388,12585,3124,2988,3572,1609,881,1574,435,30148,4853,9779,2020,1469,2712,937,512,871,390,23550,4672,7078,1307,1222,2602,840,444,690,273,19126,2276,3925,841,769,1851,593,338,535,168,11310,458,943,169,148,450,174,132,186,28,2687,69,94,17,15,50,36,7,14,24,326,11,4,0,0,3,4,3,0,3,27,16383,37711,8951,10208,13305,7387,2898,5692,1541,104078
CED314,92,90,808,963,280,1679,153,1189,100,5352,316,904,1541,1545,780,897,321,995,142,7440,1340,3789,2835,2242,1861,1068,876,1698,243,15958,1992,3785,2118,1892,1903,826,942,1432,251,15132,2167,3348,1831,1822,2237,944,1032,1409,204,14985,1710,2430,1354,1385,1839,701,1040,1261,174,11893,663,679,352,283,449,250,273,357,59,3362,173,69,36,27,64,31,25,62,35,530,32,7,0,0,0,4,0,5,16,65,8490,15113,10874,10158,9420,6399,4658,8395,1221,74725
CED315,79,112,645,1181,237,1877,182,1125,98,5532,364,1131,1514,2435,838,1187,522,891,148,9027,1437,4253,3089,3268,1927,1117,1160,1392,358,18001,2064,3826,2479,2255,2173,849,1228,1192,264,16317,2076,3245,2029,2128,2279,872,1282,1299,270,15475,1413,2135,1402,1534,1855,724,1193,1226,208,11689,327,559,331,313,410,231,314,362,50,2894,34,56,24,21,33,16,19,45,12,260,3,0,0,0,3,0,0,3,0,11,7793,15321,11518,13133,9751,6870,5896,7527,1397,79204
CED316,57,47,469,727,162,1415,128,955,91,4048,202,414,825,955,437,692,228,837,77,4673,875,2013,1790,1653,1006,849,606,1561,186,10545,1329,2434,1601,1724,1276,770,734,1195,192,11253,1573,2422,1603,1942,1685,911,1001,1446,225,12813,1283,1813,1368,1739,1470,819,1034,1463,155,11148,413,484,272,294,377,241,256,370,62,2785,99,45,22,17,41,22,27,42,43,361,7,0,0,0,8,3,0,0,12,37,5846,9685,7949,9053,6468,5724,4012,7878,1043,57667
CED317,79,56,797,577,182,1460,160,1249,129,4689,255,616,1275,816,492,600,427,1180,132,5786,1341,2504,2802,1769,1447,840,1311,2241,330,14585,2043,2336,2321,1676,1735,769,1365,1639,289,14172,2465,2177,2145,1989,1976,860,1715,1846,345,15520,2206,1841,1840,1562,1697,868,1710,1886,280,13892,1116,589,466,334,463,302,510,579,142,4503,386,59,44,29,62,39,41,81,52,794,40,0,0,0,5,3,0,11,20,73,9929,10178,11689,8760,8058,5745,7236,10716,1715,74014
CED318,74,92,557,867,214,1647,140,964,127,4677,262,740,1135,1303,556,771,322,750,145,5979,1321,3970,2808,2872,1577,1009,732,1456,285,16028,2282,4203,2543,2606,1999,985,896,1447,319,17294,2666,3978,2412,2550,2355,1257,1091,1614,336,18265,1921,2871,1693,1685,1956,1089,980,1467,240,13895,615,845,409,358,527,356,300,401,90,3902,100,90,36,23,68,46,31,48,32,468,9,9,5,0,4,3,3,7,9,40,9253,16809,11592,12270,9255,7160,4490,8149,1583,80553
CED319,62,109,347,850,225,1541,172,931,37,4277,374,1281,1123,1673,1060,1192,449,772,123,8049,2281,6978,2867,2412,2777,1323,937,1308,390,21272,3563,7044,2274,1671,2752,916,801,1042,364,20426,3039,4980,1809,1625,2882,879,788,1051,283,17338,1495,2645,1250,1121,2089,675,693,993,182,11146,323,637,282,239,516,184,198,291,26,2699,40,65,20,17,40,32,20,36,19,287,5,3,0,0,0,0,0,4,9,20,11180,23742,9977,9598,12359,6751,4061,6418,1437,85518
CED320,72,62,690,871,214,1881,242,1378,105,5510,366,521,1561,1337,775,1108,503,1301,171,7649,1500,2386,3273,2322,2095,1282,1222,2479,385,16933,2026,2771,2644,2186,2450,1053,1384,1735,342,16588,2156,2559,2445,2288,2655,1149,1648,1812,329,17046,1471,1732,1672,1655,1953,1033,1373,1530,205,12615,386,447,372,314,438,216,331,355,49,2917,56,37,12,16,32,21,17,43,26,268,6,5,0,0,6,0,0,6,14,24,8029,10520,12671,10996,10610,7744,6720,10640,1618,79546
CED321,104,55,784,663,168,1222,158,1150,114,4415,290,615,1053,706,440,534,330,1240,118,5319,1516,1891,2027,1247,1194,771,937,2214,235,12042,2211,1849,1644,1312,1463,644,977,1634,219,11949,2916,1719,1487,1538,1623,867,1359,1787,251,13550,2898,1431,1299,1248,1533,703,1439,1827,240,12628,1745,474,387,268,441,226,470,577,129,4718,644,48,43,22,63,37,54,99,68,1077,71,0,0,0,3,5,0,13,16,109,12395,8094,8730,7005,6927,5018,5717,10532,1381,65800
CED322,59,153,444,1132,208,1777,149,1083,82,5082,332,1027,1098,1555,743,1196,255,663,129,7010,1901,4987,2720,2154,1756,1246,536,1011,351,16662,3119,5356,2647,1962,2175,1210,554,1002,400,18414,2986,4260,2320,2008,2544,1398,668,1182,340,17714,1748,2398,1578,1471,2017,1129,661,1154,193,12351,513,807,401,322,584,376,275,354,90,3715,71,87,18,15,56,58,27,43,24,399,8,4,5,0,9,0,0,0,12,32,10738,19079,11224,10619,10097,8383,3121,6489,1610,81368
CED323,51,92,365,973,235,1568,149,868,96,4404,417,1282,1237,2042,954,1497,364,1034,218,9045,2306,5311,3539,3130,2112,1773,941,2082,462,21650,2966,4481,2586,2038,2036,1243,709,1433,376,17859,2975,3697,2081,2049,2433,1425,861,1495,328,17351,1987,2633,1514,1444,2053,1300,769,1314,245,13253,755,956,417,339,709,578,251,423,105,4538,140,122,42,33,94,112,37,65,30,683,9,9,3,0,6,6,0,6,16,57,11619,18579,11790,12038,10633,9503,4086,8717,1881,88852
CED324,59,159,311,815,210,1242,163,802,55,3811,388,1780,1058,1657,1114,1374,563,1051,211,9196,1914,7707,2604,2298,2399,1403,1278,1858,467,21930,3123,7696,2052,1632,2407,967,956,1176,400,20413,2659,5302,1591,1412,2185,740,724,1105,267,15985,1454,3094,1127,872,1570,508,640,927,149,10338,367,824,216,183,411,216,192,255,47,2719,72,97,25,14,36,25,15,41,16,345,0,5,0,0,6,0,0,0,0,12,10031,26670,8990,8878,10341,6471,4531,7216,1620,84734
CED325,71,132,381,744,273,1630,266,1087,92,4672,342,1009,1082,1383,1002,1127,780,1104,166,8003,1623,4880,2785,2664,2568,1327,1799,1674,438,19765,2802,5687,2534,2443,2817,959,1721,1671,455,21091,2504,3822,2031,2067,2587,947,1565,1798,330,17650,1446,2206,1303,1228,1757,623,1237,1362,201,11360,304,563,274,254,395,181,266,295,49,2580,25,52,16,16,35,18,24,20,15,212,0,0,0,0,0,0,3,0,0,16,9116,18350,10414,10808,11435,6813,7656,9012,1755,85343
CED326,75,90,552,993,218,1704,258,1208,90,5196,342,893,1246,1487,862,1041,508,940,136,7459,1652,3948,2817,2504,2353,1311,1233,1461,394,17671,2878,5407,2776,2519,2995,1163,1387,1486,396,21011,2762,3995,2296,2347,3067,1194,1241,1514,300,18724,1527,2314,1428,1632,2172,906,1064,1266,213,12525,382,607,333,314,525,231,303,314,57,3070,58,59,32,26,48,33,20,33,16,319,4,4,0,0,3,3,0,0,9,29,9672,17314,11482,11817,12245,7591,6030,8230,1616,86000
CED327,69,90,428,586,245,1623,344,1155,92,4627,265,848,1110,1258,828,1079,876,1187,196,7648,1410,3709,2783,2132,2257,1302,2002,1973,468,18036,2353,4439,2661,2348,2912,1133,2077,1970,462,20355,1828,2728,2157,1964,2450,948,1832,1899,320,16122,1092,1668,1450,1282,1821,725,1550,1460,194,11242,288,446,311,261,457,211,332,353,48,2707,31,40,27,12,33,14,23,28,16,222,0,0,0,0,6,0,0,0,0,3,7332,13966,10926,9843,11000,7028,9034,10026,1799,80960
CED328,93,339,377,1449,406,1738,248,1038,51,5736,451,2430,885,2256,1407,1474,384,851,111,10251,1692,6915,1650,1733,1804,890,412,774,229,16105,3751,8918,1487,1277,2126,685,336,527,272,19382,4426,7929,1255,1285,2361,730,331,472,236,19019,2147,4615,804,765,1560,534,265,383,137,11208,564,1474,197,176,566,213,101,174,47,3510,110,205,25,14,74,38,9,19,14,513,15,13,3,0,7,0,0,4,3,46,13252,32836,6683,8964,10305,6305,2085,4244,1104,85771
CED329,65,53,592,721,154,1345,119,1040,74,4162,176,262,841,783,301,606,256,745,89,4062,755,1318,1807,1304,924,678,579,1148,176,8689,1667,2180,1703,1429,1254,751,719,1116,249,11071,2133,2741,1910,1876,1728,1058,996,1480,300,14223,1850,2095,1554,1605,1703,947,961,1486,210,12416,852,656,340,324,468,304,285,357,95,3686,203,76,30,21,68,46,22,38,44,560,18,0,3,0,3,7,0,3,14,48,7725,9392,8783,8063,6604,5746,3947,7416,1244,58919
CED330,113,101,862,953,253,1807,243,1503,115,5945,330,605,1486,1084,713,861,463,1143,136,6816,1556,2473,3077,1744,1916,956,1226,2226,361,15541,2771,3486,3176,1901,2543,1062,1437,1636,399,18405,3151,3200,2903,2174,2930,1155,1773,1860,404,19557,2163,2064,2072,1463,2123,905,1517,1626,261,14193,784,620,486,264,514,249,375,384,85,3764,236,65,35,21,52,34,36,39,38,563,20,3,3,0,6,0,0,0,12,46,11133,12618,14097,9606,11056,7027,7077,10406,1805,84824
CED394,0,0,15,32,6,31,10,30,4,128,22,29,26,59,21,40,20,91,20,325,71,158,110,162,61,44,71,332,27,1027,88,122,91,61,49,30,67,109,20,644,45,73,77,63,59,27,59,80,18,497,52,81,43,39,61,33,79,69,13,464,13,22,14,10,18,8,16,20,3,118,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,290,488,386,429,275,208,319,732,98,3219
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,3,0,13,0,4,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17,0,29
CED401,53,134,257,986,202,1464,107,878,56,4126,445,2060,1269,2641,1203,1692,483,1299,211,11303,2565,10444,3474,3857,2992,1680,1391,2353,472,29227,3514,7867,2308,2283,2782,979,921,1475,402,22536,3379,5123,1794,1562,2471,902,710,1346,261,17556,2120,3677,1254,1079,2015,787,638,980,196,12750,642,1341,312,255,581,257,139,251,73,3847,85,143,31,26,63,34,16,23,28,450,7,10,0,0,0,4,0,7,11,39,12811,30794,10704,12694,12315,7794,4400,8612,1707,101835
CED402,103,47,765,881,148,1380,140,1458,105,5032,333,469,1307,949,372,736,390,1407,111,6069,1583,2151,2538,1673,1149,1021,958,2538,219,13824,2532,2340,1960,1636,1612,946,1052,2204,248,14529,3407,2194,1947,1934,2039,1125,1389,2468,315,16828,3174,1748,1713,1811,1854,1059,1522,2489,247,15612,1671,606,492,365,507,263,463,666,141,5182,474,55,43,20,68,33,35,94,70,901,46,0,0,0,4,6,0,10,16,86,13326,9611,10770,9267,7749,6565,5949,13332,1480,78057
CED403,57,106,360,1023,182,1649,112,1006,48,4550,309,1371,1097,2102,861,1386,281,840,108,8359,1778,6526,2506,2860,1933,1101,618,1298,277,18897,3264,7113,2011,2037,2262,837,505,848,304,19173,3451,5669,1735,1853,2680,964,562,825,265,18002,2297,4120,1389,1444,2376,798,553,860,191,14033,626,1264,367,298,698,259,158,296,79,4034,100,149,51,30,79,51,17,44,38,547,4,7,4,4,5,6,0,0,14,47,11886,26331,9504,11643,11081,7063,2813,6006,1314,87641
CED404,81,56,637,648,135,1314,129,1109,101,4216,326,565,1156,962,422,593,452,935,94,5492,1492,2432,2507,1813,1140,947,1310,1720,250,13613,2339,2187,1968,1635,1488,775,1296,1465,231,13382,2766,2095,2068,1971,1860,1016,1588,1809,299,15465,3005,1767,1770,1872,1594,947,1684,1920,299,14854,1448,509,438,328,449,211,438,562,129,4514,371,42,51,18,52,24,41,79,84,763,35,5,4,3,9,0,4,9,16,68,11859,9661,10584,9243,7143,5827,6941,9613,1499,72377
CED405,38,85,365,842,156,1545,112,927,69,4147,342,1110,1277,1668,913,1294,372,873,132,7987,1868,5432,2993,2763,2365,1212,1093,1463,327,19515,2852,4982,2349,2079,2540,943,914,1180,314,18150,3003,3764,2099,1827,2971,1138,1093,1408,302,17601,2047,2808,1716,1530,2712,980,1085,1264,207,14358,502,733,422,278,650,265,225,295,81,3449,88,94,41,20,59,33,22,40,28,421,0,3,3,0,0,9,0,4,7,35,10748,19009,11260,11006,12365,7427,4908,7460,1470,85666
CED406,54,70,541,732,184,1652,143,1203,58,4637,320,715,1311,1337,741,1201,293,967,120,7015,1503,3360,3240,2474,2132,1327,845,1453,283,16625,2152,3941,2969,2365,2574,1055,895,1237,282,17481,2195,3142,2489,2462,2660,1063,1070,1362,323,16777,1511,2191,1934,2036,2390,997,1000,1289,205,13547,351,549,381,413,513,240,215,273,43,2984,31,52,23,11,46,11,7,26,22,222,0,3,0,0,0,5,0,0,7,17,8121,14022,12896,11840,11251,7549,4475,7810,1339,79312
CED407,56,67,459,704,164,1742,136,1117,84,4529,309,1055,1357,1438,907,1218,461,1068,147,7964,1395,4083,3230,2618,2240,1143,1257,1683,317,17974,2447,4275,2792,2554,2713,997,1249,1493,339,18846,2345,3066,2477,2192,2884,1053,1276,1534,351,17183,1605,2012,1736,1605,2337,914,1243,1362,220,13026,321,442,382,303,579,232,267,327,48,2893,27,38,29,12,33,30,19,23,34,242,3,0,0,0,0,0,0,3,9,14,8510,15041,12452,11423,11860,7323,5899,8619,1550,82673
CED408,82,72,528,1028,137,1523,125,1396,82,4974,304,608,1201,1279,495,972,275,975,83,6190,1342,2947,2514,1735,1279,890,541,1171,185,12605,2794,4399,2410,1752,1966,812,663,1090,269,16148,3620,4662,2395,2096,2521,1131,833,1413,282,18954,2730,3546,2011,1874,2215,1023,876,1485,211,15975,1274,1194,524,412,676,294,258,444,114,5193,311,138,57,26,84,32,32,67,66,812,30,5,4,0,0,3,0,4,11,64,12489,17576,11645,10198,9372,6693,3604,8040,1309,80933
CED409,58,43,472,557,158,1598,157,1184,96,4319,356,672,1440,1577,822,1208,585,1422,219,8301,1435,2543,3169,2975,2253,1514,1813,2762,451,18914,1847,2249,2484,2403,2175,1041,1926,2318,391,16827,1714,1726,2015,2139,2068,925,1866,2168,307,14922,1277,1200,1471,1717,1710,771,1627,1779,238,11786,280,272,260,296,314,137,310,332,70,2270,44,31,20,8,15,8,18,27,16,187,9,0,0,0,0,0,0,3,9,20,7022,8728,11329,11676,9510,7212,8295,11988,1800,77544
CED410,58,139,269,1014,233,1667,112,904,65,4466,352,1676,1045,1833,989,1428,340,920,145,8729,1869,7245,2283,2422,2206,1169,823,1371,290,19686,3459,7826,1967,1980,2590,859,674,1042,313,20704,3552,6373,1804,1626,2993,1039,629,1035,250,19306,2457,4473,1386,1227,2422,926,571,866,187,14514,674,1584,397,314,725,334,156,285,56,4531,124,219,56,24,91,72,12,33,29,658,17,18,3,0,3,0,0,0,6,52,12571,29558,9211,10446,12246,7491,3323,6462,1342,92646
CED494,0,0,0,7,0,6,4,15,0,32,0,0,3,8,0,12,3,18,5,61,17,38,31,27,15,15,14,48,6,211,23,36,21,17,12,11,12,21,3,156,10,18,18,13,5,3,21,23,6,128,10,19,17,11,18,8,9,16,5,106,0,3,0,5,9,5,3,5,0,26,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,66,123,106,76,64,57,66,141,27,724
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
CED501,62,86,677,821,163,1843,256,1329,102,5342,323,633,1759,1556,630,1098,583,1134,145,7856,1498,2985,4235,2653,2197,1207,1866,1848,334,18821,2164,3580,3803,2652,2423,1039,1880,1696,325,19557,2127,2753,3269,2447,2310,1052,1946,1693,311,17915,1262,1749,2075,1577,1805,736,1639,1278,200,12317,264,353,310,273,352,164,320,312,46,2396,24,41,18,9,27,10,19,31,13,183,0,0,0,0,4,0,0,3,11,14,7728,12169,16148,11994,9903,7150,8509,9317,1491,84405
CED502,62,73,487,600,181,1489,270,1077,98,4335,275,671,1439,1356,787,1182,751,1202,173,7844,1428,3571,3639,2506,2369,1293,2058,2025,425,19310,2157,4771,3859,2709,2825,1112,2352,1963,386,22132,1573,2506,2723,2018,2224,861,1895,1902,291,15998,991,1451,1656,1325,1741,721,1684,1341,189,11104,256,367,396,303,450,200,360,384,55,2758,22,48,21,18,36,14,10,42,11,229,4,0,0,0,0,0,0,0,4,18,6781,13461,14211,10828,10612,6871,9383,9940,1637,83729
CED503,50,56,653,824,159,1478,228,1097,82,4633,227,445,1354,1048,459,846,478,848,95,5798,1011,1885,3206,1629,1406,846,1345,1203,245,12775,1689,2383,2844,1725,1671,794,1691,1205,254,14253,2029,2401,2694,1811,1973,912,1878,1248,271,15216,1635,1862,2159,1465,1732,817,1660,1141,215,12688,555,528,439,273,455,249,425,356,65,3340,111,60,39,17,51,34,31,44,39,418,12,4,0,0,0,3,0,0,10,32,7309,9623,13386,8786,7900,5976,7733,7145,1274,69139
CED504,40,75,403,668,179,1527,176,979,84,4136,303,965,1285,1604,863,1389,581,1125,164,8278,1699,4799,3640,2767,2290,1367,1534,1879,461,20440,2269,4416,3153,2237,2433,1034,1499,1821,374,19232,2013,2925,2574,2010,2452,1058,1457,1931,286,16697,1425,1958,2089,1592,2243,893,1311,1760,195,13464,410,642,533,386,631,262,364,512,72,3816,47,63,47,23,65,28,33,46,14,368,0,0,3,0,3,3,0,4,7,27,8218,15856,13728,11284,11161,7558,6946,10059,1648,86454
CED505,47,210,243,1480,254,1451,178,911,56,4834,306,1909,723,2066,933,1218,231,633,90,8112,2043,8744,2022,2019,1744,898,573,1050,277,19371,3920,8663,1538,1275,1852,698,434,757,281,19423,4635,7958,1130,1074,2167,783,326,496,260,18831,2928,5651,881,815,1657,689,287,434,178,13518,1037,2057,273,256,682,291,113,177,99,4982,197,385,40,26,125,70,19,40,45,950,12,25,0,5,10,12,0,4,13,83,15132,35606,6848,9009,9415,6109,2157,4505,1308,90102
CED506,71,85,797,745,234,1319,207,1138,128,4720,284,682,1478,942,608,626,588,1114,133,6465,1706,3554,4378,2241,1976,944,1935,2334,384,19446,2843,3451,4159,2154,2339,823,2112,1866,398,20143,3091,2818,3220,2025,2260,932,2581,1858,416,19191,2751,2125,2318,1581,1915,874,2404,1673,291,15942,1158,630,527,386,505,256,653,537,117,4770,297,51,44,23,43,39,39,81,53,671,37,0,0,0,0,0,0,8,10,67,12241,13395,16918,10102,9889,5805,10517,10616,1934,91415
CED507,54,46,703,997,159,1624,167,1259,85,5093,206,354,1259,819,388,563,391,964,71,5012,1075,2150,3024,1449,1135,855,1019,1876,194,12778,1959,3171,3202,1768,1706,923,1435,1807,297,16264,2363,3142,2793,1901,2053,1095,1669,1770,254,17045,1864,2311,1938,1459,1764,936,1528,1526,174,13512,844,701,461,287,470,304,413,446,82,4000,205,50,21,17,47,29,37,61,33,497,24,0,0,3,0,3,0,0,12,49,8597,11932,13409,8687,7724,6334,6659,9716,1200,74255
CED508,63,87,469,949,180,1447,185,1023,56,4452,324,1062,1249,1795,774,1160,445,840,84,7735,2014,6530,3443,2257,2242,1000,959,1189,353,19992,3233,6615,3225,1856,2442,854,990,1098,338,20650,2920,4845,2566,1720,2518,907,1097,1192,287,18053,1978,3101,1851,1251,2086,757,989,1111,186,13310,465,995,433,264,524,275,262,319,68,3608,66,99,26,19,43,36,18,45,12,357,3,0,0,0,3,0,0,0,8,20,11075,23338,13271,10109,10800,6429,4943,6825,1394,88177
CED509,74,88,639,929,207,1745,259,1280,92,5311,304,696,1463,1349,775,1107,588,977,168,7432,1584,3519,3665,2336,2360,1230,1642,1410,317,18058,2665,4214,3372,2296,2784,974,1853,1285,344,19786,2839,3653,2821,2182,2752,1041,1559,1263,285,18402,1887,2446,1947,1500,2146,828,1395,1085,218,13451,503,794,470,304,560,235,375,318,84,3632,109,104,35,29,51,22,28,59,21,463,7,6,3,0,0,0,0,6,12,34,9976,15518,14406,10926,11636,7183,7697,7680,1539,86562
CED510,48,105,572,1250,245,1862,212,1259,34,5575,267,1091,1210,1560,814,1274,307,783,106,7416,1284,4126,2582,1404,1549,784,550,714,245,13242,3231,6072,2760,1620,2401,717,615,701,271,18384,3942,5720,2599,1938,3037,990,710,847,283,20077,2708,4100,2189,1544,2865,993,766,892,183,16241,652,1085,575,335,835,346,274,340,66,4511,49,96,41,11,54,26,17,51,25,377,3,3,5,0,6,3,0,4,3,23,12178,22396,12535,9666,11798,7002,3450,5591,1218,85832
CED511,85,56,818,683,177,1199,235,1194,105,4550,306,536,1425,714,483,539,677,1059,105,5851,1582,2335,3065,1440,1359,796,1677,1872,213,14344,2779,2468,2571,1567,1651,829,1776,1665,241,15544,3524,2383,2553,1806,1845,936,2092,1858,276,17279,3441,2106,2046,1545,1754,877,2184,2002,287,16241,1908,632,528,365,567,258,631,649,114,5643,571,64,48,33,77,34,53,128,63,1064,68,3,0,0,0,0,0,6,20,108,14265,10588,13048,8156,7917,5465,9316,10438,1438,80632
CED512,78,91,650,1031,229,1978,263,1312,88,5724,352,810,1544,1743,905,1394,530,1076,140,8492,1799,3695,3946,2608,2495,1334,1384,1688,376,19324,2831,4708,3869,2472,3041,1163,1547,1587,370,21581,2776,3770,3337,2407,3054,1218,1564,1636,344,20108,1552,1928,2042,1431,1996,870,1161,1210,157,12348,301,387,366,252,461,192,270,339,32,2604,30,28,20,20,37,21,21,35,17,226,5,3,0,0,7,0,0,0,0,13,9728,15421,15774,11958,12226,8173,6737,8880,1531,90414
