CED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
CED506,50,52,34,30,14,0,0,0,175,10,52,43,24,14,0,0,0,150,19,169,359,588,787,1112,451,216,3707,78,278,436,642,810,1112,451,216,4034,9350,11695,11886,11424,10830,7022,3038,593,65832,1841,3004,2824,2547,2056,1017,498,158,13939,11261,14976,15144,14618,13697,9150,3985,968,83807,12,15,5,10,0,0,0,0,38,0,12,13,6,5,0,0,0,34,7,29,83,152,174,105,58,14,628,20,48,102,167,177,105,58,14,691,8781,12430,12006,11205,10492,7175,3195,1023,66314,1423,2019,1794,1546,1277,819,459,231,9566,10230,14497,13907,12916,11950,8100,3715,1268,76576,59,67,42,38,14,0,0,0,210,14,62,51,35,21,0,0,0,184,31,199,444,739,960,1220,508,235,4334,103,326,539,817,989,1220,508,235,4728,18133,24130,23889,22627,21326,14193,6232,1608,132146,3262,5022,4621,4095,3333,1837,955,387,23509,21492,29474,29047,27532,25648,17253,7701,2233,160379
CED507,0,4,8,5,7,0,0,0,21,6,12,10,15,15,0,0,0,58,17,76,194,451,521,1048,662,328,3300,26,96,216,473,541,1048,662,328,3379,7685,7411,8766,9118,8833,7542,3549,821,53725,529,881,945,925,698,538,290,161,4958,8237,8385,9924,10511,10077,9124,4499,1301,62069,5,0,3,0,4,0,0,0,7,0,3,0,0,0,0,0,0,13,6,23,48,100,131,138,69,42,564,12,27,57,104,136,138,69,42,584,7291,8220,10190,10336,10242,8772,4461,1718,61232,436,539,524,530,488,494,358,254,3610,7743,8785,10762,10969,10861,9404,4893,2010,65428,5,4,5,11,6,0,0,0,31,8,21,12,15,15,0,0,0,66,21,103,248,555,653,1185,733,365,3864,30,127,270,579,679,1185,733,365,3964,14982,15628,18954,19450,19075,16316,8009,2535,114955,967,1416,1467,1447,1189,1028,649,412,8569,15980,17173,20693,21483,20938,18530,9389,3312,127496
CED508,42,188,71,34,19,0,0,0,356,13,43,40,36,12,0,0,0,150,22,154,299,433,443,605,437,215,2614,76,392,409,495,475,605,437,215,3115,8903,10705,11289,9961,8441,6055,2926,839,59116,441,787,768,624,444,309,236,146,3754,9415,11888,12463,11080,9362,6971,3603,1208,65985,24,41,18,7,7,0,0,0,95,6,7,5,6,3,0,0,0,34,6,37,70,116,109,74,43,31,483,42,94,92,135,113,74,43,31,618,9157,12108,12276,10887,9573,7300,3719,1639,66648,399,581,473,412,337,317,309,263,3083,9590,12774,12844,11433,10021,7688,4071,1930,70349,68,235,90,43,19,0,0,0,454,25,62,48,42,16,0,0,0,179,31,191,367,550,552,681,479,248,3102,118,482,501,631,583,681,479,248,3731,18061,22808,23561,20853,18011,13352,6646,2479,125769,835,1370,1246,1035,781,622,544,409,6836,19007,24662,25311,22514,19380,14658,7668,3136,136332
CED509,14,26,23,18,6,0,0,0,82,9,33,31,35,18,0,0,0,125,18,143,279,511,607,814,526,190,3089,48,202,327,562,631,814,526,190,3300,10122,10124,11103,10019,8444,5974,3044,762,59589,645,1385,1321,1009,670,316,251,172,5762,10808,11712,12749,11588,9746,7103,3821,1127,68650,9,11,8,3,3,0,0,0,26,4,7,4,8,0,0,0,0,29,10,26,66,126,140,94,63,27,551,21,42,81,135,145,94,63,27,610,9493,11572,11998,11154,9476,7170,3806,1345,66008,423,643,545,450,350,321,299,277,3315,9944,12260,12627,11737,9961,7583,4168,1651,69938,25,40,22,20,6,0,0,0,114,14,44,38,43,17,0,0,0,156,28,169,345,633,749,908,591,220,3644,70,247,407,700,773,908,591,220,3911,19617,21696,23100,21170,17911,13146,6851,2102,125594,1064,2030,1864,1456,1023,637,548,454,9076,20758,23971,25366,23326,19710,14690,7991,2780,138584
CED510,12,24,35,33,13,0,0,0,117,14,34,35,34,37,0,0,0,160,16,99,278,455,584,938,554,224,3152,44,162,353,528,629,938,554,224,3429,10054,7451,9718,10463,9744,7865,3177,797,59261,281,399,482,516,405,275,165,107,2634,10383,8010,10551,11510,10774,9078,3892,1131,65320,7,10,6,9,0,0,0,0,25,3,10,0,13,5,0,0,0,31,5,21,61,105,128,103,58,33,523,17,35,74,127,132,103,58,33,587,9115,7800,10885,11552,11306,9187,3983,1616,65447,206,293,258,253,271,266,241,220,2007,9341,8136,11210,11932,11711,9564,4287,1868,68038,14,35,39,41,8,0,0,0,143,18,48,40,51,37,0,0,0,191,22,123,340,567,715,1046,612,262,3675,61,197,422,652,764,1046,612,262,4009,19165,15254,20603,22011,21045,17053,7156,2409,124702,492,695,733,773,677,543,406,327,4641,19721,16143,21760,23435,22482,18638,8175,2995,133353
CED511,5,8,6,7,4,0,0,0,32,14,18,17,24,14,0,0,0,84,4,102,199,465,689,1265,607,345,3678,28,136,222,497,704,1265,607,345,3794,8451,8861,9013,9927,11008,8560,4179,1000,60997,1156,1601,1505,1515,1339,957,528,195,8788,9627,10591,10745,11935,13055,10776,5315,1533,73576,8,4,3,0,0,0,0,0,17,0,4,4,0,0,0,0,0,7,9,20,48,101,140,131,57,39,533,18,26,49,107,139,131,57,39,554,7556,8912,9432,10386,11266,8941,4713,1723,62938,916,945,1019,1005,977,809,555,313,6527,8485,9885,10498,11496,12389,9886,5319,2071,70024,15,10,13,9,4,0,0,0,48,11,24,12,26,14,0,0,0,94,12,127,243,562,829,1394,659,384,4213,45,157,272,601,844,1394,659,384,4349,16000,17774,18444,20313,22284,17501,8895,2723,123935,2070,2542,2519,2522,2315,1766,1076,505,15317,18120,20478,21238,23437,25441,20659,10637,3606,143602
CED512,11,33,25,20,11,0,0,0,107,22,38,33,21,19,0,0,0,130,19,151,267,442,437,609,332,180,2436,59,225,323,480,465,609,332,180,2678,11216,10784,11754,10860,7817,4756,2382,568,60139,522,751,754,714,493,208,148,88,3679,11798,11763,12835,12053,8778,5571,2861,834,66501,10,18,10,7,3,0,0,0,49,0,3,8,10,0,0,0,0,20,5,18,50,113,99,77,45,14,424,23,43,69,127,102,77,45,14,495,10857,12531,13284,12053,8729,5948,3191,1088,67684,441,519,480,414,288,224,220,174,2774,11320,13089,13837,12601,9127,6246,3456,1277,70951,24,54,38,25,14,0,0,0,160,21,43,40,29,20,0,0,0,154,27,171,316,552,534,685,384,195,2857,80,270,396,610,571,685,384,195,3176,22070,23317,25044,22918,16551,10703,5577,1652,127824,960,1268,1233,1131,786,431,370,263,6452,23109,24855,26669,24649,17907,11817,6323,2110,137448
CED513,15,47,22,23,7,0,0,0,108,18,71,39,25,17,0,0,0,175,25,186,275,411,467,558,433,275,2628,60,300,335,458,493,558,433,275,2906,8783,16713,14048,10308,8755,6121,3008,1086,68822,615,1493,1047,749,586,365,283,173,5303,9455,18503,15428,11513,9842,7045,3719,1526,77036,0,20,10,0,0,0,0,0,27,8,23,7,10,3,0,0,0,48,12,39,43,83,108,72,51,52,459,21,68,54,93,111,72,51,52,527,9366,17641,13806,10617,9295,7300,4158,2427,74621,560,1088,695,478,382,346,337,272,4161,9950,18806,14561,11189,9785,7724,4545,2749,79312,17,60,28,23,9,0,0,0,141,33,88,46,30,23,0,0,0,219,34,223,321,495,570,625,485,327,3084,82,367,394,550,604,625,485,327,3438,18149,34358,27856,20926,18051,13426,7168,3515,143447,1166,2587,1743,1226,967,717,618,441,9468,19402,37315,29992,22700,19622,14772,8269,4281,156347
CED514,12,21,17,9,7,0,0,0,67,33,44,17,17,15,0,0,0,128,28,172,230,410,481,694,451,266,2725,71,241,269,436,501,694,451,266,2923,11782,16673,13377,10046,8675,6366,3006,951,70867,795,1413,986,780,630,394,297,261,5544,12644,18319,14632,11255,9801,7455,3751,1479,79335,10,8,0,4,0,0,0,0,27,9,5,9,4,0,0,0,0,31,8,23,46,95,100,95,63,49,476,25,42,54,104,104,95,63,49,533,11237,16401,13171,10288,9455,7743,4118,1984,74400,619,1107,770,532,474,386,463,548,4894,11882,17544,13997,10918,10034,8226,4645,2585,79831,21,33,17,14,6,0,0,0,91,42,58,23,22,14,0,0,0,159,35,188,276,496,582,786,514,317,3202,93,277,325,538,605,786,514,317,3457,23017,33069,26542,20335,18133,14109,7127,2940,145271,1412,2516,1757,1307,1101,777,758,809,10437,24525,35864,28623,22176,19835,15675,8396,4062,159166
CED515,13,26,28,17,12,0,0,0,101,14,23,19,29,19,0,0,0,109,14,102,196,419,455,812,636,410,3050,46,153,249,473,484,812,636,410,3257,11764,8895,11103,11012,9701,8007,3960,1232,65684,469,833,820,588,451,265,221,181,3836,12280,9888,12166,12073,10644,9085,4819,1824,72776,4,0,6,6,0,0,0,0,15,0,9,8,3,4,0,0,0,22,4,15,39,97,110,83,91,58,489,11,23,50,109,114,83,91,58,529,11284,9200,12907,12379,11294,9684,5145,2525,74416,356,444,379,335,272,248,315,332,2679,11648,9668,13329,12813,11682,10011,5554,2912,77624,20,26,30,26,15,0,0,0,120,18,32,27,33,21,0,0,0,136,24,118,229,514,569,889,724,467,3539,57,175,292,571,598,889,724,467,3786,23045,18101,24008,23391,20994,17691,9111,3755,140098,830,1282,1200,921,726,516,543,511,6519,23934,19553,25499,24890,22323,19096,10372,4734,150405
CED594,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
CED601,8,6,7,6,6,0,0,0,34,12,16,22,17,17,0,0,0,88,15,114,226,378,519,761,529,267,2817,38,140,255,405,539,761,529,267,2941,6085,7021,5535,5780,6095,5109,2688,660,38969,449,466,327,339,328,321,214,126,2576,6569,7633,6115,6517,6967,6197,3437,1053,44484,5,0,3,0,0,0,0,0,9,0,6,5,0,5,0,0,0,21,4,24,50,110,143,84,42,25,471,9,29,57,115,142,84,42,25,502,5831,6950,6250,6757,7066,6222,3598,1457,44120,361,353,286,261,289,349,294,237,2436,6200,7329,6593,7136,7501,6654,3935,1718,47053,17,11,10,12,8,0,0,0,49,11,29,26,20,20,0,0,0,107,19,138,277,488,657,845,573,288,3288,51,170,306,521,687,845,573,288,3440,11912,13971,11782,12532,13160,11327,6284,2118,83082,804,826,614,602,621,672,506,367,5009,12769,14964,12708,13653,14468,12847,7370,2770,91537
CED602,7,7,10,10,0,0,0,0,33,4,18,16,7,15,0,0,0,71,23,125,199,358,463,828,507,293,2787,32,148,230,375,485,828,507,293,2888,5459,5713,5017,5940,6741,5772,3115,683,38442,378,363,371,404,396,383,256,121,2665,5868,6226,5618,6723,7618,6985,3872,1092,43997,0,0,0,0,0,0,0,0,8,0,10,4,4,6,0,0,0,20,13,19,58,103,127,85,38,16,469,14,29,62,107,135,85,38,16,496,5356,6117,5767,6786,7718,6854,3869,1512,43986,329,357,303,343,363,408,355,154,2616,5696,6500,6138,7236,8221,7347,4264,1689,47095,3,3,10,13,6,0,0,0,35,7,26,22,8,17,0,0,0,94,30,143,260,468,596,920,538,310,3258,40,169,293,490,620,920,538,310,3384,10816,11829,10783,12729,14464,12625,6983,2197,82434,704,722,681,744,761,793,617,272,5284,11563,12722,11759,13960,15839,14331,8134,2782,91094
CED603,12,13,11,14,12,0,0,0,56,18,42,30,29,23,0,0,0,139,19,120,214,363,473,625,432,266,2517,53,171,256,406,507,625,432,266,2713,6407,10027,6450,5690,5458,4357,2180,636,41204,287,561,320,295,249,230,172,79,2190,6747,10761,7020,6387,6211,5213,2786,984,46107,3,6,6,3,0,0,0,0,20,5,10,11,15,4,0,0,0,43,5,17,57,99,148,92,36,26,482,13,35,73,115,149,92,36,26,538,6406,9777,6893,6458,6369,5520,3240,1499,46160,285,481,290,242,244,259,240,180,2223,6707,10293,7252,6815,6760,5870,3519,1705,48924,12,23,14,17,5,0,0,0,72,24,50,36,37,25,0,0,0,179,30,140,272,460,624,715,472,290,3001,63,209,325,513,656,715,472,290,3252,12818,19806,13340,12148,11825,9877,5424,2139,87365,579,1037,611,538,489,489,413,263,4412,13456,21049,14278,13199,12972,11082,6307,2691,95028
CED604,4,13,19,12,4,0,0,0,56,14,34,37,37,28,0,0,0,145,11,162,291,476,501,952,617,284,3297,40,202,350,524,532,952,617,284,3505,5658,6585,6113,5784,6064,5126,2617,619,38568,336,465,431,314,320,295,201,120,2489,6029,7253,6899,6626,6920,6376,3437,1023,44564,3,0,8,6,0,0,0,0,23,5,3,22,5,7,0,0,0,34,7,23,102,173,186,115,55,44,699,12,33,128,180,191,115,55,44,756,5244,7048,6992,6757,7255,6536,3612,1423,44869,231,312,284,239,265,309,285,167,2098,5486,7396,7409,7173,7720,6962,3953,1633,47724,9,14,30,15,11,0,0,0,80,17,38,57,47,31,0,0,0,185,17,183,394,644,688,1063,670,327,3992,49,236,481,704,726,1063,670,327,4257,10907,13635,13105,12544,13323,11662,6226,2038,83440,561,774,716,555,587,604,491,294,4589,11515,14651,14301,13797,14636,13331,7388,2652,92283
CED605,3,3,8,8,9,0,0,0,37,10,20,23,11,22,0,0,0,86,22,133,257,440,655,1074,522,242,3338,38,165,287,456,681,1074,522,242,3463,5538,5809,5454,6084,7379,6233,2906,599,39993,429,389,396,411,487,492,259,77,2941,6004,6361,6137,6950,8544,7797,3690,912,46397,4,0,3,3,0,0,0,0,10,0,8,10,4,6,0,0,0,21,11,21,74,160,170,114,31,9,600,14,29,90,167,172,114,31,9,641,5145,6253,6112,6882,8093,6892,3378,1057,43815,407,398,370,378,457,434,315,119,2876,5569,6685,6575,7429,8725,7440,3725,1182,47331,0,9,15,13,12,0,0,0,48,10,24,30,15,23,0,0,0,109,37,161,330,601,825,1185,557,252,3936,53,190,372,630,856,1185,557,252,4095,10685,12061,11563,12963,15470,13128,6282,1650,83814,838,786,766,792,944,924,573,197,5820,11569,13043,12707,14386,17274,15236,7415,2097,93730
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,0,0,34,0,0,0,12,6,3,0,0,39,95,112,93,98,71,48,15,0,529,16,17,4,19,25,40,4,0,118,108,135,99,130,104,90,18,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,93,83,84,64,70,41,10,4,451,13,12,13,11,24,29,5,0,101,108,92,97,78,98,72,13,4,561,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,0,0,38,0,0,7,12,12,10,0,0,44,182,197,178,164,143,88,25,4,979,27,27,22,33,48,65,6,0,222,215,228,198,203,199,163,31,3,1248
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,4,4,7,0,0,0,0,19
CED701,439,448,184,96,20,0,0,0,1190,15,65,52,36,27,0,0,0,199,27,195,296,407,402,372,124,34,1864,485,710,530,545,450,372,124,34,3249,7223,8091,7082,6110,5146,2916,921,150,37636,1225,1833,1462,1139,836,474,166,22,7166,8933,10633,9081,7786,6430,3763,1210,198,48043,137,120,44,19,8,0,0,0,326,5,12,6,12,5,0,0,0,42,14,36,59,96,89,54,13,3,360,159,169,112,124,107,54,13,3,729,7052,9421,8042,6820,5504,2891,906,238,40874,795,1080,872,756,628,359,120,33,4637,8001,10676,9022,7699,6227,3300,1038,274,46241,575,571,224,114,32,0,0,0,1516,21,75,63,49,33,0,0,0,239,43,233,352,501,492,422,138,39,2218,638,878,643,666,556,422,138,39,3975,14278,17519,15122,12925,10645,5812,1824,385,78509,2025,2912,2336,1898,1462,831,288,55,11799,16935,21315,18101,15487,12661,7067,2251,475,94284
CED702,435,726,414,218,70,0,0,0,1861,13,52,64,42,62,0,0,0,236,30,230,337,481,512,469,198,55,2310,475,1005,813,744,639,469,198,55,4399,5537,8162,6838,5693,4597,2992,1128,211,35160,662,1066,794,677,475,293,108,38,4117,6677,10236,8447,7111,5712,3760,1434,303,43683,149,214,81,35,9,0,0,0,489,8,14,18,16,9,0,0,0,73,17,82,70,113,136,59,21,3,511,180,314,172,168,151,59,21,3,1076,5514,9778,8140,6404,5040,3296,1334,317,39815,551,956,715,507,387,244,135,68,3561,6247,11046,9025,7079,5579,3594,1488,389,44458,587,943,495,257,73,0,0,0,2352,22,67,84,56,71,0,0,0,306,47,313,408,592,644,530,221,62,2816,659,1319,985,910,793,530,221,62,5475,11052,17945,14979,12093,9640,6285,2460,530,74975,1213,2022,1509,1185,863,537,242,110,7682,12920,21288,17478,14186,11290,7353,2927,696,88143
CED794,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,8,13,17,16,19,3,0,82,5,9,12,14,23,19,3,0,83,79,221,242,235,219,142,23,4,1164,39,61,52,58,61,41,8,0,317,113,292,305,311,300,205,33,6,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,4,0,0,0,0,0,13,118,276,229,227,206,83,12,4,1149,43,79,38,58,75,28,0,0,320,162,364,268,280,279,114,17,4,1486,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,11,15,21,16,19,8,0,94,3,13,16,16,21,19,8,0,98,194,503,465,458,420,233,38,3,2316,80,140,91,112,135,66,12,0,640,276,661,573,591,579,318,49,7,3052
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,12,11,0,0,0,60,0,3,4,4,3,0,0,0,24,12,16,22,18,17,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,13,13,12,0,0,0,70,0,6,4,4,3,0,0,0,24,15,23,22,19,17,0,0,0,94
CED801,32,108,192,184,59,0,0,0,571,21,97,116,85,149,0,0,0,471,28,273,449,708,965,1150,694,291,4547,85,481,748,982,1165,1150,694,291,5595,8498,9906,9550,8252,7138,5279,2589,686,51891,366,631,488,355,279,227,194,93,2637,8955,11016,10782,9592,8586,6654,3475,1071,60122,17,44,62,54,9,0,0,0,175,0,22,35,34,22,0,0,0,112,15,65,118,233,273,165,94,29,988,31,131,212,314,309,165,94,29,1278,7955,10756,10582,9490,8951,7087,3842,1371,60038,281,416,356,278,231,264,240,147,2203,8262,11299,11153,10085,9486,7512,4174,1547,63515,50,148,252,239,65,0,0,0,755,28,124,149,117,169,0,0,0,580,37,339,567,941,1238,1312,786,321,5535,115,611,956,1296,1472,1312,786,321,6873,16455,20662,20130,17743,16089,12368,6432,2051,111932,648,1044,838,635,514,485,432,243,4840,17215,22319,21933,19674,18075,14171,7647,2617,123643
CED802,981,466,447,424,129,0,0,0,2440,58,184,141,115,149,0,0,0,641,48,257,382,564,649,693,538,338,3466,1083,913,968,1094,924,693,538,338,6546,9825,11887,8484,6953,5819,4566,2400,784,50714,920,839,526,388,385,292,189,108,3656,11837,13639,9981,8437,7127,5548,3122,1223,60917,411,203,189,124,29,0,0,0,960,10,65,40,48,37,0,0,0,192,14,51,128,207,178,104,56,34,779,438,324,364,379,239,104,56,34,1933,11062,12417,9437,7911,6876,5794,3557,1723,58772,916,716,415,320,268,285,221,214,3351,12414,13449,10210,8603,7392,6187,3827,1970,64056,1397,672,631,550,157,0,0,0,3404,68,249,178,161,182,0,0,0,837,62,315,514,768,827,798,589,374,4243,1523,1236,1324,1476,1163,798,589,374,8478,20881,24306,17922,14863,12696,10358,5956,2505,109488,1838,1551,942,707,654,585,412,318,7000,24247,27091,20191,17042,14515,11733,6954,3198,124971
