CED_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
CED215,2275,613,3170,1064,264,8802,7487,11824,2645,106,6145,3431,803,1083,9752,583,9044,126801,4524,170643,75,86,37,8,65,40,8,15,71,7,66,985,9223,10543,10018,12900,3431,857,7853,4776,1285,1636,12098,1199,12278,128859,14009,189984,32,26,3,0,11,8,3,4,22,0,38,323,13,444,334,152,146,29,189,215,44,85,232,39,263,862,54,1900,367,174,152,29,202,229,46,85,260,42,299,1181,67,2343,9499,10475,3204,761,7549,4427,1165,1507,11174,1127,10521,90338,3700,135669,123,47,38,71,53,54,19,22,55,29,71,650,7224,8233,9990,10697,3395,855,7806,4706,1227,1614,11484,1194,10894,92170,10996,146246
CED216,3727,912,4330,869,371,11589,14843,13124,4435,175,6907,6406,1212,3258,12965,1188,9253,77197,4798,130381,233,125,54,19,118,121,23,73,156,35,121,730,11079,12383,18996,15239,5712,1023,8942,8747,1854,4811,16844,2135,13704,78803,16247,154357,36,31,5,0,8,3,7,9,51,3,46,574,28,753,1146,361,430,75,631,798,148,392,695,201,620,1464,138,4374,1183,398,442,69,639,800,150,396,742,206,663,2032,165,5125,17420,12610,5127,892,8091,7703,1646,4266,15116,1858,11672,56720,3996,112599,370,180,116,59,164,197,35,117,237,60,193,600,9230,10691,18966,13180,5680,1020,8900,8703,1837,4778,16090,2118,12525,59362,13397,128407
CED217,1783,516,2628,752,141,7244,8963,10588,4438,182,4099,4526,811,1252,9249,691,9332,97614,4196,141747,163,96,72,85,70,105,36,33,142,26,140,693,4596,5741,11355,11418,5375,1375,5102,6028,1207,1842,11173,1236,12099,99062,8936,154736,5,6,0,0,0,0,0,0,9,0,11,109,3,138,419,138,256,74,203,409,56,101,166,95,259,928,66,2218,430,144,255,74,207,409,56,101,171,95,270,1037,65,2359,10707,9752,4992,1133,4785,5418,1081,1673,10362,1085,10675,74823,3562,120630,204,73,89,170,80,172,44,49,217,49,227,316,3792,4643,11338,9961,5339,1374,5067,5992,1179,1822,10754,1232,11175,76166,7418,127627
CED218,2532,697,3783,1238,190,10271,7393,11482,2329,116,7424,3384,892,987,7363,583,8443,114916,4796,156876,83,100,28,7,79,41,21,19,77,11,50,1025,9584,10955,10456,12872,3228,888,9807,5024,1502,1651,9967,1295,12277,117176,14567,178100,8,10,0,5,4,0,0,4,7,0,4,106,3,127,248,68,96,18,169,175,30,54,116,43,136,410,30,1055,256,77,100,21,176,177,33,61,123,42,146,513,36,1184,10072,10490,3070,844,9484,4726,1410,1562,9278,1225,10788,85178,3940,130671,107,69,19,12,99,46,24,23,73,13,43,646,7852,8820,10435,10640,3193,884,9753,4951,1465,1635,9470,1288,10975,86339,11827,140670
CED219,3610,714,4246,1139,239,10648,9969,14658,3106,117,6769,4008,909,1941,12882,761,9392,95490,5061,145294,135,118,38,22,84,68,25,23,121,22,75,761,8249,9445,13275,16677,4079,846,8655,5678,1494,3020,16615,1495,13710,97396,13549,165389,17,16,3,0,4,5,3,6,15,5,10,121,6,171,576,253,252,43,402,416,83,204,389,83,336,963,69,2590,592,274,258,43,407,418,85,208,399,88,347,1083,71,2766,12492,13413,3740,786,8106,5139,1334,2734,15156,1370,11515,67463,3870,118678,160,81,45,14,81,55,26,38,89,23,72,486,6154,7007,13246,13765,4042,848,8588,5610,1450,2983,15650,1481,11936,69037,10096,128449
CED220,1515,438,2225,691,180,6285,7251,11122,3717,162,3547,3570,693,1035,11192,607,9186,99206,3711,141820,86,79,35,7,43,42,10,15,86,8,72,635,5979,6960,9200,11851,4424,1024,4495,4771,1017,1436,12797,1057,11491,100534,9871,155062,0,9,5,0,0,0,0,0,7,0,4,145,3,180,301,121,197,40,158,298,54,71,161,62,211,738,44,1752,308,127,202,38,158,298,54,71,166,62,216,884,47,1926,8752,10670,4164,903,4271,4380,924,1325,12270,958,10504,81982,3268,126686,126,58,37,83,48,60,17,31,79,25,97,344,5389,6096,9188,10857,4408,1024,4477,4739,995,1425,12518,1049,10821,83211,8701,134712
CED221,2878,628,3637,1121,181,9250,7892,13084,2374,96,7700,3593,881,1298,10219,639,8700,122577,5111,168300,105,81,12,5,76,38,16,11,75,13,68,1009,8353,9709,10395,14569,3145,713,9520,5042,1382,2086,13170,1282,12406,124711,13650,187255,6,12,3,0,7,0,0,0,12,0,7,133,5,170,336,140,142,31,239,254,51,112,247,58,219,587,46,1537,344,151,147,31,245,258,51,113,261,58,223,720,51,1710,9890,11693,2923,652,9122,4646,1257,1899,12174,1192,10567,85810,3925,132740,132,85,30,37,81,62,15,39,99,26,84,639,6135,7146,10370,11932,3104,713,9454,4967,1327,2055,12524,1271,10868,87172,10110,141598
CED222,3261,948,4429,1453,250,12739,8177,11274,2949,176,7771,4105,960,1242,8854,748,9742,128005,4787,173586,128,78,33,7,95,50,19,21,96,12,80,1007,7824,9266,12182,12752,4143,1709,10570,6491,1790,2135,12212,1708,14248,130465,12861,195590,7,16,0,0,6,0,0,3,3,0,10,84,7,122,279,100,128,40,167,236,46,86,164,43,180,559,47,1371,286,107,127,40,170,234,46,90,169,43,191,639,50,1489,11620,10768,3930,1509,10210,6051,1650,1980,11439,1612,12904,102361,4106,154291,242,97,64,160,150,147,54,46,262,46,217,872,6636,8174,12156,10972,4124,1710,10530,6431,1755,2115,11870,1698,13308,103876,10791,163955
CED223,3322,859,4071,928,231,10543,14376,13890,4734,206,6364,6155,1273,2712,13347,1111,9572,81569,4725,135416,188,146,69,40,98,92,27,36,159,23,109,699,9390,10663,18079,15734,5992,1289,8060,8287,1895,3901,16826,1991,13752,83198,14344,156620,71,70,15,0,13,9,0,7,69,0,48,1027,33,1291,1201,403,499,86,669,830,159,345,854,169,691,1740,136,4867,1264,477,518,89,674,840,165,346,926,172,739,2766,166,6157,16453,12929,5365,1109,7193,7220,1652,3431,14945,1757,11629,59395,3838,114500,330,164,82,86,142,172,46,81,193,53,182,613,7740,9140,18048,13574,5958,1287,8016,8237,1861,3861,16064,1977,12549,62772,11750,129805
CED224,2390,670,3334,946,203,8868,8934,11674,3686,169,5495,4384,852,1485,9948,827,9121,100373,4541,145705,137,80,32,7,65,65,11,22,86,18,76,704,4847,5951,11633,12807,4649,1162,7034,6020,1317,2182,12424,1515,12528,102021,9593,160526,10,8,4,0,5,3,3,0,14,0,17,120,10,171,424,180,218,78,244,378,65,133,249,81,262,879,72,2182,435,187,219,78,246,386,61,133,263,79,280,1003,73,2354,10996,10927,4360,1011,6661,5448,1212,1977,11599,1390,11018,75918,3798,123877,191,87,52,72,84,135,26,49,118,35,158,417,3975,4891,11621,11205,4627,1162,6992,5971,1303,2162,11980,1510,11457,77341,7851,131118
CED225,2518,659,3324,899,174,8706,10911,12259,4047,192,5060,4533,955,1455,11697,791,10717,95400,4669,144834,126,92,47,25,44,48,20,23,98,12,70,651,4274,5329,13751,13374,4980,1314,6395,6049,1416,2187,14317,1460,14109,96949,9115,158869,38,30,7,0,4,3,0,0,36,0,31,569,12,700,642,232,290,63,302,442,74,151,353,98,381,962,69,2693,670,267,303,61,307,451,74,152,390,99,411,1534,77,3395,12910,11324,4616,1207,5979,5482,1291,1973,13281,1317,12484,71337,3930,122709,138,55,32,40,64,64,17,25,61,28,52,344,3537,4191,13718,11640,4941,1307,6351,6001,1379,2155,13727,1440,12952,73214,7545,130296
CED226,1820,567,2742,754,135,7365,8706,11230,4236,176,4076,4420,826,1040,9810,615,10244,105294,3862,150491,67,70,39,16,47,52,12,17,67,8,72,717,4458,5501,10887,11982,5070,1482,5084,5815,1135,1490,11688,1197,13059,106770,8460,163354,3,3,4,0,3,0,0,0,5,0,14,145,5,179,400,141,260,69,170,370,67,102,167,82,295,834,51,2042,409,147,265,69,171,365,67,102,171,82,315,976,51,2222,10343,10426,4752,1343,4816,5337,1038,1343,11029,1088,11736,83569,3332,130908,124,54,38,67,55,72,13,22,108,21,102,362,3847,4576,10871,10629,5052,1481,5042,5784,1122,1466,11315,1189,12146,84908,7227,137707
CED227,2336,527,2972,835,188,7500,9130,13302,3000,141,6077,3906,845,1485,11639,710,8922,106419,4921,153703,87,103,34,9,62,52,12,21,76,17,81,795,7108,8272,11361,14524,3795,730,7302,5148,1237,2170,14051,1263,11975,108050,12216,169469,9,4,0,0,4,0,0,0,14,0,14,96,3,134,463,188,206,41,267,344,70,121,303,73,278,819,56,2114,472,191,204,42,267,349,72,121,319,73,289,914,65,2253,10723,11667,3518,656,6891,4650,1087,1969,12860,1157,10069,74625,3791,121342,142,76,38,32,73,74,30,44,88,20,69,499,5388,6244,11333,11932,3760,728,7237,5072,1187,2129,13265,1247,10433,76039,9246,129832
CED228,2852,628,3812,1137,228,9484,7998,12776,2248,104,7759,3559,823,1280,10019,557,9150,133922,4775,179334,102,105,26,3,82,32,9,21,76,13,70,1191,10945,12506,10646,14400,3028,666,9591,4948,1271,2055,12952,1201,13036,136249,15952,201323,16,7,7,0,5,0,0,0,17,0,21,149,4,218,505,210,195,28,335,323,54,136,302,62,310,773,59,2121,521,224,200,28,336,322,54,136,324,69,325,927,62,2341,9993,11595,2770,619,9102,4497,1134,1869,11824,1106,10800,94494,3666,140858,104,84,21,25,81,48,15,20,85,12,76,820,8004,9162,10619,11903,2989,668,9522,4872,1204,2021,12232,1185,11202,96239,11726,152359
CED229,1898,423,2379,609,158,6091,6933,11454,3466,122,3423,3433,724,1031,13097,542,9925,107501,3720,151489,82,99,32,7,35,43,13,17,97,12,81,682,9490,10503,8702,12210,4139,831,4343,4513,1040,1493,15093,977,12380,108792,13363,168080,16,12,0,0,4,0,0,0,20,0,19,212,0,271,265,110,157,27,146,227,37,61,198,39,232,813,43,1729,280,128,157,27,150,228,37,59,219,39,254,1021,44,1993,8308,11265,3922,746,4120,4181,963,1392,14514,908,11429,90544,3366,136955,105,55,40,60,53,78,20,22,99,14,112,529,8606,9481,8694,11449,4119,831,4320,4489,1024,1475,14828,965,11794,92093,12015,148433
CED230,3681,974,4396,1071,390,12568,15521,14397,4639,205,7700,6445,1202,3015,13140,1158,8703,86332,5403,141786,285,210,63,12,134,110,33,69,166,40,110,782,11771,13285,20305,16791,6078,1371,10024,9015,1963,4548,16993,2181,13201,88186,17566,167639,3,8,4,0,8,3,3,3,12,0,12,90,3,121,1086,376,409,87,633,755,123,363,595,173,553,1166,110,3861,1091,390,410,87,640,756,127,366,604,174,558,1250,116,3986,18772,13859,5534,1221,9132,7972,1730,4035,15485,1922,11301,64548,4445,123364,420,230,107,62,189,222,61,112,222,80,172,862,9710,11558,20278,14475,6052,1368,9957,8952,1918,4507,16311,2169,12038,66654,14276,138916
CED231,2499,761,3414,990,158,9517,8590,11278,3279,148,5062,3879,814,1208,10584,599,9062,93528,4538,137533,115,74,28,3,58,59,13,12,80,11,63,696,5312,6357,11887,12484,4342,1322,6974,5801,1393,1912,13164,1371,12539,95214,10006,153408,8,22,0,0,0,0,0,0,10,0,10,143,0,185,342,119,188,48,189,285,63,88,211,63,200,700,58,1723,342,142,193,52,193,289,60,94,220,63,213,840,62,1908,11382,10849,4081,1222,6667,5389,1285,1778,12518,1281,11388,73393,3919,121586,149,60,44,52,83,85,19,25,83,21,67,426,4501,5296,11872,11044,4314,1321,6939,5760,1361,1894,12820,1370,11674,74659,8478,128786
CED232,2319,484,3057,807,173,7402,9725,12761,3295,112,5218,3971,870,1495,11195,676,9107,98230,5092,145206,90,98,40,5,44,52,14,26,77,12,60,704,6248,7284,11811,13959,4006,799,6365,5152,1242,2108,13595,1177,12222,99741,11515,159894,41,21,11,0,4,6,0,0,36,0,22,232,10,334,512,208,222,53,319,370,74,137,370,82,349,1068,73,2615,552,228,234,53,327,372,74,140,405,82,377,1303,85,2952,11118,11222,3707,693,5938,4658,1113,1905,12297,1071,10336,69085,3947,115361,100,58,35,54,45,57,19,22,103,18,89,383,4797,5515,11771,11508,3971,801,6306,5088,1205,2063,12800,1164,10800,70771,8825,123834
CED233,1863,412,2298,590,107,5956,5980,14245,2903,97,3312,2630,686,842,17836,515,11356,130176,3912,179889,55,79,21,4,28,34,6,15,75,10,53,870,12985,14123,7671,15081,3477,749,4315,3616,997,1231,19780,935,13712,131638,17005,199964,14,24,4,0,0,0,3,7,12,0,8,203,11,271,193,102,127,25,113,159,35,41,211,42,177,685,38,1424,206,126,130,27,114,164,39,40,223,46,185,890,50,1694,7380,14155,3295,650,4119,3376,929,1160,19277,867,12934,116727,3565,169127,78,54,30,65,63,54,17,15,94,16,88,695,11990,13021,7659,14337,3457,741,4287,3587,983,1217,19589,923,13206,118318,15599,183844
CED234,2310,834,3915,1120,159,10197,9597,10143,4029,213,5895,4677,893,1159,8399,773,10161,111439,4147,156685,127,76,48,19,60,61,15,22,66,19,78,732,4864,5968,12812,11239,5110,1686,7586,6592,1423,1790,10778,1626,14159,113289,9168,172855,4,6,0,0,4,0,0,0,9,5,7,120,3,154,452,164,259,60,218,394,63,105,178,86,282,752,42,2037,459,169,262,59,221,396,60,104,183,88,294,872,44,2189,12203,9577,4788,1587,7265,6080,1333,1634,10111,1495,12748,87693,3579,137340,144,52,44,42,67,86,14,29,57,37,99,478,4142,4976,12806,9799,5091,1686,7555,6559,1407,1771,10354,1621,13141,89043,7764,144504
CED235,3573,896,4128,812,281,10513,14198,12303,4545,178,6599,6117,1056,2748,12422,1108,9123,75124,4503,126361,174,130,36,18,83,82,21,43,136,16,103,676,8295,9472,18099,14178,5774,1240,8443,8330,1692,4087,16131,2022,13349,76616,13069,146349,4,0,0,0,5,4,0,0,8,0,9,75,0,104,912,293,436,74,557,645,135,295,513,161,490,1182,122,3563,914,295,436,74,557,646,135,298,525,161,496,1263,126,3664,16842,11776,5229,1079,7697,7463,1488,3671,14681,1801,11651,55766,3681,109540,327,146,90,93,149,169,45,85,164,45,133,567,6737,8076,18078,12220,5756,1240,8401,8281,1661,4057,15364,2010,12281,57594,10550,121284
CED236,3716,915,4480,918,277,11690,14843,13299,4368,214,6961,5837,1268,2599,12546,1065,8640,83159,5176,135778,242,172,70,46,116,130,32,55,202,41,124,788,10537,12038,19370,15514,5763,1361,9148,8304,2027,4021,16466,2018,13243,84866,16001,159507,51,33,7,0,13,17,0,5,44,0,48,610,13,787,1044,342,422,97,592,728,161,329,628,157,498,1122,120,3714,1097,374,430,96,604,741,161,332,669,158,549,1734,130,4501,17824,12646,5211,1159,8314,7312,1784,3563,14819,1792,11305,60897,4287,116338,416,189,97,99,180,184,44,105,191,50,155,771,8534,10182,19340,13213,5741,1355,9097,8237,1995,3996,15682,2003,12008,63404,12953,131014
CED237,3217,777,4406,1425,210,11875,8400,10295,2442,120,7177,3537,871,1063,8726,612,8278,108352,4859,150190,115,88,23,9,86,39,0,15,68,13,60,897,7084,8327,12294,11796,3468,1049,9893,5639,1592,1891,12006,1398,12741,110666,12153,170399,15,14,0,4,9,0,0,0,7,0,11,133,5,181,278,110,103,20,194,179,41,81,149,44,173,432,30,1166,296,130,102,22,199,183,46,81,155,49,183,563,36,1344,11843,9809,3300,993,9569,5345,1499,1755,11342,1310,11397,81599,3976,128944,140,91,34,34,76,62,21,32,124,24,116,592,5700,6656,12276,10022,3432,1050,9840,5589,1566,1875,11622,1383,11693,82754,9710,136944
CED238,2971,849,3670,956,239,10305,13517,12527,4462,177,6287,5679,1049,2386,11935,1086,8560,82313,4821,133140,180,130,58,17,76,90,23,34,140,24,82,711,9839,11115,17145,14244,5625,1265,8039,7669,1618,3569,15049,1962,12314,83982,14900,154555,4,5,0,0,3,5,0,3,10,0,4,65,3,93,822,262,354,75,496,582,94,260,475,129,432,1181,98,3363,825,265,354,76,503,586,94,261,481,130,434,1250,103,3457,15936,11937,5150,1055,7318,6883,1455,3194,13801,1764,10724,62102,4079,115622,368,165,102,129,172,152,45,69,173,56,174,637,8222,9765,17130,12366,5607,1265,7989,7615,1597,3520,14459,1954,11337,63997,12408,128845
CED239,2867,781,3644,1088,204,10504,7248,12119,2494,140,4634,2874,695,934,14411,518,9722,95118,4214,140406,130,89,36,46,99,64,17,34,150,25,76,704,6248,7402,10937,13479,3595,1353,6935,4958,1285,1645,17420,1327,13446,96913,10663,158319,9,6,5,0,0,0,0,0,18,0,11,126,6,170,197,83,95,21,119,151,35,73,148,41,148,527,26,1155,206,93,100,21,117,156,35,73,162,41,163,649,38,1332,10527,11919,3429,1243,6662,4662,1202,1530,16742,1241,12253,75521,3667,126261,184,59,45,89,123,103,22,36,148,35,163,450,5274,6239,10919,12074,3577,1353,6902,4913,1260,1632,17053,1316,12573,76630,8978,133834
CED294,330,31,275,28,9,536,354,549,108,12,162,172,37,94,1103,38,473,2698,216,4909,11,13,6,5,7,7,4,11,39,0,15,38,3556,3641,490,684,148,23,229,234,70,154,1470,68,769,2768,3785,9089,0,0,0,0,0,0,0,0,6,0,0,44,0,47,28,13,8,6,9,19,0,3,35,6,26,36,9,129,28,14,8,9,12,19,0,8,38,6,29,81,9,178,449,581,131,15,218,209,69,140,1352,57,654,2166,333,4737,16,14,8,3,3,3,6,5,31,0,14,30,2940,3041,490,609,148,23,231,232,70,154,1428,68,697,2282,3286,7946
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,14,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,14,29,38
CED301,5277,876,5678,1109,247,13571,14090,18112,4114,154,7669,5427,1112,2932,18262,951,12203,101760,5930,164074,173,165,56,29,90,76,19,46,178,16,105,819,10912,12305,18562,20977,5474,971,10063,7704,1812,4561,23716,1844,17987,103692,17091,189948,225,126,40,6,14,26,8,8,269,0,221,1956,63,2707,1696,543,651,101,944,921,174,480,1361,182,1062,2256,141,6457,1921,670,697,104,963,942,185,489,1636,186,1283,4213,207,9161,16330,16718,4666,793,8916,6541,1531,3905,20351,1604,14143,67424,4294,128935,259,149,73,69,118,129,33,63,194,34,200,582,8709,9916,18510,17528,5431,973,10000,7611,1751,4459,22179,1826,15629,72218,13214,148016
CED302,2380,591,3169,766,218,8217,9819,11749,3920,162,5428,4722,800,1769,11446,702,10727,101152,4296,148768,110,74,36,15,55,47,15,26,84,18,61,648,4921,5895,12349,12861,4917,1082,6768,6358,1238,2649,13910,1315,13961,102568,9436,162883,16,15,10,0,4,3,0,0,14,0,13,174,7,243,777,304,384,81,426,610,98,244,472,115,500,1387,89,3563,793,322,395,81,429,615,98,242,486,115,513,1555,96,3804,11353,10860,4439,920,6207,5585,1076,2294,12646,1146,11921,74104,3505,122468,178,61,58,79,85,104,31,61,122,39,113,351,4136,4926,12328,11246,4886,1079,6716,6306,1204,2595,13260,1298,12545,76013,7736,131198
CED303,3384,818,4525,857,171,10591,13041,13113,4812,203,6318,5959,974,2563,12803,1022,11040,88414,4929,142374,220,133,66,149,100,125,20,62,190,42,198,563,5028,6259,16718,14804,6109,1474,8049,8207,1593,3829,16374,1883,15764,89837,10129,159222,23,10,5,0,3,4,0,0,14,0,13,140,8,192,1206,386,572,93,666,866,143,349,803,181,724,1664,109,4824,1227,399,574,93,666,872,143,346,819,183,737,1809,119,5024,15124,12416,5388,1059,7180,7022,1379,3322,14328,1606,13042,65225,3927,120368,337,116,112,317,149,253,54,101,323,85,447,367,4115,5455,16685,12927,6075,1471,7998,8143,1574,3773,15472,1879,14227,67400,8153,130844
CED304,1974,385,2350,548,106,5876,7311,13003,3742,97,3608,3723,715,1316,16706,590,11346,117295,4469,167819,70,78,29,15,43,51,13,20,93,9,75,668,8563,9558,8762,13765,4397,780,4398,4697,976,1849,18776,976,13772,118507,13136,183255,54,49,18,0,8,10,0,6,52,3,66,812,23,1049,551,249,311,47,267,423,63,137,508,92,471,1831,90,3749,608,299,330,50,279,436,67,138,561,91,533,2642,113,4798,8030,12466,4002,612,4027,4157,871,1641,17761,856,12338,95584,3750,146462,109,71,45,121,62,67,24,37,115,27,99,451,7962,8835,8744,12836,4379,781,4367,4665,964,1817,18432,969,12974,98681,11827,160098
CED305,2666,713,3331,827,205,9027,11188,11841,3571,184,5991,5218,1037,2542,11284,845,7910,87131,4984,133874,146,92,47,8,69,62,21,42,110,12,59,680,15794,16893,14266,13334,4611,1099,7546,7087,1628,3654,14059,1576,11298,88640,20986,159792,14,11,7,0,7,5,0,4,12,4,7,104,6,142,839,298,363,69,527,633,125,303,541,128,423,1512,93,3816,856,309,368,76,532,641,124,309,560,135,430,1612,98,3957,13159,10770,4134,893,6837,6194,1427,3225,12619,1388,9307,62094,3897,109284,230,114,75,129,112,189,44,65,152,44,202,601,13663,14941,14240,11201,4577,1092,7484,7023,1592,3593,13334,1562,9946,64306,17659,128183
CED306,2507,654,3082,840,243,8802,10739,10762,3615,167,5981,5163,990,2200,10621,787,8091,91349,5309,137749,170,109,46,81,86,78,24,42,144,22,92,693,14316,15531,13720,12005,4658,1338,7552,6914,1554,3225,13273,1463,11266,92882,19875,162083,57,43,14,0,3,10,3,6,80,0,35,756,25,965,966,288,373,81,575,620,115,271,717,135,594,1722,125,4347,1023,334,387,81,576,627,120,277,798,136,626,2481,146,5315,12424,9837,4184,1054,6791,6077,1363,2826,11692,1270,9319,66455,4149,113125,247,106,54,203,141,144,49,74,138,44,136,586,12392,13694,13696,10275,4628,1334,7513,6855,1533,3175,12634,1453,10082,69524,16690,132129
CED307,2924,539,3652,858,135,8651,10763,13546,4196,125,5828,5046,889,2116,14383,751,11389,92228,4844,145192,106,89,19,8,49,50,8,22,109,9,70,574,4799,5725,13307,14910,5108,927,7145,6507,1330,2990,17409,1299,15111,93661,9778,159571,136,72,14,3,11,22,4,14,170,4,137,1043,44,1513,1308,417,510,85,614,733,115,294,1079,145,870,2098,147,5539,1446,493,524,88,629,756,121,304,1245,148,1007,3144,193,7050,11722,12303,4513,758,6406,5618,1164,2580,15086,1121,12182,64460,3583,115599,114,62,31,77,56,59,12,27,85,23,61,297,3882,4535,13286,12855,5074,927,7085,6437,1298,2913,16415,1285,13253,67897,7664,127184
CED308,3720,844,4881,1019,246,11853,13634,14160,4856,257,6174,5653,1115,2700,13551,996,11024,113183,5930,171102,176,115,55,52,83,91,12,48,111,33,140,800,10327,11667,17402,15890,6269,1751,7936,7762,1793,3995,17389,1869,16049,115009,16505,194617,41,22,12,4,9,3,4,8,36,4,21,212,7,314,1017,339,452,102,476,667,129,296,690,150,626,1575,121,4213,1054,365,461,108,480,670,131,307,722,146,649,1789,132,4534,16026,13060,5664,1361,7261,6841,1580,3530,15338,1654,13370,84423,4778,144138,271,151,115,274,146,179,49,92,221,56,362,598,8246,9739,17358,13575,6242,1747,7890,7698,1758,3930,16288,1864,14384,86809,13154,158410
