CED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
CED212,7,3,8,9,3,20,1453,133,42,45,6,13,10,7,12,3,4,280,6,0,0,0,0,0,0,0,0,0,6,1328,187,107,16,21,18,17,21,7,26,1742,0,0,0,0,0,0,0,0,0,3,3,5114,461,217,20,28,23,23,37,4,92,6023,3673,66,35,8,10,3,10,5,3,56,3868,979,41,11,4,4,0,9,4,0,12,1071,167,36,46,14,7,18,21,4,0,6,327,0,0,0,0,0,0,0,0,0,0,0,1150,76,61,22,16,18,25,11,0,21,1397,6,0,0,0,0,0,0,0,0,11,17,4828,139,92,22,23,21,38,17,7,93,5287,2364,31,15,9,4,0,4,3,0,64,2498,567,11,3,0,0,3,4,0,0,15,614,196,26,9,0,5,0,11,3,0,5,256,7,0,0,0,0,0,0,0,0,3,4,769,37,14,0,0,3,15,3,0,26,876,5,0,0,0,0,0
CED213,3,5,0,4,0,17,588,36,5,6,4,0,0,3,6,0,0,59,0,0,0,0,0,0,0,0,0,3,4,537,33,29,8,3,4,6,4,0,19,652,4,0,0,0,0,0,0,0,0,4,9,3880,321,115,10,14,13,13,10,0,145,4528,4381,75,59,10,5,6,7,9,0,157,4710,854,6,5,3,5,3,0,0,0,35,915,69,3,4,3,0,0,9,0,0,5,91,7,0,0,0,0,0,0,0,0,0,7,932,11,10,5,5,3,5,0,0,44,1009,4,0,0,0,0,0,0,0,0,10,14,5318,84,67,20,4,13,11,8,0,205,5730,3149,70,37,0,6,4,7,0,0,141,3417,731,0,0,0,0,0,6,0,0,32,770,149,3,3,0,0,0,7,0,0,8,167,15,0,0,0,0,0,0,0,0,3,16,900,4,4,0,0,0,10,0,0,39,951,7,0,0,0,0,0
CED214,26,10,16,17,3,113,5248,3201,340,353,82,61,56,108,84,16,175,4480,20,3,4,0,0,0,0,0,0,7,34,7930,549,484,101,91,66,125,97,18,293,9758,10,0,0,0,0,0,0,0,0,12,22,9541,627,525,103,98,73,129,99,18,346,11556,1469,24,14,0,5,3,5,0,0,51,1573,3956,66,35,8,0,7,7,5,4,95,4183,3006,260,206,51,37,28,62,33,7,92,3778,21,0,0,0,0,0,6,0,0,3,31,6979,324,241,58,39,39,68,38,5,194,7994,13,0,0,0,0,0,0,0,0,15,23,8461,343,261,61,41,41,76,45,5,258,9593,761,7,0,0,0,0,0,0,0,38,810,2283,15,9,0,0,0,0,0,0,82,2396,2074,62,59,6,7,0,30,5,0,85,2331,20,0,0,0,0,0,0,0,0,4,29,4373,80,64,5,5,6,26,5,0,177,4750,8,0,0,0,0,0
CED215,32,25,49,32,0,33,3208,580,153,194,51,57,40,161,78,0,35,1361,12,0,0,0,0,0,3,0,0,5,13,3066,475,401,78,87,67,210,113,3,71,4582,0,0,0,0,4,0,0,0,0,18,16,5615,749,546,95,109,85,233,124,5,128,7684,1980,42,54,3,9,9,16,6,3,30,2141,2253,98,92,23,23,24,69,46,14,46,2687,829,145,252,48,39,48,161,85,7,47,1662,8,0,0,0,0,0,0,0,0,4,6,3083,244,351,71,56,71,231,137,12,96,4353,4,0,0,0,0,0,0,0,0,10,13,5063,283,401,81,60,72,246,145,19,137,6509,972,24,24,10,3,0,9,0,0,26,1064,1301,26,27,3,0,4,7,8,0,39,1421,812,44,42,7,9,8,32,11,0,40,1005,4,0,0,0,0,0,0,0,0,3,11,2112,69,71,10,6,10,38,15,4,89,2436,0,0,0,0,0,0
CED216,5,8,5,0,0,18,545,40,20,21,4,8,0,7,7,0,5,111,0,0,0,0,0,0,0,0,0,0,0,443,88,47,10,11,8,13,9,0,22,655,6,0,0,0,0,0,0,0,0,19,22,2581,193,104,19,15,14,26,11,0,130,3092,3345,49,26,0,7,10,0,0,0,137,3570,488,3,15,0,0,0,4,3,0,23,541,67,9,14,0,0,0,7,5,0,5,99,0,0,0,0,0,0,0,0,0,0,0,554,12,28,0,0,0,10,7,0,28,646,0,0,0,0,0,0,0,0,0,8,9,3903,59,55,3,5,8,13,6,0,165,4223,2090,18,3,0,0,0,0,0,0,106,2222,389,5,0,0,0,3,0,0,0,24,419,73,4,0,0,0,0,6,0,0,4,85,3,0,0,0,0,0,0,0,0,3,4,467,10,0,4,0,4,6,0,0,32,512,6,0,0,0,0,0
CED217,13,6,11,10,5,29,2426,201,79,74,22,17,17,38,17,0,12,476,6,0,0,0,0,0,0,0,0,0,3,2322,214,146,33,31,30,55,33,5,40,2906,3,0,0,0,0,0,0,0,0,0,6,5895,506,242,60,49,32,72,43,10,77,6985,3378,66,21,12,9,6,14,3,0,58,3570,1813,15,16,0,4,4,6,6,0,13,1882,289,59,81,8,12,13,36,29,0,24,550,3,0,3,0,0,0,0,0,0,0,7,2102,73,97,13,17,20,40,35,4,33,2436,4,0,0,0,0,0,0,0,0,8,6,5484,141,115,28,24,25,50,41,5,98,6017,1963,46,16,8,4,5,4,5,4,51,2101,1145,14,0,3,0,0,3,3,0,29,1207,459,40,25,4,0,0,13,3,0,18,558,9,0,0,0,0,0,0,0,0,0,9,1605,54,28,5,0,0,14,10,0,49,1774,4,0,0,0,0,0
CED218,28,18,26,20,4,94,6391,1677,194,223,83,57,50,122,44,4,81,2527,10,0,0,0,0,4,0,0,0,0,15,7240,628,407,111,83,71,143,66,8,177,8932,14,0,0,0,0,0,0,0,0,50,55,9436,744,456,121,97,79,151,71,9,263,11424,1806,30,20,4,0,6,5,0,0,49,1914,4616,106,67,17,14,10,36,18,4,114,5013,1843,149,179,59,44,39,101,63,4,63,2531,19,0,0,0,0,0,0,0,0,0,25,6481,253,244,73,59,48,140,83,3,178,7569,6,0,0,0,0,0,0,0,0,23,28,8294,287,259,82,60,55,141,83,10,243,9512,853,22,6,0,0,6,0,0,0,29,913,1909,23,24,4,3,5,12,4,0,47,2028,1276,74,48,17,14,12,30,4,0,42,1526,17,5,0,0,0,0,0,0,0,3,23,3201,101,70,24,21,16,40,14,0,91,3578,6,0,0,0,0,0
CED219,13,18,21,12,0,28,1812,204,88,73,24,24,18,60,27,0,17,532,8,0,0,0,0,0,0,0,0,0,5,1591,304,179,41,33,34,79,39,3,42,2350,0,0,0,0,0,0,0,0,0,4,9,4144,454,245,48,44,32,87,45,4,99,5213,2704,42,27,0,7,4,4,5,0,68,2859,1366,42,41,3,13,7,16,10,0,40,1541,274,28,66,13,13,13,50,20,0,14,489,3,0,0,0,0,0,0,0,0,0,8,1636,76,108,16,19,25,67,31,0,56,2034,4,0,0,0,0,0,0,0,0,4,13,4351,117,138,18,31,25,71,34,0,123,4902,1346,17,9,0,5,3,3,0,0,46,1426,588,12,22,0,0,3,3,5,0,19,651,247,19,15,0,5,0,16,4,0,12,320,3,0,0,0,0,0,0,0,0,3,3,832,31,33,0,5,3,22,5,0,33,975,7,0,0,0,0,0
CED220,10,8,25,11,3,26,2132,262,73,102,22,17,11,36,34,9,6,574,3,0,0,0,0,0,0,0,0,0,6,2121,186,178,24,23,20,58,43,13,37,2710,0,0,0,0,0,0,0,0,0,3,3,4649,306,238,35,36,39,76,51,15,67,5511,2537,23,24,6,0,3,9,3,0,41,2651,1568,29,24,3,5,3,16,16,3,26,1688,415,49,71,18,9,15,40,20,5,19,649,13,0,0,0,0,0,0,0,0,6,15,1992,72,89,21,18,18,52,34,4,50,2357,0,0,0,0,0,0,0,0,0,4,13,4531,101,116,30,18,22,61,43,6,103,5017,1475,19,11,0,0,0,3,0,0,41,1555,1143,9,12,0,0,0,3,0,5,18,1182,782,46,22,6,3,0,9,12,0,32,900,9,0,0,0,0,0,0,0,0,6,9,1937,48,27,6,3,0,13,12,5,54,2097,4,0,0,0,0,0
CED221,15,22,47,30,3,56,3978,635,271,281,65,63,52,160,75,9,37,1644,8,3,0,0,0,0,0,0,0,0,10,3544,912,505,99,81,78,203,109,13,94,5633,7,0,5,0,0,0,0,0,0,9,23,6213,1208,584,110,85,78,218,110,12,155,8784,2119,63,41,11,4,3,10,0,0,48,2294,1540,118,108,19,14,11,55,29,4,30,1931,524,133,186,43,49,41,132,63,7,39,1219,3,0,0,0,0,0,0,0,0,4,10,2063,254,293,62,60,50,187,96,7,80,3158,4,0,0,0,0,0,6,0,0,12,24,4190,313,337,67,60,58,197,96,9,135,5474,1202,30,7,5,0,0,9,0,0,41,1295,592,41,20,6,0,3,6,7,0,22,695,310,67,45,23,10,7,35,18,0,17,539,6,0,0,0,0,0,0,0,0,4,7,908,109,65,29,15,15,43,23,0,40,1238,9,0,0,0,0,0
CED222,23,30,45,17,4,111,6020,2799,414,440,95,77,90,200,112,11,143,4391,19,0,0,0,0,0,0,0,0,6,26,8048,801,605,118,101,114,251,126,13,266,10436,5,3,0,0,0,0,0,0,0,12,27,10383,946,650,131,109,120,256,138,18,315,13064,2359,37,27,4,4,0,5,4,0,47,2494,4309,79,45,15,7,8,23,15,4,103,4609,2904,300,275,70,46,59,151,65,7,102,3975,20,0,0,0,0,0,4,0,0,7,34,7242,376,320,85,52,65,175,79,15,213,8622,8,4,0,0,0,0,0,0,0,25,38,9602,419,345,93,57,67,183,90,15,285,11154,1577,24,14,0,0,3,0,0,0,46,1662,2634,16,11,6,6,6,6,0,0,83,2768,2629,137,101,15,13,10,25,18,0,85,3040,14,0,0,0,0,0,0,0,0,21,36,5276,157,110,19,19,17,28,20,6,188,5843,14,0,0,0,0,0
CED223,5,9,0,4,0,8,390,28,8,3,0,0,4,16,9,0,3,76,0,0,0,0,0,0,0,0,0,0,0,327,50,27,3,3,10,16,6,0,9,461,3,0,0,0,0,0,0,0,0,8,16,2356,146,58,4,13,16,24,12,0,83,2713,2559,28,18,6,4,0,4,0,0,108,2715,396,0,0,0,0,0,4,0,0,24,433,32,9,14,0,0,3,4,0,0,4,69,7,0,0,0,0,0,0,0,0,0,7,431,10,15,0,0,3,10,6,0,27,510,4,0,0,0,0,0,0,0,0,11,14,2992,41,29,6,3,7,13,10,0,137,3233,1530,19,9,3,0,0,5,0,0,93,1659,387,5,0,0,0,0,0,0,0,16,411,73,5,6,0,0,0,0,0,0,4,91,6,0,0,0,0,0,0,0,0,0,6,468,15,8,0,0,0,4,0,0,22,509,4,0,0,0,0,0
CED224,9,6,4,10,0,40,3274,641,129,165,22,21,20,57,20,7,37,1134,4,0,0,0,0,0,0,0,0,0,6,3517,349,269,27,29,27,63,35,5,78,4407,4,0,0,0,0,0,0,0,0,5,11,6487,566,332,36,43,41,77,39,8,129,7758,2808,45,34,6,6,5,12,6,0,47,2966,2119,40,36,13,7,12,10,11,0,36,2283,656,114,146,23,18,23,64,24,0,28,1100,11,0,0,0,0,0,0,0,0,0,12,2781,147,183,32,24,36,77,33,0,70,3393,10,0,0,0,0,0,0,0,0,21,26,5593,205,218,40,24,47,85,37,4,133,6388,1746,37,23,3,0,10,3,6,0,69,1898,1204,26,21,6,0,0,5,7,0,27,1290,656,44,45,6,5,0,17,8,0,18,805,5,0,0,0,0,0,0,0,0,4,8,1865,64,62,16,6,0,21,11,0,50,2104,7,0,0,0,0,0
CED225,13,8,13,9,0,32,2058,248,65,91,15,17,24,39,27,0,8,529,0,0,0,4,0,0,0,0,0,0,9,2065,175,142,31,26,33,50,40,7,45,2600,0,0,0,0,0,0,0,0,0,0,5,4674,313,197,35,35,42,57,41,10,92,5486,2639,39,11,8,0,3,0,0,0,48,2754,1824,32,22,8,3,0,11,6,0,34,1947,329,71,89,22,31,11,26,25,0,18,614,3,0,0,0,0,0,0,0,0,0,3,2165,101,110,34,31,11,37,29,5,51,2567,0,0,0,0,0,0,0,0,0,0,3,4800,140,119,34,34,12,37,30,5,95,5324,1497,10,12,0,0,5,0,6,0,48,1572,1163,5,9,0,0,0,4,5,0,34,1219,405,25,27,3,0,3,6,5,0,20,498,5,0,0,0,0,0,0,0,0,0,5,1571,31,34,10,3,6,7,4,4,54,1721,5,0,0,0,0,0
CED226,17,7,16,15,5,35,3254,501,182,173,32,30,33,91,67,12,41,1167,3,0,0,0,0,0,0,0,0,0,6,3392,357,268,43,48,48,110,82,11,86,4432,0,0,0,0,0,0,0,0,0,4,3,6126,499,311,49,55,49,120,86,19,121,7437,2581,33,13,9,3,4,0,4,0,51,2697,2182,47,39,0,4,19,13,12,7,18,2342,482,121,176,32,19,35,106,57,0,18,1057,4,0,5,0,0,0,0,0,0,0,3,2674,169,214,36,22,55,121,69,6,42,3402,0,0,0,0,0,0,0,0,0,0,4,5255,204,224,39,26,57,118,74,7,94,6104,1546,15,10,0,3,4,5,5,0,33,1616,1379,19,5,0,4,4,8,7,5,25,1458,487,81,57,10,3,6,26,4,0,14,691,3,0,0,0,0,0,0,0,0,0,7,1874,98,60,11,8,5,34,15,0,41,2158,0,0,0,0,0,0
CED227,17,19,29,22,0,22,1836,163,78,141,35,24,45,99,45,0,13,642,0,0,0,0,0,0,0,0,0,0,3,1416,407,274,49,39,63,126,69,0,35,2482,5,0,0,0,0,0,0,0,0,11,14,3968,633,353,60,47,71,137,73,0,117,5457,2408,44,38,0,5,5,3,3,0,68,2581,789,52,53,15,9,10,43,21,3,16,1018,136,82,102,24,24,33,82,58,0,19,556,5,0,0,0,0,0,0,0,0,0,5,931,138,155,40,29,42,127,82,3,33,1584,0,0,0,0,0,0,0,0,0,13,15,3339,182,199,47,33,46,131,86,8,110,4183,1536,25,18,5,0,0,7,3,0,53,1654,438,26,18,0,0,3,9,4,0,18,512,132,34,31,4,6,7,19,18,0,13,268,6,0,0,0,0,0,0,0,0,0,6,570,63,44,4,6,10,29,25,0,30,782,6,0,0,0,0,0
CED228,27,40,62,36,7,53,3510,468,264,274,48,59,83,225,119,11,35,1596,7,0,4,0,0,0,0,3,0,5,19,2964,781,504,93,93,128,293,161,20,91,5125,6,0,0,0,0,0,0,0,0,0,4,5287,973,614,102,98,142,304,168,20,160,7860,1929,61,38,4,0,3,9,7,6,45,2104,1641,122,113,27,21,26,86,56,7,59,2154,422,154,221,44,39,67,170,73,3,46,1247,16,0,5,0,0,3,0,3,0,0,24,2079,279,332,72,61,94,261,132,14,102,3425,3,0,0,0,0,0,0,0,0,5,10,4016,338,372,74,65,99,265,137,17,153,5540,919,28,12,0,6,0,0,4,0,33,1002,727,43,28,6,3,6,23,12,0,21,858,356,60,45,12,9,4,26,17,0,20,545,4,0,0,0,0,0,0,0,0,0,10,1090,103,71,13,12,12,51,22,3,45,1418,5,0,0,0,0,0
CED229,17,17,29,21,9,30,1876,171,51,54,8,16,14,40,26,0,12,396,0,0,0,0,0,0,0,0,0,0,4,1696,189,127,23,27,33,68,49,12,43,2272,0,0,0,0,0,0,0,0,0,0,3,4628,391,245,46,65,62,101,70,23,78,5717,2898,62,47,9,15,4,12,4,3,42,3097,1516,22,39,10,8,9,15,0,0,25,1647,312,53,55,3,9,12,33,10,0,14,503,0,0,0,0,0,0,0,0,0,0,8,1834,82,95,12,16,15,46,12,0,40,2151,3,0,0,0,0,0,0,0,0,15,17,4732,146,139,20,27,23,61,20,3,98,5267,1407,19,20,0,5,4,4,4,0,31,1488,939,5,4,7,0,0,3,3,0,21,980,513,27,15,0,5,3,0,3,0,20,594,10,0,0,0,0,0,0,0,0,4,12,1464,35,25,7,3,6,3,6,0,43,1586,3,0,0,0,0,0
CED230,7,4,18,11,0,12,546,114,50,81,10,18,29,34,21,6,32,397,6,0,0,0,0,0,0,0,0,0,14,501,118,118,23,26,38,57,30,6,51,961,3,0,0,0,0,0,0,0,0,9,12,1825,188,163,26,26,42,71,33,8,107,2487,1707,36,21,0,0,0,5,0,0,85,1853,399,11,16,4,0,0,9,7,0,16,465,127,25,25,4,3,8,12,17,0,9,234,4,0,0,0,0,0,0,0,0,6,7,525,43,46,4,3,7,22,18,0,28,698,7,0,0,0,0,0,0,0,0,3,7,2238,82,61,5,3,7,24,18,0,114,2561,1041,7,4,4,0,0,0,0,0,58,1114,327,4,0,0,0,0,0,0,0,12,351,124,0,3,0,0,0,3,3,0,12,146,0,0,0,0,0,0,0,0,0,4,3,460,6,3,0,0,0,0,3,0,32,504,3,0,0,0,0,0
CED231,3,10,11,6,0,43,2655,567,48,74,18,20,29,25,10,0,31,826,6,0,0,0,0,0,0,0,0,0,12,2977,176,118,39,22,41,39,17,0,72,3491,0,0,6,0,0,0,0,0,0,4,4,5137,242,147,47,23,49,38,24,4,119,5832,2233,20,18,0,0,0,0,6,0,44,2327,3010,16,27,9,3,3,13,4,0,61,3155,825,55,50,20,14,13,33,14,4,23,1056,19,0,0,0,0,0,0,0,0,5,24,3863,66,75,29,19,19,51,18,4,81,4230,8,0,0,0,0,0,0,0,0,4,14,6107,87,93,28,22,17,59,22,4,133,6571,1167,9,4,0,0,0,0,0,0,38,1225,2360,0,3,0,0,0,6,0,0,53,2428,1261,36,19,6,9,4,7,0,0,42,1386,7,0,0,0,0,0,0,0,0,8,11,3630,37,28,5,9,4,16,4,0,104,3829,8,0,0,0,0,0
CED232,13,7,11,10,5,23,1111,84,25,45,13,12,12,42,26,3,5,277,0,0,0,0,0,0,0,0,0,0,0,916,158,107,26,26,26,56,34,5,29,1388,0,0,3,0,0,0,0,0,0,3,8,3197,335,159,30,35,32,63,39,8,100,4001,2215,31,21,6,6,5,8,0,3,66,2369,761,24,32,8,4,8,18,11,4,26,899,115,21,41,14,12,12,56,19,0,10,293,9,0,0,0,0,0,0,0,0,0,7,886,45,66,20,11,27,79,29,3,43,1201,3,0,0,0,0,0,0,0,0,4,8,3105,80,93,21,22,33,81,30,3,111,3579,1148,12,20,5,0,0,0,0,0,49,1244,398,4,7,5,0,0,0,0,0,13,429,126,13,19,3,0,3,11,3,0,3,180,0,0,0,0,0,0,0,0,0,0,0,521,19,18,3,4,4,12,5,0,17,614,6,0,0,0,0,0
CED233,14,22,34,34,6,33,1838,682,152,114,36,34,24,67,41,9,34,1198,4,0,0,0,0,0,0,0,0,0,4,2177,273,191,45,42,41,104,72,20,68,3037,3,0,0,0,0,0,0,0,0,0,3,4195,392,259,60,64,62,124,88,27,105,5387,1631,37,19,3,8,3,9,3,0,27,1746,1141,32,21,5,0,8,9,16,0,30,1253,757,81,60,16,19,21,42,31,3,26,1053,0,0,0,0,0,0,0,0,0,4,7,1903,110,76,21,16,24,46,48,3,58,2307,4,0,0,0,0,0,0,0,0,3,6,3538,151,99,24,30,26,52,47,5,90,4060,740,6,11,0,0,0,5,4,0,20,786,661,4,0,4,0,0,3,0,0,20,702,772,36,18,8,0,0,3,6,0,30,872,8,0,0,0,0,0,0,0,0,4,5,1437,43,15,7,6,0,12,10,0,52,1583,3,0,0,0,0,0
CED234,23,21,27,26,6,53,5242,1125,335,366,67,73,84,207,98,18,64,2439,11,4,3,0,0,0,3,0,0,5,27,5643,703,555,107,93,105,237,124,24,114,7707,4,0,0,0,0,0,0,0,0,3,10,8022,858,620,111,99,111,238,129,31,168,10401,2566,39,12,0,3,5,5,7,3,35,2675,4182,104,77,13,13,12,24,27,0,70,4514,1302,236,416,87,59,69,171,76,8,61,2479,13,3,0,0,0,0,3,0,0,6,23,5488,337,494,101,70,77,197,103,13,135,7018,3,0,0,0,0,0,0,0,0,4,10,8062,379,509,107,76,82,206,104,17,178,9709,1707,21,17,0,0,0,0,0,0,63,1808,2851,31,27,0,3,4,11,6,5,60,2999,1269,117,100,19,21,10,39,21,4,48,1643,8,0,0,0,0,0,0,0,0,4,12,4131,152,128,23,23,15,50,18,3,108,4655,3,0,0,0,0,0
CED235,5,3,5,0,0,12,484,35,12,6,0,0,4,9,0,0,0,76,6,0,0,0,0,0,0,0,0,0,6,417,63,28,6,3,5,13,3,0,20,562,0,0,0,0,0,0,0,0,0,3,6,2930,194,76,13,8,11,20,8,0,145,3407,3729,39,43,8,10,0,3,6,0,130,3957,513,8,3,0,0,0,0,3,0,24,556,59,0,11,0,4,0,15,6,0,8,95,4,0,0,0,0,0,0,0,0,0,8,574,8,12,0,4,0,17,4,0,32,661,11,0,0,0,0,0,0,0,0,4,17,4311,50,53,11,10,0,21,9,0,165,4630,2280,12,7,0,3,0,0,0,0,109,2411,467,0,3,0,0,0,3,0,0,22,498,86,0,4,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,6,6,563,4,4,0,0,0,6,0,0,25,596,13,0,0,0,0,0
CED236,9,5,7,13,0,24,642,124,41,56,12,11,19,40,19,3,7,332,7,0,0,0,0,0,0,0,0,0,3,567,136,109,19,23,25,47,29,9,33,989,3,0,0,0,0,0,0,0,0,9,6,1942,222,157,20,29,30,53,31,11,97,2577,1846,36,14,5,0,0,4,0,0,97,2000,459,12,9,3,4,3,4,10,4,24,543,121,27,34,10,4,5,24,8,0,9,240,4,0,0,0,0,0,0,0,0,0,4,592,46,39,9,6,5,32,17,4,33,787,10,0,0,0,0,0,0,0,0,3,9,2446,79,52,20,7,6,35,17,0,142,2802,1142,11,9,0,4,0,3,0,0,68,1243,389,5,0,0,0,0,0,0,0,19,412,154,10,11,0,4,0,6,0,0,9,195,4,0,0,0,0,0,0,0,0,0,4,546,14,11,0,4,0,9,3,0,35,610,3,0,0,0,0,0
