CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED143,12053,6543,7623,8308,8349,5665,2929,1339,352,53158,986,1004,1107,1407,1655,2000,1764,1240,425,11593,28,85,87,149,257,440,649,629,296,2635,3,3,18,18,57,138,260,343,221,1066,1022,1098,1214,1571,1965,2584,2676,2217,943,15288,715,487,543,589,651,532,369,222,109,4222,13788,8126,9384,10472,10966,8789,5972,3780,1406,72669,11911,5837,8052,9016,8867,6030,3619,1719,483,55529,635,1456,1619,1662,1977,1998,1931,1495,716,13486,19,172,234,257,368,455,725,757,445,3427,0,7,21,34,69,166,264,383,311,1259,654,1636,1866,1951,2416,2619,2912,2643,1469,18164,639,437,603,608,692,563,365,311,235,4448,13203,7909,10524,11576,11972,9210,6898,4672,2188,78145,23959,12376,15678,17324,17213,11697,6546,3063,832,108693,1622,2459,2731,3067,3628,4006,3695,2734,1141,25080,47,261,320,406,628,899,1374,1386,743,6054,10,10,35,58,127,307,520,734,529,2323,1678,2736,3086,3526,4383,5202,5592,4855,2415,33457,1356,929,1144,1202,1340,1096,733,532,345,8668
CED144,15037,9855,12859,10254,7875,5906,3002,1293,385,66468,1285,1155,1148,1500,1771,2322,1971,1187,478,12813,44,73,139,194,316,663,818,707,276,3227,0,4,30,40,109,292,506,484,286,1755,1329,1234,1315,1732,2201,3274,3300,2373,1046,17795,1696,1185,1509,1277,977,864,526,349,167,8548,18059,12268,15677,13263,11052,10043,6830,4011,1598,92809,14409,8808,10980,9428,7893,5858,3161,1324,467,62314,733,1235,1489,1662,1935,2359,2234,1381,760,13790,22,167,256,279,511,788,903,797,499,4233,0,4,27,65,181,396,522,591,447,2230,759,1409,1768,2007,2630,3537,3660,2771,1709,20253,1534,969,1235,1096,988,815,518,363,262,7779,16699,11186,13979,12533,11507,10202,7345,4453,2431,90349,29450,18659,23833,19684,15764,11760,6163,2618,848,128780,2019,2395,2631,3167,3709,4677,4202,2563,1244,26600,66,241,392,477,830,1450,1721,1501,778,7463,6,11,56,105,292,681,1029,1070,732,3983,2084,2640,3082,3738,4832,6814,6962,5144,2753,38045,3229,2152,2741,2378,1965,1674,1049,711,429,16332
CED145,9667,5218,10802,8742,6963,4749,2806,1253,353,50551,731,748,1588,1466,1470,1469,1620,1155,442,10689,14,51,155,162,236,453,662,534,243,2503,0,6,6,20,42,126,267,307,181,968,745,804,1749,1649,1747,2043,2546,1995,864,14157,669,554,1129,830,656,495,398,309,272,5313,11073,6581,13674,11224,9365,7288,5753,3567,1494,70021,9534,5385,12048,8950,7317,4954,3344,1629,522,53684,538,1142,2262,1632,1549,1569,1795,1364,707,12550,17,130,299,224,258,400,634,600,405,2971,0,7,11,35,56,136,248,356,266,1120,555,1280,2569,1891,1862,2102,2674,2315,1372,16640,684,514,1211,823,636,504,434,445,520,5766,10774,7176,15835,11670,9818,7561,6450,4388,2412,76081,19201,10605,22850,17693,14277,9702,6150,2879,879,104229,1266,1887,3849,3100,3018,3035,3411,2519,1144,23232,31,185,455,388,498,847,1294,1138,647,5467,0,11,21,58,101,262,520,663,454,2089,1300,2083,4320,3545,3613,4150,5226,4318,2239,30791,1349,1070,2338,1656,1295,1005,825,755,785,11077
CED146,19193,11828,10298,10832,8582,6101,2766,838,173,70622,1815,1615,1374,1597,2111,2764,1949,888,223,14344,83,104,151,233,443,889,935,561,132,3537,4,11,32,73,171,439,572,468,196,1974,1907,1729,1554,1904,2728,4092,3456,1920,556,19849,2093,1210,1018,1094,933,841,464,306,212,8172,23196,14764,12879,13833,12241,11035,6694,3070,938,98652,18550,10904,10959,11115,8524,5874,2650,835,240,69657,1164,1581,1759,2002,2433,2759,2237,1067,381,15391,56,192,281,391,687,1112,1010,636,297,4665,0,17,47,117,304,588,657,561,306,2590,1220,1795,2083,2520,3427,4462,3900,2272,983,22647,1996,1084,1136,1212,1023,770,525,294,173,8219,21771,13778,14177,14845,12970,11107,7078,3399,1394,100525,37746,22741,21259,21953,17106,11978,5416,1674,412,140276,2982,3197,3124,3606,4544,5519,4189,1959,611,29731,142,300,430,633,1135,2000,1946,1201,428,8199,4,23,80,188,478,1031,1223,1033,499,4567,3129,3516,3635,4426,6149,8556,7362,4189,1533,42499,4090,2289,2158,2308,1958,1611,996,597,388,16394
CED147,12755,7356,6972,6691,6483,5301,3370,1513,362,50809,1843,1519,1582,1848,2168,2700,2697,1696,493,16548,115,214,261,333,558,965,1393,1076,357,5261,7,16,34,75,183,469,889,854,315,2834,1972,1749,1873,2255,2912,4131,4980,3622,1165,24646,1387,856,688,749,795,720,587,450,347,6583,16114,9960,9538,9699,10181,10150,8936,5585,1873,82035,12509,6415,6448,6503,6317,5328,3689,1652,448,49299,1358,2060,2235,2291,2534,3050,3263,2102,783,19672,83,356,615,635,922,1248,1605,1284,516,7259,7,37,89,174,374,749,961,990,476,3868,1445,2457,2937,3098,3831,5055,5832,4373,1773,30801,1253,733,696,693,768,712,623,528,399,6406,15197,9597,10083,10295,10917,11092,10147,6556,2620,86507,25260,13767,13416,13197,12798,10628,7060,3163,812,100108,3197,3576,3812,4138,4708,5749,5960,3797,1278,36222,204,565,871,965,1485,2214,3000,2355,869,12521,14,56,124,248,552,1218,1847,1843,794,6697,3412,4199,4811,5349,6744,9182,10810,7995,2941,55446,2634,1590,1388,1441,1563,1433,1212,982,743,12993
CED194,332,298,549,403,317,286,211,47,3,2443,36,100,168,154,165,184,159,43,9,1008,7,18,17,43,53,86,89,30,3,343,0,0,5,9,29,74,52,17,3,203,44,123,191,206,244,348,303,88,12,1552,262,241,426,496,450,318,137,35,3,2375,639,658,1164,1108,1010,949,648,166,19,6375,276,284,470,269,247,261,144,31,7,1986,50,143,154,127,122,155,96,21,4,870,5,47,53,43,56,79,50,19,8,347,0,5,15,19,36,55,44,12,4,196,57,192,223,186,204,284,190,56,16,1408,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,610,587,1016,670,557,546,356,76,7,4427,89,244,317,279,285,344,254,66,12,1883,9,67,72,88,99,159,139,48,5,690,0,4,21,33,68,124,102,33,10,394,97,311,408,394,453,632,494,148,27,2966,555,462,763,794,661,469,210,54,14,3980
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,11805,7731,7579,8155,6997,5661,3208,1185,289,52607,1380,1413,1546,1789,2110,2572,2340,1287,385,14814,80,141,233,309,461,722,1022,755,301,4027,4,8,24,55,137,318,598,591,241,1978,1460,1560,1807,2152,2710,3615,3960,2627,925,20818,802,588,648,571,648,563,342,239,119,4513,14064,9877,10030,10879,10352,9838,7519,4047,1333,77940,11292,6528,7067,8139,7354,5964,3557,1301,429,51621,933,1719,2048,2130,2328,2792,2670,1614,647,16871,51,295,482,475,679,967,1198,999,483,5645,3,12,61,99,273,412,631,628,479,2594,987,2030,2594,2701,3279,4170,4499,3246,1611,25111,775,543,534,562,566,556,424,303,165,4431,13053,9102,10190,11402,11196,10687,8477,4851,2203,81164,23095,14262,14641,16286,14351,11622,6764,2483,717,104233,2311,3132,3592,3914,4440,5361,5014,2895,1027,31692,131,440,721,781,1148,1688,2222,1754,786,9672,7,21,80,146,408,735,1227,1225,717,4575,2451,3592,4397,4853,5992,7790,8461,5871,2537,45930,1575,1127,1184,1141,1208,1113,770,541,281,8944
CED202,11146,6302,6356,5780,5638,4736,3085,1091,253,44385,1810,1627,1867,1854,2164,2428,2558,1248,368,15933,142,212,338,411,567,901,1241,839,287,4944,3,26,51,110,216,506,827,680,259,2669,1959,1867,2262,2376,2945,3833,4624,2771,906,23547,1299,810,738,656,878,761,621,338,143,6245,14405,8980,9358,8812,9467,9326,8333,4196,1302,74181,10925,5478,5549,5729,5621,4947,3294,1230,393,43161,1387,2024,2442,2408,2443,2679,2736,1538,712,18360,113,449,706,719,889,1172,1472,946,498,6967,3,34,102,200,442,697,922,699,414,3509,1502,2504,3249,3333,3773,4551,5129,3180,1621,28835,1207,772,727,685,762,679,617,373,230,6066,13631,8760,9530,9741,10156,10173,9040,4783,2237,78063,22073,11778,11908,11505,11258,9683,6380,2319,646,87551,3197,3649,4314,4260,4610,5102,5292,2786,1079,34295,256,668,1045,1135,1459,2071,2710,1785,782,11916,4,61,148,309,646,1204,1748,1375,672,6178,3459,4378,5506,5707,6719,8380,9754,5948,2532,52380,2503,1583,1472,1340,1644,1438,1244,713,368,12312
CED203,11090,5976,5919,5605,5572,4682,3287,1217,287,43644,1634,1474,1711,1810,1961,2523,2789,1481,413,15802,117,189,286,362,554,941,1288,870,352,4959,9,20,44,79,212,480,835,768,327,2779,1761,1681,2042,2259,2734,3944,4905,3129,1094,23543,1289,822,985,862,928,881,682,415,213,7085,14139,8475,8944,8722,9235,9512,8881,4757,1597,74267,10789,5219,5567,5665,5501,4893,3408,1267,416,42725,1192,1927,2366,2275,2382,2896,2958,1702,694,18382,79,416,664,653,850,1278,1520,1000,518,6965,4,32,87,179,373,724,936,815,461,3605,1277,2374,3119,3108,3600,4891,5415,3511,1669,28964,1237,723,744,757,784,822,654,509,379,6603,13304,8313,9431,9522,9882,10611,9476,5283,2462,78286,21886,11195,11493,11269,11068,9580,6696,2482,701,86364,2824,3403,4074,4087,4346,5422,5742,3185,1105,34182,199,606,946,1014,1399,2218,2805,1868,866,11929,16,52,136,262,584,1205,1770,1581,788,6392,3037,4052,5158,5365,6338,8837,10322,6636,2761,52501,2525,1542,1734,1616,1712,1704,1336,928,593,13685
CED204,14309,9552,10763,9415,7609,5754,3012,1117,275,61795,1497,1428,1496,1790,2238,2695,2245,1134,333,14850,78,136,221,305,485,852,1028,724,253,4087,0,10,38,82,166,429,637,553,243,2165,1576,1568,1762,2179,2889,3975,3905,2413,829,21101,1428,1087,1306,1045,913,751,511,284,112,7445,17313,12214,13825,12645,11413,10483,7428,3811,1206,90343,13812,8299,9293,8891,7015,5571,3098,1163,352,57501,988,1644,1874,1988,2545,2900,2398,1319,580,16241,51,270,385,424,758,1067,1121,835,445,5352,0,24,59,128,308,553,719,625,434,2858,1044,1938,2315,2536,3603,4523,4243,2781,1459,24451,1347,851,1047,931,899,738,562,295,188,6853,16198,11093,12655,12359,11519,10833,7902,4243,2004,88799,28118,17852,20051,18312,14624,11325,6110,2276,627,119296,2488,3072,3369,3780,4781,5596,4642,2454,912,31092,129,402,608,728,1244,1924,2148,1561,698,9439,3,38,100,209,471,983,1355,1180,679,5023,2618,3505,4075,4716,6501,8502,8147,5196,2289,45547,2777,1943,2354,1977,1811,1493,1069,579,299,14297
CED205,19277,10417,12748,11598,6924,4594,1911,622,119,68209,1731,1354,1549,1870,1996,2378,1530,738,168,13311,81,112,199,286,473,844,803,425,120,3347,4,5,36,68,170,465,532,364,118,1769,1817,1469,1782,2221,2639,3686,2868,1534,411,18437,2023,1182,1414,1262,933,707,343,189,55,8108,23115,13078,15946,15078,10505,8984,5122,2339,580,94756,18632,9488,12623,10797,6621,4277,1904,591,136,65072,1045,1551,1943,2080,2316,2361,1704,845,261,14108,51,257,409,474,772,1043,877,529,213,4629,7,19,71,114,373,559,644,439,202,2427,1103,1828,2424,2669,3460,3965,3225,1817,671,21162,1838,980,1249,1180,867,689,401,203,90,7499,21573,12294,16294,14649,10941,8934,5535,2609,901,93729,37907,19909,25366,22394,13545,8865,3811,1217,258,133280,2776,2901,3487,3953,4316,4734,3243,1583,429,27422,136,371,606,758,1250,1885,1681,953,328,7981,12,27,102,181,542,1028,1175,808,321,4200,2916,3300,4202,4892,6101,7649,6096,3343,1088,39600,3863,2162,2669,2444,1802,1398,746,391,141,15612
CED206,12468,7005,6901,6913,6954,5471,3142,1176,242,50272,1555,1524,1673,2006,2211,2567,2428,1338,325,15633,97,181,256,327,467,796,1146,793,236,4306,8,19,26,51,151,383,647,593,210,2083,1653,1724,1957,2385,2828,3754,4222,2726,769,22015,1130,790,683,662,807,727,480,262,81,5618,15251,9520,9543,9954,10587,9948,7844,4168,1095,77906,11779,5924,6302,6784,6633,5394,3386,1257,316,47768,1168,1945,2241,2452,2632,2894,2733,1473,535,18065,96,286,506,584,874,1042,1313,841,352,5883,4,11,77,141,264,515,698,611,281,2612,1264,2246,2827,3174,3764,4452,4748,2924,1158,26560,991,635,603,649,723,689,516,274,126,5206,14039,8801,9727,10610,11120,10537,8648,4451,1599,79535,24252,12930,13196,13695,13589,10866,6535,2433,553,98046,2720,3467,3917,4453,4842,5461,5160,2811,858,33692,190,471,769,909,1339,1842,2457,1628,580,10185,13,31,102,196,415,902,1347,1205,490,4694,2920,3966,4788,5558,6597,8204,8967,5649,1932,48572,2117,1420,1292,1311,1525,1420,996,539,204,10827
CED207,12530,11381,11102,9378,8238,6048,3575,1799,636,64693,1093,1599,1411,1449,1868,2170,2187,1846,799,14417,32,145,199,200,350,599,907,948,492,3870,3,7,17,46,79,197,408,606,471,1833,1124,1753,1629,1694,2298,2965,3501,3402,1758,20120,709,921,1010,676,601,499,375,302,185,5285,14367,14054,13741,11753,11141,9511,7450,5505,2583,90099,12238,9725,9679,10127,8964,6566,4250,2245,755,64540,756,1934,1564,1481,2102,2315,2677,2353,1210,16391,35,281,259,278,461,671,976,1216,827,4994,0,18,24,37,146,243,493,808,721,2483,793,2239,1846,1797,2704,3224,4140,4376,2761,23866,652,775,794,580,630,547,469,380,312,5150,13688,12740,12312,12505,12293,10334,8859,6996,3826,93552,24775,21104,20771,19508,17204,12612,7829,4042,1389,129237,1846,3538,2971,2930,3972,4479,4862,4195,2013,30805,66,425,464,476,806,1269,1880,2161,1317,8865,0,27,45,79,221,438,900,1413,1192,4311,1920,3983,3470,3486,5003,6188,7645,7772,4518,43991,1369,1695,1807,1261,1230,1051,843,682,494,10430
CED208,10323,6524,10617,8931,7127,4471,2198,1013,345,51550,1013,1202,2490,2239,2060,1939,1569,1061,513,14076,44,145,368,384,437,595,633,568,267,3442,0,8,41,49,147,247,410,447,285,1645,1060,1353,2900,2673,2643,2776,2610,2075,1061,19162,806,663,988,778,733,534,358,246,172,5286,12193,8545,14509,12381,10504,7781,5166,3340,1582,75990,9978,5723,9932,8756,7150,4639,2357,1126,474,50125,727,1722,3647,2697,2338,2095,1873,1464,813,17370,35,326,750,625,568,805,823,822,501,5254,0,17,55,101,191,386,504,602,435,2299,767,2062,4451,3418,3105,3279,3205,2890,1749,24923,743,597,925,752,767,498,393,293,262,5242,11487,8389,15305,12931,11015,8417,5953,4310,2486,80287,20297,12250,20545,17684,14275,9104,4556,2135,817,101675,1743,2922,6137,4935,4394,4028,3444,2526,1317,31444,81,474,1119,1014,1007,1395,1455,1388,769,8698,6,20,98,145,337,633,919,1054,725,3938,1827,3421,7350,6093,5742,6056,5816,4970,2811,44083,1555,1257,1919,1530,1501,1035,749,543,438,10522
CED209,12190,6446,6626,6651,5841,4575,3659,1325,339,47653,1654,1384,1492,1834,1867,2147,2612,1498,422,14908,94,151,238,292,424,695,1195,828,285,4203,3,3,17,59,117,291,689,623,281,2086,1752,1539,1746,2179,2411,3135,4496,2948,988,21190,992,660,613,625,637,589,609,362,159,5243,14933,8646,8983,9459,8885,8305,8765,4636,1477,74092,11776,5443,6222,6904,6043,5147,4056,1479,429,47499,1106,1905,2064,2261,2148,2612,2853,1651,688,17291,82,333,451,518,616,901,1330,974,494,5703,5,24,53,117,224,438,717,636,510,2713,1188,2255,2573,2892,2992,3952,4902,3262,1686,25705,1050,650,543,667,611,622,651,426,244,5465,14012,8353,9334,10463,9645,9722,9605,5172,2362,78661,23972,11889,12842,13560,11881,9722,7716,2799,763,95152,2763,3289,3556,4091,4017,4764,5464,3150,1110,32197,176,483,693,809,1045,1595,2530,1805,777,9904,8,29,70,171,333,729,1406,1257,790,4794,2939,3797,4317,5071,5395,7092,9393,6211,2677,46897,2039,1306,1156,1288,1247,1216,1263,792,397,10705
CED210,11187,7124,8492,6630,6045,4754,2906,1215,335,48667,1610,1639,1916,1853,2032,2325,2247,1238,429,15278,113,227,322,349,519,834,1078,742,290,4467,5,13,33,79,217,452,696,563,284,2346,1722,1882,2272,2283,2777,3602,4023,2543,994,22095,1196,979,1311,1121,944,773,499,272,118,7211,14106,9976,12069,10028,9760,9128,7424,4026,1443,77971,11001,6168,7511,6587,6070,5026,3274,1394,423,47459,1259,2096,2647,2371,2381,2532,2535,1618,701,18140,77,405,674,651,828,1035,1232,943,468,6321,3,25,80,144,360,642,870,779,547,3443,1339,2527,3400,3169,3574,4212,4639,3337,1714,27909,1123,782,802,728,721,615,580,349,195,5904,13461,9482,11713,10485,10375,9860,8487,5086,2330,81268,22188,13295,15996,13214,12110,9782,6180,2604,758,96128,2870,3732,4559,4222,4417,4858,4785,2852,1129,33419,189,630,997,1002,1346,1865,2311,1690,757,10792,9,41,117,223,582,1093,1566,1342,824,5795,3062,4402,5672,5447,6347,7815,8659,5882,2709,49998,2319,1761,2110,1848,1667,1387,1074,627,310,13111
CED211,12977,7760,7743,8690,7460,5473,3210,1345,378,55050,1468,1478,1598,1907,2156,2337,2268,1491,518,15214,81,156,222,305,440,698,945,844,343,4031,10,7,26,51,127,289,509,614,350,1988,1552,1643,1838,2263,2718,3324,3723,2950,1212,21228,797,588,573,627,613,503,377,271,190,4550,15322,9993,10160,11585,10795,9302,7316,4570,1785,80822,12594,6342,7428,8910,7614,5857,3814,1659,531,54747,1077,1842,2070,2282,2575,2554,2716,1951,882,17945,73,312,457,557,656,914,1211,1143,660,5985,6,22,55,118,249,404,656,761,568,2840,1158,2172,2580,2956,3486,3871,4581,3852,2115,26770,791,489,530,623,564,515,447,403,418,4776,14539,9009,10537,12488,11659,10236,8845,5914,3066,86289,25565,14103,15176,17597,15074,11329,7025,3006,912,109790,2545,3317,3660,4188,4732,4891,4986,3436,1394,33158,152,461,675,861,1099,1609,2156,1991,1007,10011,12,35,83,174,380,695,1166,1375,917,4824,2712,3817,4415,5225,6206,7197,8305,6800,3320,47994,1581,1081,1099,1252,1177,1019,825,678,611,9322
CED212,12123,6713,6882,7116,6784,4910,2758,1109,258,48656,1706,1474,1750,2086,2238,2471,2126,1249,325,15419,113,191,294,405,565,851,1049,678,314,4456,9,11,37,67,219,427,683,658,299,2413,1825,1679,2076,2557,3024,3747,3856,2581,935,22288,1218,761,808,857,950,724,469,270,133,6203,15169,9154,9771,10535,10763,9384,7077,3959,1337,77143,11905,5701,6381,7105,6596,4966,3114,1245,346,47355,1304,1827,2384,2511,2622,2666,2427,1537,613,17894,98,374,616,693,841,1151,1231,899,507,6421,4,18,78,180,360,624,796,695,566,3319,1410,2219,3076,3392,3824,4443,4448,3138,1684,27633,1205,711,758,797,795,615,470,341,190,5885,14516,8636,10217,11301,11209,10020,8033,4724,2215,80871,24022,12412,13264,14222,13375,9882,5865,2351,602,96010,3010,3299,4131,4604,4858,5142,4545,2784,934,33308,218,564,911,1096,1404,2000,2277,1575,820,10877,10,34,112,249,584,1045,1476,1358,866,5738,3236,3900,5155,5951,6848,8191,8306,5718,2623,49920,2423,1475,1571,1664,1745,1337,940,607,324,12087
CED213,9779,5938,4712,5002,5918,5321,4164,1893,492,43225,1278,1213,1213,1428,1882,2433,3093,2051,612,15197,104,131,181,290,449,829,1409,1282,485,5164,6,6,19,48,154,355,871,954,471,2880,1382,1347,1415,1766,2488,3622,5375,4286,1562,23237,1050,656,583,654,842,820,773,518,278,6174,12218,7946,6707,7424,9238,9763,10310,6704,2332,72638,9478,4779,4427,5272,6262,5840,4707,2116,555,43435,899,1429,1581,1808,2252,2785,3467,2550,876,17648,58,254,338,451,772,1048,1677,1366,642,6605,4,17,47,115,267,513,894,1002,708,3564,955,1702,1967,2375,3286,4347,6035,4913,2224,27808,1028,637,545,651,851,804,898,671,383,6467,11466,7118,6944,8298,10404,10995,11638,7697,3161,77714,19257,10719,9139,10278,12178,11164,8867,4009,1054,86662,2172,2642,2795,3233,4123,5220,6560,4602,1488,32844,164,383,518,743,1226,1881,3084,2646,1125,11762,6,27,66,166,425,866,1765,1957,1181,6444,2341,3048,3380,4141,5775,7969,11413,9199,3793,51050,2082,1291,1134,1303,1693,1624,1670,1188,655,12641
CED214,11903,8207,13992,10212,7217,5170,2770,977,296,60747,1316,1265,2259,2109,1989,2212,1852,1054,370,14427,68,112,319,336,441,636,850,612,239,3609,5,7,33,62,143,337,537,471,200,1789,1392,1385,2602,2509,2579,3179,3245,2130,814,19830,1320,1043,1714,1274,1001,790,536,373,163,8214,14611,10635,18315,13996,10792,9141,6545,3480,1267,88791,11484,7461,12207,9680,7179,4898,2857,1076,359,57204,778,1510,2746,2239,2115,2245,2161,1307,614,15714,42,232,582,456,606,795,957,759,484,4912,5,16,78,95,204,416,591,584,377,2355,822,1754,3405,2792,2921,3457,3711,2650,1473,22992,1251,849,1451,1071,878,731,513,348,315,7397,13556,10060,17067,13541,10976,9081,7083,4074,2148,87592,23384,15671,26202,19903,14390,10070,5627,2056,652,117955,2088,2778,5003,4350,4107,4458,4014,2354,983,30146,119,340,899,792,1046,1433,1811,1370,717,8522,8,19,105,156,346,744,1129,1055,584,4150,2212,3140,6014,5298,5503,6634,6953,4782,2287,42815,2570,1889,3164,2347,1880,1519,1048,718,479,15613
