CED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED219,418,4333,339,5089,355,4379,337,5072,741,10468,835,12042,1183,10116,753,12052,1027,8495,575,10093,789,7034,419,8247,827,5300,325,6456,335,2314,200,2845,45,602,59,701,5725,53038,3835,62598,538,4023,319,4878,482,4019,289,4785,986,11122,801,12908,1458,10184,727,12369,1280,8684,564,10535,945,7616,397,8961,973,5765,341,7077,374,2518,232,3130,60,1038,108,1205,7097,54969,3783,65850,961,8356,653,9964,838,8398,625,9861,1728,21593,1636,24951,2643,20297,1486,24424,2306,17181,1140,20627,1735,14647,816,17203,1800,11065,663,13532,710,4832,434,5974,104,1633,168,1909,12820,108008,7617,128449
CED220,544,2926,143,3615,808,4419,224,5446,1531,12975,817,15321,1385,9191,525,11103,1787,7170,395,9355,1409,6171,321,7898,1242,4504,267,6009,679,2911,245,3842,127,1165,152,1441,9517,51422,3095,64042,628,2933,136,3700,1212,4744,299,6252,1973,13528,805,16309,1794,8985,488,11258,2308,7473,380,10165,1654,6643,321,8617,1472,5381,327,7177,760,3696,304,4763,143,1917,365,2428,11946,55304,3420,70670,1172,5862,281,7314,2020,9157,517,11701,3508,26502,1622,31632,3175,18169,1010,22358,4095,14646,777,19519,3073,12814,636,16521,2713,9882,594,13192,1444,6611,553,8606,267,3079,519,3870,21466,106729,6511,134712
CED221,375,5137,319,5837,464,5501,402,6361,882,12832,993,14710,1271,13741,866,15878,961,9488,562,11009,585,7268,415,8268,466,4288,241,4991,187,1958,155,2302,25,522,68,609,5219,60731,4021,69971,514,4901,301,5709,607,5214,357,6183,1094,13900,969,15965,1461,13214,737,15419,1008,9475,532,11011,685,7229,381,8289,550,4597,288,5434,231,2185,174,2591,23,916,97,1031,6175,61619,3832,71631,893,10039,622,11548,1073,10715,755,12543,1978,26729,1966,30666,2736,26953,1605,31300,1972,18962,1088,22019,1264,14496,796,16563,1019,8878,527,10430,414,4144,337,4887,45,1439,162,1644,11399,122349,7852,141598
CED222,440,4528,234,5202,841,6889,557,8288,1224,15842,1392,18457,1093,12185,723,13998,1137,10033,524,11700,813,8790,442,10047,728,6519,335,7583,352,4146,300,4806,78,1732,163,1972,6710,70669,4670,82051,587,4188,241,5019,1097,5605,414,7114,1320,13674,975,15973,1373,11885,650,13903,1252,10423,481,12155,1053,8947,416,10420,855,7430,390,8668,428,4930,349,5704,89,2585,264,2941,8060,69659,4185,81903,1024,8721,474,10219,1938,12496,967,15407,2546,29517,2368,34431,2460,24065,1371,27900,2390,20460,1006,23858,1867,17737,860,20465,1589,13947,725,16254,782,9076,657,10506,168,4320,429,4915,14770,140331,8857,163955
CED223,611,3630,400,4642,372,2974,313,3660,915,6495,620,8032,1460,6229,655,8342,1985,6913,668,9564,2420,7921,772,11115,2726,7256,780,10761,1225,3912,455,5591,171,1314,188,1673,11885,46642,4849,63375,649,3229,393,4273,401,2717,280,3398,1018,6647,580,8246,2040,6491,597,9130,2254,7405,663,10324,2642,8558,708,11910,2900,7085,656,10640,1325,4047,561,5933,237,2009,333,2575,13466,48190,4772,66422,1264,6858,795,8916,774,5692,592,7052,1937,13143,1200,16281,3499,12723,1253,17472,4234,14321,1328,19886,5065,16476,1479,23021,5627,14342,1434,21401,2546,7963,1014,11529,407,3319,519,4247,25352,94830,9618,129805
CED224,434,4041,156,4634,439,3750,172,4365,712,8514,499,9724,1248,9763,460,11466,1616,9282,357,11255,1081,7803,325,9203,964,5492,282,6737,505,3155,261,3925,106,1277,121,1507,7102,53087,2624,62821,579,3767,127,4478,605,3377,133,4115,917,8663,437,10021,1769,10163,448,12380,1779,10014,345,12143,1212,8289,295,9793,1138,6378,328,7836,655,3953,310,4912,107,2285,226,2620,8763,56890,2649,68297,1013,7812,279,9111,1043,7130,305,8485,1633,17181,933,19743,3018,19928,912,23851,3400,19294,700,23399,2286,16093,620,19002,2102,11869,610,14574,1163,7107,567,8841,217,3568,345,4126,15866,109982,5277,131118
CED225,574,4090,158,4822,546,3854,197,4603,877,8086,376,9331,1363,9013,407,10785,1855,8470,328,10654,1326,7668,292,9282,1339,6058,280,7668,731,3318,201,4249,102,1244,128,1467,8714,51791,2359,62867,686,3543,120,4341,689,3374,150,4212,1110,8150,359,9618,2061,9073,353,11482,2147,8883,304,11333,1491,8544,271,10305,1584,6822,304,8707,785,4003,228,5018,122,2093,182,2403,10686,54487,2257,67424,1264,7632,274,9163,1245,7228,348,8816,1989,16235,729,18952,3422,18090,755,22268,4005,17349,636,21990,2819,16209,559,19590,2922,12876,581,16381,1512,7320,431,9268,227,3336,305,3870,19400,106280,4619,130296
CED226,994,4719,161,5870,996,4890,205,6089,1160,8730,437,10321,1316,7552,325,9190,2294,7903,359,10554,1950,7334,303,9586,1638,5418,239,7299,956,3113,188,4256,182,1503,133,1821,11486,51154,2343,64987,1167,4324,175,5657,1272,4483,217,5977,1433,8713,393,10543,1963,8382,331,10684,3029,8979,357,12363,2122,8105,283,10519,1961,6217,280,8461,1042,4038,273,5347,203,2683,283,3168,14193,55933,2595,72722,2155,9045,331,11534,2272,9373,422,12067,2596,17446,830,20867,3283,15932,658,19873,5319,16879,721,22915,4074,15445,589,20099,3600,11632,524,15755,1998,7153,459,9605,386,4188,416,4987,25683,107087,4941,137707
CED227,486,4734,313,5536,429,4401,282,5115,814,10879,712,12406,1398,11166,654,13221,1370,8406,496,10272,909,6325,323,7559,785,4216,276,5278,427,2359,201,2977,61,661,88,809,6688,53150,3348,63186,624,4159,276,5061,598,4121,245,4964,1048,11902,719,13663,1735,11137,602,13482,1495,8654,468,10612,1043,6622,375,8044,1004,4837,322,6162,465,2658,275,3402,75,1005,186,1271,8089,55089,3466,66650,1114,8897,590,10598,1026,8523,531,10078,1862,22778,1432,26068,3139,22307,1261,26702,2864,17061,963,20885,1953,12943,701,15597,1791,9055,597,11444,891,5016,473,6381,138,1663,279,2079,14777,108240,6818,129832
CED228,455,4994,416,5868,546,5940,560,7043,1102,14662,1439,17204,1569,16019,1207,18796,1011,9066,628,10709,693,6997,409,8100,553,4504,267,5335,210,1910,154,2270,15,474,80,566,6160,64575,5151,75889,527,4535,361,5420,724,4909,458,6088,1466,15898,1381,18757,1764,14800,1061,17623,1078,8911,583,10575,818,7484,390,8693,589,4817,317,5721,208,2159,196,2555,22,861,157,1038,7190,64375,4903,76468,982,9529,776,11294,1268,10851,1014,13134,2570,30561,2824,35954,3332,30819,2266,36421,2092,17979,1215,21287,1510,14484,795,16791,1145,9321,585,11050,417,4066,340,4825,35,1335,235,1603,13351,128954,10054,152359
CED229,435,2314,147,2896,781,4253,341,5371,1973,16266,1402,19644,1759,11539,938,14237,1756,8044,732,10536,1581,6405,554,8543,1370,4691,461,6516,579,2432,306,3311,81,850,172,1101,10314,56795,5045,72154,598,2238,152,2989,1174,4436,378,5998,2537,17093,1335,20964,2379,10989,921,14287,2256,8095,584,10935,1821,6498,479,8802,1561,4949,396,6911,595,2710,347,3650,86,1352,321,1757,13002,58372,4915,76283,1029,4548,299,5881,1954,8695,719,11363,4509,33357,2739,40606,4139,22527,1858,28521,4014,16138,1317,21470,3400,12906,1040,17343,2934,9644,857,13427,1173,5139,647,6958,162,2206,495,2862,23313,115160,9963,148433
CED230,708,3470,521,4701,557,3414,369,4333,1192,7621,876,9688,1604,6298,816,8713,2063,6981,866,9910,2496,8675,960,12130,2529,7516,928,10974,1333,4123,641,6099,248,1566,314,2129,12737,49650,6285,68674,833,3023,428,4283,540,3055,309,3902,1370,7722,786,9873,2055,6263,776,9092,2368,7270,767,10412,2641,8652,807,12097,2760,7091,790,10641,1515,4375,709,6596,239,2574,523,3339,14316,50024,5897,70245,1543,6489,947,8984,1097,6469,674,8235,2563,15345,1663,19562,3659,12559,1592,17807,4434,14250,1635,20319,5139,17322,1774,24230,5294,14606,1722,21612,2849,8499,1348,12696,485,4139,842,5466,27059,99681,12176,138916
CED231,335,3599,159,4092,532,4127,222,4882,1090,10080,643,11811,1223,9258,471,10951,1388,8298,429,10114,943,7024,346,8317,859,5345,238,6444,390,3357,224,3965,71,1341,110,1526,6835,52425,2838,62097,464,3178,140,3790,720,3771,205,4692,1327,10223,610,12153,1659,9427,484,11574,1605,8683,400,10688,1089,7670,299,9057,1018,6199,302,7522,445,4164,280,4889,60,2109,160,2332,8376,55426,2886,66690,799,6784,303,7886,1252,7895,425,9572,2408,20299,1246,23961,2878,18682,956,22522,2992,16985,828,20803,2033,14695,645,17371,1879,11551,538,13963,833,7516,505,8855,132,3449,277,3856,15208,107855,5721,128786
CED232,508,4502,310,5316,393,3860,225,4479,698,8619,483,9796,1382,9807,515,11704,1628,8359,459,10448,1211,6961,427,8598,1140,4901,320,6364,542,2379,218,3138,64,544,79,679,7565,49926,3036,60522,644,4019,297,4956,495,3373,168,4030,918,9296,527,10739,1901,9909,527,12340,1925,8745,475,11141,1396,7203,409,9004,1261,5383,309,6954,524,2337,198,3069,59,896,117,1076,9120,51161,3024,63308,1152,8520,601,10275,884,7228,391,8507,1619,17913,1006,20536,3282,19713,1048,24045,3546,17102,937,21585,2607,14169,838,17607,2406,10284,632,13314,1065,4715,415,6201,123,1437,191,1750,16685,101083,6060,123834
CED233,466,2723,257,3449,1980,9928,1018,12923,3806,27019,2532,33351,1932,13150,1315,16397,1414,6894,754,9062,1236,5333,580,7144,979,3507,342,4835,406,1769,188,2358,57,618,72,751,12276,70939,7056,90270,828,3187,314,4326,3104,10886,1064,15054,4652,26962,2367,33977,2227,11535,1021,14783,1662,6657,597,8916,1358,5311,481,7154,1202,3831,348,5380,467,2078,187,2731,73,1083,97,1255,15569,71525,6476,93572,1299,5907,571,7776,5082,20814,2082,27976,8451,53979,4891,67326,4160,24687,2331,31175,3075,13554,1351,17975,2595,10641,1066,14302,2185,7340,691,10215,870,3840,377,5089,128,1706,170,2004,27842,142464,13534,183844
CED234,633,4552,161,5343,728,4760,196,5683,853,8886,472,10218,1377,9271,405,11052,1809,9007,383,11196,1353,8401,286,10045,1203,6239,250,7694,876,4540,250,5658,142,2066,184,2391,8974,57719,2592,69291,767,3911,134,4818,933,3964,189,5085,1162,8769,465,10392,1978,9792,425,12194,2161,9686,363,12220,1562,9251,321,11134,1424,7372,292,9097,971,5586,336,6895,177,2900,306,3383,11142,61236,2829,75208,1403,8460,287,10157,1659,8722,393,10771,2016,17653,937,20607,3354,19064,827,23247,3972,18694,751,23420,2911,17657,613,21181,2630,13614,548,16789,1847,10127,584,12559,322,4962,488,5775,20119,118958,5421,144504
CED235,422,3111,328,3852,318,2758,216,3287,742,6186,482,7410,1179,5843,564,7582,1501,6395,594,8496,1733,7857,648,10239,2385,7451,671,10509,1132,3948,488,5567,187,1203,227,1618,9599,44747,4217,58569,512,2966,313,3798,390,2511,182,3084,988,6554,546,8088,1651,5942,581,8175,1833,6852,548,9232,2240,8376,654,11269,2691,7484,724,10893,1236,4021,552,5811,193,1882,296,2375,11739,46589,4391,62717,936,6075,642,7650,709,5273,397,6375,1730,12738,1029,15497,2832,11779,1145,15754,3335,13248,1140,17726,3973,16235,1302,21510,5075,14936,1394,21404,2372,7968,1038,11374,381,3079,526,3987,21336,91337,8614,121284
CED236,604,3842,478,4919,391,3558,355,4317,920,7272,858,9049,1277,6468,747,8498,1596,7477,807,9868,1705,8263,801,10768,2032,7106,733,9871,1067,4090,544,5707,175,1372,234,1784,9781,49449,5545,64777,634,3278,381,4293,474,3212,293,3977,1053,7528,732,9310,1578,6751,691,9023,1825,7595,662,10082,1877,8487,709,11072,2230,6994,680,9904,1132,4129,624,5888,190,2095,410,2694,10978,50083,5181,66241,1235,7118,859,9207,870,6769,652,8291,1973,14802,1589,18361,2855,13223,1437,17517,3415,15070,1466,19953,3583,16754,1502,21840,4261,14103,1407,19778,2201,8225,1164,11593,362,3470,651,4479,20759,99528,10726,131014
CED237,345,4372,280,4988,407,5181,384,5961,764,11672,845,13284,940,11682,673,13294,729,9080,498,10304,486,7894,366,8739,474,5688,274,6427,191,2982,253,3422,28,984,151,1160,4351,59527,3714,67589,361,4006,241,4611,582,4491,282,5358,922,11538,702,13158,1204,11315,607,13132,789,9391,423,10603,572,8560,365,9501,513,6348,343,7206,200,3493,336,4030,28,1420,310,1762,5172,60567,3617,69353,709,8380,516,9602,981,9668,671,11325,1687,23207,1548,26442,2144,23001,1282,26426,1522,18466,921,20910,1055,16451,731,18236,982,12041,613,13637,395,6471,586,7448,56,2409,463,2925,9519,120091,7331,136944
CED238,662,3389,433,4488,462,2956,290,3713,1104,6557,821,8478,1605,5772,840,8215,2143,6657,883,9679,2501,7859,826,11192,2811,7024,821,10653,1302,3595,516,5409,193,1293,230,1708,12776,45092,5662,63535,687,3069,366,4123,496,2643,218,3364,1215,6538,532,8280,2060,5919,579,8556,2377,7037,602,10016,2697,8368,648,11711,2986,6827,678,10494,1356,4015,549,5927,224,2209,409,2849,14105,46620,4584,65309,1351,6452,800,8601,957,5599,511,7078,2316,13089,1352,16759,3665,11689,1419,16776,4515,13694,1487,19697,5200,16227,1476,22905,5796,13848,1501,21143,2659,7605,1060,11334,419,3499,643,4556,26880,91711,10249,128845
CED239,294,2900,167,3359,627,4857,341,5821,1726,14152,952,16831,1525,10961,646,13140,1284,7662,417,9371,798,5992,302,7099,547,3735,240,4524,221,2521,221,2957,67,1484,162,1711,7094,54264,3449,64803,397,2657,148,3197,1063,4500,288,5846,2445,14115,881,17440,2086,10489,542,13111,1553,7715,366,9634,952,6324,286,7560,679,4415,244,5333,255,3590,274,4127,69,2398,305,2776,9495,56202,3332,69028,687,5557,310,6556,1693,9352,625,11671,4166,28264,1831,34271,3609,21447,1186,26247,2839,15382,791,19003,1749,12320,589,14656,1228,8143,484,9855,479,6111,495,7085,135,3884,471,4486,16585,110464,6784,133834
CED294,22,115,93,234,33,188,124,345,58,492,391,939,68,419,521,1008,61,388,467,912,59,299,287,644,34,231,134,392,11,52,26,90,0,4,11,15,334,2193,2047,4576,20,126,84,229,41,193,97,321,90,478,309,878,59,324,345,730,49,251,181,479,52,265,118,429,20,134,65,224,6,46,9,58,0,10,11,19,337,1822,1215,3373,41,242,178,459,68,378,219,671,144,970,698,1819,124,742,873,1736,112,637,647,1393,110,565,404,1074,51,361,194,613,15,99,38,152,0,18,14,29,665,4015,3265,7946
CED297,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
CED301,657,5136,454,6243,463,5088,615,6163,988,11117,1366,13473,1350,10315,1072,12739,1251,9238,794,11277,1190,8414,589,10192,1099,5998,435,7534,481,3009,283,3769,62,803,127,991,7540,59111,5735,72392,751,4857,435,6050,619,5005,416,6038,1471,11985,883,14344,1971,10207,768,12944,1679,9623,660,11972,1492,8572,498,10573,1353,6101,423,7885,552,3303,409,4265,76,1208,278,1565,9972,60873,4784,75623,1403,9994,893,12294,1081,10096,1031,12202,2460,23107,2250,27817,3323,20524,1847,25687,2932,18862,1453,23248,2687,16989,1084,20761,2454,12098,860,15418,1036,6309,692,8034,141,2006,411,2551,17520,119981,10514,148016
CED302,791,4362,171,5323,644,4196,247,5092,913,8434,492,9841,1539,9669,470,11680,1813,8930,422,11171,1279,7185,313,8766,1161,5059,247,6468,569,2889,200,3659,91,1021,136,1254,8800,51740,2700,63250,919,3868,168,4962,813,3718,177,4705,1250,8683,420,10352,2345,10038,404,12793,2402,9045,342,11785,1547,7608,286,9443,1330,5721,241,7302,673,3511,286,4463,100,1777,259,2137,11384,53973,2591,67952,1713,8228,341,10283,1459,7917,426,9801,2162,17114,920,20196,3889,19707,877,24475,4222,17979,763,22957,2821,14788,596,18209,2499,10779,488,13766,1240,6394,484,8122,197,2797,401,3392,20183,105716,5299,131198
CED303,600,4504,175,5284,373,3819,197,4389,554,6881,358,7799,1002,7962,360,9328,1318,8571,439,10332,1267,8725,433,10419,1492,7201,394,9086,741,3865,324,4929,107,1132,247,1478,7448,52662,2927,63039,757,3891,175,4822,512,3133,147,3793,825,7121,340,8289,1673,8182,364,10219,1868,9198,384,11445,1746,9318,370,11433,1901,7685,383,9969,840,4254,424,5521,118,1666,534,2316,10234,54456,3122,67810,1348,8397,350,10104,884,6956,346,8185,1378,14003,703,16086,2680,16143,724,19550,3186,17768,821,21779,3011,18044,802,21854,3393,14882,777,19053,1578,8119,748,10448,225,2797,779,3799,17682,107110,6047,130844
CED304,806,3550,170,4520,1110,7131,526,8767,2208,17758,1526,21493,1998,11782,947,14725,2158,9092,684,11928,1548,6810,507,8867,1052,4213,320,5594,467,2025,186,2679,48,660,96,805,11397,63017,4961,79376,1063,3499,181,4746,1720,7806,595,10119,2908,17321,1254,21481,2742,10351,713,13807,2852,8375,434,11663,1743,6515,404,8659,1225,4247,273,5743,477,2377,201,3051,70,1241,144,1462,14794,61733,4199,80722,1871,7049,349,9264,2824,14934,1125,18888,5115,35079,2785,42976,4743,22131,1654,28528,5010,17463,1118,23591,3292,13331,910,17525,2274,8459,589,11329,938,4398,390,5728,119,1899,246,2260,26186,124749,9162,160098
CED305,692,3923,536,5152,358,3592,823,4777,906,7954,2197,11057,1392,7497,1897,10791,1396,7535,1732,10665,1281,7869,1355,10509,1251,5716,682,7647,515,2857,320,3692,83,883,161,1125,7880,47817,9706,65405,778,3440,426,4638,469,3488,525,4488,1294,8166,1078,10538,2088,7248,895,10230,1776,7388,854,10017,1629,7664,732,10028,1417,5167,478,7059,659,3059,376,4095,95,1339,241,1671,10212,46955,5606,62777,1469,7358,965,9791,836,7083,1354,9265,2199,16111,3276,21592,3486,14747,2788,21016,3173,14922,2588,20684,2911,15533,2087,20535,2666,10888,1156,14710,1172,5912,700,7785,184,2222,399,2798,18096,94776,15312,128183
CED306,617,3915,434,4962,339,3991,652,4979,764,8300,1707,10768,1241,7721,1544,10502,1405,8206,1432,11038,1368,8429,1206,11001,1208,6194,706,8111,541,3037,410,3993,83,877,155,1116,7576,50665,8243,66477,690,3575,404,4662,462,3813,531,4806,1140,8423,1166,10736,2107,7473,915,10492,1912,8045,888,10844,1713,8024,754,10487,1532,5580,521,7634,679,3100,421,4206,92,1450,246,1790,10331,49475,5851,65652,1306,7489,838,9628,801,7804,1182,9791,1905,16725,2875,21502,3348,15185,2461,20995,3313,16253,2317,21882,3085,16448,1952,21489,2745,11778,1223,15744,1223,6139,833,8200,183,2317,404,2901,17906,100141,14086,132129
CED307,714,4706,203,5629,518,4117,208,4845,770,8105,479,9354,1442,8771,440,10656,1668,9323,428,11415,1374,7506,292,9173,1212,5383,238,6831,545,2655,151,3352,56,621,85,759,8294,51187,2527,62007,879,4204,173,5253,684,3600,162,4451,1093,8139,404,9642,2255,8974,384,11618,2295,9356,373,12030,1572,7893,244,9712,1381,5858,253,7489,566,2918,199,3688,57,1063,178,1294,10791,52004,2378,65170,1597,8907,379,10879,1206,7713,370,9291,1861,16246,890,18992,3693,17750,827,22267,3963,18679,802,23443,2943,15400,540,18884,2597,11238,485,14324,1113,5576,354,7037,117,1677,257,2050,19089,103187,4898,127184
CED308,554,4912,346,5814,505,5148,439,6094,856,10623,1014,12486,1055,10350,877,12278,1175,10308,814,12294,984,9285,509,10781,993,7655,485,9132,533,4635,352,5513,77,1184,137,1404,6734,64102,4963,75799,670,4602,394,5662,711,4882,424,6020,1188,11256,991,13435,1769,10756,775,13300,1630,11216,750,13598,1353,10036,567,11953,1405,8630,524,10567,578,4913,411,5907,62,1798,304,2167,9363,68095,5154,82615,1224,9517,742,11476,1221,10028,867,12115,2041,21884,2004,25931,2818,21110,1648,25579,2811,21518,1571,25890,2335,19324,1073,22742,2396,16288,1013,19698,1112,9545,755,11420,141,2987,446,3572,16095,132196,10121,158410
CED309,623,4026,253,4903,371,3261,272,3907,834,7250,611,8691,1410,8089,740,10244,1711,8644,710,11063,1613,8379,515,10503,1933,7346,479,9755,937,4120,346,5407,111,1427,225,1766,9545,52539,4155,66237,759,3663,228,4660,534,3370,265,4174,1130,7824,590,9547,2189,8494,592,11275,2331,9283,547,12160,2198,9448,537,12182,2436,7713,470,10623,1070,4654,435,6158,144,2103,410,2657,12803,56538,4083,73430,1389,7689,486,9563,904,6631,539,8079,1964,15075,1203,18233,3599,16575,1336,21515,4040,17924,1260,23223,3814,17823,1051,22687,4374,15062,950,20379,2009,8768,787,11563,258,3534,632,4424,22351,109078,8241,139665
CED310,682,4257,278,5219,436,3775,295,4509,796,7820,680,9292,1262,7879,648,9797,1568,8483,674,10726,1532,8295,572,10397,1803,7308,523,9632,1039,4543,356,5937,154,1572,222,1954,9271,53940,4257,67469,867,4021,321,5209,626,3773,280,4680,1186,8415,615,10218,2006,8420,568,10997,2131,9181,527,11840,2106,9292,551,11950,2434,8022,523,10980,1115,5023,482,6629,139,2172,355,2670,12616,58325,4230,75169,1549,8281,600,10432,1064,7547,576,9190,1980,16235,1299,19509,3268,16306,1219,20791,3703,17659,1200,22567,3631,17588,1128,22349,4239,15334,1045,20618,2152,9567,841,12565,292,3749,583,4625,21889,112265,8490,142641
CED311,680,3804,511,4998,360,3365,520,4245,935,7291,1175,9404,1656,7074,1259,9989,1724,7809,1235,10772,1617,8596,1242,11457,1516,6185,827,8534,635,2823,446,3902,85,681,129,894,9206,47635,7350,64189,784,3345,461,4587,446,3174,366,3984,1518,7379,905,9803,2607,6701,855,10161,2212,7438,839,10489,2036,7647,809,10491,1644,5078,632,7355,675,2535,399,3610,89,847,212,1144,12006,44155,5481,61637,1460,7151,977,9586,804,6541,883,8235,2451,14673,2080,19206,4255,13782,2115,20150,3938,15241,2076,21260,3653,16245,2049,21947,3163,11264,1463,15891,1310,5358,844,7513,171,1526,337,2038,21210,91786,12827,125829
CED312,535,5392,452,6380,510,5441,500,6443,907,11825,1119,13860,1238,10736,939,12912,1114,9743,773,11630,920,8040,533,9498,859,6154,390,7399,411,3208,274,3893,40,850,128,1019,6539,61396,5108,73033,768,4862,426,6055,649,5381,523,6554,1389,12172,1128,14690,1858,10871,905,13628,1547,10098,703,12348,1245,8569,494,10311,1125,6760,446,8328,457,3592,398,4451,46,1255,286,1580,9084,63550,5315,77938,1301,10252,880,12431,1154,10819,1020,12994,2298,24000,2253,28548,3094,21603,1851,26542,2661,19845,1473,23981,2170,16606,1029,19813,1983,12908,832,15722,869,6801,666,8339,86,2101,416,2600,15614,124941,10424,150978
CED313,924,3778,233,4932,1054,6354,437,7842,1952,14974,1198,18115,1932,11288,759,13981,2115,8774,565,11453,1364,6469,446,8280,968,3887,306,5163,354,1913,191,2460,64,785,92,941,10722,58222,4224,73167,1050,3539,266,4853,1695,6864,539,9102,2554,15155,1080,18785,2818,10886,667,14378,2729,8743,485,11958,1669,6574,360,8597,1154,4153,282,5588,461,2344,210,3008,70,1337,217,1617,14198,59594,4098,77893,1971,7322,496,9789,2747,13220,974,16943,4507,30129,2271,36909,4753,22181,1433,28360,4846,17520,1051,23415,3028,13039,810,16877,2119,8042,586,10749,815,4255,398,5468,132,2120,305,2557,24919,117814,8323,151062
CED314,847,4343,324,5511,517,4186,334,5041,1016,8369,711,10089,1407,7249,546,9200,1528,7084,561,9171,1416,6870,501,8788,1462,5732,424,7614,838,3394,292,4523,112,1236,137,1488,9134,48455,3840,61427,1067,3910,278,5256,650,4031,329,5012,1451,8675,564,10696,2066,7436,500,10000,1912,7770,440,10120,1828,7507,445,9780,1871,6330,421,8625,954,4154,400,5513,142,2125,250,2520,11941,51938,3633,67519,1912,8253,606,10764,1168,8212,665,10048,2467,17043,1279,20788,3468,14686,1046,19201,3436,14843,1002,19286,3242,14381,948,18567,3334,12063,846,16237,1792,7553,691,10039,258,3358,392,4011,21078,100390,7472,128942
