region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED207,67,4096,198,4361,372,8262,254,8888,130,4591,142,4863,80,4221,144,4445,126,7557,297,7980,171,8652,297,9120,204,8797,286,9287,279,7208,256,7743,328,4215,188,4731,376,1857,140,2373,288,389,56,733,2421,59845,2258,64524,32,3970,153,4155,172,8065,241,8478,76,4372,134,4582,59,4081,110,4250,130,7683,226,8039,193,9266,272,9731,245,9372,252,9869,322,7839,229,8390,311,4485,163,4959,616,2287,136,3039,848,607,114,1569,3004,62027,2030,67061,99,8066,351,8516,544,16327,495,17366,206,8963,276,9445,139,8302,254,8695,256,15240,523,16019,364,17918,569,18851,449,18169,538,19156,601,15047,485,16133,639,8700,351,9690,992,4144,276,5412,1136,996,170,2302,5425,121872,4288,131585
CED208,44,3526,199,3769,186,6906,271,7363,68,4257,221,4546,63,7485,584,8132,105,9980,687,10772,143,8443,376,8962,203,8009,348,8560,259,5871,243,6373,320,3969,194,4483,638,3025,187,3850,477,754,98,1329,2506,62225,3408,68139,24,3341,197,3562,84,6648,222,6954,39,4402,152,4593,43,7092,359,7494,99,9212,424,9735,163,9356,376,9895,245,8648,318,9211,341,6507,225,7073,479,4978,215,5672,1081,3608,221,4910,1262,1027,140,2429,3860,64819,2849,71528,68,6867,396,7331,270,13554,493,14317,107,8659,373,9139,106,14577,943,15626,204,19192,1111,20507,306,17799,752,18857,448,16657,666,17771,600,12378,468,13446,799,8947,409,10155,1719,6633,408,8760,1739,1781,238,3758,6366,127044,6257,139667
CED209,57,4307,244,4608,349,8753,375,9477,122,4489,168,4779,91,3741,189,4021,131,6775,304,7210,176,8606,402,9184,289,8844,399,9532,422,8486,350,9258,433,5566,257,6256,542,2846,210,3598,486,659,85,1230,3098,63072,2983,69153,24,4000,172,4196,157,8439,337,8933,70,4030,138,4238,53,3555,126,3734,132,7227,257,7616,176,9527,335,10038,302,9618,324,10244,411,8947,333,9691,395,5866,245,6506,923,3346,246,4515,1278,1011,126,2415,3921,65566,2639,72126,81,8307,416,8804,506,17192,712,18410,192,8519,306,9017,144,7296,315,7755,263,14002,561,14826,352,18133,737,19222,591,18462,723,19776,833,17433,683,18949,828,11432,502,12762,1465,6192,456,8113,1764,1670,211,3645,7019,128638,5622,141279
CED210,67,3930,277,4274,418,7565,395,8378,152,4186,237,4575,102,3922,297,4321,189,7331,609,8129,239,8063,591,8893,326,7926,515,8767,499,6762,362,7623,570,4213,299,5082,619,2417,190,3226,419,475,96,990,3600,56790,3868,64258,30,3808,267,4105,171,7246,345,7762,80,4206,182,4468,72,4116,152,4340,147,7928,333,8408,264,8606,354,9224,356,8587,369,9312,495,7357,299,8151,584,4869,255,5708,964,2865,279,4108,1014,754,160,1928,4177,60342,2995,67514,97,7738,544,8379,589,14811,740,16140,232,8392,419,9043,174,8038,449,8661,336,15259,942,16537,503,16669,945,18117,682,16513,884,18079,994,14119,661,15774,1154,9082,554,10790,1583,5282,469,7334,1433,1229,256,2918,7777,117132,6863,131772
CED211,46,4029,176,4251,262,7106,246,7614,103,3314,113,3530,57,3867,165,4089,135,8342,346,8823,188,8867,344,9399,248,7407,272,7927,249,5730,206,6185,296,4354,181,4831,470,2788,215,3473,379,671,160,1210,2433,56475,2424,61332,28,3909,153,4090,111,6568,234,6913,62,3311,93,3466,43,3581,104,3728,104,8585,290,8979,189,9425,269,9883,249,7885,220,8354,322,6722,187,7231,376,5336,227,5939,822,3383,330,4535,1014,891,317,2222,3320,59596,2424,65340,74,7938,329,8341,373,13674,480,14527,165,6625,206,6996,100,7448,269,7817,239,16927,636,17802,377,18292,613,19282,497,15292,492,16281,571,12452,393,13416,672,9690,408,10770,1292,6171,545,8008,1393,1562,477,3432,5753,116071,4848,126672
CED212,53,4118,305,4476,378,7945,384,8707,140,4311,233,4684,85,4008,213,4306,160,7206,370,7736,225,8835,438,9498,272,8646,455,9373,363,7466,383,8212,416,5126,305,5847,449,2634,221,3304,354,626,130,1110,2895,60921,3437,67253,33,4009,260,4302,162,7677,421,8260,95,4194,206,4495,62,3935,189,4186,124,7699,352,8175,246,9523,427,10196,345,9325,403,10073,404,8343,332,9079,429,5862,311,6602,715,3209,343,4267,802,892,362,2056,3417,64668,3606,71691,86,8127,565,8778,540,15622,805,16967,235,8505,439,9179,147,7943,402,8492,284,14905,722,15911,471,18358,865,19694,617,17971,858,19446,767,15809,715,17291,845,10988,616,12449,1164,5843,564,7571,1156,1518,492,3166,6312,125589,7043,138944
CED213,54,3922,251,4227,302,8177,463,8942,108,4401,204,4713,97,3453,197,3747,111,5913,329,6353,206,8197,443,8846,276,8720,477,9473,471,8400,400,9271,491,6698,427,7616,690,3567,351,4608,454,790,160,1404,3260,62238,3702,69200,37,3796,237,4070,166,7910,425,8501,61,3859,185,4105,51,3164,149,3364,102,6254,271,6627,235,9026,426,9687,324,9097,411,9832,468,9199,414,10081,473,7192,435,8100,887,3722,397,5006,1015,949,353,2317,3819,64168,3703,71690,91,7718,488,8297,468,16087,888,17443,169,8260,389,8818,148,6617,346,7111,213,12167,600,12980,441,17223,869,18533,600,17817,888,19305,939,17599,814,19352,964,13890,862,15716,1577,7289,748,9614,1469,1739,513,3721,7079,126406,7405,140890
CED214,63,4816,447,5326,230,7223,515,7968,88,3727,265,4080,56,5129,554,5739,145,12083,1193,13421,211,11481,879,12571,295,9192,709,10196,449,6218,463,7130,559,3429,292,4280,706,1946,233,2885,428,472,96,996,3230,65716,5646,74592,26,4833,364,5223,122,6838,490,7450,52,3522,240,3814,49,4741,406,5196,117,11781,813,12711,199,11625,647,12471,351,9175,531,10057,508,6344,374,7226,631,3674,290,4595,1170,2347,263,3780,958,628,121,1707,4183,65508,4539,74230,89,9649,811,10549,352,14061,1005,15418,140,7249,505,7894,105,9870,960,10935,262,23864,2006,26132,410,23106,1526,25042,646,18367,1240,20253,957,12562,837,14356,1190,7103,582,8875,1876,4293,496,6665,1386,1100,217,2703,7413,131224,10185,148822
CED215,70,3996,305,4371,495,7931,492,8918,168,4415,221,4804,104,3402,324,3830,198,6334,754,7286,281,7095,632,8008,444,8445,532,9421,649,8738,528,9915,619,5990,378,6987,606,2862,227,3695,377,556,79,1012,4011,59764,4472,68247,40,3864,326,4230,214,7759,466,8439,95,4208,223,4526,66,3503,179,3748,159,6949,356,7464,253,7955,375,8583,425,9249,340,10014,603,8894,392,9889,544,6015,340,6899,855,3076,245,4176,988,756,134,1878,4242,62228,3376,69846,110,7860,631,8601,709,15690,958,17357,263,8623,444,9330,170,6905,503,7578,357,13283,1110,14750,534,15050,1007,16591,869,17694,872,19435,1252,17632,920,19804,1163,12005,718,13886,1461,5938,472,7871,1365,1312,213,2890,8253,121992,7848,138093
CED216,32,3978,178,4188,175,8552,358,9085,59,4069,161,4289,46,3807,195,4048,83,6022,430,6535,107,8878,432,9417,117,9301,435,9853,221,7356,347,7924,246,4357,203,4806,474,2453,186,3113,497,866,102,1465,2057,59639,3027,64723,20,3814,180,4014,86,8164,300,8550,38,3782,126,3946,36,3588,161,3785,77,6399,322,6798,115,10404,442,10961,167,10128,381,10676,236,7837,303,8376,353,4893,251,5497,804,3242,240,4286,1401,1489,214,3104,3333,63740,2920,69993,52,7792,358,8202,261,16716,658,17635,97,7851,287,8235,82,7395,356,7833,160,12421,752,13333,222,19282,874,20378,284,19429,816,20529,457,15193,650,16300,599,9250,454,10303,1278,5695,426,7399,1898,2355,316,4569,5390,123379,5947,134716
CED217,96,6769,643,7508,479,12459,830,13768,155,6264,384,6803,93,6422,603,7118,189,14004,1203,15396,260,13654,957,14871,410,10908,720,12038,767,8099,486,9352,802,3940,294,5036,621,1336,120,2077,265,210,48,523,4137,84065,6288,94490,58,6478,633,7169,185,12325,785,13295,73,5935,316,6324,69,6101,403,6573,170,14415,941,15526,275,14499,812,15586,482,11460,650,12592,861,8183,464,9508,795,3713,285,4793,1024,1488,185,2697,621,247,96,964,4613,84844,5570,95027,154,13247,1276,14677,664,24784,1615,27063,228,12199,700,13127,162,12523,1006,13691,359,28419,2144,30922,535,28153,1769,30457,892,22368,1370,24630,1628,16282,950,18860,1597,7653,579,9829,1645,2824,305,4774,886,457,144,1487,8750,168909,11858,189517
CED218,35,3241,184,3460,135,6153,280,6568,54,3159,138,3351,47,5016,441,5504,54,11502,1020,12576,108,8744,613,9465,99,7459,473,8031,136,6179,375,6690,212,3965,266,4443,429,2006,210,2645,366,596,80,1042,1675,58020,4080,63775,11,3164,174,3349,74,5971,259,6304,23,3183,159,3365,27,5609,381,6017,70,11970,811,12851,96,9267,493,9856,149,8151,392,8692,202,6870,332,7404,357,4412,275,5044,730,2503,235,3468,938,909,140,1987,2677,62009,3651,68337,46,6405,358,6809,209,12124,539,12872,77,6342,297,6716,74,10625,822,11521,124,23472,1831,25427,204,18011,1106,19321,248,15610,865,16723,338,13049,707,14094,569,8377,541,9487,1159,4509,445,6113,1304,1505,220,3029,4352,120029,7731,132112
CED219,102,7476,526,8104,527,13674,709,14910,173,7069,331,7573,121,6247,314,6682,202,13350,591,14143,273,13737,627,14637,409,11999,480,12888,558,7861,369,8788,519,3740,186,4445,511,1491,141,2143,262,240,42,544,3657,86884,4316,94857,62,7028,499,7589,274,13214,640,14128,107,6498,254,6859,79,6101,242,6422,197,14246,622,15065,333,14275,596,15204,522,11921,451,12894,640,7851,332,8823,582,3806,199,4587,876,1654,159,2689,735,292,50,1077,4407,86886,4044,95337,164,14504,1025,15693,801,26888,1349,29038,280,13567,585,14432,200,12348,556,13104,399,27596,1213,29208,606,28012,1223,29841,931,23920,931,25782,1198,15712,701,17611,1101,7546,385,9032,1387,3145,300,4832,997,532,92,1621,8064,173770,8360,190194
CED220,33,4084,246,4363,188,7131,314,7633,78,3833,175,4086,53,4742,334,5129,113,9357,633,10103,144,9296,396,9836,233,7968,400,8601,343,6212,224,6779,448,4145,215,4808,707,2626,184,3517,499,686,71,1256,2839,60080,3192,66111,35,3750,248,4033,94,6779,317,7190,40,3406,115,3561,36,4054,201,4291,99,9105,412,9616,147,9798,375,10320,231,8332,318,8881,418,6817,251,7486,568,4589,225,5382,1181,3178,216,4575,1197,886,163,2246,4046,60694,2841,67581,68,7834,494,8396,282,13910,631,14823,118,7239,290,7647,89,8796,535,9420,212,18462,1045,19719,291,19094,771,20156,464,16300,718,17482,761,13029,475,14265,1016,8734,440,10190,1888,5804,400,8092,1696,1572,234,3502,6885,120774,6033,133692
CED221,72,3725,221,4018,350,7724,340,8414,135,4395,160,4690,82,3093,162,3337,113,5523,331,5967,222,7136,350,7708,335,8405,366,9106,511,8449,354,9314,511,5454,260,6225,583,2642,194,3419,392,566,82,1040,3306,57112,2820,63238,27,3605,195,3827,139,7679,285,8103,69,3974,143,4186,48,2744,97,2889,110,6057,231,6398,188,7866,255,8309,347,9117,277,9741,456,8421,286,9163,437,5682,241,6360,796,2983,253,4032,996,799,178,1973,3613,58927,2441,64981,99,7330,416,7845,489,15403,625,16517,204,8369,303,8876,130,5837,259,6226,223,11580,562,12365,410,15002,605,16017,682,17522,643,18847,967,16870,640,18477,948,11136,501,12585,1379,5625,447,7451,1388,1365,260,3013,6919,116039,5261,128219
CED222,74,5059,429,5562,304,9072,523,9899,103,4761,262,5126,76,4623,291,4990,131,9986,570,10687,193,11030,597,11820,282,9970,520,10772,451,7484,367,8302,461,4429,284,5174,627,2182,192,3001,476,524,84,1084,3178,69120,4119,76417,41,4777,376,5194,138,8900,470,9508,58,4569,211,4838,54,4340,254,4648,119,10477,530,11126,232,11815,536,12583,397,10000,469,10866,489,8074,366,8929,531,4891,276,5698,1048,2756,262,4066,1183,782,150,2115,4290,71381,3900,79571,115,9836,805,10756,442,17972,993,19407,161,9330,473,9964,130,8963,545,9638,250,20463,1100,21813,425,22845,1133,24403,679,19970,989,21638,940,15558,733,17231,992,9320,560,10872,1675,4938,454,7067,1659,1306,234,3199,7468,140501,8019,155988
CED223,47,4053,214,4314,277,7319,253,7849,108,3952,172,4232,68,4236,210,4514,121,7431,387,7939,151,8666,351,9168,217,8270,310,8797,267,7132,264,7663,331,4215,188,4734,461,2108,146,2715,398,517,79,994,2446,57899,2574,62919,29,3833,208,4070,111,7043,258,7412,58,3775,132,3965,35,4053,143,4231,87,7747,329,8163,155,9327,306,9788,245,9164,288,9697,274,7905,260,8439,327,4658,248,5233,817,2631,199,3647,1054,779,192,2025,3192,60915,2563,66670,76,7886,422,8384,388,14362,511,15261,166,7727,304,8197,103,8289,353,8745,208,15178,716,16102,306,17993,657,18956,462,17434,598,18494,541,15037,524,16102,658,8873,436,9967,1278,4739,345,6362,1452,1296,271,3019,5638,118814,5137,129589
CED224,31,3063,107,3201,151,7434,234,7819,53,4661,192,4906,38,5204,298,5540,55,8167,621,8843,78,7227,350,7655,119,8375,366,8860,143,6661,288,7092,198,3869,201,4268,453,2177,130,2760,419,682,77,1178,1738,57520,2864,62122,11,2893,125,3029,80,7252,220,7552,41,4485,138,4664,27,5100,232,5359,63,8195,436,8694,87,8718,316,9121,123,9430,296,9849,162,7312,242,7716,270,4350,194,4814,810,2810,159,3779,1424,1130,186,2740,3098,61675,2544,67317,42,5956,232,6230,231,14686,454,15371,94,9146,330,9570,65,10304,530,10899,118,16362,1057,17537,165,15945,666,16776,242,17805,662,18709,305,13973,530,14808,468,8219,395,9082,1263,4987,289,6539,1843,1812,263,3918,4836,119195,5408,129439
CED225,59,4777,291,5127,403,9895,431,10729,128,4991,196,5315,72,4341,206,4619,156,8051,363,8570,151,10558,478,11187,189,9861,443,10493,299,7674,347,8320,341,4151,209,4701,358,1756,138,2252,298,351,34,683,2454,66406,3136,71996,40,4522,219,4781,195,9281,379,9855,74,5084,189,5347,51,4163,168,4382,115,8643,342,9100,174,11284,430,11888,242,10306,394,10942,310,8045,312,8667,353,4372,201,4926,590,1975,137,2702,737,509,73,1319,2881,68184,2844,73909,99,9299,510,9908,598,19176,810,20584,202,10075,385,10662,123,8504,374,9001,271,16694,705,17670,325,21842,908,23075,431,20167,837,21435,609,15719,659,16987,694,8523,410,9627,948,3731,275,4954,1035,860,107,2002,5335,134590,5980,145905
CED226,141,9063,725,9929,742,14260,903,15905,235,6792,373,7400,146,7110,546,7802,226,17357,1343,18926,271,15961,1200,17432,358,12378,739,13475,660,8853,588,10101,573,4056,311,4940,498,1341,165,2004,223,225,66,514,4073,97396,6959,108428,65,8647,771,9483,299,13827,933,15059,134,6684,397,7215,100,7105,422,7627,198,18702,1034,19934,364,16243,805,17412,486,12561,617,13664,743,8966,473,10182,601,3940,265,4806,796,1614,198,2608,609,345,127,1081,4395,98634,6042,109071,206,17710,1496,19412,1041,28087,1836,30964,369,13476,770,14615,246,14215,968,15429,424,36059,2377,38860,635,32204,2005,34844,844,24939,1356,27139,1403,17819,1061,20283,1174,7996,576,9746,1294,2955,363,4612,832,570,193,1595,8468,196030,13001,217499
CED227,54,3848,279,4181,362,8112,428,8902,127,4162,218,4507,73,3139,179,3391,154,5730,344,6228,250,6911,437,7598,370,8239,433,9042,598,7533,399,8530,561,5127,317,6005,682,2890,263,3835,470,660,85,1215,3701,56351,3382,63434,35,3572,278,3885,178,7849,425,8452,79,3967,219,4265,71,2918,150,3139,142,6113,303,6558,230,7544,349,8123,375,8403,332,9110,495,7345,326,8166,452,5450,277,6179,913,3379,304,4596,1178,927,161,2266,4148,57467,3124,64739,89,7420,557,8066,540,15961,853,17354,206,8129,437,8772,144,6057,329,6530,296,11843,647,12786,480,14455,786,15721,745,16642,765,18152,1093,14878,725,16696,1013,10577,594,12184,1595,6269,567,8431,1648,1587,246,3481,7849,113818,6506,128173
CED228,47,3463,339,3849,193,6591,441,7225,78,3621,191,3890,61,4362,318,4741,107,9226,740,10073,174,8385,530,9089,252,7508,416,8176,420,6157,371,6948,606,4158,272,5036,853,2210,226,3289,487,433,86,1006,3278,56114,3930,63322,29,3343,352,3724,65,6390,402,6857,49,3489,200,3738,45,4115,238,4398,102,8981,594,9677,140,8949,497,9586,292,7880,380,8552,493,6655,356,7504,725,4582,296,5603,1392,2461,270,4123,1080,645,183,1908,4412,57490,3768,65670,76,6806,691,7573,258,12981,843,14082,127,7110,391,7628,106,8477,556,9139,209,18207,1334,19750,314,17334,1027,18675,544,15388,796,16728,913,12812,727,14452,1331,8740,568,10639,2245,4671,496,7412,1567,1078,269,2914,7690,113604,7698,128992
CED229,74,6421,383,6878,488,12871,575,13934,172,6102,263,6537,95,5064,233,5392,137,9883,447,10467,197,12704,589,13490,294,12282,580,13156,496,9811,506,10813,512,5554,301,6367,418,1999,155,2572,290,343,52,685,3173,83034,4084,90291,58,6118,389,6565,214,12249,600,13063,104,5915,253,6272,68,4672,192,4932,133,10838,440,11411,236,13845,548,14629,354,12726,505,13585,473,10016,420,10909,355,5182,277,5814,634,2078,174,2886,741,435,74,1250,3370,84074,3872,91316,132,12539,772,13443,702,25120,1175,26997,276,12017,516,12809,163,9736,425,10324,270,20721,887,21878,433,26549,1137,28119,648,25008,1085,26741,969,19827,926,21722,867,10736,578,12181,1052,4077,329,5458,1031,778,126,1935,6543,167108,7956,181607
CED230,86,4766,258,5110,433,8493,379,9305,149,4370,200,4719,109,3612,163,3884,164,7065,309,7538,219,7983,381,8583,321,8368,388,9077,527,7784,355,8666,545,5483,299,6327,565,2718,209,3492,387,558,83,1028,3505,61200,3024,67729,41,4324,258,4623,191,8571,347,9109,86,4305,173,4564,65,3644,125,3834,152,7673,282,8107,242,8610,307,9159,382,8778,370,9530,483,8235,343,9061,464,5754,281,6499,804,3074,261,4139,974,816,129,1919,3884,63784,2876,70544,127,9090,516,9733,624,17064,726,18414,235,8675,373,9283,174,7256,288,7718,316,14738,591,15645,461,16593,688,17742,703,17146,758,18607,1010,16019,698,17727,1009,11237,580,12826,1369,5792,470,7631,1361,1374,212,2947,7389,124984,5900,138273
CED231,38,3783,512,4333,127,4584,528,5239,52,3769,426,4247,58,10593,1431,12082,111,22201,2813,25125,179,11912,1462,13553,245,7854,942,9041,330,5914,664,6908,383,3141,386,3910,536,1390,213,2139,294,291,71,656,2353,75432,9448,87233,23,3617,508,4148,64,4611,492,5167,34,4399,385,4818,52,12497,1234,13783,124,23471,2210,25805,150,11470,1043,12663,261,7791,691,8743,357,6344,531,7232,495,3292,324,4111,942,1501,258,2701,742,388,97,1227,3244,79381,7773,90398,61,7400,1020,8481,191,9195,1020,10406,86,8168,811,9065,110,23090,2665,25865,235,45672,5023,50930,329,23382,2505,26216,506,15645,1633,17784,687,12258,1195,14140,878,6433,710,8021,1478,2891,471,4840,1036,679,168,1883,5597,154813,17221,177631
CED232,26,3758,312,4096,120,5040,354,5514,34,2536,235,2805,21,5259,633,5913,90,17139,1834,19063,119,11845,1196,13160,195,8225,783,9203,270,6959,634,7863,315,3782,374,4471,451,1729,246,2426,381,497,144,1022,2022,66769,6745,75536,13,3649,288,3950,48,4929,315,5292,24,2580,180,2784,38,6171,497,6706,85,17953,1422,19460,176,11903,902,12981,194,8425,650,9269,269,7045,522,7836,369,3729,343,4441,718,1969,320,3007,944,647,292,1883,2878,69000,5731,77609,39,7407,600,8046,168,9969,669,10806,58,5116,415,5589,59,11430,1130,12619,175,35092,3256,38523,295,23748,2098,26141,389,16650,1433,18472,539,14004,1156,15699,684,7511,717,8912,1169,3698,566,5433,1325,1144,436,2905,4900,135769,12476,153145
CED233,42,2910,126,3078,229,7146,196,7571,68,4118,118,4304,52,3978,135,4165,86,5890,223,6199,104,7370,255,7729,130,8256,270,8656,166,6795,245,7206,332,5574,198,6104,586,2774,129,3489,380,496,55,931,2175,55307,1950,59432,21,2798,121,2940,87,6721,172,6980,36,3867,100,4003,49,3766,106,3921,77,5983,190,6250,103,8367,234,8704,149,9131,255,9535,252,7822,226,8300,437,5941,175,6553,962,2722,162,3846,972,620,146,1738,3145,57738,1887,62770,63,5708,247,6018,316,13867,368,14551,104,7985,218,8307,101,7744,241,8086,163,11873,413,12449,207,15737,489,16433,279,17387,525,18191,418,14617,471,15506,769,11515,373,12657,1548,5496,291,7335,1352,1116,201,2669,5320,113045,3837,122202
CED234,72,3972,358,4402,356,8429,491,9276,148,4218,219,4585,74,2957,210,3241,165,5750,430,6345,258,7402,518,8178,404,8116,486,9006,545,7396,402,8343,580,5346,363,6289,636,2730,277,3643,473,579,98,1150,3711,56895,3852,64458,36,3796,327,4159,161,8079,463,8703,91,4012,222,4325,60,2979,183,3222,135,6393,356,6884,205,7852,398,8455,375,8317,373,9065,488,7609,341,8438,496,5273,321,6090,842,3108,324,4274,1085,770,151,2006,3974,58188,3459,65621,108,7768,685,8561,517,16508,954,17979,239,8230,441,8910,134,5936,393,6463,300,12143,786,13229,463,15254,916,16633,779,16433,859,18071,1033,15005,743,16781,1076,10619,684,12379,1478,5838,601,7917,1558,1349,249,3156,7685,115083,7311,130079
CED235,53,3858,321,4232,291,7815,385,8491,88,4428,215,4731,72,4787,278,5137,145,8792,513,9450,247,8606,406,9259,336,8048,400,8784,576,6593,335,7504,676,3797,196,4669,692,1692,183,2567,283,216,78,577,3459,58632,3310,65401,36,3610,249,3895,126,7648,355,8129,51,4255,166,4472,46,4682,205,4933,126,8760,392,9278,203,9001,364,9568,424,8773,364,9561,638,6954,307,7899,779,3918,225,4922,1097,1657,212,2966,646,245,142,1033,4172,59503,2981,66656,89,7468,570,8127,417,15463,740,16620,139,8683,381,9203,118,9469,483,10070,271,17552,905,18728,450,17607,770,18827,760,16821,764,18345,1214,13547,642,15403,1455,7715,421,9591,1789,3349,395,5533,929,461,220,1610,7631,118135,6291,132057
CED236,48,3674,255,3977,290,7928,343,8561,156,4254,194,4604,92,2975,163,3230,161,5529,411,6101,228,7041,468,7737,340,8304,486,9130,565,7994,492,9051,537,5135,314,5986,552,2707,217,3476,400,560,92,1052,3369,56101,3435,62905,19,3542,215,3776,153,7692,368,8213,74,3920,160,4154,48,2799,115,2962,129,5912,247,6288,209,7627,287,8123,388,8609,309,9306,442,7919,366,8727,424,5416,261,6101,769,3211,270,4250,1056,881,158,2095,3711,57528,2756,63995,67,7216,470,7753,443,15620,711,16774,230,8174,354,8758,140,5774,278,6192,290,11441,658,12389,437,14668,755,15860,728,16913,795,18436,1007,15913,858,17778,961,10551,575,12087,1321,5918,487,7726,1456,1441,250,3147,7080,113629,6191,126900
CED237,78,4515,377,4970,250,7184,448,7882,100,3506,249,3855,55,5559,502,6116,141,13184,1058,14383,225,10766,643,11634,301,8144,484,8929,428,5487,361,6276,605,3517,240,4362,1072,2651,284,4007,645,611,154,1410,3900,65124,4800,73824,25,4371,340,4736,112,6875,404,7391,63,3426,179,3668,46,5579,297,5922,133,13197,751,14081,204,11133,523,11860,340,8547,421,9308,501,5877,281,6659,846,4229,302,5377,1765,3158,344,5267,1231,798,234,2263,5266,67190,4076,76532,103,8886,717,9706,362,14059,852,15273,163,6932,428,7523,101,11138,799,12038,274,26381,1809,28464,429,21899,1166,23494,641,16691,905,18237,929,11364,642,12935,1451,7746,542,9739,2837,5809,628,9274,1876,1409,388,3673,9166,132314,8876,150356
