region_id,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED218,719,2320,314,3353,891,4117,499,5507,1695,9823,1058,12576,1669,7143,651,9463,1872,5651,506,8029,1444,4813,432,6689,1031,3038,373,4442,452,1849,344,2645,89,794,158,1041,9862,39548,4335,53745,841,2198,325,3364,1342,4252,420,6014,2279,9736,835,12850,2616,6737,504,9857,2495,5751,449,8695,1857,5139,408,7404,1235,3389,420,5044,576,2435,459,3470,134,1519,336,1989,13375,41156,4156,58687,1560,4518,639,6717,2233,8369,919,11521,3974,19559,1893,25426,4285,13880,1155,19320,4367,11402,955,16724,3301,9952,840,14093,2266,6427,793,9486,1028,4284,803,6115,223,2313,494,3030,23237,80704,8491,112432
CED219,621,5999,955,7575,547,5613,520,6680,1136,12174,834,14144,1605,12176,857,14638,1555,10590,744,12889,923,7260,606,8789,481,3541,421,4443,179,1630,332,2141,14,439,90,543,7061,59422,5359,71842,740,5323,795,6858,779,5244,401,6424,1691,12518,856,15065,2341,11993,869,15203,1827,10359,708,12894,1092,7128,603,8823,598,3491,498,4587,194,2054,442,2690,16,904,158,1078,9278,59014,5330,73622,1361,11322,1750,14433,1326,10857,921,13104,2827,24692,1690,29209,3946,24169,1726,29841,3382,20949,1452,25783,2015,14388,1209,17612,1079,7032,919,9030,373,3684,774,4831,30,1343,248,1621,16339,118436,10689,145464
CED220,450,3153,484,4087,573,4087,468,5128,961,8375,769,10105,1254,8051,530,9835,1240,6834,528,8602,903,5487,388,6778,645,3735,426,4806,367,2714,436,3517,79,984,194,1257,6472,43420,4223,54115,526,2692,342,3560,680,3333,279,4292,1240,7856,519,9615,1882,7939,499,10320,1533,6905,443,8881,1084,6000,403,7487,896,4029,459,5384,504,3497,576,4577,92,1772,381,2245,8437,44023,3901,56361,976,5845,826,7647,1253,7420,747,9420,2201,16231,1288,19720,3136,15990,1029,20155,2773,13739,971,17483,1987,11487,791,14265,1541,7764,885,10190,871,6211,1012,8094,171,2756,575,3502,14909,87443,8124,110476
CED221,874,3290,526,4690,547,2567,224,3338,1012,4530,425,5967,2027,5205,476,7708,2719,5872,514,9105,2623,6110,583,9316,1792,3924,510,6226,712,2194,514,3420,106,745,187,1038,12412,34437,3959,50808,1008,2796,382,4186,529,2214,145,2888,1373,4750,273,6396,2711,5284,314,8309,3078,6292,371,9741,2787,5924,451,9162,2205,3605,550,6360,893,2463,676,4032,169,1434,369,1972,14753,34762,3531,53046,1882,6086,908,8876,1076,4781,369,6226,2385,9280,698,12363,4738,10489,790,16017,5797,12164,885,18846,5410,12034,1034,18478,3997,7529,1060,12586,1605,4657,1190,7452,275,2179,556,3010,27165,69199,7490,103854
CED222,537,3948,641,5126,475,4098,416,4989,996,8953,737,10686,1529,9523,768,11820,1533,8524,714,10771,1125,6610,565,8300,707,3919,549,5175,370,2183,451,3004,67,833,184,1084,7339,48591,5025,60955,674,3653,510,4837,644,3693,310,4647,1371,9121,636,11128,2355,9553,675,12583,1773,8473,622,10868,1369,6951,611,8931,1028,4090,579,5697,463,2961,640,4064,81,1703,331,2115,9758,50198,4914,64870,1211,7601,1151,9963,1119,7791,726,9636,2367,18074,1373,21814,3884,19076,1443,24403,3306,16997,1336,21639,2494,13561,1176,17231,1735,8009,1128,10872,833,5144,1091,7068,148,2536,515,3199,17097,98789,9939,125825
CED223,578,3224,431,4233,616,3624,275,4515,1019,6470,448,7937,1647,7106,415,9168,1915,6487,393,8795,1451,5864,349,7664,1016,3378,340,4734,438,1914,364,2716,75,748,171,994,8755,38815,3186,50756,778,2860,324,3962,837,3220,174,4231,1360,6441,364,8165,2551,6897,340,9788,2285,7045,368,9698,1864,6223,353,8440,1301,3502,429,5232,560,2578,508,3646,131,1536,359,2026,11667,40302,3219,55188,1356,6084,755,8195,1453,6844,449,8746,2379,12911,812,16102,4198,14003,755,18956,4200,13532,761,18493,3315,12087,702,16104,2317,6880,769,9966,998,4492,872,6362,206,2284,530,3020,20422,79117,6405,105944
CED224,1160,3296,449,4905,975,4193,373,5541,1260,6922,661,8843,1552,5737,367,7656,2341,6087,431,8859,1675,5066,350,7091,1161,2842,266,4269,583,1919,258,2760,116,898,164,1178,10823,36960,3319,51102,1308,3014,343,4665,1343,3757,260,5360,1642,6598,455,8695,2517,6255,347,9119,3073,6417,359,9849,2124,5292,299,7715,1398,3096,320,4814,764,2606,409,3779,182,2099,458,2739,14351,39134,3250,56735,2468,6310,792,9570,2318,7950,633,10901,2902,13520,1116,17538,4069,11992,714,16775,5414,12504,790,18708,3799,10358,649,14806,2559,5938,586,9083,1347,4525,667,6539,298,2997,622,3917,25174,76094,6569,107837
CED225,631,4124,558,5313,572,3770,274,4616,1090,7046,431,8567,1880,8742,566,11188,1990,7925,581,10496,1481,6375,465,8321,956,3353,391,4700,351,1551,350,2252,61,501,123,685,9012,43387,3739,56138,930,3912,506,5348,784,3375,225,4384,1511,7199,391,9101,2899,8502,486,11887,2376,8042,522,10940,1822,6393,451,8666,1180,3279,470,4929,424,1834,444,2702,92,979,248,1319,12018,43515,3743,59276,1561,8036,1064,10661,1356,7145,499,9000,2601,14245,822,17668,4779,17244,1052,23075,4366,15967,1103,21436,3303,12768,916,16987,2136,6632,861,9629,775,3385,794,4954,153,1480,371,2004,21030,86902,7482,115414
CED226,675,5806,919,7400,661,6427,713,7801,1590,15730,1605,18925,2002,14029,1403,17434,1672,10802,1002,13476,1118,8147,835,10100,633,3725,582,4940,158,1490,354,2002,24,385,106,515,8533,66541,7519,82593,840,5485,890,7215,924,6129,571,7624,2307,16424,1202,19933,2886,13471,1056,17413,1878,10905,880,13663,1397,8073,713,10183,702,3534,572,4808,187,1963,459,2609,40,852,189,1081,11161,66836,6532,84529,1515,11291,1809,14615,1585,12556,1284,15425,3897,32154,2807,38858,4888,27500,2459,34847,3550,21707,1882,27139,2515,16220,1548,20283,1335,7259,1154,9748,345,3453,813,4611,64,1237,295,1596,19694,133377,14051,167122
CED227,917,2981,607,4505,603,2494,293,3390,1296,4450,482,6228,2166,4815,617,7598,2903,5523,615,9041,2521,5401,609,8531,1784,3570,653,6007,877,2342,615,3834,140,819,258,1217,13207,32395,4749,50351,990,2740,535,4265,607,2318,215,3140,1553,4626,380,6559,2840,4824,458,8122,3100,5525,485,9110,2583,5054,529,8166,2200,3347,630,6177,1116,2691,790,4597,189,1683,392,2264,15178,32808,4414,52400,1907,5721,1142,8770,1210,4812,508,6530,2849,9076,862,12787,5006,9639,1075,15720,6003,11048,1100,18151,5104,10455,1138,16697,3984,6917,1283,12184,1993,5033,1405,8431,329,2502,650,3481,28385,65203,9163,102751
CED228,403,2983,505,3891,506,3794,442,4742,953,8210,909,10072,1068,7320,699,9087,1107,6487,584,8178,793,5635,518,6946,540,3974,522,5036,257,2551,482,3290,46,769,189,1004,5673,41723,4850,52246,596,2690,452,3738,684,3388,327,4399,1183,7747,748,9678,1637,7291,659,9587,1426,6620,504,8550,986,5984,535,7505,702,4273,628,5603,331,3167,624,4122,55,1443,410,1908,7600,42603,4887,55090,999,5673,957,7629,1190,7182,769,9141,2136,15957,1657,19750,2705,14611,1358,18674,2533,13107,1088,16728,1779,11619,1053,14451,1242,8247,1150,10639,588,5718,1106,7412,101,2212,599,2912,13273,84326,9737,107336
CED229,939,4866,733,6538,650,4408,334,5392,1203,8702,560,10465,2485,10287,717,13489,2902,9504,751,13157,2235,7941,636,10812,1475,4324,567,6366,472,1731,368,2571,60,471,155,686,12421,52234,4821,69476,1124,4510,640,6274,771,3899,263,4933,1823,9091,497,11411,3831,10120,680,14631,3389,9532,662,13583,2692,7620,598,10910,1611,3670,533,5814,507,1895,486,2888,78,981,189,1248,15826,51318,4548,71692,2063,9376,1373,12812,1421,8307,597,10325,3026,17793,1057,21876,6316,20407,1397,28120,6291,19036,1413,26740,4927,15561,1234,21722,3086,7994,1100,12180,979,3626,854,5459,138,1452,344,1934,28247,103552,9369,141168
CED230,657,3512,550,4719,497,3147,242,3886,1041,6092,406,7539,1759,6352,474,8585,2150,6413,515,9078,2024,6113,530,8667,1602,4111,615,6328,654,2264,572,3490,96,694,236,1026,10480,38698,4140,53318,826,3256,482,4564,630,3020,184,3834,1426,6347,334,8107,2573,6165,420,9158,2674,6370,485,9529,2503,6058,499,9060,2018,3857,623,6498,889,2505,747,4141,150,1383,388,1921,13689,38961,4162,56812,1483,6768,1032,9283,1127,6167,426,7720,2467,12439,740,15646,4332,12517,894,17743,4824,12783,1000,18607,4527,12171,1029,17727,3620,7968,1238,12826,1543,4769,1319,7631,246,2077,624,2947,24169,77659,8302,110130
CED231,701,2975,570,4246,2115,8469,1502,12086,3776,18486,2864,25126,2160,9849,1543,13552,1692,6309,1039,9040,1363,4767,776,6906,732,2614,564,3910,252,1538,350,2140,33,497,127,657,12824,55504,9335,77663,1088,3170,562,4820,3388,9087,1306,13781,5403,18117,2284,25804,2811,8717,1137,12665,2116,5842,787,8745,1684,4915,634,7233,885,2731,494,4110,293,1966,441,2700,47,977,200,1224,17715,55522,7845,81082,1789,6145,1132,9066,5503,17556,2808,25867,9179,36603,5148,50930,4971,18566,2680,26217,3808,12151,1826,17785,3047,9682,1410,14139,1617,5345,1058,8020,545,3504,791,4840,80,1474,327,1881,30539,111026,17180,158745
CED232,574,1857,375,2806,952,4270,691,5913,2613,14559,1892,19064,2168,9771,1221,13160,1900,6451,854,9205,1652,5482,727,7861,866,3088,517,4471,301,1710,415,2426,82,707,232,1021,11108,47895,6924,65927,697,1776,311,2784,1442,4737,526,6705,3502,14505,1453,19460,3009,9037,934,12980,2401,6134,733,9268,1953,5261,625,7839,1011,2943,486,4440,448,2013,546,3007,93,1315,476,1884,14556,47721,6090,68367,1271,3633,686,5590,2394,9007,1217,12618,6115,29064,3345,38524,5177,18808,2155,26140,4301,12585,1587,18473,3605,10743,1352,15700,1877,6031,1003,8911,749,3723,961,5433,175,2022,708,2905,25664,95616,13014,134294
CED233,611,3338,354,4303,629,3352,184,4165,784,5140,276,6200,1251,6165,312,7728,1623,6688,345,8656,1267,5630,308,7205,1189,4539,376,6104,539,2577,372,3488,66,696,170,932,7959,38125,2697,48781,787,2921,296,4004,803,2987,131,3921,980,5073,196,6249,2007,6415,283,8705,2030,7188,316,9534,1606,6331,362,8299,1429,4690,436,6555,573,2815,459,3847,75,1279,384,1738,10290,39699,2863,52852,1398,6259,650,8307,1432,6339,315,8086,1764,10213,472,12449,3258,12580,595,16433,3653,13876,661,18190,2873,11961,670,15504,2618,9229,812,12659,1112,5392,831,7335,141,1975,554,2670,18249,77824,5560,101633
CED234,744,3217,625,4586,490,2451,299,3240,935,4879,532,6346,1750,5770,658,8178,2274,6069,660,9003,2130,5654,558,8342,1544,4099,647,6290,699,2337,608,3644,123,777,252,1152,10689,35253,4839,50781,859,2919,545,4323,557,2441,227,3225,1247,5205,434,6886,2395,5542,516,8453,2535,6030,500,9065,2347,5583,508,8438,1917,3566,607,6090,958,2558,756,4272,162,1460,383,2005,12977,35304,4476,52757,1603,6136,1170,8909,1047,4892,526,6465,2182,10084,966,13232,4145,11312,1174,16631,4809,12099,1160,18068,4477,11237,1066,16780,3461,7665,1254,12380,1657,4895,1364,7916,285,2237,635,3157,23666,70557,9315,103538
CED235,393,3716,623,4732,453,4253,430,5136,695,8029,726,9450,886,7762,611,9259,914,7285,584,8783,669,6310,527,7506,473,3770,424,4667,161,2022,384,2567,16,401,160,577,4660,43548,4469,52677,484,3479,507,4470,584,4017,332,4933,922,7787,569,9278,1393,7640,535,9568,1083,7908,570,9561,811,6565,522,7898,513,3922,490,4925,142,2339,484,2965,24,749,261,1034,5956,44406,4270,54632,877,7195,1130,9202,1037,8270,762,10069,1617,15816,1295,18728,2279,15402,1146,18827,1997,15193,1154,18344,1480,12875,1049,15404,986,7692,914,9592,303,4361,868,5532,40,1150,421,1611,10616,87954,8739,107309
CED236,897,3113,595,4605,580,2417,233,3230,1143,4467,492,6102,2217,4957,562,7736,2809,5671,648,9128,2694,5712,644,9050,1815,3564,606,5985,748,2135,592,3475,112,743,197,1052,13015,32779,4569,50363,1097,2609,448,4154,638,2160,162,2960,1524,4493,271,6288,2947,4792,384,8123,3123,5743,442,9308,2844,5393,489,8726,2150,3371,580,6101,984,2487,780,4251,161,1491,442,2094,15468,32539,3998,52005,1994,5722,1043,8759,1218,4577,395,6190,2667,8960,763,12390,5164,9749,946,15859,5932,11414,1090,18436,5538,11105,1133,17776,3965,6935,1186,12086,1732,4622,1372,7726,273,2234,639,3146,28483,65318,8567,102368
CED237,368,2924,562,3854,783,4672,662,6117,1742,11405,1235,14382,1646,9212,775,11633,1344,6912,673,8929,844,4903,527,6274,428,3448,487,4363,284,3126,600,4010,74,1055,280,1409,7513,47657,5801,60971,495,2750,423,3668,1167,4344,410,5921,2442,10752,886,14080,2428,8767,667,11862,1772,6938,598,9308,1009,5188,462,6659,615,4178,584,5377,365,4159,741,5265,70,1702,493,2265,10363,48778,5264,64405,863,5674,985,7522,1950,9016,1072,12038,4184,22157,2121,28462,4074,17979,1442,23495,3116,13850,1271,18237,1853,10091,989,12933,1043,7626,1071,9740,649,7285,1341,9275,144,2757,773,3674,17876,96435,11065,125376
CED294,23,149,62,234,72,340,119,531,135,684,272,1091,75,530,292,897,64,385,180,629,41,273,88,402,27,164,61,252,4,45,23,72,4,13,7,24,445,2583,1104,4132,37,156,66,259,100,309,98,507,181,578,147,906,80,339,102,521,57,243,81,381,63,245,37,345,27,94,24,145,4,26,11,41,0,21,9,30,549,2011,575,3135,60,305,128,493,172,649,217,1038,316,1262,419,1997,155,869,394,1418,121,628,261,1010,104,518,125,747,54,258,85,397,8,71,34,113,4,34,16,54,994,4594,1679,7267
CED297,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,3,0,8,3,11,0,8,3,11,0,3,0,3,0,0,0,0,0,0,0,0,0,31,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,3,0,8,3,11,0,8,3,11,0,3,0,3,0,0,0,0,0,0,0,0,0,31,6,37
CED301,772,3641,658,5071,606,3657,449,4712,1232,7055,799,9086,1539,6887,807,9233,1675,6583,696,8954,1308,5580,526,7414,925,3415,443,4783,274,1638,351,2263,36,487,134,657,8367,38943,4863,52173,857,3482,546,4885,748,3537,284,4569,1611,7086,541,9238,2206,6677,579,9462,2076,6438,526,9040,1657,5334,405,7396,1025,3229,470,4724,381,1986,410,2777,50,927,221,1198,10611,38696,3982,53289,1629,7123,1204,9956,1354,7194,733,9281,2843,14141,1340,18324,3745,13564,1386,18695,3751,13021,1222,17994,2965,10914,931,14810,1950,6644,913,9507,655,3624,761,5040,86,1414,355,1855,18978,77639,8845,105462
CED302,853,3521,413,4787,733,3687,360,4780,1352,7211,576,9139,1962,7775,579,10316,2040,6958,548,9546,1476,5720,444,7640,970,3394,352,4716,408,1952,386,2746,55,666,155,876,9849,40884,3813,54546,982,3354,374,4710,1013,3489,240,4742,1716,7382,428,9526,2920,7740,437,11097,2581,6963,432,9976,1767,5800,396,7963,1274,3552,384,5210,530,2696,473,3699,85,1487,327,1899,12868,42463,3491,58822,1835,6875,787,9497,1746,7176,600,9522,3068,14593,1004,18665,4882,15515,1016,21413,4621,13921,980,19522,3243,11520,840,15603,2244,6946,736,9926,938,4648,859,6445,140,2153,482,2775,22717,83347,7304,113368
CED303,774,3935,491,5200,535,3388,224,4147,909,5912,381,7202,1552,7025,482,9059,1890,7546,493,9929,1480,6823,445,8748,1107,3938,401,5446,393,2031,383,2807,57,732,181,970,8697,41330,3481,53508,856,3717,398,4971,633,3209,159,4001,1255,5906,301,7462,2559,7192,377,10128,2404,7937,400,10741,1978,6816,403,9197,1412,3854,393,5659,513,2427,504,3444,67,1391,288,1746,11677,42449,3223,57349,1630,7652,889,10171,1168,6597,383,8148,2164,11818,682,14664,4111,14217,859,19187,4294,15483,893,20670,3458,13639,848,17945,2519,7792,794,11105,906,4458,887,6251,124,2123,469,2716,20374,83779,6704,110857
CED304,806,2467,356,3629,1253,5454,801,7508,2811,12811,1693,17315,2443,8679,917,12039,2257,6158,720,9135,1411,4892,525,6828,715,2420,318,3453,254,1260,291,1805,43,494,118,655,11993,44635,5739,62367,1028,2573,314,3915,1847,5740,630,8217,3480,11732,1156,16368,3127,7572,620,11319,2704,5513,493,8710,1528,4508,411,6447,849,2333,284,3466,394,1720,301,2415,77,1220,267,1564,15034,42911,4476,62421,1834,5040,670,7544,3100,11194,1431,15725,6291,24543,2849,33683,5570,16251,1537,23358,4961,11671,1213,17845,2939,9400,936,13275,1564,4753,602,6919,648,2980,592,4220,120,1714,385,2219,27027,87546,10215,124788
CED305,846,3921,653,5420,517,3729,701,4947,1205,7624,1350,10179,1874,7445,1315,10634,2021,7644,1284,10949,1533,6370,965,8868,971,3410,629,5010,341,1775,543,2659,35,443,190,668,9343,42361,7630,59334,973,3414,537,4924,599,3576,322,4497,1731,7259,653,9643,2690,6636,645,9971,2397,7124,698,10219,1837,5391,586,7814,1252,3084,524,4860,464,2015,610,3089,55,830,425,1310,11998,39329,5000,56327,1819,7335,1190,10344,1116,7305,1023,9444,2936,14883,2003,19822,4564,14081,1960,20605,4418,14768,1982,21168,3370,11761,1551,16682,2223,6494,1153,9870,805,3790,1153,5748,90,1273,615,1978,21341,81690,12630,115661
CED306,649,4039,672,5360,482,4094,726,5302,1014,8182,1464,10660,1662,8219,1340,11221,1987,8379,1262,11628,1371,6873,868,9112,947,3788,571,5306,334,1782,397,2513,29,508,133,670,8475,45864,7433,61772,819,3524,485,4828,619,3745,378,4742,1554,7582,755,9891,2676,7380,703,10759,2356,7943,694,10993,1847,5840,533,8220,1300,3154,452,4906,468,2063,476,3007,77,1030,194,1301,11716,42261,4670,58647,1468,7563,1157,10188,1101,7839,1104,10044,2568,15764,2219,20551,4338,15599,2043,21980,4343,16322,1956,22621,3218,12713,1401,17332,2247,6942,1023,10212,802,3845,873,5520,106,1538,327,1971,20191,88125,12103,120419
CED307,914,3849,421,5184,595,3411,234,4240,1111,6824,400,8335,2000,8208,458,10666,2060,7089,428,9577,1521,5866,300,7687,896,3061,272,4229,212,1127,211,1550,22,334,97,453,9331,39769,2821,51921,1028,3662,327,5017,742,3155,143,4040,1590,6851,304,8745,3018,7792,365,11175,2617,7182,358,10157,1829,5866,297,7992,1044,2792,239,4075,266,1358,327,1951,38,658,240,936,12172,39316,2600,54088,1942,7511,748,10201,1337,6566,377,8280,2701,13675,704,17080,5018,16000,823,21841,4677,14271,786,19734,3350,11732,597,15679,1940,5853,511,8304,478,2485,538,3501,60,992,337,1389,21503,79085,5421,106009
CED308,572,3753,515,4840,493,3764,409,4666,947,7571,740,9258,1300,8441,749,10490,1331,7564,663,9558,969,6654,603,8226,772,4543,573,5888,299,2071,489,2859,43,642,226,911,6726,45003,4967,56696,746,3399,432,4577,737,3617,330,4684,1315,7861,612,9788,2218,8446,640,11304,1779,8012,610,10401,1432,7032,550,9014,1054,4465,605,6124,333,2333,644,3310,51,957,424,1432,9665,46122,4847,60634,1318,7152,947,9417,1230,7381,739,9350,2262,15432,1352,19046,3518,16887,1389,21794,3110,15576,1273,19959,2401,13686,1153,17240,1826,9008,1178,12012,632,4404,1133,6169,94,1599,650,2343,16391,91125,9814,117330
CED309,681,3170,387,4238,415,2617,270,3302,936,5199,417,6552,1618,6593,511,8722,1926,6706,506,9138,1651,6279,486,8416,1392,4083,489,5964,534,2323,401,3258,64,841,222,1127,9217,37811,3689,50717,780,2995,322,4097,557,2423,141,3121,1308,5486,327,7121,2653,6726,396,9775,2579,7338,436,10353,2258,6379,397,9034,1830,4019,461,6310,641,2595,554,3790,125,1434,316,1875,12731,39395,3350,55476,1461,6165,709,8335,972,5040,411,6423,2244,10685,744,13673,4271,13319,907,18497,4505,14044,942,19491,3909,12658,883,17450,3222,8102,950,12274,1175,4918,955,7048,189,2275,538,3002,21948,77206,7039,106193
CED310,584,3098,446,4128,427,2560,259,3246,726,5031,425,6182,1389,6094,585,8068,1584,5991,528,8103,1462,5784,440,7686,1442,4358,488,6288,620,2590,496,3706,76,803,240,1119,8310,36309,3907,48526,755,2897,392,4044,570,2536,157,3263,1105,5286,302,6693,2294,6174,458,8926,2146,6416,441,9003,2130,6066,399,8595,1875,4431,521,6827,622,2862,628,4112,97,1294,381,1772,11594,37962,3679,53235,1339,5995,838,8172,997,5096,416,6509,1831,10317,727,12875,3683,12268,1043,16994,3730,12407,969,17106,3592,11850,839,16281,3317,8789,1009,13115,1242,5452,1124,7818,173,2097,621,2891,19904,74271,7586,101761
CED311,794,3579,736,5109,530,3348,499,4377,1465,7339,990,9794,2240,7558,1037,10835,2437,7887,1073,11397,1902,6766,877,9545,1138,3837,714,5689,323,1532,481,2336,37,340,139,516,10866,42186,6546,59598,852,3154,528,4534,648,3054,296,3998,2129,6816,643,9588,3286,6456,702,10444,2837,6925,745,10507,2175,5349,547,8071,1299,2947,546,4792,398,1354,440,2192,58,537,196,791,13682,36592,4643,54917,1646,6733,1264,9643,1178,6402,795,8375,3594,14155,1633,19382,5526,14014,1739,21279,5274,14812,1818,21904,4077,12115,1424,17616,2437,6784,1260,10481,721,2886,921,4528,95,877,335,1307,24548,78778,11189,114515
CED312,616,4370,692,5678,490,4073,392,4955,1131,8169,706,10006,1353,8073,718,10144,1330,7118,633,9081,983,6074,493,7550,585,3561,422,4568,176,1504,281,1961,21,400,124,545,6685,43342,4461,54488,748,3926,586,5260,716,3994,310,5020,1554,8486,573,10613,2179,8056,584,10819,1815,7334,525,9674,1332,6059,455,7846,738,3264,472,4474,217,1734,439,2390,26,719,225,970,9325,43572,4169,57066,1364,8296,1278,10938,1206,8067,702,9975,2685,16655,1279,20619,3532,16129,1302,20963,3145,14452,1158,18755,2315,12133,948,15396,1323,6825,894,9042,393,3238,720,4351,47,1119,349,1515,16010,86914,8630,111554
CED313,811,2646,412,3869,1077,4913,627,6617,2533,11596,1301,15430,2442,8728,873,12043,2059,6033,653,8745,1312,4603,477,6392,657,2362,352,3371,248,1456,305,2009,47,525,167,739,11186,42862,5167,59215,866,2586,296,3748,1558,4851,415,6824,3221,11155,902,15278,3193,7829,595,11617,2524,5807,494,8825,1479,4537,411,6427,852,2425,323,3600,378,2006,415,2799,68,1143,360,1571,14139,42339,4211,60689,1677,5232,708,7617,2635,9764,1042,13441,5754,22751,2203,30708,5635,16557,1468,23660,4583,11840,1147,17570,2791,9140,888,12819,1509,4787,675,6971,626,3462,720,4808,115,1668,527,2310,25325,85201,9378,119904
CED314,933,3781,532,5246,682,3449,313,4444,1199,6519,581,8299,1784,6326,587,8697,2026,6255,565,8846,1558,5630,468,7656,1217,3556,520,5293,513,1993,492,2998,67,617,247,931,9979,38126,4305,52410,1118,3560,500,5178,814,3411,249,4474,1614,6404,423,8441,2605,6410,458,9473,2497,6606,444,9547,2006,5743,459,8208,1597,3736,505,5838,694,2595,688,3977,92,1227,519,1838,13037,39692,4245,56974,2051,7341,1032,10424,1496,6860,562,8918,2813,12923,1004,16740,4389,12736,1045,18170,4523,12861,1009,18393,3564,11373,927,15864,2814,7292,1025,11131,1207,4588,1180,6975,159,1844,766,2769,23016,77818,8550,109384
CED315,781,4492,721,5994,759,4993,625,6377,1296,8920,1068,11284,1558,8052,931,10541,1635,7198,919,9752,1247,5688,686,7621,770,2913,424,4107,248,1398,333,1979,32,400,105,537,8326,44054,5812,58192,951,4232,563,5746,1075,4878,479,6432,1827,8915,807,11549,2259,7844,730,10833,1974,7205,627,9806,1426,5319,477,7222,943,2790,439,4172,354,1740,423,2517,44,846,183,1073,10853,43769,4728,59350,1732,8724,1284,11740,1834,9871,1104,12809,3123,17835,1875,22833,3817,15896,1661,21374,3609,14403,1546,19558,2673,11007,1163,14843,1713,5703,863,8279,602,3138,756,4496,76,1246,288,1610,19179,87823,10540,117542
