region_id,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
CED327,30,447,150,16,20,87,750,3,483,19,10,3,3,521,40,735,103,40,52,5,975,161,397,223,38,31,10,860,271,131,247,19,28,7,703,1265,160,513,22,53,10,2023,4297,73,1346,51,156,46,5969,4278,20,792,38,105,29,5262,494,4,113,3,16,3,633,95,5,28,0,3,3,134,70,8,20,0,3,5,106,211,142,149,13,38,33,586,11215,2605,3703,250,508,241,18522
CED328,20,125,250,12,29,151,587,3,172,12,12,9,3,211,42,225,147,40,27,4,485,188,105,258,21,120,3,695,107,59,183,6,195,3,553,361,39,303,9,146,0,858,1820,45,781,9,54,12,2721,4104,14,989,8,59,17,5191,1975,10,460,11,35,13,2504,739,0,182,3,15,0,939,634,0,207,4,11,6,862,149,46,122,21,36,26,400,10142,840,3894,156,736,238,16006
CED329,35,290,321,128,110,329,1213,12,304,54,123,32,11,536,145,290,391,77,107,19,1029,799,155,743,30,126,22,1875,738,34,603,7,63,14,1459,1705,28,788,16,60,18,2615,1805,10,591,6,56,9,2477,1368,5,341,3,25,5,1747,399,4,92,0,11,0,506,128,0,30,0,0,3,161,122,4,38,0,10,3,177,129,77,153,15,56,33,463,7385,1201,4145,405,656,466,14258
CED330,20,62,269,8,114,293,766,5,81,44,10,34,3,177,67,77,221,25,76,11,477,247,46,368,13,99,14,787,264,21,330,14,52,5,686,807,9,415,18,76,15,1340,1396,6,464,9,37,7,1919,1384,0,363,4,35,0,1786,460,0,119,3,3,5,590,107,0,26,0,0,3,136,81,0,40,0,9,0,130,85,23,156,9,54,29,356,4923,325,2815,113,589,385,9150
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,31,646,323,159,45,193,1397,21,1552,74,269,20,16,1952,128,868,401,359,55,18,1829,535,457,694,166,79,16,1947,671,168,668,62,109,11,1689,1908,240,1231,76,179,33,3667,2814,116,1648,49,166,27,4820,2656,34,1104,18,72,18,3902,962,7,311,3,24,4,1311,303,8,127,0,12,0,450,291,22,117,4,15,3,452,144,287,227,75,37,61,831,10464,4405,6925,1240,813,400,24247
CED402,36,419,528,114,435,472,2004,70,881,173,167,104,12,1407,992,896,1035,125,360,34,3442,1914,555,1053,60,211,31,3824,966,64,498,12,63,8,1611,1241,38,344,7,54,9,1693,473,8,156,6,25,3,671,82,11,30,3,0,0,126,4,4,10,0,0,0,18,3,3,4,0,3,0,13,21,11,31,3,5,5,76,77,150,174,44,144,38,627,5879,3040,4036,541,1404,612,15512
CED403,15,306,193,60,25,145,744,5,774,33,131,9,12,964,61,595,256,183,34,8,1137,230,264,414,61,71,13,1053,242,80,411,21,32,10,796,909,114,705,25,40,10,1803,1577,64,957,23,50,17,2688,1242,12,577,7,33,4,1875,270,0,97,3,4,0,374,100,0,33,0,0,3,136,83,16,50,4,13,4,170,69,149,112,69,28,23,450,4803,2374,3838,587,339,249,12190
CED404,31,903,656,311,634,500,3035,48,1345,163,85,141,20,1802,497,1299,909,94,504,28,3331,1592,821,1047,41,441,28,3970,605,170,425,14,90,7,1311,945,73,325,8,51,6,1408,634,32,204,5,32,0,907,269,16,74,5,30,3,397,104,3,24,0,11,0,142,37,8,10,0,10,0,65,27,15,40,3,9,4,98,95,371,186,53,152,38,895,4884,5056,4063,619,2105,634,17361
CED405,20,627,262,136,25,194,1264,14,1130,50,141,16,13,1364,124,852,372,188,34,26,1596,570,368,750,74,73,16,1851,686,126,655,34,54,9,1564,1673,177,1147,41,99,26,3163,2300,95,1426,32,117,20,3990,1419,9,756,7,62,15,2268,400,3,147,0,7,8,565,158,5,53,5,3,0,224,126,16,56,4,5,0,207,82,213,168,62,26,37,588,7572,3621,5842,724,521,364,18644
CED406,13,435,154,61,21,108,792,0,871,27,113,8,7,1026,57,760,166,128,39,11,1161,220,366,395,88,62,9,1140,314,161,489,28,31,4,1027,1629,226,1085,49,84,16,3089,2532,27,1067,18,81,25,3750,700,7,216,3,9,4,939,45,4,27,0,3,5,84,16,4,9,0,3,0,32,33,8,17,3,8,0,69,74,180,114,58,20,19,465,5633,3049,3766,549,369,208,13574
CED407,3,288,140,47,13,116,607,11,600,18,69,10,7,715,33,540,137,84,7,9,810,141,296,317,45,31,3,833,219,109,355,27,73,3,786,906,217,743,30,96,12,2004,1879,52,880,3,83,20,2917,402,10,158,0,17,0,587,32,0,22,3,0,0,57,11,6,0,0,3,0,20,18,12,12,0,3,3,48,57,125,90,44,28,29,373,3712,2255,2872,352,364,202,9757
CED408,3,90,289,65,93,228,768,8,206,59,71,22,7,373,100,210,330,82,95,9,826,426,112,548,60,67,4,1217,435,45,489,9,60,8,1046,1057,72,634,23,58,10,1854,1350,15,582,6,34,8,1995,525,3,189,7,15,5,744,103,3,37,0,3,0,146,32,0,12,0,0,0,44,33,0,22,3,3,0,61,48,51,105,42,42,18,306,4120,807,3296,368,492,297,9380
CED409,21,779,208,79,23,158,1268,9,1668,58,119,24,13,1891,118,1384,324,163,40,17,2046,395,695,702,107,121,25,2045,452,256,703,35,107,14,1567,1464,446,1170,48,174,24,3326,2642,144,1246,31,181,24,4268,1140,21,414,5,49,7,1636,177,4,66,0,6,0,253,53,9,18,0,0,0,80,48,18,29,3,5,5,108,85,374,161,41,46,47,754,6604,5798,5099,631,776,334,19242
CED410,18,322,233,81,23,185,862,5,860,30,185,12,10,1102,94,605,267,151,26,10,1153,303,240,508,67,57,9,1184,375,97,509,15,71,10,1077,1336,116,984,23,71,6,2536,2280,84,1198,29,82,17,3690,1303,4,516,9,37,11,1880,316,6,116,0,8,0,446,96,8,33,0,3,0,140,94,7,63,4,4,0,172,83,177,153,71,27,41,552,6303,2526,4610,635,421,299,14794
CED411,24,727,234,64,70,188,1307,10,1496,42,118,29,15,1710,198,1273,343,164,118,18,2114,1029,682,803,100,174,29,2817,1026,334,738,29,219,14,2360,2460,163,1014,29,163,22,3851,1894,29,598,30,86,10,2647,227,8,91,4,18,3,351,26,0,20,3,4,0,53,4,10,9,0,0,3,26,32,31,25,3,5,4,100,107,282,161,31,77,34,692,7037,5035,4078,575,963,340,18028
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,19,188,194,16,29,121,567,3,417,16,29,9,0,474,41,474,199,39,47,6,806,235,248,417,30,74,19,1023,349,99,469,6,181,4,1108,1342,72,883,6,128,14,2445,3189,22,1269,3,112,17,4612,2420,8,656,3,52,11,3150,248,0,71,0,5,3,327,50,0,16,0,0,0,66,53,7,37,0,5,5,107,89,96,125,14,36,32,392,8038,1631,4352,146,678,232,15077
CED502,18,190,282,45,92,206,833,7,332,28,40,11,3,421,53,410,280,73,95,11,922,275,229,474,38,95,5,1116,379,70,482,10,71,8,1020,1410,56,806,7,72,16,2367,2681,38,1089,36,115,26,3985,1347,11,508,9,44,6,1925,340,0,118,0,12,0,470,64,0,38,0,5,0,107,53,8,28,3,10,6,108,96,91,152,10,56,45,450,6723,1435,4285,271,678,332,13724
CED503,3,167,158,21,11,97,457,3,293,7,19,4,3,329,10,283,87,29,31,6,446,16,139,153,22,24,4,358,16,53,139,8,31,3,250,107,56,262,3,41,3,472,791,23,757,7,87,10,1675,1958,11,987,4,99,17,3076,638,4,229,0,18,4,893,103,3,31,0,4,0,141,30,4,29,3,7,0,73,49,71,116,13,16,24,289,3724,1107,2955,129,373,171,8459
CED504,34,265,381,29,40,236,985,6,492,34,18,7,9,566,69,259,194,57,33,11,623,208,142,267,29,54,7,707,295,46,325,14,63,0,743,917,37,566,12,76,9,1617,1863,37,984,9,59,12,2964,2393,16,1117,8,74,7,3615,1639,6,655,5,26,5,2336,874,0,305,5,14,3,1201,1601,10,534,0,39,3,2187,139,68,163,26,42,23,461,10038,1378,5525,212,527,325,18005
CED505,171,1233,473,802,3952,759,7390,23,918,77,119,411,11,1559,125,1309,406,165,1416,29,3450,398,883,462,46,694,16,2499,270,277,326,26,307,7,1213,523,221,406,19,230,3,1402,690,155,401,8,202,10,1466,692,96,324,6,123,5,1246,291,43,141,7,87,3,572,207,13,73,3,40,0,336,1023,13,306,4,248,10,1604,353,404,221,68,874,65,1985,4766,5565,3616,1273,8584,918,24722
CED506,12,254,302,31,153,302,1054,7,509,40,22,25,5,608,78,601,316,110,108,22,1235,322,292,552,21,149,8,1344,400,89,532,11,67,6,1105,1418,66,895,9,90,14,2492,2513,18,1229,12,91,14,3877,1432,3,452,0,37,10,1934,171,0,64,0,5,0,240,50,5,19,0,5,0,79,53,10,32,0,13,4,112,84,118,132,12,77,26,449,6540,1965,4565,228,820,411,14529
CED507,12,523,246,10,41,142,974,0,910,23,35,7,5,980,39,658,165,77,30,7,976,111,341,264,36,56,9,817,126,97,283,10,41,5,562,377,127,483,21,69,11,1088,1504,63,1032,7,80,14,2700,2650,11,1215,9,69,25,3979,914,3,366,5,14,9,1311,269,6,87,0,4,0,366,294,14,121,3,11,0,443,113,217,130,20,38,29,547,6409,2970,4415,233,460,256,14743
CED508,8,208,227,17,35,150,645,3,401,24,8,7,0,443,26,457,186,99,45,10,823,78,223,308,51,66,6,732,113,86,349,7,39,3,597,366,89,564,13,39,0,1071,2062,28,1384,4,134,26,3638,1803,15,890,3,62,15,2788,355,8,132,0,8,3,506,68,6,26,0,0,0,100,43,4,29,0,11,6,93,75,126,146,20,38,18,423,5000,1651,4265,222,484,237,11859
CED509,13,52,164,0,19,99,347,3,138,15,0,0,0,156,12,138,84,27,11,0,272,46,86,145,8,9,3,297,24,31,161,3,7,3,229,91,38,259,3,15,3,409,1030,12,839,5,58,8,1952,2683,5,1286,5,84,10,4073,742,0,370,0,16,5,1133,349,3,117,0,8,3,480,373,0,125,0,10,4,512,72,31,78,6,14,10,211,5438,534,3643,57,251,148,10071
CED510,28,513,617,200,881,711,2950,28,581,111,155,122,18,1015,300,935,678,214,468,33,2628,670,523,768,78,424,17,2480,512,131,573,20,128,11,1375,1213,81,590,23,163,7,2077,1488,38,578,9,58,10,2181,895,10,203,3,33,7,1151,200,3,58,0,13,6,280,88,3,9,0,5,0,105,41,7,32,3,17,3,103,99,168,221,34,240,34,796,5562,2993,4438,739,2552,857,17141
CED511,12,106,285,17,93,218,731,3,227,31,25,13,9,308,29,367,207,34,62,6,705,91,205,276,31,70,3,676,109,82,277,7,59,0,534,296,113,350,14,54,9,836,1177,40,763,22,63,15,2080,2100,7,878,5,52,16,3058,441,4,175,0,8,0,628,104,0,31,0,3,0,138,66,8,31,0,4,0,109,61,76,118,22,65,20,362,4489,1235,3422,177,546,296,10165
CED512,20,432,325,70,50,202,1099,8,732,27,60,10,7,844,76,482,243,120,17,9,947,303,244,495,62,47,18,1169,302,82,453,7,34,15,893,1091,106,795,20,78,12,2102,2719,62,1598,24,174,17,4594,3246,16,1496,10,125,25,4918,1546,5,485,4,30,6,2076,590,0,162,0,16,3,771,511,10,170,4,30,6,731,147,146,222,35,41,47,638,10559,2317,6471,416,652,367,20782
CED513,22,513,274,35,20,154,1018,3,952,25,38,3,11,1032,55,657,208,147,43,10,1120,172,326,374,36,39,0,947,293,101,358,9,38,5,804,819,103,705,20,72,8,1727,2617,49,1635,11,186,24,4522,2830,26,1461,6,149,17,4489,805,7,336,0,24,3,1175,342,9,114,0,4,3,472,325,15,98,3,13,3,457,101,189,169,38,48,40,585,8384,2947,5757,343,639,278,18348
CED514,51,665,408,53,31,218,1426,14,1167,61,86,22,12,1362,110,851,378,184,47,27,1597,253,437,477,59,45,15,1286,300,163,483,14,29,4,993,950,122,788,13,59,15,1947,3550,79,1858,11,192,29,5719,4337,39,1770,8,151,28,6333,1264,8,509,5,41,9,1836,478,3,135,3,13,0,632,543,28,174,0,25,0,770,176,229,249,47,49,54,804,12026,3791,7290,483,704,411,24705
CED515,18,73,292,29,18,145,575,3,95,15,13,11,4,141,19,72,145,26,15,0,277,45,33,194,29,26,0,327,50,15,156,5,20,3,249,158,15,241,3,6,5,428,785,12,646,5,35,5,1488,2213,3,995,5,50,14,3280,1092,5,386,0,27,0,1510,294,3,121,3,0,3,424,366,7,137,3,15,5,533,50,25,130,18,16,25,264,5093,358,3458,139,239,209,9496
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,16,270,208,61,83,169,807,26,862,81,51,30,8,1058,303,511,472,92,90,22,1490,978,360,778,47,85,24,2272,668,105,509,10,52,13,1357,1217,75,644,4,62,22,2024,1004,22,476,14,48,9,1573,297,3,103,0,5,6,414,54,3,25,0,4,4,90,17,0,0,0,0,0,17,21,6,20,0,7,3,57,57,97,84,25,35,19,317,4658,2314,3400,304,501,299,11476
CED602,21,302,258,50,248,214,1093,30,852,71,62,22,18,1055,352,662,545,87,127,19,1792,943,535,793,39,119,19,2448,596,77,546,5,66,11,1301,944,38,563,13,55,12,1625,399,7,193,16,21,3,639,66,8,26,0,5,0,105,10,3,3,3,0,0,19,3,0,3,4,0,0,10,11,11,7,0,4,3,36,59,103,103,16,69,25,375,3434,2598,3111,295,736,324,10498
CED603,13,218,165,52,40,128,616,19,884,63,76,15,17,1074,169,469,387,137,55,13,1230,606,224,691,66,74,13,1674,390,91,513,14,48,8,1064,1053,124,814,16,80,10,2097,1493,49,967,34,82,11,2636,845,10,537,11,37,8,1448,284,5,132,5,9,3,438,83,6,40,0,3,0,132,54,11,53,3,9,6,136,56,107,109,16,35,19,342,5065,2198,4471,430,487,236,12887
CED604,3,145,170,7,33,143,501,4,481,29,27,12,4,557,53,378,237,58,30,6,762,171,223,342,63,38,4,841,188,102,308,22,42,4,666,606,113,543,12,62,8,1344,971,39,657,5,62,8,1742,530,4,279,0,14,0,827,100,0,42,0,6,0,148,17,3,10,0,0,0,30,18,4,27,0,0,0,49,38,74,74,13,22,12,233,2699,1566,2718,207,321,189,7700
CED605,9,157,394,24,227,309,1120,7,465,98,46,51,10,677,116,419,464,76,108,20,1203,499,306,730,35,112,20,1702,428,154,419,4,39,8,1052,771,53,481,3,49,7,1364,430,4,250,10,15,5,714,103,7,46,0,3,0,159,10,0,5,0,0,0,15,0,0,8,0,0,0,8,12,3,20,4,7,0,46,33,71,108,10,91,19,332,2418,1639,3023,212,702,398,8392
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
CED701,97,2635,165,1057,2106,568,6628,25,481,20,97,273,7,903,14,637,113,180,268,15,1227,36,313,160,54,266,10,839,62,100,150,14,178,6,510,186,91,211,10,124,6,628,331,83,273,11,87,5,790,520,50,306,7,64,8,955,446,7,193,0,43,3,692,143,3,82,3,14,0,245,103,3,57,0,15,0,178,50,574,106,124,460,41,1355,2013,4977,1836,1557,3898,669,14950
CED702,10,802,113,92,152,118,1287,0,383,4,11,18,3,419,17,456,86,31,57,0,647,58,233,132,21,394,4,842,76,141,146,9,495,5,872,217,122,244,5,330,8,926,761,264,493,12,187,12,1729,1933,47,955,9,109,22,3075,1795,15,662,5,76,14,2567,961,3,287,3,28,8,1290,761,3,244,0,38,7,1053,112,181,104,14,143,19,573,6701,2650,3470,212,2027,220,15280
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,10,545,216,44,37,147,999,3,1024,7,42,11,8,1095,20,839,94,65,38,5,1061,56,491,139,30,38,4,758,88,198,142,12,78,0,518,201,282,258,6,63,3,813,720,260,628,12,71,5,1696,3094,464,1528,8,86,13,5193,1928,42,815,0,59,16,2860,621,16,244,3,8,4,896,545,21,152,0,16,0,734,84,256,114,30,30,25,539,7370,4438,4337,252,535,230,17162
CED802,15,579,199,48,38,134,1013,3,1176,11,33,3,9,1235,16,1010,129,49,41,6,1251,47,659,195,34,85,10,1030,62,213,190,17,206,3,691,167,256,283,36,317,3,1062,728,302,757,57,296,9,2149,4261,448,1988,19,167,17,6900,2772,37,1296,10,73,9,4197,944,12,484,3,40,4,1487,479,15,232,3,24,7,760,98,263,156,30,69,36,652,9592,4970,5920,339,1359,247,22427
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
