CED_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED208,2748,217,0,0,212,0,2965,454,3184,123,15,3317,0,3772,4,247,121,3,373,0,375,3,8,0,6,21,0,22,463,3442,247,26,3710,0,4171,0,4,0,0,4,11,13,3209,3661,242,26,3928,11,7150,3339,204,0,0,204,4,3547,368,2473,92,12,2576,3,2951,4,185,125,0,311,0,314,0,6,0,3,9,0,15,373,2664,212,12,2894,3,3270,7,0,0,0,0,4,13,3724,2869,212,12,3100,11,6829,2068,86,0,0,90,0,2157,177,1200,72,6,1284,0,1460,0,84,91,3,177,0,184,3,3,0,5,6,0,12,187,1295,166,14,1466,0,1653,3,0,0,0,0,0,3,2253,1381,163,11,1559,0,3812,1281,60,0,0,57,0,1344,126,739,47,5,792,0,917,0,62,63,0,127,0,129,0,6,0,0,8,0,8,122,808,111,9,924,0,1053,0,0,0,0,0,0,0,1408,871,111,6,986,5,2397,1782,61,3,0
CED209,6961,137,0,0,142,4,7106,198,474,10,3,483,3,682,4,40,17,0,52,0,57,3,3,0,0,7,0,7,203,513,24,4,540,4,750,18,3,0,0,3,12,29,7183,655,24,7,683,19,7885,7217,120,0,7,126,6,7357,179,354,11,0,366,0,548,0,20,5,0,29,0,32,0,0,0,0,0,0,0,183,376,18,0,400,0,585,20,0,0,0,0,10,25,7425,498,18,10,526,17,7961,4038,64,0,0,59,4,4104,87,180,9,0,188,0,268,0,13,9,0,18,0,17,0,0,0,0,0,0,0,83,189,11,3,206,0,287,9,0,0,0,0,11,16,4131,250,11,3,263,16,4413,2487,38,0,0,38,6,2526,59,128,3,0,132,0,187,0,5,6,0,12,0,17,0,0,0,0,0,0,0,58,135,7,0,149,0,209,7,0,0,0,0,5,10,2547,176,7,0,186,9,2746,3144,56,0,3
CED210,5241,161,0,0,168,14,5418,193,676,21,0,699,3,900,0,73,65,4,148,0,151,0,3,0,0,8,0,5,197,753,89,8,856,6,1057,6,0,0,0,0,8,18,5441,917,89,14,1019,29,6493,5008,120,0,0,118,5,5132,146,499,20,0,525,0,672,5,64,89,0,155,0,159,0,3,0,3,8,0,8,152,569,116,8,689,0,838,9,0,0,0,0,8,14,5167,686,118,8,810,14,5990,2748,67,0,0,62,3,2814,72,257,10,0,263,0,334,0,31,65,0,91,0,95,0,0,0,0,4,0,4,69,287,76,3,363,0,437,9,0,0,0,0,6,13,2825,352,75,3,427,4,3263,1776,36,3,0,37,3,1821,66,164,6,0,169,0,233,0,27,37,0,64,0,64,0,0,0,0,0,0,0,67,193,38,3,235,0,297,4,0,0,0,0,3,8,1848,232,41,3,275,7,2124,2350,62,0,0
CED211,4422,198,0,0,198,3,4632,367,2236,115,3,2353,6,2727,5,252,289,0,536,0,542,4,5,0,4,9,0,9,381,2497,401,6,2902,6,3280,5,11,3,0,7,8,22,4809,2699,403,6,3113,9,7930,4823,191,0,0,191,5,5016,308,1638,83,3,1728,0,2035,0,203,224,0,428,0,428,0,9,0,3,15,0,18,314,1851,308,6,2165,4,2482,0,3,0,0,3,9,9,5134,2038,308,6,2354,15,7510,2765,84,0,0,84,3,2851,123,747,37,3,790,0,912,3,69,121,0,191,0,193,0,5,0,0,3,0,5,126,822,158,6,979,5,1108,0,4,0,0,4,0,6,2890,907,158,6,1071,4,3970,1699,55,0,0,57,3,1756,79,407,26,0,429,0,503,0,58,86,0,149,0,147,0,3,0,0,8,0,8,77,466,116,0,584,0,657,3,0,0,0,0,0,3,1774,520,116,0,639,3,2418,2282,60,0,0
CED212,5691,173,3,3,180,13,5882,303,523,23,4,549,0,854,3,34,18,0,49,0,51,0,5,0,0,5,0,8,310,560,37,5,605,0,916,8,0,0,0,0,11,16,6007,728,37,10,784,20,6810,5518,179,3,3,185,10,5713,260,451,24,3,474,0,735,0,27,11,3,42,0,42,0,7,0,3,5,0,8,264,487,32,10,523,0,788,7,0,0,0,0,3,6,5784,665,32,8,709,17,6514,3006,70,0,4,79,3,3088,133,258,15,0,274,0,407,0,17,4,0,21,0,21,3,0,0,0,0,0,3,133,275,24,0,299,0,428,3,0,0,0,0,0,3,3145,345,24,4,371,3,3521,1803,44,0,0,44,4,1851,68,153,14,0,166,0,235,0,15,3,0,18,0,18,0,0,0,0,0,0,3,69,176,13,0,184,0,253,0,0,0,0,0,0,4,1875,217,13,0,229,4,2111,2489,70,0,0
CED213,5855,101,5,0,107,14,5977,179,164,13,0,179,0,360,3,13,9,0,22,0,20,3,0,0,0,0,0,3,188,180,20,0,201,0,386,18,0,0,0,0,14,24,6061,279,23,0,307,24,6394,6286,103,0,0,106,7,6403,142,191,6,0,194,3,336,3,6,3,0,10,0,14,0,0,0,0,0,0,0,150,192,6,0,208,3,355,20,0,0,0,0,6,29,6455,301,12,0,310,16,6782,3527,63,0,0,67,7,3604,79,106,4,0,108,0,186,0,0,8,0,9,0,9,0,0,0,0,0,0,0,79,111,5,0,113,0,191,10,0,0,0,0,5,15,3612,171,12,0,184,11,3811,2191,38,0,0,38,8,2235,48,79,0,0,78,0,124,0,4,0,0,3,0,3,0,0,0,0,0,0,0,50,79,3,0,83,0,131,3,0,0,0,0,0,10,2249,117,3,0,123,7,2372,2891,41,0,0
CED214,5089,316,5,0,322,11,5422,540,2543,134,11,2685,4,3227,13,370,269,3,646,0,661,3,9,0,8,19,0,22,560,2923,404,20,3348,4,3914,11,4,0,0,11,16,29,5658,3247,406,26,3684,30,9371,4250,244,3,0,252,4,4502,389,1786,100,14,1900,4,2293,6,246,204,0,449,0,454,3,6,3,8,20,0,17,393,2037,305,23,2365,4,2759,4,5,0,3,4,8,18,4650,2287,304,26,2618,13,7287,1850,118,3,0,126,3,1981,155,804,61,7,873,0,1031,0,126,118,0,250,0,250,0,3,0,5,8,0,8,155,937,181,8,1128,0,1288,0,0,0,0,3,0,6,2009,1057,185,18,1261,6,3278,1085,55,3,0,61,0,1145,105,461,43,3,508,0,614,3,86,85,3,171,0,173,0,3,0,0,4,0,4,109,550,132,5,688,0,799,3,0,0,0,0,0,8,1193,611,138,5,751,4,1943,1423,62,0,0
CED215,5021,59,0,0,59,18,5092,116,290,11,0,301,0,423,4,18,9,0,31,0,31,0,3,0,0,3,0,5,125,312,20,0,335,0,455,9,0,0,0,0,8,24,5153,369,20,0,394,27,5569,5237,67,0,0,70,17,5330,127,230,5,0,237,0,368,5,16,14,0,31,0,37,0,0,0,0,0,0,0,139,244,25,0,266,0,405,15,5,0,0,5,14,27,5391,314,25,0,340,31,5757,2941,34,0,0,34,8,2982,59,117,3,0,119,0,176,0,6,9,0,16,0,16,0,0,0,3,3,0,3,62,118,11,3,136,0,192,6,0,0,0,0,4,14,3004,152,11,4,172,11,3187,1921,26,0,0,29,5,1952,32,59,5,0,57,3,97,3,4,11,0,13,0,14,3,0,0,0,0,0,3,39,63,12,0,70,3,112,3,0,0,0,0,3,9,1964,83,13,0,96,11,2077,2538,35,0,0
CED216,4742,283,3,0,287,3,5036,420,1158,32,3,1190,0,1610,0,63,20,0,82,0,82,3,3,0,3,4,0,11,421,1224,54,4,1281,0,1708,0,0,0,0,0,0,5,5166,1510,52,6,1573,9,6744,5924,242,7,4,256,3,6183,462,1166,24,0,1191,0,1660,3,45,28,0,77,0,77,4,9,0,0,9,0,10,467,1221,54,0,1274,0,1749,0,0,0,0,0,4,3,6396,1464,61,4,1531,10,7937,3617,116,6,0,124,6,3747,260,724,20,0,746,0,1008,3,24,33,0,57,0,62,3,4,0,0,7,0,6,265,753,53,0,806,0,1071,7,0,0,0,0,3,8,3883,870,57,4,931,11,4824,2295,76,0,0,80,0,2374,130,433,12,0,449,0,581,0,26,22,0,48,0,50,0,0,0,0,0,0,0,134,457,38,0,498,0,631,0,0,0,0,0,0,0,2433,533,33,0,573,0,3005,3047,100,0,0
CED217,5165,588,5,7,608,10,5780,660,5014,207,22,5244,7,5910,16,433,343,4,777,0,793,12,30,7,22,54,0,61,686,5475,551,46,6078,7,6765,5,7,0,3,8,22,35,5855,6068,563,60,6691,32,12577,5053,415,8,5,431,13,5490,543,4649,201,24,4875,3,5423,8,430,332,3,768,0,777,13,24,11,15,45,0,62,562,5100,539,43,5689,3,6254,6,8,0,3,12,17,37,5622,5524,546,54,6123,35,11779,2566,179,7,0,187,7,2758,256,2381,132,8,2520,4,2771,9,242,222,3,464,0,471,0,14,4,11,31,0,31,259,2631,352,28,3020,4,3278,0,3,0,0,0,12,12,2829,2815,361,30,3210,17,6053,1547,127,3,3,129,3,1684,126,1404,87,15,1508,0,1640,0,154,140,0,296,0,300,6,9,3,11,23,0,22,133,1568,234,27,1827,0,1966,3,0,0,0,3,0,10,1684,1695,235,29,1966,5,3654,1884,146,3,0
CED218,3853,201,3,3,214,9,4071,487,1488,30,9,1528,0,2014,0,65,26,0,90,0,91,0,11,3,0,15,0,15,486,1561,58,14,1633,0,2117,4,0,0,0,0,4,17,4349,1766,62,14,1843,16,6206,4169,209,3,0,210,5,4379,366,1151,29,10,1189,0,1555,0,56,31,0,85,0,87,0,0,0,4,10,0,8,370,1203,64,13,1286,0,1655,3,0,0,0,0,0,3,4536,1414,70,18,1499,4,6042,2506,108,3,0,111,8,2624,164,512,19,0,528,0,685,3,27,15,0,36,0,45,0,0,0,0,3,0,3,163,537,28,0,569,0,734,0,0,0,0,0,0,0,2675,649,31,0,678,8,3362,1528,54,0,0,54,0,1584,71,306,13,0,317,0,388,3,7,5,0,13,0,17,0,0,0,0,3,0,5,76,317,20,0,338,0,408,3,0,0,0,0,0,3,1602,372,20,0,390,3,1995,2114,68,0,0
CED219,4868,409,9,7,426,12,5306,506,6263,261,43,6564,3,7074,17,816,338,7,1162,0,1180,6,54,0,13,67,0,72,528,7135,600,61,7795,5,8329,4,11,0,0,11,25,39,5404,7549,607,65,8230,37,13668,4321,322,8,6,333,6,4658,376,5437,207,45,5685,0,6066,13,784,403,8,1201,0,1219,3,55,3,17,73,0,78,394,6283,611,65,6960,0,7356,8,9,0,0,14,29,46,4721,6617,619,72,7302,37,12059,2379,143,3,3,148,3,2529,182,2608,110,15,2733,0,2915,4,376,252,0,625,0,629,7,15,0,8,23,0,26,192,2997,360,23,3378,0,3570,4,0,3,0,3,17,25,2574,3139,364,28,3531,15,6127,1500,82,0,0,80,0,1586,107,1420,102,15,1528,0,1635,7,210,163,0,372,0,377,0,17,0,6,23,0,23,114,1646,265,21,1924,0,2039,0,0,0,0,0,4,9,1618,1720,265,26,2010,8,3630,2113,125,3,3
CED220,3156,289,3,3,298,3,3451,488,2943,163,20,3127,3,3618,7,435,305,4,743,0,753,0,12,3,6,22,0,22,497,3390,476,23,3888,3,4389,6,3,0,0,3,0,13,3658,3684,476,27,4190,5,7851,3497,210,3,3,216,4,3725,337,2464,172,16,2644,0,2988,14,345,323,3,668,0,676,4,11,3,5,22,0,26,353,2820,493,28,3335,3,3691,0,5,0,0,5,4,10,3847,3035,498,27,3562,12,7420,1857,112,0,0,110,0,1966,160,1149,86,12,1241,0,1405,9,177,195,0,375,0,385,0,4,5,3,12,0,16,166,1336,283,14,1629,3,1797,0,0,0,0,0,8,9,2023,1448,283,14,1745,6,3774,1172,59,0,0,60,0,1237,85,667,70,3,735,0,821,7,122,177,0,298,0,304,0,0,0,0,3,0,4,86,792,246,3,1040,0,1129,0,0,0,0,0,4,3,1266,849,247,5,1096,4,2365,1489,76,0,0
CED221,5174,68,0,0,74,16,5265,104,256,6,0,269,3,379,4,16,18,3,33,0,35,0,0,0,0,0,0,4,109,272,21,3,300,3,414,7,0,0,0,0,16,27,5293,343,21,5,373,33,5707,5581,66,0,0,66,17,5666,127,200,3,0,203,0,332,0,18,9,0,29,0,28,0,4,0,0,4,0,3,127,223,12,0,237,0,368,17,0,0,0,0,10,28,5730,295,12,0,305,27,6067,3205,40,0,0,40,9,3255,57,126,0,0,126,0,182,0,3,0,0,7,0,9,3,0,0,0,0,0,3,54,132,0,0,132,0,194,17,0,0,0,0,9,24,3281,173,0,0,171,19,3473,2042,19,0,0,19,8,2074,27,44,0,0,47,0,73,0,3,7,0,6,0,6,0,0,0,0,0,0,0,27,49,3,0,57,0,87,7,0,0,0,0,5,11,2079,69,3,0,81,17,2171,2771,35,0,0
CED222,4964,291,6,9,303,7,5271,463,2280,117,18,2417,0,2880,9,350,203,7,556,0,567,9,12,3,13,21,0,30,482,2638,317,33,2995,0,3474,4,7,0,0,7,14,22,5453,2937,321,45,3303,18,8772,4880,221,5,4,227,9,5119,332,1939,78,13,2029,0,2365,7,293,191,3,489,0,494,3,11,3,3,18,0,23,344,2244,275,18,2536,0,2886,9,8,0,0,6,10,29,5236,2470,279,22,2774,14,8028,2569,101,9,0,108,7,2685,188,1020,56,10,1082,0,1266,0,137,175,0,312,0,312,0,4,0,4,10,0,10,188,1166,225,13,1400,0,1591,3,0,0,0,0,3,9,2761,1265,233,12,1514,9,4282,1600,48,3,4,51,3,1659,95,597,36,7,640,0,737,4,105,121,0,230,0,234,0,0,0,0,6,0,6,99,707,159,7,873,0,971,3,0,0,0,0,0,6,1703,754,160,9,923,4,2634,2084,74,0,3
CED223,5179,261,0,3,264,6,5447,418,1375,61,3,1435,3,1855,4,97,35,0,130,0,135,0,11,0,0,11,0,12,419,1474,91,3,1577,3,1998,3,0,0,0,0,6,8,5603,1738,98,5,1834,9,7457,5340,234,0,0,233,3,5576,373,1140,41,3,1188,0,1564,0,89,23,0,113,0,114,5,7,0,3,6,0,11,379,1231,63,7,1304,0,1685,4,3,0,0,3,9,14,5723,1471,63,9,1543,10,7280,2959,117,3,0,120,6,3083,160,545,19,3,574,0,729,7,46,18,0,65,0,64,0,5,0,0,5,0,5,163,593,34,3,633,0,801,8,0,0,0,0,4,12,3127,712,39,3,754,8,3893,1864,71,3,0,71,0,1936,107,322,16,0,333,0,445,0,24,11,0,31,0,34,0,0,0,0,0,0,0,114,344,25,0,366,0,480,0,0,0,0,0,0,0,1977,417,27,0,443,0,2420,2547,69,0,0
CED224,3159,196,0,5,195,6,3359,372,1484,69,4,1555,0,1933,6,105,84,0,182,0,192,3,3,4,3,9,0,11,383,1588,147,9,1753,0,2139,0,8,0,0,4,0,11,3544,1792,149,15,1957,8,5506,4233,174,0,7,181,9,4418,390,1550,60,9,1620,0,2016,4,89,107,0,197,0,201,3,7,0,4,9,0,12,401,1650,170,7,1825,0,2225,4,0,0,0,4,10,13,4643,1822,168,12,2004,16,6659,2887,110,0,0,109,3,3003,212,917,53,4,973,0,1181,4,36,69,0,103,0,108,0,8,0,0,8,0,6,215,957,118,6,1084,0,1302,3,0,0,0,0,0,3,3103,1072,120,7,1196,4,4307,1930,80,0,0,80,6,2014,135,589,38,0,627,0,763,3,35,57,0,84,0,86,3,3,0,0,3,0,6,144,617,97,3,715,0,858,0,0,0,0,0,3,3,2071,703,97,3,798,9,2875,2633,114,0,0
CED225,5956,231,0,0,234,20,6207,372,1843,36,10,1887,0,2261,3,143,54,0,201,0,199,4,10,0,4,13,0,15,375,1995,91,14,2102,0,2478,4,9,0,0,4,12,23,6337,2236,89,14,2338,28,8708,6638,232,0,3,234,7,6870,384,1841,52,11,1900,0,2283,0,141,60,3,206,0,206,7,13,0,5,11,0,19,388,1989,107,13,2116,0,2509,10,0,0,0,0,14,22,7031,2223,109,14,2350,20,9404,3970,123,0,0,125,0,4101,172,946,26,7,977,0,1146,3,75,40,0,109,0,115,3,0,0,0,0,0,3,178,1014,63,6,1084,0,1261,4,0,0,0,0,5,10,4157,1139,63,7,1210,6,5375,2533,69,0,0,69,3,2600,103,529,24,0,553,0,658,0,42,29,3,78,0,78,3,3,0,0,0,0,3,101,569,60,7,633,0,741,3,0,0,0,0,3,6,2638,637,60,7,705,6,3344,3617,92,0,0
CED226,6023,535,3,8,543,0,6569,765,9640,289,42,9976,3,10742,19,614,335,5,952,0,969,11,44,7,17,69,0,75,786,10300,632,68,11000,3,11789,12,12,0,0,12,15,42,6824,10842,631,81,11558,18,18401,5819,374,6,3,384,4,6211,557,6877,248,37,7160,9,7721,7,491,411,3,905,0,918,7,36,3,12,44,0,54,575,7402,657,56,8112,6,8695,10,14,0,0,14,12,34,6399,7793,662,59,8514,20,14940,2931,198,3,0,203,8,3146,283,2748,111,12,2873,3,3157,0,223,254,0,480,0,484,3,10,0,7,24,0,26,288,2990,367,25,3379,3,3665,7,7,0,0,7,4,13,3219,3186,368,28,3586,24,6826,1760,99,0,0,97,3,1864,149,1441,63,4,1507,0,1660,3,128,158,3,296,0,298,0,12,0,3,12,0,16,160,1579,224,9,1818,0,1977,4,3,0,0,3,3,9,1927,1684,227,14,1922,9,3848,2524,122,7,0
CED227,4841,96,3,0,104,17,4954,123,405,32,0,441,0,560,0,39,59,0,95,0,104,0,4,0,0,3,0,3,129,449,85,6,539,0,670,13,0,3,0,3,22,39,4984,546,92,6,645,36,5667,5142,66,0,0,66,11,5214,125,323,27,0,354,0,475,9,46,50,0,102,0,106,0,3,0,0,3,0,3,132,378,78,0,456,0,592,17,0,0,0,0,23,35,5285,436,80,0,520,37,5842,2992,36,0,0,36,10,3035,45,181,24,0,203,0,250,0,22,38,0,63,0,68,0,0,0,0,3,0,3,44,210,62,4,272,0,319,7,0,0,0,0,8,18,3049,242,64,4,306,20,3370,1973,22,0,0,21,6,1998,26,82,12,0,97,0,123,3,17,23,0,39,0,40,0,0,0,0,0,0,0,30,98,37,0,136,0,164,5,0,0,0,0,10,12,2006,120,36,0,158,11,2176,2822,44,0,0
CED228,3031,317,0,3,330,7,3365,459,2797,155,7,2964,0,3420,14,422,473,3,897,0,913,3,12,0,15,24,0,32,479,3228,630,30,3888,0,4363,7,4,0,0,4,19,31,3519,3552,629,31,4217,26,7761,3020,239,6,3,247,8,3272,388,2238,142,16,2397,3,2786,7,345,408,3,758,0,762,6,16,0,10,25,0,28,399,2601,547,25,3180,3,3577,4,0,0,0,0,11,17,3424,2844,552,33,3429,21,6870,1780,105,3,0,107,3,1889,160,1232,84,4,1322,4,1488,9,179,257,3,441,0,449,3,12,0,6,18,0,21,172,1422,345,12,1781,4,1956,4,0,0,0,0,3,5,1952,1531,349,14,1894,6,3855,1116,60,3,0,60,0,1176,117,705,63,4,773,0,895,0,151,207,0,352,0,356,0,3,0,5,6,0,9,124,856,268,11,1136,0,1262,3,0,0,0,0,0,9,1244,920,275,12,1200,3,2446,1554,89,0,0
CED229,9267,415,3,13,426,16,9712,518,3663,114,18,3794,3,4321,4,223,90,6,322,0,324,5,16,0,9,24,0,30,523,3905,206,27,4142,4,4673,8,0,0,0,0,19,31,9804,4325,209,40,4569,39,14410,8698,277,5,4,286,23,9008,377,2958,97,16,3081,12,3469,7,188,114,0,301,0,310,4,18,0,3,24,0,27,388,3167,211,23,3404,12,3803,19,7,0,0,7,23,42,9105,3446,216,31,3689,55,12851,4733,146,0,3,150,11,4891,196,1326,48,6,1379,0,1578,4,88,75,0,166,0,166,4,4,0,3,11,0,12,198,1428,121,9,1558,3,1760,11,0,0,0,0,10,17,4946,1568,121,15,1705,19,6670,2905,89,0,5,95,8,3000,122,713,40,3,753,3,880,11,46,45,0,87,0,99,0,0,0,3,3,0,4,131,766,80,5,848,3,979,3,3,0,0,3,3,11,3038,853,80,11,946,11,3999,3897,117,0,0
CED230,7254,212,3,0,214,12,7484,201,822,31,6,862,0,1065,7,56,24,3,85,0,95,3,4,0,3,9,0,11,216,884,56,9,953,0,1167,22,0,0,0,3,10,32,7487,1098,60,9,1176,17,8679,7091,140,10,0,147,18,7255,191,638,12,7,660,0,859,8,43,21,0,66,0,72,3,3,0,0,3,0,7,212,687,37,5,729,0,937,25,0,0,0,0,12,36,7326,830,41,5,874,32,8231,3851,71,0,0,71,13,3934,112,280,14,0,294,0,411,0,22,9,0,36,0,33,0,0,0,0,0,0,3,117,302,25,0,326,0,448,11,0,0,0,0,7,19,3977,374,25,0,399,24,4397,2424,34,0,0,39,0,2469,57,168,12,0,176,0,241,4,18,8,0,26,0,30,0,0,0,0,0,0,3,68,184,19,0,204,0,273,5,0,0,0,0,3,12,2500,219,19,0,245,11,2750,3198,45,0,0
