CED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
CED509,12815,16401,5124,515,34855,8323,1252,44433,815,492,439,74,1814,1920,150,3883,134,120,82,13,346,193,35,570,944,613,515,82,2155,2114,190,4456,64,39,28,3,134,158,18,311,50,18,16,5,95,116,14,228,3,5,3,0,13,10,3,25,0,0,0,0,0,4,0,7,118,59,48,10,238,300,36,572,60,3,4,0,71,149,3,230,5,5,0,0,10,16,3,33,11,11,0,0,17,3,0,21,23,36,14,0,77,26,3,105,103,53,22,0,177,196,11,388,24,33,22,0,81,37,11,133,14011,17161,5724,613,37511,10970,1495,49978
CED510,12400,19621,4047,387,36451,5879,857,43191,713,384,348,36,1480,1330,69,2878,411,252,139,19,821,302,91,1208,1128,638,488,48,2302,1631,154,4090,93,15,25,3,139,280,12,431,118,33,31,12,189,133,44,363,96,30,16,21,161,142,46,348,0,0,0,0,3,7,0,5,306,76,71,34,490,563,98,1153,0,0,0,0,0,0,0,0,14,0,3,0,19,42,0,60,3,0,0,0,3,0,0,3,0,9,3,0,13,0,7,18,21,10,4,0,35,46,7,84,15,15,3,0,40,19,3,61,13867,20357,4614,475,39315,8140,1118,48576
CED511,15730,15180,4864,456,36228,12010,1295,49527,646,367,302,36,1350,2044,112,3509,72,54,36,8,164,134,25,321,718,424,331,44,1515,2174,138,3831,90,42,42,5,182,397,32,618,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,10,94,42,44,5,187,403,32,628,120,11,10,0,148,277,6,439,32,5,0,0,41,71,0,109,19,14,4,0,30,42,4,79,47,28,5,0,83,70,4,156,217,57,22,3,300,464,19,777,128,91,26,4,248,162,5,422,16891,15794,5289,511,38485,15214,1489,55185
CED512,14984,22436,6534,467,44424,8562,1278,54266,1347,738,570,49,2709,1485,172,4364,139,78,63,12,295,173,21,491,1487,819,639,60,3002,1656,196,4852,45,21,26,0,89,132,5,231,31,19,19,3,73,45,12,126,3,0,0,0,5,0,0,9,0,0,0,0,0,7,0,7,83,40,49,3,171,179,15,376,24,4,3,0,33,44,3,78,20,3,3,0,27,39,0,63,26,23,3,0,50,13,5,66,9,0,3,0,11,0,0,13,72,34,12,0,123,101,8,221,54,42,15,0,118,70,11,193,16679,23372,7243,534,47832,10564,1509,59909
CED513,9166,11695,3199,508,24570,6719,1830,33119,1493,940,588,80,3092,2650,402,6142,1382,785,313,73,2553,1402,474,4427,2867,1720,901,153,5642,4047,876,10570,787,252,172,36,1252,1668,261,3181,971,237,124,59,1387,1666,373,3424,2930,741,258,153,4087,3796,821,8701,3,0,0,0,3,3,0,12,4688,1233,556,251,6731,7135,1458,15324,0,0,0,0,3,0,0,8,0,0,0,0,6,0,0,3,3,0,0,0,3,12,0,20,24,14,6,0,36,42,11,93,30,12,10,3,48,59,13,124,65,27,14,0,103,82,10,201,16814,14695,4674,921,37097,18045,4191,59326
CED514,8966,12085,3340,479,24877,6168,1164,32208,4371,3185,1728,324,9609,7225,1014,17843,1005,876,311,67,2254,996,244,3498,5377,4060,2039,384,11863,8221,1256,21343,516,218,172,36,939,1374,147,2458,104,37,14,4,161,271,21,452,53,19,11,0,87,108,15,203,0,0,0,0,0,4,0,3,676,272,192,38,1186,1756,182,3119,15,0,0,0,12,15,0,30,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,4,0,12,0,0,9,13,3,4,0,23,22,0,44,33,36,8,0,72,51,16,136,15062,16466,5588,905,38026,16209,2621,56856
CED515,9860,11968,3812,779,26414,8266,2630,37311,2348,1840,829,299,5315,3961,906,10180,1847,1047,387,193,3471,1953,706,6134,4198,2888,1220,491,8790,5913,1612,16318,585,258,131,72,1049,1144,178,2370,438,155,63,50,712,810,180,1699,947,243,84,60,1329,1219,185,2736,0,0,0,0,0,0,0,3,1976,658,281,180,3094,3177,541,6813,0,0,0,0,4,4,0,7,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,17,11,0,3,25,9,7,44,19,9,3,3,37,19,4,59,53,44,13,4,118,74,24,220,16102,15564,5335,1455,38452,17450,4808,60718
CED516,10696,16610,3687,553,31552,6332,1061,38949,1389,1033,641,72,3136,2702,236,6079,462,534,129,25,1147,344,64,1554,1846,1563,773,95,4285,3045,299,7633,172,174,78,11,434,638,34,1112,68,8,13,3,91,123,7,225,113,26,6,0,138,106,4,251,0,0,0,0,3,3,0,5,351,205,93,13,670,880,45,1591,0,0,0,0,3,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,8,3,11,3,0,14,3,0,17,33,41,3,0,76,27,3,103,12932,18432,4563,665,36597,10294,1410,48299
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,9562,9566,4049,347,23521,8391,1056,32974,327,128,186,34,670,1440,123,2239,211,152,84,17,461,280,69,812,544,277,267,48,1134,1719,195,3050,401,140,244,19,805,1678,126,2613,15,3,8,0,26,75,15,109,4,3,3,0,14,110,3,124,13,7,11,0,28,53,6,90,432,151,262,22,875,1912,144,2926,5,3,0,0,6,13,0,21,3,0,0,0,11,17,0,32,5,3,0,0,7,10,0,18,23,12,9,3,46,40,9,89,35,27,11,3,70,79,12,159,43,32,15,0,86,81,5,175,10610,10057,4597,419,25688,12187,1413,39289
CED602,10847,9332,4238,243,24658,9234,816,34710,342,74,209,19,645,1766,60,2469,32,12,15,6,62,193,9,272,377,87,224,20,711,1962,70,2741,54,21,30,3,111,352,8,471,0,0,0,0,3,35,0,37,10,0,3,0,13,47,3,68,0,0,0,0,0,7,0,7,61,25,37,3,124,441,9,584,23,5,11,0,38,66,0,103,27,0,0,0,36,59,3,99,7,0,0,0,7,3,0,13,21,14,8,0,43,22,3,75,76,21,15,3,118,156,13,287,33,24,12,0,68,59,10,142,11395,9491,4523,269,25677,11851,918,38452
CED603,8327,9075,3786,352,21545,7739,1393,30680,275,130,200,29,636,1053,134,1822,374,169,150,29,724,629,203,1560,651,301,353,53,1358,1686,335,3379,775,305,401,54,1535,2685,371,4597,181,40,32,15,269,477,104,847,134,34,21,10,199,368,65,623,12,9,4,0,25,36,3,61,1098,385,460,80,2026,3564,548,6132,5,0,0,0,8,3,0,10,9,0,4,0,15,20,3,37,0,0,0,0,0,4,0,4,24,31,9,0,69,35,17,124,42,31,14,0,92,63,19,174,25,15,14,0,55,60,9,131,10147,9811,4620,487,25073,13109,2307,40488
CED604,11442,11363,4285,289,27385,8791,865,37045,162,52,141,5,357,686,34,1085,100,62,56,5,220,246,11,480,264,109,191,11,582,929,52,1563,121,36,80,7,249,434,13,700,18,0,5,3,26,49,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,39,89,10,281,488,19,786,28,4,0,0,31,45,0,69,21,3,0,0,25,44,3,72,8,3,0,0,13,14,3,34,19,17,9,0,45,19,0,62,73,27,9,0,112,122,5,239,24,24,8,0,53,30,3,90,11944,11568,4579,320,28417,10365,946,39726
CED605,12403,9966,4280,266,26916,9842,834,37594,87,39,45,3,171,400,17,589,9,3,10,0,22,46,4,68,96,49,54,3,196,441,17,656,143,63,132,14,345,444,29,820,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,10,147,60,132,14,350,453,29,835,29,9,9,0,39,69,3,113,13,5,3,0,26,46,3,72,13,11,0,0,18,19,0,44,31,12,16,0,69,38,7,114,88,36,27,3,150,178,11,340,54,42,14,3,105,82,13,195,12781,10150,4502,284,27720,11001,909,39625
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,5462,8711,2875,450,17498,3386,745,21638,582,577,296,43,1500,1015,115,2626,147,163,62,9,384,283,50,717,733,734,364,57,1888,1294,164,3347,210,117,83,17,431,661,94,1188,55,45,26,6,134,114,30,276,8,3,7,0,20,49,3,67,3,0,0,0,9,10,0,17,283,172,112,30,596,833,128,1548,292,80,26,4,402,472,23,894,32,7,3,0,51,73,0,124,77,45,15,10,152,128,14,292,88,104,43,0,235,110,21,366,496,239,83,19,838,785,59,1675,105,87,34,3,220,163,11,395,7068,9952,3471,549,21040,6457,1107,28604
CED702,5510,9706,2614,269,18094,2673,1026,21793,620,492,297,44,1452,957,162,2571,561,501,190,27,1281,562,170,2016,1181,998,488,66,2731,1518,334,4585,888,760,393,53,2104,1429,258,3797,529,307,105,16,951,536,176,1666,1524,753,189,46,2520,1427,506,4450,4,0,0,0,10,3,0,11,2950,1826,686,122,5581,3393,950,9927,119,14,11,0,148,122,12,278,18,8,0,0,22,47,4,72,3,0,0,0,5,10,4,21,36,34,12,3,82,35,13,131,177,61,19,3,260,210,26,497,44,40,11,3,97,76,9,184,9873,12616,3821,471,26774,7870,2343,36987
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,13437,19781,5294,416,38926,8541,1108,48577,1310,884,697,64,2953,2835,161,5947,1133,939,512,50,2641,1634,295,4576,2443,1827,1214,112,5595,4472,463,10521,380,208,140,18,740,1063,97,1904,1034,450,198,44,1725,1875,424,4027,1783,441,172,55,2449,2598,535,5579,21,11,8,0,48,72,0,119,3214,1113,516,118,4965,5611,1052,11627,0,4,3,0,5,19,0,23,11,4,7,0,23,65,5,92,0,0,0,0,0,6,0,6,4,9,10,0,28,10,0,38,16,20,17,0,60,104,5,169,32,20,4,0,60,56,13,130,19148,22764,7044,651,49600,18783,2641,71018
CED802,12163,20820,4823,455,38264,7514,1970,47746,1754,1605,810,90,4254,3215,452,7920,1809,1725,726,114,4375,1639,817,6835,3562,3330,1536,205,8630,4854,1275,14757,671,265,164,43,1136,1305,256,2698,867,372,139,66,1444,1457,384,3283,1162,351,118,53,1689,1646,394,3727,15,6,3,4,23,36,11,77,2718,996,422,164,4299,4440,1046,9783,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,8,0,0,0,0,0,4,0,3,4,9,0,0,12,5,0,18,5,11,3,0,15,16,5,36,26,22,13,0,59,77,15,153,18478,25174,6792,825,51265,16896,4310,72475
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
