CED_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED218,957,2481,250,3682,1210,4553,421,6190,2324,12227,1337,15885,2114,7698,759,10572,2379,6233,621,9229,1723,5029,472,7229,1241,3782,400,5422,598,2198,348,3150,130,1030,140,1305,12689,45234,4747,62669,1102,2469,244,3811,1716,5171,488,7375,3093,12475,1358,16925,2910,7176,687,10771,3037,6215,537,9791,2010,5572,515,8091,1556,4315,443,6307,723,2887,453,4070,172,1778,323,2274,16311,48052,5053,69414,2056,4945,489,7492,2927,9729,910,13562,5413,24704,2696,32810,5023,14877,1450,21348,5412,12447,1160,19024,3730,10603,987,15318,2799,8098,841,11729,1324,5083,806,7216,299,2811,466,3576,28996,93289,9799,132082
CED219,782,5585,546,6919,819,6061,549,7426,1518,13190,1090,15799,1945,12418,944,15306,1636,9956,776,12359,1127,7893,638,9659,665,4547,489,5704,213,1980,347,2536,22,625,104,751,8722,62256,5476,76461,916,4966,475,6364,1059,5297,438,6790,1996,13842,1015,16855,2467,11384,799,14651,1837,9917,760,12521,1285,8073,654,10006,769,4674,553,5999,248,2428,389,3060,36,1149,172,1356,10628,61733,5246,77600,1703,10554,1021,13280,1879,11356,983,14217,3519,27037,2102,32657,4413,23800,1745,29957,3476,19869,1535,24879,2414,15963,1284,19661,1431,9228,1047,11702,459,4406,730,5595,60,1776,274,2108,19354,123990,10717,154064
CED220,726,3452,281,4452,782,4495,360,5635,1191,9149,630,10971,1659,8299,554,10513,1685,7630,512,9825,1089,6563,429,8082,860,4513,417,5787,447,2858,367,3676,108,1279,207,1600,8544,48240,3758,60542,819,3137,248,4206,926,3666,272,4857,1435,8930,574,10949,2211,8203,519,10934,1973,7959,486,10420,1264,6864,426,8553,1079,5151,463,6695,583,3523,516,4619,159,1951,450,2551,10453,49379,3950,63781,1545,6587,532,8662,1706,8160,632,10492,2633,18084,1208,21917,3872,16495,1079,21443,3654,15592,1002,20246,2349,13427,859,16631,1941,9664,877,12479,1031,6380,880,8294,262,3231,655,4156,18996,97615,7710,124324
CED221,981,2811,534,4324,617,2722,334,3671,1184,4968,614,6764,2047,4984,695,7723,2775,5842,771,9389,2785,6592,895,10270,2507,5222,865,8596,881,2570,574,4027,150,970,283,1411,13930,36673,5562,56165,1140,2379,502,4020,633,2278,274,3184,1563,5184,523,7264,2875,4903,613,8393,3156,6053,741,9955,3106,6753,829,10684,2762,4911,836,8507,1082,2737,663,4483,230,1646,469,2343,16540,36841,5451,58829,2118,5192,1036,8349,1248,5002,608,6854,2743,10149,1133,14024,4921,9886,1309,16112,5932,11903,1509,19338,5893,13351,1719,20960,5269,10131,1705,17106,1961,5300,1240,8505,381,2616,757,3755,30468,73518,11014,114998
CED222,668,3784,335,4790,708,4130,324,5172,1145,8955,682,10785,1779,9213,692,11681,1936,8375,650,10966,1246,6819,539,8604,900,4559,489,5945,417,2245,397,3064,94,933,215,1244,8898,49014,4326,62239,893,3365,298,4554,827,3570,253,4644,1534,9143,641,11317,2578,8983,653,12214,2231,8554,562,11343,1431,7068,542,9047,1225,4958,566,6744,530,2898,534,3961,116,1668,437,2218,11354,50214,4480,66041,1558,7154,635,9346,1537,7698,574,9815,2681,18101,1323,22099,4355,18193,1345,23895,4168,16924,1215,22302,2673,13884,1084,17648,2117,9519,1054,12693,944,5150,930,7023,206,2603,654,3458,20249,99230,8803,128284
CED223,851,3220,260,4330,706,3431,229,4365,1283,6817,465,8564,1944,7164,474,9584,2323,6625,530,9478,1731,6355,421,8497,1407,4462,369,6243,560,2178,301,3036,107,928,188,1225,10915,41175,3233,55326,1039,2770,235,4040,996,2960,197,4158,1614,6810,449,8872,2990,6883,421,10296,2895,6958,460,10312,2027,6908,411,9343,1713,4644,453,6818,700,2716,445,3863,141,1615,381,2142,14113,42265,3459,59838,1883,5988,493,8365,1708,6395,425,8520,2902,13629,909,17438,4937,14049,898,19883,5219,13582,987,19791,3754,13257,832,17847,3123,9106,826,13056,1259,4891,745,6897,248,2550,575,3368,25027,83440,6695,115161
CED224,1464,3468,270,5202,1364,4379,331,6074,1688,7677,653,10014,1848,5865,459,8168,2830,6210,536,9578,2024,5334,392,7751,1613,3729,326,5668,724,2136,251,3110,205,1143,155,1496,13757,39932,3383,57065,1671,3254,263,5190,1626,3951,298,5875,2081,7634,615,10329,2879,6220,479,9581,3573,6933,491,11002,2345,5842,424,8607,1845,4329,428,6595,944,2760,362,4071,241,2331,300,2877,17204,43246,3665,64116,3136,6718,534,10388,2987,8331,632,11947,3766,15304,1273,20340,4722,12083,942,17749,6408,13142,1031,20576,4368,11177,820,16356,3457,8056,754,12264,1665,4895,621,7178,448,3469,456,4377,30963,83178,7043,121182
CED225,917,4762,364,6043,710,4063,240,5018,1111,7320,465,8894,2243,8352,540,11137,2459,8694,578,11731,1605,6822,473,8901,1154,4024,378,5553,422,1827,263,2519,71,614,122,810,10699,46477,3425,60605,1216,3983,323,5528,975,3601,225,4805,1540,7464,483,9485,3275,8412,499,12190,2796,8714,571,12073,1817,6873,437,9122,1301,4139,411,5856,508,1961,303,2765,85,988,191,1272,13514,46134,3454,63100,2135,8750,689,11570,1687,7664,472,9819,2649,14777,951,18379,5522,16763,1037,23326,5253,17408,1147,23807,3418,13692,913,18023,2454,8164,789,11413,934,3786,568,5285,162,1605,317,2077,24213,92619,6873,123705
CED226,857,5495,580,6931,868,5952,688,7506,2089,17053,1831,20978,2976,15542,1475,19997,2116,10652,922,13687,1192,7684,668,9544,745,4394,496,5628,223,1706,313,2236,22,441,112,573,11098,68920,7068,87089,1064,5007,500,6573,1185,5334,464,6988,2702,18630,1398,22730,3454,14232,1035,18720,2344,10487,807,13632,1372,8061,644,10077,807,4590,533,5933,236,2065,351,2655,27,802,211,1034,13192,69205,5939,88340,1924,10506,1079,13511,2052,11286,1158,14491,4791,35686,3226,43711,6436,29772,2502,38714,4453,21138,1724,27320,2572,15746,1307,19623,1551,8981,1029,11563,463,3771,662,4894,48,1242,320,1608,24290,138128,13014,175430
CED227,1159,2684,561,4403,755,2601,367,3723,1555,5186,768,7510,2093,4430,634,7163,2802,5423,861,9081,2808,6178,926,9912,2203,4745,964,7911,1073,2588,705,4368,190,1149,321,1661,14636,34993,6106,55735,1138,2420,536,4098,833,2404,323,3561,1810,5174,639,7630,2784,4289,597,7672,3202,5470,767,9444,2840,6017,895,9756,2536,4344,960,7842,1305,2980,880,5171,288,1982,536,2810,16752,35088,6141,57973,2299,5106,1098,8501,1587,5009,695,7289,3370,10367,1409,15144,4881,8720,1229,14831,6004,10891,1631,18522,5654,12196,1822,19671,4742,9089,1919,15751,2378,5577,1585,9536,480,3136,852,4469,31386,70083,12245,113709
CED228,717,3699,436,4852,922,5343,539,6803,1462,11229,1197,13890,1556,8686,803,11037,1671,8238,742,10662,1199,6945,598,8743,782,4976,600,6363,366,3026,459,3855,60,1158,224,1444,8743,53304,5605,67645,853,3464,410,4726,1186,4495,406,6090,1860,10847,1029,13738,2150,8647,756,11550,2078,8185,670,10931,1390,7568,638,9598,955,5475,658,7082,429,3859,625,4914,91,1918,384,2396,11005,54453,5575,71030,1574,7162,844,9577,2106,9838,946,12891,3324,22076,2224,27629,3708,17329,1555,22591,3756,16423,1413,21595,2594,14510,1238,18337,1735,10452,1258,13440,794,6888,1089,8770,157,3070,615,3842,19747,107757,11172,138675
CED229,1019,5378,651,7046,784,5207,432,6426,1573,12568,938,15076,2538,11972,977,15484,2565,10204,858,13625,1774,7962,764,10499,1335,5087,640,7053,449,2004,367,2816,65,637,128,829,12095,61009,5759,78868,1210,4784,607,6600,998,4825,393,6214,2139,13336,989,16468,3691,11544,910,16139,3036,10472,865,14383,2052,8208,732,10993,1550,5066,720,7338,465,2167,454,3085,88,999,241,1327,15238,61396,5916,82548,2233,10161,1259,13648,1786,10033,826,12647,3713,25899,1931,31546,6229,23514,1888,31630,5603,20674,1724,28001,3823,16171,1497,21491,2885,10151,1357,14390,912,4167,818,5905,152,1630,373,2156,27332,122402,11673,161415
CED230,900,3701,585,5185,674,3449,360,4481,1374,7670,714,9757,2045,6860,647,9557,2365,7207,855,10423,2212,7152,831,10190,2105,5776,874,8750,888,2925,636,4447,128,1017,267,1414,12690,45757,5761,64206,964,3363,485,4817,792,3453,350,4596,1959,8107,664,10734,3055,6519,678,10256,2930,7395,781,11101,2863,7286,875,11027,2643,5852,933,9428,1082,3121,770,4972,184,1803,456,2450,16474,46907,5994,69372,1864,7066,1067,9998,1463,6903,707,9076,3334,15775,1371,20488,5106,13381,1327,19819,5291,14600,1635,21524,5071,14440,1704,21214,4747,11624,1808,18180,1972,6051,1407,9420,312,2824,726,3861,29166,92664,11751,133583
CED231,1112,3902,642,5654,2943,11024,1619,15586,5142,23065,3517,31717,2476,10283,1691,14452,1915,6339,1104,9355,1397,4772,870,7040,950,3060,584,4596,303,1460,326,2090,67,617,173,852,16297,64514,10528,91339,1721,4707,689,7116,4570,12443,1788,18804,6523,22821,3285,32636,3080,9082,1415,13580,2308,5984,1014,9309,1749,4934,813,7504,1202,3165,560,4921,373,1922,418,2713,71,1008,304,1383,21601,66075,10292,97962,2831,8606,1329,12773,7513,23465,3409,34386,11667,45885,6800,64351,5553,19366,3113,28030,4221,12327,2117,18666,3151,9710,1685,14544,2148,6223,1142,9518,681,3381,747,4799,136,1629,471,2233,37896,130587,20812,189301
CED232,711,1806,284,2808,1052,4246,643,5949,3040,14845,2288,20170,2377,9426,1351,13157,2141,6462,1035,9641,1709,5229,846,7781,1188,3774,609,5575,399,1711,320,2424,90,861,186,1140,12711,48364,7569,68642,858,1900,308,3058,1469,4771,747,6986,3896,15224,2381,21498,3248,8516,1263,13025,2751,6239,906,9900,2044,5217,765,8023,1422,3639,557,5621,473,2032,370,2877,112,1418,303,1829,16268,48953,7598,72820,1568,3708,586,5865,2524,9022,1392,12933,6930,30071,4667,41667,5631,17936,2613,26182,4893,12705,1946,19543,3747,10449,1612,15806,2607,7413,1172,11193,872,3744,684,5306,205,2284,489,2973,28977,97323,15164,141464
CED233,972,3654,223,4848,816,3586,175,4575,1088,6004,353,7447,1525,5986,321,7832,2119,7016,414,9547,1542,6342,363,8241,1324,4821,308,6444,747,3339,394,4479,104,1255,187,1548,10224,42007,2730,54966,1052,3116,204,4369,1013,2975,156,4141,1285,5963,326,7575,2408,6087,314,8812,2653,7629,397,10679,1787,6982,386,9154,1696,5391,450,7543,832,3694,483,5014,122,1990,360,2473,12850,43824,3082,59760,2025,6766,426,9223,1834,6559,331,8724,2365,11969,682,15025,3932,12076,637,16642,4769,14645,806,20220,3326,13328,746,17404,3018,10214,751,13982,1582,7027,880,9488,224,3240,552,4018,23074,85829,5815,114724
CED234,993,3181,609,4775,602,2787,329,3721,1223,5457,744,7431,1835,5249,766,7850,2352,6215,903,9470,2412,6732,933,10082,2092,5430,1068,8593,1007,2977,805,4794,169,1106,341,1616,12688,39136,6509,58328,1069,2752,536,4356,630,2584,267,3478,1558,5560,670,7791,2554,5048,654,8261,2868,6262,794,9924,2619,6687,884,10189,2481,4951,1043,8474,1197,3081,908,5184,242,1788,529,2561,15225,38710,6282,60215,2058,5928,1145,9131,1239,5368,596,7201,2788,11017,1411,15214,4390,10297,1421,16114,5215,12478,1701,19400,5030,13424,1817,20266,4577,10379,2114,17067,2209,6053,1716,9977,405,2897,872,4181,27906,77846,12787,118546
CED235,617,4387,357,5365,714,5128,375,6209,1189,11167,815,13170,1475,9483,632,11593,1485,8639,524,10645,968,7452,491,8908,708,5122,487,6320,266,2692,310,3266,36,825,106,968,7461,54898,4098,66449,834,3843,364,5044,991,4560,320,5868,1550,10930,816,13298,2058,8972,573,11599,1748,9114,575,11435,1087,8092,563,9734,802,5355,495,6657,298,3128,397,3824,21,1269,172,1466,9393,55263,4274,68931,1450,8234,719,10405,1708,9685,691,12079,2738,22102,1633,26474,3536,18458,1209,23192,3231,17749,1097,22079,2047,15547,1051,18644,1507,10478,991,12975,573,5819,702,7093,63,2091,278,2430,16848,110158,8367,135376
CED236,1019,2674,495,4180,758,2506,320,3589,1315,4381,710,6400,2138,4363,819,7332,2854,5365,985,9206,2951,6001,981,9934,2370,4936,977,8286,957,2571,677,4210,172,970,274,1417,14535,33776,6246,54553,1146,2297,449,3885,686,2237,235,3155,1648,4416,444,6516,2793,4094,525,7413,3279,5582,656,9523,2982,6214,787,9979,2690,4531,917,8136,1117,2863,802,4779,234,1794,487,2509,16574,34029,5297,55895,2159,4968,940,8064,1446,4741,555,6740,2958,8800,1154,12915,4933,8458,1344,14738,6132,10943,1643,18724,5932,12212,1766,19914,5066,9470,1894,16426,2074,5438,1484,8995,400,2772,761,3930,31110,67803,11541,110449
CED237,506,3034,334,3876,1028,5017,444,6490,2573,14364,1348,18291,2227,10217,928,13375,1845,7459,631,9939,1072,5360,481,6912,589,3614,412,4614,300,3007,370,3680,78,1445,193,1714,10224,53521,5141,68886,680,2667,290,3636,1616,4769,452,6834,3600,13399,1235,18237,3099,9489,834,13421,2225,7411,623,10254,1312,5871,512,7701,782,4236,465,5487,419,4230,495,5143,107,2317,289,2713,13845,54395,5197,73428,1183,5708,620,7513,2648,9789,889,13330,6174,27757,2591,36524,5330,19707,1757,26793,4072,14871,1258,20195,2385,11232,995,14610,1376,7849,873,10101,715,7241,869,8822,183,3762,484,4431,24067,107910,10336,142318
CED294,30,102,49,180,44,286,121,447,104,638,308,1052,68,395,345,813,61,326,248,628,51,275,140,460,29,202,54,283,10,51,20,72,0,11,0,9,388,2279,1280,3942,30,112,43,178,67,280,105,453,110,489,196,795,67,258,149,479,40,216,89,347,51,223,77,352,27,140,31,204,6,29,11,49,0,17,15,28,392,1770,719,2883,53,213,84,357,108,567,224,898,218,1126,504,1848,135,661,498,1295,97,544,337,975,97,500,212,816,57,339,84,482,12,77,30,121,0,23,15,38,781,4045,1993,6825
CED297,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,4,0,11,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,3,4,0,11,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,25
CED301,891,3940,560,5394,678,4162,449,5282,1281,8616,950,10851,1573,7339,827,9745,1575,7412,789,9775,1327,6535,717,8574,1044,4436,571,6051,433,2084,362,2874,54,674,109,840,8850,45194,5344,59392,976,3592,473,5043,875,4062,441,5378,1979,8750,851,11589,2453,6969,686,10105,2029,7342,728,10099,1767,6317,655,8735,1328,4256,581,6170,518,2329,424,3274,70,1114,210,1391,12003,44736,5049,61786,1875,7532,1030,10434,1548,8218,888,10661,3261,17372,1808,22439,4024,14316,1514,19849,3605,14754,1519,19875,3089,12845,1374,17310,2371,8696,1156,12218,951,4409,785,6151,128,1793,320,2239,20851,89933,10391,121175
CED302,1059,3672,278,5006,773,3954,271,5003,1303,7611,574,9495,2043,7874,564,10485,2151,7489,582,10226,1544,5962,474,7976,1144,4106,392,5640,493,2242,300,3033,85,834,152,1071,10590,43749,3589,57932,1129,3450,279,4857,1038,3660,262,4962,1772,7728,553,10054,3088,7728,468,11283,2847,7543,467,10854,1799,6327,408,8540,1418,4507,396,6324,624,2822,401,3846,115,1679,303,2092,13827,45439,3540,62812,2187,7123,553,9864,1810,7613,539,9962,3075,15340,1133,19549,5129,15601,1034,21767,4998,15033,1053,21077,3339,12296,878,16517,2559,8613,788,11963,1115,5062,700,6878,193,2510,457,3167,24421,89194,7128,120740
CED303,777,4046,264,5083,536,3519,177,4228,836,6527,386,7745,1477,6927,448,8854,1761,7787,525,10070,1500,7562,526,9594,1463,5466,474,7403,573,2520,381,3477,88,892,256,1233,9003,45245,3437,57691,1026,3423,206,4648,727,3090,153,3965,1249,6420,353,8020,2448,6776,379,9606,2488,8187,444,11122,2033,7755,492,10278,1903,5519,526,7954,716,2842,522,4079,121,1467,460,2044,12704,45481,3536,61715,1801,7470,462,9730,1255,6610,322,8191,2084,12943,745,15769,3923,13708,832,18459,4243,15970,973,21188,3535,15317,1018,19872,3372,10985,1004,15357,1288,5366,906,7557,202,2355,719,3279,21705,90725,6973,119405
CED304,896,2863,258,4021,1370,6516,783,8670,2805,14966,1917,19695,2356,9014,1207,12578,2556,7078,1099,10729,1561,5280,753,7591,894,3162,511,4566,336,1332,270,1931,65,506,151,727,12828,50726,6949,70506,1233,3002,320,4547,2007,6698,738,9443,3429,13825,1764,19020,3207,7935,962,12102,3098,6238,767,10101,1683,5074,631,7396,1100,3064,458,4624,402,1630,345,2370,89,1044,426,1556,16248,48514,6402,71166,2126,5866,579,8568,3375,13215,1521,18116,6242,28794,3678,38713,5561,16953,2166,24684,5648,13318,1866,20828,3245,10356,1383,14991,1992,6229,963,9191,736,2958,612,4302,151,1549,575,2279,29077,99242,13350,141674
CED305,1013,3400,569,4977,587,3490,597,4681,1421,7441,1551,10409,1939,6738,1398,10076,2020,7231,1430,10681,1636,6954,1182,9766,1162,4368,740,6275,442,2066,484,3000,70,641,233,946,10293,42331,8191,60813,1190,3101,532,4823,741,3273,432,4443,2066,7050,822,9940,2825,5867,780,9480,2480,6809,861,10151,1894,6186,754,8836,1439,3920,660,6009,592,2322,564,3480,97,1083,365,1545,13321,39616,5773,58707,2203,6499,1099,9800,1327,6763,1024,9118,3492,14490,2370,20354,4770,12605,2182,19560,4497,14039,2299,20830,3529,13138,1933,18605,2599,8285,1399,12287,1036,4396,1054,6477,160,1728,602,2493,23613,81946,13960,119527
CED306,818,3588,536,4941,620,3783,662,5065,1303,7795,1545,10641,1858,7158,1353,10371,2073,7994,1355,11424,1720,7439,1077,10227,1178,4879,818,6868,454,2256,441,3154,51,737,153,945,10073,45634,7933,63642,987,3229,423,4636,774,3492,479,4745,2032,7543,959,10531,2906,6541,830,10283,2702,7492,859,11053,2056,6770,753,9574,1548,4115,662,6335,662,2346,475,3477,117,1204,246,1565,13788,42732,5688,62205,1800,6818,963,9584,1399,7278,1138,9815,3337,15334,2500,21178,4763,13701,2187,20655,4769,15489,2215,22477,3774,14201,1824,19806,2722,8997,1480,13202,1116,4600,916,6632,175,1946,400,2513,23863,88363,13622,125849
CED307,965,3865,279,5112,633,3643,247,4524,1106,6993,468,8565,2010,7865,492,10366,2144,7713,523,10379,1565,6237,388,8191,1288,4274,351,5910,419,1510,237,2164,44,446,143,631,10171,42544,3123,55837,1163,3345,265,4768,879,3261,188,4333,1641,7101,413,9165,3146,7508,423,11079,2826,7605,456,10885,1907,6303,362,8566,1540,4330,376,6251,408,1732,296,2436,56,816,285,1158,13570,42008,3071,58645,2130,7210,545,9883,1510,6908,432,8855,2747,14102,879,17725,5160,15371,916,21443,4966,15313,978,21263,3472,12542,751,16765,2828,8606,729,12159,823,3238,532,4597,103,1263,429,1794,23738,84550,6195,114482
CED308,724,4257,473,5450,646,4452,481,5579,1082,8528,945,10548,1429,8657,866,10951,1478,8793,921,11190,1035,7339,744,9117,1012,6222,697,7931,409,2941,438,3788,50,865,235,1153,7868,52041,5804,65710,960,3905,450,5312,874,4345,479,5698,1497,8857,952,11306,2420,8770,829,12020,2024,9174,917,12112,1499,8106,743,10353,1342,6533,771,8645,476,3135,604,4214,60,1432,413,1902,11155,54258,6153,71565,1681,8156,919,10763,1526,8793,963,11281,2582,17383,1895,21858,3850,17427,1695,22965,3500,17962,1839,23305,2542,15446,1489,19473,2349,12761,1471,16578,884,6073,1045,7998,113,2295,648,3054,19024,106300,11949,137276
CED309,847,3271,340,4456,586,3015,290,3897,1039,6372,622,8032,1811,6863,702,9376,2123,7337,699,10160,1838,7152,645,9641,1851,5700,600,8149,789,2968,407,4166,108,1084,241,1434,10991,43776,4539,59304,1100,3076,293,4474,789,2947,297,4035,1578,6489,522,8589,2829,6965,547,10335,2985,8117,652,11753,2481,7601,647,10729,2373,5711,645,8728,941,3222,584,4738,151,1743,427,2317,15222,45864,4605,65691,1946,6349,636,8929,1375,5963,589,7929,2621,12860,1140,16616,4634,13830,1248,19713,5109,15454,1349,21913,4323,14750,1292,20369,4218,11412,1245,16878,1726,6188,988,8907,257,2832,661,3752,26212,89639,9148,124998
CED310,773,3293,351,4417,527,2897,286,3714,877,5564,517,6959,1573,6187,576,8342,1767,6628,633,9029,1550,6397,564,8508,1815,5637,584,8036,786,3235,433,4451,122,1170,230,1528,9799,41009,4182,54989,950,3034,306,4295,688,2688,270,3641,1450,5639,501,7582,2515,5951,486,8942,2461,6986,575,10021,2217,6909,568,9687,2339,5913,624,8877,892,3479,572,4943,143,1884,403,2426,13648,42469,4303,60414,1726,6326,652,8712,1215,5585,555,7353,2330,11200,1015,14541,4085,12141,1064,17285,4227,13611,1209,19052,3764,13304,1125,18198,4160,11548,1208,16916,1677,6711,1011,9394,263,3052,632,3950,23446,83476,8477,115405
CED311,910,3340,591,4844,594,3345,477,4416,1567,7421,1142,10129,2338,6885,1180,10405,2407,7878,1338,11626,1956,7299,1056,10317,1303,4821,785,6916,476,2011,469,2955,62,534,121,713,11617,43547,7168,62329,974,2839,558,4373,702,3129,418,4244,2489,7043,928,10462,3414,5823,878,10122,2949,6930,1002,10879,2262,6004,824,9091,1596,3743,698,6032,581,1661,440,2684,72,748,156,976,15041,37921,5905,58861,1892,6184,1151,9218,1298,6472,892,8658,4054,14462,2072,20596,5755,12703,2059,20521,5357,14811,2341,22504,4221,13302,1883,19406,2898,8573,1484,12948,1054,3670,913,5635,129,1284,277,1694,26659,81461,13069,121193
CED312,785,4508,444,5743,561,4683,387,5632,1101,9293,847,11242,1598,8840,774,11214,1425,8039,723,10189,1089,6676,572,8342,857,4983,536,6381,318,2040,316,2671,36,638,120,793,7777,49713,4720,62207,950,4184,488,5618,803,4346,361,5506,1782,9461,840,12086,2513,8576,716,11800,1905,8154,733,10792,1497,7040,607,9147,1158,4995,582,6739,348,2389,393,3126,40,1091,213,1345,10995,50230,4932,66153,1733,8694,933,11356,1367,9031,749,11142,2880,18757,1685,23329,4110,17418,1489,23013,3327,16193,1459,20977,2588,13717,1180,17483,2018,9980,1122,13122,670,4430,707,5803,74,1729,334,2134,18769,99939,9650,128360
CED313,1102,2806,307,4212,1224,5421,569,7210,2395,12825,1420,16643,2433,9228,899,12564,2391,6857,758,10006,1386,5109,540,7035,849,2920,349,4116,333,1528,216,2086,67,667,108,837,12187,47358,5163,64710,1128,2809,295,4235,1841,5179,540,7562,3228,12491,1329,17048,3486,8244,788,12526,3089,6425,664,10173,1702,5207,532,7447,1117,3060,315,4496,372,1910,255,2540,79,1410,189,1675,16051,46736,4915,67698,2229,5616,600,8445,3067,10600,1106,14775,5624,25316,2750,33691,5923,17476,1695,25085,5478,13276,1418,20177,3093,10316,1078,14482,1970,5980,668,8614,709,3438,470,4624,138,2074,302,2517,28237,94093,10082,132404
CED314,926,3725,485,5139,755,3828,398,4977,1436,7132,707,9274,1837,6110,649,8591,2021,6337,644,9008,1695,6068,663,8427,1497,4492,565,6558,705,2362,512,3580,112,869,259,1239,10988,40918,4877,56786,1184,3331,415,4931,921,3503,301,4727,1881,7050,611,9539,2660,5992,562,9210,2649,6605,594,9848,2139,6478,600,9215,1908,4800,696,7400,867,2913,673,4456,136,1513,633,2274,14344,42173,5084,61602,2112,7055,900,10072,1673,7328,698,9698,3318,14184,1311,18813,4496,12101,1204,17803,4672,12946,1235,18849,3834,12545,1263,17644,3409,9292,1262,13957,1573,5279,1181,8035,247,2378,895,3511,25336,83094,9962,118387
