CED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED137,0,21,4080,4104,180,458,6487,7122,6381,2285,9291,17962,7747,1094,2860,11701,6356,707,2192,9254,5449,543,1730,7726,3705,239,1066,5014,2052,60,678,2784,617,17,374,1010,32490,5419,28762,66676,10,32,4142,4183,468,649,5939,7052,8018,2375,7219,17617,7743,992,3244,11974,6505,737,3337,10577,5137,436,3073,8648,3270,175,2141,5583,1413,38,1911,3362,215,10,1299,1517,32785,5439,32303,70520,11,53,8225,8290,651,1106,12421,14176,14406,4660,16514,35576,15490,2085,6103,23677,12863,1441,5526,19834,10590,975,4806,16373,6981,413,3209,10598,3458,102,2586,6147,831,24,1676,2530,65272,10855,61069,137200
CED138,6,25,3790,3823,45,314,2397,2760,1657,1343,2768,5770,3849,1430,2083,7357,4462,1297,2759,8517,5351,1146,3175,9676,5313,624,2337,8270,2917,167,1249,4333,858,25,684,1568,24463,6376,21244,52080,10,60,3524,3593,108,458,2035,2603,2390,1557,2547,6489,4423,1478,2680,8590,4941,1388,3573,9905,5632,1022,4120,10768,4685,469,3350,8499,2239,116,2763,5119,407,15,1755,2179,24834,6562,26350,57750,13,85,7318,7415,156,775,4435,5364,4041,2895,5314,12258,8270,2910,4767,15944,9403,2691,6334,18426,10982,2170,7291,20446,10001,1095,5686,16777,5159,278,4018,9456,1263,48,2439,3750,49293,12935,47598,109827
CED139,0,64,4272,4337,134,732,2846,3713,2640,1691,2853,7188,4489,895,2043,7425,5076,877,2464,8421,5651,619,2458,8729,4793,342,1863,7003,2522,95,1089,3705,619,11,455,1090,25913,5335,20345,51595,8,160,3902,4063,262,1023,2545,3830,3454,1704,2766,7916,4936,911,2170,8012,5549,915,2586,9048,5612,570,2644,8823,4244,231,2553,7027,1977,60,2370,4406,277,3,1385,1668,26310,5577,22906,54794,8,223,8169,8398,393,1754,5388,7537,6092,3399,5620,15103,9418,1800,4212,15436,10624,1793,5048,17466,11258,1191,5104,17553,9037,578,4416,14027,4496,154,3465,8112,898,18,1840,2755,52220,10911,43256,106390
CED140,0,25,3858,3885,58,314,3097,3471,2137,1436,3056,6633,4621,1177,1895,7693,5010,1078,2420,8506,5190,693,2331,8219,4672,417,1903,6991,2583,121,1028,3730,765,29,626,1422,25041,5287,20216,50546,5,50,3797,3852,136,519,2524,3181,2916,1517,2513,6952,5013,1172,2138,8324,5406,1029,3036,9474,5220,719,3243,9182,4274,311,3198,7781,1966,67,2670,4701,385,28,1699,2114,25319,5411,24818,55540,7,74,7654,7734,198,836,5617,6648,5050,2960,5567,13580,9642,2344,4034,16019,10413,2104,5460,17981,10405,1416,5575,17395,8945,729,5097,14772,4546,186,3699,8428,1148,58,2322,3532,50355,10699,45031,106087
CED141,0,34,4320,4356,60,436,3240,3737,2410,1600,2783,6794,4503,1072,1903,7482,5079,1041,2491,8609,5467,682,2227,8381,5091,342,1562,6998,2914,132,1050,4087,692,20,537,1251,26225,5362,20116,51700,0,81,3922,4007,159,661,2640,3459,3247,1646,2428,7321,4879,1116,2278,8270,5515,1013,2826,9358,5565,578,2888,9031,4840,320,2873,8036,2134,91,2573,4801,344,17,1498,1861,26686,5518,23934,56137,0,116,8242,8362,216,1098,5880,7197,5661,3250,5208,14119,9383,2189,4181,15751,10594,2058,5313,17969,11030,1265,5120,17413,9932,656,4439,15030,5050,221,3623,8891,1037,37,2039,3116,52913,10879,44050,107835
CED142,3,63,2615,2680,154,1144,8335,9636,4980,7534,15173,27680,5015,3905,6076,14992,2752,2332,4359,9439,2264,1098,3045,6406,1721,413,1857,3991,817,88,748,1654,222,6,228,458,17918,16585,42435,76937,8,96,3039,3146,360,1547,9827,11733,6020,6983,13886,26897,4652,2221,5267,12139,2741,1085,3531,7359,2231,580,3151,5958,1409,203,2211,3827,560,32,1254,1847,60,4,528,599,18046,12767,42687,73500,12,159,5653,5823,512,2692,18165,21371,10999,14520,29056,54574,9663,6130,11341,27130,5488,3418,7883,16792,4495,1682,6193,12362,3130,618,4072,7817,1376,128,2004,3502,283,12,761,1060,35962,29347,85127,150439
CED143,0,9,3513,3521,43,217,2799,3053,2527,2500,3794,8815,6732,1766,2123,10617,6417,1075,1910,9398,4550,596,1543,6692,3510,310,1155,4975,1832,90,607,2528,620,14,393,1027,26220,6579,17838,50631,3,12,3393,3408,85,396,2576,3063,3616,2813,3740,10164,7268,1621,2567,11465,6577,940,2735,10253,4304,496,2452,7252,3126,218,2359,5708,1320,42,1797,3161,297,13,1242,1553,26593,6554,22863,56018,3,21,6909,6934,128,617,5371,6112,6140,5310,7527,18979,14002,3386,4694,22083,12992,2015,4644,19656,8854,1093,3996,13940,6635,526,3518,10675,3149,139,2400,5685,911,29,1637,2577,52814,13134,40708,106654
CED144,4,11,5274,5288,251,175,5840,6270,5232,894,7739,13869,7462,615,3100,11175,6585,600,2724,9905,5372,416,2154,7948,3652,200,1389,5237,2110,70,814,2993,581,8,393,984,31247,2999,29426,63666,33,12,4936,4983,994,271,4532,5800,7311,1009,4989,13311,7413,650,2988,11053,6462,602,3408,10463,4786,384,3187,8359,2854,135,2325,5314,1344,48,2067,3455,233,0,1181,1413,31434,3112,29615,64152,37,25,10212,10274,1241,445,10378,12066,12542,1902,12731,27178,14871,1267,6090,22227,13047,1200,6126,20372,10167,800,5347,16310,6504,331,3709,10546,3450,120,2876,6447,818,11,1573,2400,62679,6105,59036,127826
CED145,0,7,2394,2408,22,257,2753,3033,2340,3497,6115,11947,5273,2249,2777,10300,4525,1275,2107,7904,3442,700,1679,5827,3010,415,1280,4704,1522,125,660,2312,532,41,399,967,20671,8565,20169,49402,3,16,2358,2377,72,477,3020,3561,3347,3819,6860,14027,5703,1732,3348,10789,4539,920,2797,8255,3355,493,2526,6371,2669,255,2438,5362,1059,70,1847,2974,228,11,1183,1417,20971,7790,26376,55137,3,22,4759,4786,90,734,5767,6593,5687,7313,12970,25974,10980,3982,6125,21086,9067,2197,4903,16164,6794,1192,4209,12193,5680,666,3720,10071,2580,194,2506,5282,759,51,1575,2387,41640,16354,46541,104535
CED146,4,14,6425,6446,155,212,5363,5733,3999,843,5386,10222,7360,770,2523,10647,7728,728,2214,10669,6092,504,1730,8325,3542,195,963,4700,1416,60,564,2047,277,6,216,499,30560,3335,25384,59287,21,39,5881,5940,525,296,4885,5711,5854,961,4527,11341,8172,809,2897,11884,7240,710,3080,11033,5407,411,2698,8518,2553,139,2045,4734,870,33,1544,2451,97,10,685,788,30744,3409,28249,62403,24,49,12306,12389,678,505,10251,11438,9853,1801,9914,21567,15530,1584,5420,22533,14963,1438,5302,21707,11500,914,4433,16839,6097,336,3008,9434,2293,94,2110,4500,377,13,900,1288,61308,6743,53635,121691
CED147,0,39,4624,4671,124,413,3317,3851,2822,1416,3054,7291,5037,1063,1944,8040,5438,964,2399,8800,5538,700,2053,8289,5214,355,1553,7121,2883,134,918,3937,639,27,390,1052,27688,5099,20260,53052,3,79,4399,4482,249,607,2881,3740,3722,1467,2669,7853,5445,1101,2339,8889,5833,972,2946,9760,5702,576,2913,9192,4766,294,2801,7867,2071,84,2461,4618,272,11,1171,1450,28070,5192,24583,57843,3,119,9029,9151,370,1016,6199,7592,6540,2880,5720,15136,10478,2165,4284,16929,11272,1940,5347,18562,11241,1274,4966,17479,9978,650,4360,14992,4958,217,3377,8555,915,32,1564,2510,55754,10294,44847,110894
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,13,4366,4382,41,238,4146,4430,3025,1307,3964,8293,5655,810,1833,8295,6128,770,1847,8738,6048,474,1368,7883,4071,169,860,5101,1841,50,524,2410,419,10,251,678,27222,3830,19162,50215,4,23,4136,4168,129,388,3698,4217,3945,1320,3246,8518,6125,845,1967,8941,6503,757,2527,9790,5792,399,2361,8551,3449,143,2027,5611,1269,24,1554,2850,205,4,827,1031,27419,3907,22352,53672,7,39,8506,8547,170,631,7848,8651,6973,2628,7210,16809,11787,1653,3803,17237,12632,1525,4374,18534,11837,869,3727,16437,7515,304,2890,10710,3103,72,2083,5263,622,12,1074,1707,54648,7736,41513,103891
CED202,0,36,4393,4434,74,556,3675,4307,2639,1960,3255,7852,4862,1333,2040,8236,5306,1175,2428,8916,5342,732,2217,8293,4376,346,1630,6353,2032,93,812,2935,467,15,370,853,25095,6251,20828,52173,3,67,4027,4094,159,827,3316,4296,3383,1975,3067,8432,5273,1360,2598,9229,5585,1179,3166,9933,5298,667,3145,9109,3984,247,2727,6960,1439,48,2060,3546,230,9,1234,1468,25360,6376,25341,57072,3,101,8423,8528,230,1389,6994,8607,6021,3933,6323,16282,10135,2687,4642,17467,10897,2358,5596,18846,10638,1392,5360,17397,8359,599,4364,13314,3471,142,2872,6482,698,23,1602,2318,50453,12630,46169,109249
CED203,0,13,3423,3444,86,311,4833,5227,3745,2739,7160,13645,5891,1931,3151,10971,5022,1192,2952,9166,3689,684,2316,6683,2826,236,1346,4412,2296,75,864,3235,599,13,469,1085,24148,7193,26523,57864,8,23,3192,3231,302,548,4594,5447,4762,2960,6486,14207,5968,2092,3677,11738,5078,1267,3693,10043,3578,608,3088,7272,2758,173,2302,5234,1596,50,2330,3982,247,15,1379,1638,24302,7742,30749,62789,12,38,6618,6670,386,858,9431,10677,8507,5697,13646,27853,11857,4019,6829,22706,10102,2457,6651,19207,7263,1288,5405,13958,5580,413,3653,9644,3895,126,3192,7214,851,30,1846,2730,48455,14931,57270,120651
CED204,3,20,4220,4247,110,606,3143,3854,2388,1709,2921,7021,4430,1207,1962,7602,5023,1127,2415,8567,5396,778,2433,8615,4540,367,1753,6661,2307,93,917,3319,544,13,429,980,24735,5932,20195,50867,12,87,3916,4010,179,838,2903,3920,3133,1789,2847,7762,4874,1296,2419,8591,5453,1091,3002,9552,5379,666,3239,9285,4060,300,2730,7090,1699,59,2022,3777,290,10,1137,1432,25074,6135,24211,55417,12,108,8131,8249,287,1437,6047,7769,5523,3499,5762,14785,9306,2504,4383,16191,10474,2223,5417,18116,10777,1446,5674,17901,8603,666,4486,13752,3999,154,2940,7091,827,22,1570,2415,49809,12065,44405,106283
CED205,7,19,4743,4767,160,201,5768,6132,4206,865,6572,11638,6346,514,2876,9733,5948,508,2474,8932,5413,340,1749,7503,4613,176,1210,5997,2929,66,720,3718,675,19,381,1067,30287,2702,26492,59486,16,35,4249,4294,497,281,4129,4909,5666,939,4023,10627,6522,526,2494,9542,5940,479,2827,9246,5297,317,2627,8243,4289,145,2334,6772,1986,39,2190,4220,278,8,1209,1494,30484,2769,26087,59344,15,48,8996,9061,657,483,9901,11044,9873,1802,10591,22262,12865,1042,5369,19275,11887,989,5301,18176,10712,659,4374,15745,8904,323,3542,12769,4911,113,2916,7939,948,21,1589,2560,60778,5471,52582,118831
CED206,5,6,5858,5872,174,176,5947,6291,3930,902,6064,10900,6333,705,2528,9565,7527,712,2415,10653,6356,423,1664,8441,4225,185,946,5362,1783,64,535,2380,320,5,221,552,30661,3182,26164,60012,31,24,5701,5752,622,250,4744,5615,5317,986,4332,10643,6796,733,2616,10150,7614,665,3054,11330,5798,377,2604,8783,3421,144,2035,5599,1067,25,1533,2616,122,4,657,785,30791,3206,27276,61277,35,34,11556,11621,794,426,10687,11908,9250,1893,10397,21540,13132,1442,5142,19708,15145,1378,5468,21988,12155,800,4270,17220,7651,327,2984,10958,2846,89,2060,4997,448,14,874,1334,61455,6389,53441,121283
CED207,3,20,4424,4449,75,338,3574,3992,2983,1894,3204,8081,5237,1279,1840,8360,5663,1127,2168,8960,5504,700,1739,7947,4293,296,1184,5778,1806,65,594,2466,389,12,299,704,25960,5727,19038,50726,3,42,4141,4189,159,543,3058,3753,3938,1945,2673,8564,5505,1342,2088,8939,5987,1123,2623,9731,5347,604,2526,8476,3802,218,2204,6221,1241,41,1596,2879,183,5,836,1018,26161,5865,21749,53781,7,62,8571,8636,229,882,6638,7746,6928,3837,5879,16646,10742,2624,3927,17297,11656,2251,4786,18690,10852,1304,4268,16425,8091,516,3390,11997,3044,107,2193,5345,570,19,1136,1723,52120,11597,40790,104506
CED208,6,39,4817,4859,109,395,7749,8252,4099,1516,6718,12335,6343,699,2098,9144,6219,591,2133,8948,4737,427,1692,6855,3549,185,1055,4795,2732,61,747,3540,883,7,553,1450,28696,3919,27569,60179,4,52,4702,4759,251,509,6845,7611,5070,1517,5297,11884,6817,700,2376,9891,6334,612,2994,9939,4542,355,2924,7818,3419,151,2373,5944,2111,33,2548,4697,440,3,1626,2066,28988,3935,31681,64602,10,89,9518,9618,357,906,14595,15863,9172,3030,12015,24221,13159,1400,4477,19035,12551,1201,5124,18880,9280,780,4613,14675,6970,331,3427,10733,4848,97,3297,8237,1323,10,2179,3515,57681,7853,59251,124784
CED209,0,19,4225,4242,60,409,3607,4075,2731,1780,2999,7505,5735,1284,1700,8720,5713,987,1896,8591,5722,725,1881,8330,4798,290,1295,6382,2277,80,674,3025,580,13,399,992,27614,5583,18665,51863,4,32,3888,3931,128,618,2727,3468,3634,1898,2517,8052,6182,1274,1976,9438,6049,1038,2480,9571,5678,604,2578,8868,4319,227,2269,6817,1734,53,1880,3670,288,4,1263,1556,28018,5753,21590,55359,9,56,8109,8170,182,1028,6334,7545,6359,3677,5522,15556,11924,2562,3678,18162,11766,2019,4372,18159,11403,1331,4461,17193,9112,516,3567,13197,4009,133,2556,6691,871,17,1659,2552,55635,11335,40252,107227
CED210,3,26,4055,4086,105,537,3545,4186,2673,1810,3641,8124,4462,1182,2276,7916,4814,923,2721,8454,5042,641,2329,8016,4326,289,1595,6209,2300,91,926,3320,613,16,456,1086,24331,5513,21557,51396,10,71,3817,3893,211,715,3331,4253,3454,1921,3505,8877,4748,1137,2799,8682,5087,951,3376,9412,5073,577,3279,8930,3981,227,2802,7013,1778,41,2291,4115,276,12,1296,1585,24610,5654,26497,56761,10,102,7869,7980,313,1254,6877,8440,6126,3729,7145,17003,9205,2318,5073,16602,9895,1871,6098,17863,10114,1211,5610,16940,8310,520,4401,13223,4076,134,3218,7431,887,32,1753,2669,48938,11172,48053,108157
CED211,0,17,4071,4092,85,258,3766,4107,3654,1519,3841,9011,6772,922,2108,9799,5800,722,2154,8675,4708,447,1769,6926,4057,197,1116,5373,2369,60,735,3163,646,10,437,1098,28086,4155,20003,52246,5,36,3892,3928,172,400,3167,3741,4856,1549,3246,9650,6994,901,2459,10357,5837,726,2925,9485,4564,358,2838,7766,3747,158,2671,6578,1822,34,2289,4138,309,0,1379,1693,28315,4161,24857,57331,5,53,7966,8015,256,662,6929,7845,8512,3071,7085,18664,13772,1825,4565,20155,11634,1443,5080,18157,9274,810,4609,14693,7803,354,3790,11952,4191,92,3022,7305,959,6,1824,2791,56401,8311,44856,109579
CED212,0,23,3925,3951,50,368,3327,3747,2230,1897,3417,7541,4805,1343,2220,8369,5224,1092,2648,8962,4853,671,2219,7744,4252,353,1495,6105,2301,99,884,3291,593,21,463,1071,24306,5866,20603,50783,3,55,3860,3914,121,574,3007,3705,3041,2013,2980,8029,5228,1348,2586,9162,5400,1057,3325,9785,4829,616,3227,8665,3965,263,2970,7202,1700,67,2355,4121,270,13,1228,1516,24563,5999,25537,56099,3,77,7784,7866,173,937,6335,7446,5269,3913,6395,15574,10031,2692,4809,17534,10629,2147,5979,18751,9683,1283,5443,16409,8215,619,4467,13303,4007,167,3234,7407,862,33,1693,2589,48871,11867,46146,106883
CED213,0,29,4002,4027,63,363,2785,3213,2060,1579,2409,6048,4450,1336,1817,7599,5359,1290,2413,9067,5779,911,2296,8981,5754,510,1822,8089,3053,151,1159,4363,803,31,564,1401,27329,6185,19272,52790,0,48,3612,3663,130,583,2303,3019,2853,1719,2355,6933,4852,1389,2157,8391,5731,1320,2868,9911,5965,869,3006,9842,5410,398,3015,8824,2241,91,2273,4608,393,14,1334,1737,27578,6425,22923,56921,4,73,7613,7688,196,946,5090,6228,4915,3300,4766,12980,9304,2718,3969,15994,11092,2606,5277,18978,11743,1781,5303,18825,11164,905,4838,16913,5290,237,3438,8970,1202,42,1898,3137,54907,12614,42195,109716
CED214,3,20,3781,3812,136,295,5110,5533,4321,2561,7208,14093,6840,1954,3379,12174,5267,1343,3115,9723,4231,695,2565,7496,3090,254,1455,4792,1901,53,828,2786,567,3,425,993,26346,7183,27875,61398,14,29,3544,3583,448,496,3857,4809,5641,2685,5209,13539,6850,1936,3328,12111,5171,1238,3651,10066,4027,570,3195,7791,2789,174,2372,5332,1403,38,2134,3574,240,6,1237,1492,26587,7172,28530,62293,14,49,7326,7391,581,792,8968,10340,9961,5252,12418,27628,13686,3892,6709,24290,10436,2583,6772,19785,8264,1266,5763,15289,5876,423,3823,10129,3298,89,2965,6359,805,13,1667,2481,52933,14352,56405,123694
CED215,4,38,3681,3720,83,561,2488,3128,2208,1563,2542,6306,3506,1069,1863,6440,4388,993,2343,7723,5530,778,2496,8800,5116,429,1963,7511,2505,107,1017,3624,548,20,434,1002,23880,5545,18833,48264,3,102,3351,3458,156,807,2060,3022,2908,1625,2476,7012,3987,1082,2101,7171,4937,1032,2674,8642,5777,741,2827,9346,4564,302,2436,7301,1742,79,2138,3957,243,7,1129,1381,24323,5776,21185,51287,4,144,7028,7180,237,1365,4553,6157,5109,3185,5016,13316,7492,2151,3968,13614,9327,2023,5013,16361,11308,1518,5325,18149,9682,729,4402,14810,4247,180,3152,7582,792,24,1566,2379,48203,11329,40018,99547
CED216,0,9,4540,4552,32,159,3628,3813,2092,1243,3179,6516,5908,991,1408,8306,7455,965,1703,10124,5762,626,1622,8005,4194,315,1175,5686,1985,77,694,2760,740,23,507,1275,28170,4409,18455,51036,6,10,4117,4137,89,244,3283,3614,2941,1338,2802,7088,6717,1064,1957,9740,7880,950,2651,11482,5499,549,2649,8708,3723,210,2456,6391,1459,44,2119,3624,375,16,1806,2195,28684,4444,23848,56980,7,20,8662,8687,113,406,6908,7434,5036,2586,5981,13598,12624,2052,3366,18045,15337,1912,4354,21606,11264,1181,4270,16715,7914,530,3631,12078,3445,124,2814,6380,1117,42,2315,3473,56856,8857,42304,108014
CED217,3,28,6097,6128,179,390,5289,5854,5379,1976,5762,13113,9785,1451,3084,14326,7506,987,2516,11014,5955,550,1888,8392,4017,242,1113,5368,1289,40,473,1804,195,9,163,367,34298,5679,26378,66358,15,47,5776,5839,457,548,4708,5720,7527,2130,4850,14504,9837,1474,3709,15022,7169,904,3460,11529,5613,470,2972,9048,3098,169,2077,5343,738,26,1230,1990,97,3,498,600,34548,5771,29273,69593,15,76,11880,11968,633,939,9995,11571,12908,4101,10610,27617,19627,2926,6793,29341,14674,1890,5970,22539,11562,1022,4853,17436,7112,408,3189,10708,2022,69,1699,3797,293,14,662,965,68849,11445,55656,135948
CED218,4,28,3393,3423,63,556,4911,5528,3574,3612,6769,13956,5467,1418,2572,9456,5338,889,2088,8311,4267,534,1691,6489,3275,259,1229,4763,1867,78,683,2629,551,7,401,964,24404,7380,23737,55518,3,50,3459,3510,184,802,5566,6548,4530,3459,7033,15020,5728,1045,3066,9844,5558,710,2765,9032,4099,396,2783,7282,3042,181,2379,5599,1350,42,2023,3411,236,5,1290,1530,24737,6674,30362,61771,5,71,6846,6925,247,1355,10478,12075,8103,7063,13799,28974,11198,2466,5641,19301,10894,1597,4858,17350,8368,928,4475,13769,6316,439,3606,10361,3216,114,2703,6040,787,17,1689,2489,49135,14054,54095,117287
CED219,3,31,6539,6576,251,461,6087,6802,6438,2014,6065,14513,9939,1308,2995,14249,7952,999,2560,11512,6372,576,1976,8928,3801,212,1128,5137,1555,59,552,2167,308,10,234,549,36619,5680,28142,70442,31,52,5919,5996,717,699,4819,6233,8976,2141,4572,15688,9615,1262,2968,13843,7538,924,3319,11780,5738,493,3002,9241,2971,164,2232,5363,1037,27,1524,2585,131,7,680,821,36762,5784,29021,71565,34,88,12453,12569,966,1163,10910,13036,15411,4155,10640,30208,19559,2573,5964,28096,15490,1928,5878,23294,12113,1071,4985,18173,6772,371,3357,10501,2593,88,2077,4755,437,18,912,1375,73377,11460,57165,142001
CED220,5,19,4216,4230,104,219,4898,5226,3779,1251,5139,10173,6388,917,2457,9770,6054,750,2345,9152,4957,475,2052,7478,3878,194,1168,5247,2420,63,778,3252,739,11,513,1261,28327,3901,23563,55794,5,20,3984,4008,350,336,3823,4514,4961,1334,3928,10226,6841,904,2540,10279,6021,751,3069,9840,4673,388,2907,7970,3568,158,2386,6112,1758,31,2195,3986,336,7,1453,1792,28523,3930,26286,58737,12,34,8198,8241,453,563,8725,9740,8740,2588,9072,20400,13232,1824,5000,20054,12080,1503,5416,18993,9632,869,4954,15450,7451,347,3550,11350,4174,94,2973,7239,1078,14,1961,3051,56851,7832,49845,114524
CED221,3,47,3637,3686,79,505,2226,2807,1965,1443,2227,5639,3898,1128,1649,6678,4904,1070,2279,8257,5578,801,2417,8794,4804,406,1848,7065,2313,122,883,3314,578,12,409,1001,24117,5540,17574,47236,9,109,3335,3452,162,677,1727,2567,2677,1541,2126,6341,4401,1158,2004,7564,5238,1070,2620,8925,5739,720,2780,9237,4336,316,2437,7083,1647,60,1993,3692,259,12,1165,1441,24464,5656,20186,50305,10,159,6972,7133,238,1179,3957,5377,4646,2983,4355,11983,8304,2285,3653,14239,10141,2134,4906,17185,11309,1526,5197,18034,9142,719,4287,14148,3958,182,2873,7008,833,26,1576,2439,48579,11196,37768,97546
CED222,3,20,4516,4536,103,308,4277,4691,3699,1798,4385,9881,6823,1363,2611,10792,6521,1052,2569,10140,5247,574,2019,7839,3614,251,1381,5251,1765,78,710,2549,462,22,365,854,28249,5452,22834,56531,8,40,4253,4302,317,439,3506,4263,4977,1954,3567,10500,7345,1416,2688,11452,6432,1018,3196,10650,4747,530,3028,8309,3151,175,2652,5970,1271,52,1932,3252,197,11,1123,1333,28447,5630,25940,60020,10,59,8773,8842,419,744,7781,8951,8679,3749,7954,20385,14170,2776,5296,22245,12957,2072,5760,20790,9996,1106,5048,16150,6767,420,4028,11221,3032,126,2642,5800,659,33,1486,2183,56691,11085,48776,116553
CED223,0,6,4059,4070,41,200,3728,3967,2551,1527,3701,7783,5949,1116,1784,8850,5932,862,1875,8668,5521,579,1694,7796,4223,257,1119,5598,1986,45,613,2642,544,10,359,919,26752,4611,18936,50298,5,19,3785,3807,110,319,3396,3833,3383,1621,3083,8089,6440,1217,2016,9677,6197,859,2651,9709,5465,490,2678,8630,3721,181,2197,6095,1474,33,1802,3310,260,3,1161,1429,27061,4748,22766,54574,3,28,7845,7873,154,518,7132,7798,5941,3153,6782,15873,12389,2336,3799,18526,12133,1723,4523,18376,10987,1066,4376,16432,7935,441,3314,11690,3461,82,2408,5958,802,17,1521,2342,53814,9356,41695,104866
