CED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
CED394,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,9,37,0,0,0,0,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,14,11,4,0,0,3,0,35,0,0,7,3,4,0,0,0,0,11,0,0,8,0,0,7,4,0,0,17,0,0,4,0,3,0,3,0,0,10,5,0,28,78,19,20,18,3,0,174,28,37,130,417,160,200,157,38,3,1172,182,249,772,2257,975,1147,1120,225,19,6937,0,0,0,0,0,0,0,0,0,0,130,183,337,734,438,791,472,77,6,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,3,0,0,29,0,0,0,9,0,0,0,0,0,15
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,12,0,0,5,15,10,7,13,7,0,66,0,0,0,0,0,0,0,0,0,0,3,0,5,8,7,14,4,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,0,0,0,18,19,26,15,14,10,99,5,21,37,179,35,18,9,6,0,320,3,3,40,81,4,3,0,0,0,142,0,10,48,98,13,4,3,0,0,180,0,0,0,0,0,6,3,3,0,18,0,3,3,20,10,8,3,0,0,57,12,30,40,110,46,49,31,12,0,324,5,33,153,391,268,233,73,27,9,1192,0,4,8,24,13,30,20,10,0,101,0,3,13,33,7,11,3,0,0,75,38,147,453,1079,311,215,198,125,85,2643,189,318,695,1671,756,671,468,249,126,5148,4302,7857,12691,25768,10188,9202,6354,3171,1520,81061,3,45,173,241,66,23,7,4,0,566,3543,6199,7173,13302,6712,6244,4077,1973,1475,50702,8,36,12,144,10,10,0,0,0,221,0,0,3,33,19,28,15,9,4,108,0,3,14,57,35,40,21,4,3,178,4,17,18,91,21,28,12,3,3,189,3,3,0,21,8,6,4,0,0,49
CED402,0,0,0,0,9,3,9,5,3,35,0,6,8,44,3,0,0,0,0,67,0,0,34,131,0,0,0,0,0,159,4,36,29,21,3,0,0,0,0,98,0,0,0,0,0,0,0,0,0,6,0,0,0,11,6,4,5,3,0,32,3,9,15,24,23,19,16,7,0,110,7,15,14,77,29,12,6,4,0,154,0,0,0,3,11,20,11,4,4,51,0,9,11,17,8,12,3,0,0,65,10,43,55,189,79,109,101,66,34,696,201,440,507,1193,878,900,805,418,159,5496,4183,9690,8578,16851,10605,10749,8898,4390,1535,75467,0,5,22,44,8,0,0,0,0,85,3835,8044,6922,13098,8306,8261,6473,3553,1878,60368,0,3,0,12,0,0,0,0,0,19,0,0,0,0,4,0,3,0,0,4,0,0,4,11,7,0,0,0,0,32,0,0,5,17,12,10,8,0,0,50,0,0,0,0,0,0,0,0,0,0
CED403,0,0,0,4,7,10,12,10,3,54,7,15,16,74,31,12,10,5,3,171,4,0,5,22,3,0,0,0,0,38,0,8,23,16,0,3,0,0,0,50,0,0,0,0,3,0,3,0,0,12,0,0,0,6,10,5,0,0,3,26,0,32,33,87,51,34,46,7,0,296,7,19,21,93,32,30,7,0,0,212,0,13,11,28,25,31,22,20,4,150,0,0,17,22,20,10,0,0,0,74,56,167,239,601,236,172,164,133,69,1839,153,217,335,745,439,464,360,271,145,3125,4111,8392,9407,17228,9395,9038,7188,3756,1730,70246,5,7,17,24,12,0,4,0,0,66,3342,6891,7217,12312,6943,6981,5208,2862,2065,53833,0,13,9,54,11,5,0,0,0,94,0,0,3,10,16,20,4,8,0,70,0,4,0,27,14,12,5,3,0,61,5,10,11,60,27,25,13,3,0,162,0,4,3,14,4,5,0,3,0,38
CED404,0,0,0,3,9,10,22,17,0,58,0,10,4,44,13,8,3,0,0,81,0,0,0,0,0,0,0,0,0,4,3,4,7,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,7,0,4,8,16,8,18,14,8,0,70,0,0,0,20,6,3,0,0,0,33,0,0,0,7,11,21,28,8,3,85,0,8,8,31,15,6,0,0,0,70,3,30,18,87,76,87,135,77,23,537,260,510,518,1393,979,1032,847,465,202,6201,4281,8996,7862,16173,10271,10874,8806,4320,1366,72947,0,0,0,0,0,0,0,0,0,0,3790,7753,6387,13182,7739,7791,6117,3228,1577,57558,0,7,0,22,0,0,0,0,0,32,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,24,8,5,5,3,3,56,0,0,0,4,3,0,4,0,0,8
CED405,0,0,0,26,24,18,23,14,3,108,0,19,8,79,16,6,7,5,0,139,4,3,9,26,0,0,0,0,0,44,3,8,17,49,14,3,0,0,0,94,0,0,0,3,6,9,12,8,7,56,0,0,0,3,8,4,3,3,0,29,8,18,23,70,34,32,23,8,0,216,3,9,46,76,90,90,27,8,11,352,0,4,6,27,15,23,15,14,4,110,0,0,9,17,10,3,0,0,0,38,54,177,254,792,281,191,183,157,80,2170,172,271,381,1125,561,529,434,315,200,3970,4099,7327,9393,20417,9890,8824,7020,4294,1992,73267,0,12,34,41,17,5,3,0,0,107,3361,5775,7042,12884,6992,6728,4883,3026,2355,53051,11,26,9,86,5,3,0,0,0,143,0,0,13,61,57,41,27,13,0,203,0,0,3,39,35,28,18,5,0,138,3,12,11,69,26,17,13,4,3,152,0,0,0,10,6,7,3,3,0,33
CED406,0,0,0,3,11,21,10,11,4,65,0,8,3,26,13,5,10,4,0,61,0,0,0,0,0,0,0,0,0,4,3,3,8,11,0,4,0,0,0,41,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,3,0,0,11,0,23,23,54,27,24,23,6,0,188,0,5,5,24,8,9,3,0,0,55,0,21,19,48,48,40,36,23,3,251,0,3,3,23,16,9,0,0,0,57,7,60,79,268,147,158,161,108,26,1012,204,386,420,1048,556,585,480,300,156,4128,4883,9578,9119,19104,9508,8807,6992,3205,1107,72306,0,0,0,0,0,0,0,0,0,0,4431,7797,7427,15146,6295,6311,4381,1620,856,54263,0,0,4,3,3,0,3,0,0,11,0,0,0,9,11,7,3,0,0,36,0,0,0,10,0,0,0,0,0,16,3,5,3,36,24,15,7,3,5,90,0,3,0,13,9,7,6,3,0,41
CED407,0,0,0,19,24,21,22,20,3,111,3,22,26,127,23,16,16,9,0,238,0,0,8,40,0,4,0,0,0,55,3,12,7,54,3,5,0,0,0,82,0,0,0,4,0,4,12,9,0,35,0,0,7,9,9,3,0,3,0,32,0,19,15,44,30,35,19,7,7,173,0,10,33,257,137,174,46,18,9,697,0,0,4,31,26,45,37,37,8,182,0,0,8,17,11,15,0,0,0,58,5,121,260,573,300,260,194,137,41,1887,150,275,303,907,473,397,375,248,93,3225,4602,9158,9945,20297,9908,8338,6922,3532,1149,73851,0,35,147,198,51,24,7,3,0,458,4082,7476,7130,13815,6498,5550,4352,1698,846,51443,4,15,3,110,9,8,3,0,0,149,0,0,9,50,29,30,11,4,0,142,0,0,4,50,29,23,9,3,0,113,0,5,7,30,13,5,10,4,6,85,0,0,0,12,17,11,10,6,0,54
CED408,0,0,0,0,7,9,10,9,0,29,0,3,0,21,7,7,9,0,0,42,0,3,3,0,0,0,0,0,0,9,3,8,11,6,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,17,31,38,37,42,46,19,3,239,0,3,5,18,11,8,0,0,0,49,0,3,10,20,30,30,43,19,10,163,0,0,0,16,11,13,5,0,0,50,0,37,34,142,104,121,137,97,24,688,160,373,385,911,637,764,650,353,133,4363,3602,8857,7774,13490,9718,10285,9268,4338,1439,68768,0,0,0,0,0,0,0,0,0,0,3327,7789,6350,11874,7510,7674,6405,2729,1428,55082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,7,0,0,0,0,0,11,0,6,6,40,20,27,22,0,0,121,0,3,0,3,3,7,0,0,0,11
CED409,0,0,4,52,37,54,60,35,12,252,0,14,14,98,20,7,6,0,0,158,0,0,12,67,3,3,0,0,0,89,7,14,25,162,10,3,3,0,0,219,0,0,3,8,7,10,7,3,0,37,0,0,3,11,8,3,0,3,0,29,5,14,10,43,21,25,9,3,0,131,19,71,220,972,699,671,253,86,43,3045,0,3,0,22,12,19,16,12,4,90,0,6,10,28,13,3,0,0,0,54,51,312,450,1118,447,392,270,174,95,3309,280,425,543,1270,742,646,485,285,132,4801,5455,10007,10883,22996,11352,9819,6192,3228,1300,81238,7,78,201,254,63,15,3,3,0,629,4616,7896,7889,14117,7141,5823,3355,1802,1067,53712,0,18,6,63,3,0,0,0,0,96,0,4,12,139,71,60,31,19,0,346,7,32,66,382,147,157,67,35,11,900,0,4,3,32,15,10,10,0,0,82,0,0,4,25,26,18,13,3,0,88
CED410,0,0,0,9,10,16,12,13,8,73,9,103,67,248,111,30,25,14,0,612,3,15,23,50,15,16,9,4,0,132,3,6,20,34,3,0,0,0,0,68,0,0,0,0,0,3,5,0,0,4,0,4,0,17,6,18,9,11,3,70,5,44,38,65,41,32,19,5,5,262,0,15,19,104,68,71,33,6,4,326,0,3,7,6,28,12,26,14,10,105,0,8,7,32,7,14,3,0,0,73,23,185,195,648,299,245,194,190,115,2097,111,259,284,744,481,354,334,291,157,3012,4030,8653,9324,18527,9747,7927,6735,4557,1949,71450,0,7,24,48,17,10,10,0,0,105,3526,6308,6525,10957,6708,5793,4556,2842,1997,49208,3,15,10,69,12,0,6,0,0,116,0,0,5,24,18,11,7,4,0,64,0,0,5,35,16,13,8,0,0,82,0,10,11,42,28,24,3,3,3,113,0,0,3,8,5,4,3,0,0,32
CED411,0,0,0,5,6,7,14,19,0,52,0,3,6,86,10,0,0,0,0,118,0,3,8,4,0,3,0,0,0,17,3,4,10,28,3,0,0,0,0,52,0,0,0,3,0,0,3,0,0,8,0,0,0,3,3,4,0,0,0,16,3,19,13,50,25,18,12,3,6,144,3,16,13,132,94,93,26,7,3,386,0,4,3,13,30,25,24,21,12,125,0,13,21,30,20,7,0,0,0,96,29,295,404,812,297,243,151,93,39,2367,360,677,686,1553,880,839,619,347,144,6112,6314,11924,11498,20972,11253,10073,6776,3599,1241,83654,5,47,135,200,41,12,4,0,0,441,5469,9864,9212,16734,7871,6036,3920,1961,937,62013,11,8,3,43,0,0,0,0,0,60,0,0,4,8,11,7,3,0,0,31,0,3,20,85,23,38,11,6,5,193,0,7,6,17,14,13,3,0,0,58,0,0,0,15,3,6,5,3,0,41
CED494,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,23,3,3,5,0,0,54,3,12,29,73,55,39,23,0,0,231,50,56,259,626,282,239,168,43,13,1734,0,0,0,0,0,0,0,0,0,0,32,52,128,215,126,106,73,14,6,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,0,0,11,17,16,18,3,0,67,0,6,7,56,11,6,6,0,0,104,0,0,6,21,0,0,0,0,0,27,7,16,26,13,0,0,0,0,0,74,0,0,0,5,0,6,6,0,0,15,0,0,0,7,5,0,0,0,0,18,8,34,30,82,38,41,12,7,0,248,0,4,30,43,14,10,4,0,0,106,0,17,31,75,70,65,40,29,13,336,0,47,48,148,79,51,9,3,0,389,23,117,177,613,295,218,163,100,12,1714,406,674,942,2174,955,673,512,291,93,6709,6534,12184,11231,24343,10976,7760,5381,2793,811,82002,0,0,0,3,0,0,0,0,0,7,5640,8830,7346,14007,5077,3876,2492,1225,571,49075,0,3,0,36,0,0,0,0,0,41,0,0,5,28,13,18,6,3,0,79,4,0,3,14,0,0,0,0,0,20,4,3,14,77,23,16,8,3,3,159,0,3,0,23,11,14,9,0,0,55
CED502,0,0,0,7,9,8,9,4,0,30,8,90,77,468,111,57,25,13,3,853,3,0,10,127,9,3,5,0,0,159,8,82,73,67,8,3,0,0,0,248,0,0,0,4,3,0,0,0,0,10,3,3,8,20,11,6,4,0,0,49,4,25,21,61,47,47,22,3,0,233,0,6,12,80,45,36,5,4,3,201,0,3,0,37,37,36,37,14,7,167,0,60,71,185,80,44,11,0,3,450,41,316,361,998,383,249,177,80,24,2628,313,568,569,1593,715,543,397,234,115,5046,6845,12043,11610,26643,10658,8122,5444,2443,727,84529,3,20,118,180,35,17,7,4,0,390,5910,8293,6985,11882,4458,3735,2393,1006,411,45068,0,20,15,118,13,6,3,0,0,173,0,4,9,15,10,9,0,3,0,39,0,0,3,37,15,18,3,0,0,75,0,21,9,24,18,17,3,3,0,94,0,0,3,24,12,21,14,3,0,74
CED503,0,0,0,0,4,3,6,9,0,21,0,15,6,58,7,0,6,0,0,100,0,0,0,15,0,0,0,0,0,16,7,28,20,23,3,3,0,0,0,86,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,3,3,0,0,13,3,17,16,53,39,56,33,19,0,237,0,5,3,15,4,5,0,0,0,36,0,21,13,61,58,41,55,36,9,285,3,19,34,96,50,34,16,10,0,252,8,80,84,272,192,142,157,66,26,1023,273,514,511,1340,789,769,711,456,183,5543,4723,9702,8546,16837,9770,8795,8136,4360,1267,72126,0,0,4,5,0,0,0,0,0,18,4050,7660,6468,11615,5607,5749,4608,2482,954,49201,0,3,0,15,0,0,0,0,0,22,0,0,0,7,0,0,0,0,0,5,5,4,0,13,3,0,0,0,0,23,3,8,23,42,24,24,19,3,0,145,0,0,0,6,7,3,4,3,0,24
CED504,0,0,3,36,29,33,25,15,3,143,0,6,12,65,28,43,34,9,0,197,0,3,10,57,3,4,0,0,0,77,12,79,70,71,9,3,4,0,0,247,0,5,16,180,104,78,88,23,0,492,0,0,0,15,3,3,3,4,0,29,3,21,21,52,24,32,16,6,0,179,16,69,167,830,540,385,157,36,18,2222,3,6,9,40,34,24,21,15,8,153,0,25,52,144,78,49,26,5,0,379,19,201,468,1079,513,392,199,75,26,2976,224,380,531,1160,604,485,333,176,64,3960,5406,10549,10445,21217,10036,7683,5118,2219,679,73346,0,34,82,151,49,15,11,3,0,348,4793,8041,6354,10737,4492,3559,2320,1112,493,41895,0,0,6,29,7,12,3,3,0,64,0,0,18,93,73,46,14,5,0,246,3,4,9,67,30,40,7,3,4,173,0,9,12,39,14,10,3,4,5,96,0,0,3,6,8,11,4,3,0,41
CED505,0,0,0,10,7,25,13,10,4,57,4,17,11,72,38,23,23,20,6,205,4,10,13,51,8,11,11,0,0,107,8,21,29,24,9,3,4,3,0,99,0,0,0,3,8,5,9,3,3,29,0,0,3,18,3,0,3,0,0,23,24,128,96,166,70,102,49,11,9,659,0,10,25,58,28,26,10,3,3,160,0,7,13,68,32,38,39,13,10,217,0,3,45,107,50,70,23,10,0,307,54,239,265,1238,321,250,129,78,30,2619,214,372,481,1533,599,517,432,269,139,4561,3861,9203,9631,19547,9128,7782,5797,3263,1316,69528,0,0,4,12,4,3,0,0,0,18,3057,6564,6255,10387,5485,4776,3686,2540,1472,44228,3,6,8,39,6,3,0,0,0,66,0,0,0,25,12,9,6,7,3,58,0,0,3,7,4,0,0,0,0,15,8,27,43,167,75,43,15,5,3,387,0,5,5,27,10,4,3,3,0,56
CED506,0,0,0,5,3,10,6,5,0,24,3,17,4,73,26,10,8,0,0,141,0,0,11,91,0,3,0,0,0,106,12,20,41,29,4,0,0,0,0,111,0,0,0,10,3,11,10,0,0,38,0,0,0,9,5,6,3,0,0,19,7,17,8,89,44,40,18,8,0,228,4,10,5,79,35,28,9,0,0,177,0,0,6,37,24,20,16,3,0,106,6,33,36,166,85,44,12,3,0,376,15,42,57,469,222,149,105,43,10,1113,602,1051,1130,5213,2275,1715,784,357,112,13249,6810,12520,10336,32700,14915,11812,6339,2537,735,98704,0,0,0,4,0,0,0,0,0,5,5671,10056,7204,17505,7585,6398,3501,1689,636,60259,0,0,6,16,12,0,0,0,0,32,0,0,0,3,4,3,0,0,0,16,0,3,0,19,0,0,0,0,0,24,0,7,10,79,25,13,9,0,3,150,0,0,0,10,5,0,0,0,0,15
CED507,0,0,0,5,3,7,3,0,0,16,0,11,0,26,10,4,3,3,0,65,0,0,24,99,0,0,0,0,0,122,3,16,18,3,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,5,20,14,48,35,44,38,12,9,228,0,3,3,27,14,0,6,0,0,57,0,0,3,20,26,29,27,9,3,125,3,13,35,91,72,66,27,0,3,313,6,65,54,237,128,109,99,57,23,774,308,631,560,1516,934,873,697,354,126,6001,4975,10660,8184,17971,10122,9237,7376,3317,1053,72885,0,0,13,5,4,0,0,0,0,29,4209,8733,6265,13267,7000,6721,4627,2386,1025,54226,0,0,3,13,0,3,0,0,0,26,0,0,0,5,0,0,0,0,0,8,0,0,0,0,4,5,0,0,0,9,0,4,9,83,20,20,8,0,3,145,0,0,0,10,3,3,0,0,0,11
CED508,0,0,4,35,19,29,33,23,4,152,0,19,9,76,27,17,12,6,0,167,0,3,11,72,0,0,3,0,0,93,7,14,21,26,5,3,0,0,0,83,0,0,0,0,4,3,4,4,0,19,0,0,0,9,12,3,3,5,0,34,4,28,31,119,60,45,39,14,0,349,0,10,8,23,22,13,4,3,0,83,0,3,6,61,43,27,29,13,7,196,0,14,29,123,51,45,9,5,0,282,39,155,200,915,478,410,314,139,40,2697,267,411,512,1774,827,637,445,311,147,5326,5010,9048,8771,22664,10264,8023,5344,2855,881,72863,0,0,3,13,4,0,0,0,0,20,4481,7046,6453,12796,5617,4545,2732,1489,708,45864,0,5,3,43,6,4,0,0,0,62,0,0,8,72,40,49,15,10,4,205,0,0,0,12,0,0,0,0,0,18,0,12,24,128,53,24,3,7,3,257,0,0,3,34,20,18,5,8,0,91
CED509,0,0,0,3,10,12,16,13,6,62,4,30,20,144,47,16,13,11,4,285,0,3,9,57,0,4,0,0,0,73,4,30,45,61,7,3,0,0,0,151,0,0,4,11,5,3,4,0,0,26,0,0,3,31,7,6,0,0,0,48,3,22,25,48,48,48,31,14,3,246,0,3,14,86,39,25,4,0,0,177,0,4,6,32,30,40,36,20,3,171,3,29,46,106,62,60,23,10,0,340,23,139,196,540,286,237,174,113,36,1739,244,389,471,1279,704,631,486,299,129,4629,4625,9415,9663,19960,10220,8602,6439,3052,901,72879,0,18,100,127,23,11,3,3,0,281,3907,7161,6388,11057,5550,4716,3292,1514,598,44188,3,20,9,84,3,5,3,0,0,135,0,0,5,31,12,3,5,3,0,59,3,0,0,35,7,13,0,0,0,67,0,11,15,29,17,21,11,6,0,113,0,0,3,18,12,3,10,0,0,46
CED510,0,0,0,7,7,15,7,7,0,46,0,3,3,30,10,11,13,3,0,78,0,0,3,26,5,0,3,0,0,43,11,10,25,22,4,3,0,0,0,74,0,0,0,6,19,22,8,3,3,61,0,0,0,14,0,3,0,3,0,21,12,45,48,62,57,38,24,4,3,298,0,0,0,47,27,23,10,5,0,117,5,34,46,101,89,73,57,20,8,430,0,10,91,155,169,113,46,14,6,612,28,113,253,530,338,317,201,87,22,1887,137,283,390,906,477,472,278,115,67,3121,4078,9783,9996,16945,10446,9353,6040,2172,727,69543,0,3,5,13,11,8,6,0,0,43,3493,7121,6272,9266,5028,4649,2742,1155,569,40296,3,0,0,12,5,3,0,0,0,22,0,0,0,7,12,17,3,3,0,40,0,4,4,4,6,0,0,3,0,20,3,23,22,87,42,37,14,9,0,240,0,0,0,8,9,7,3,0,0,33
CED511,0,0,0,3,3,8,10,4,6,27,0,3,4,28,12,3,6,0,3,53,3,0,0,10,0,0,0,0,0,18,4,47,45,18,3,0,0,0,0,112,0,0,0,0,0,0,4,6,0,21,0,0,0,4,3,0,0,0,0,9,5,22,18,50,24,31,28,12,6,190,0,3,10,18,17,5,3,0,0,64,0,0,0,18,25,34,27,12,6,125,3,20,38,101,62,54,24,0,0,299,7,52,42,262,131,141,133,58,26,854,446,819,781,2267,1321,1318,886,487,161,8485,5188,10711,9046,19418,11439,11065,8067,3696,1134,79764,0,8,8,28,4,0,0,0,0,50,4387,8704,6423,13251,7281,6917,4648,2417,1004,55030,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,5,0,5,0,0,0,0,0,12,0,16,6,58,21,35,13,4,0,144,0,0,0,5,4,4,0,0,0,15
CED512,0,0,0,18,10,8,13,4,0,54,3,12,15,90,17,7,17,3,0,176,3,0,10,54,0,3,0,0,0,67,4,27,30,27,3,7,0,0,0,99,0,0,0,14,3,6,5,0,0,39,0,3,0,9,0,0,0,0,0,14,3,20,31,66,50,43,30,11,0,257,0,13,27,131,51,18,14,3,0,253,0,43,50,114,89,52,26,15,4,391,0,39,130,272,162,90,25,12,0,727,18,250,400,978,414,241,160,83,14,2559,500,880,862,2239,1077,796,545,319,104,7318,7388,14082,12155,26345,12229,8321,5992,2777,682,89974,0,3,25,56,18,8,0,3,0,118,6234,9615,7327,14303,5348,4285,2732,1318,523,51685,0,3,4,23,3,0,0,0,0,41,0,0,4,32,12,11,6,0,0,62,0,3,3,34,11,10,0,3,0,63,4,21,22,55,27,23,16,3,0,172,0,0,8,16,16,8,3,0,0,51
