CED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED329,71334,72763,144098,3597,3457,7047,9326,8635,17970,4244,3913,8152,3173,2873,6046,5934,6215,12156,7696,8292,15987,9684,10830,20511,11069,11675,22748,10506,10079,20585,4749,4749,9494,1351,2043,3396,66481,68982,135464,4855,3786,8640,2789,2625,5415,121,113,231,127,134,258,3034,2867,5908,55882,56226,112107,9592,10821,20413,63313,64917,128228,2091,2772,4863,62061,63916,125980,624,564,1188,8417,7774,16192,2634,2593,5234,424,574,997,894,2440,3342,21336,24441,45782,5006,5188,10191,17146,17741,34889,4256,3637,7895,4121,3683,7804,210,160,376,63828,66655,130488,9812,9311,19124
CED330,77955,78484,156437,4906,4614,9525,12005,11380,23383,5591,5371,10954,4350,4404,8755,8188,8685,16871,10154,10960,21112,11550,11991,23543,9835,9729,19566,7559,7150,14701,3017,2995,6013,806,1211,2018,74204,75384,149588,3752,3101,6852,2121,2057,4176,103,113,219,100,98,201,2323,2262,4589,59225,58863,118095,12758,13539,26299,68214,68617,136827,3910,4493,8401,66572,67341,133913,874,836,1708,10918,10392,21309,3535,3732,7269,821,1304,2132,1211,2812,4021,24459,29177,53637,5375,5131,10503,17321,16059,33379,4131,3186,7315,3565,3098,6657,242,202,446,71180,72366,143548,6150,5931,12078
CED394,6937,5572,12510,182,160,339,249,233,489,212,203,408,559,576,1133,1288,1005,2293,964,514,1485,975,688,1663,1147,1224,2373,1120,798,1916,225,153,381,19,18,44,0,0,0,6937,5572,12510,423,255,678,42,24,67,21,29,51,488,310,799,4186,3164,7348,1580,1575,3157,4759,3934,8697,636,657,1293,4444,3602,8050,15,12,25,179,179,353,58,76,131,73,96,169,124,177,295,2120,2089,4206,492,379,867,1468,1198,2664,448,281,729,325,186,510,50,24,70,0,0,0,0,0,0
CED397,66,87,150,0,3,3,0,0,4,3,5,11,3,4,11,4,6,11,7,3,14,10,7,24,7,19,30,13,16,33,7,7,16,0,0,4,56,81,135,10,3,21,0,3,6,0,0,0,0,0,0,0,5,3,43,50,89,18,20,40,56,56,110,7,10,21,51,65,116,0,0,0,0,0,4,3,5,7,0,0,0,0,3,3,24,23,50,7,9,15,13,26,39,3,7,11,5,6,17,0,0,0,0,0,0,940,1037,1974
CED401,81061,82378,163442,4302,4055,8363,7857,7781,15642,4808,4565,9373,7882,7702,15585,14649,14083,28731,11120,10499,21621,10188,10111,20301,9202,9584,18789,6354,7062,13416,3171,4150,7323,1520,2775,4292,76894,78800,155698,4167,3574,7738,822,808,1626,19,30,48,20,23,52,862,865,1725,49420,50702,100129,26489,26850,53338,52019,53133,105154,23976,24739,48714,62123,64231,126357,857,836,1696,7333,7251,14589,4012,3875,7884,4710,4922,9636,4589,5444,10036,44035,45546,89589,7684,7256,14941,5904,6128,12031,2126,2234,4363,2689,3394,6077,1019,965,1983,72246,74230,146473,10828,10067,20894
CED402,75467,74031,149502,4183,4115,8294,9690,8878,18563,4570,4304,8878,4009,3544,7553,8161,7786,15951,8682,8488,17175,10605,10362,20964,10749,10447,21194,8898,8643,17539,4390,4939,9327,1535,2534,4071,70452,69515,139968,5015,4517,9526,1958,1805,3763,63,48,112,30,32,63,2051,1886,3933,62026,60368,122395,7949,8178,16118,65243,65005,130248,4605,4469,9070,66270,66248,132522,734,684,1416,8805,8076,16880,3036,3078,6118,505,743,1249,901,2050,2949,17994,22397,40390,13217,12376,25595,13198,11536,24736,5042,4161,9205,5155,4736,9887,467,318,788,67523,67161,134681,6834,5591,12428
CED403,70246,75585,145836,4111,3626,7738,8392,8227,16622,4667,4656,9325,4734,4701,9434,8234,8758,16992,8996,9542,18541,9395,10308,19703,9038,9962,18997,7188,7940,15127,3756,4696,8454,1730,3181,4909,66582,72353,138939,3665,3233,6896,530,544,1080,32,27,61,16,22,35,578,593,1174,50414,53833,104244,16705,18488,35196,57323,61158,118484,10035,11516,21555,60857,65269,126126,790,760,1549,7998,7806,15801,3784,3954,7739,2239,2652,4894,2768,3960,6732,33440,37195,70633,9411,9202,18614,7222,8360,15575,2336,2658,4994,1829,2370,4203,268,329,600,65147,70133,135281,3548,4567,8117
CED404,72947,70571,143526,4281,4073,8354,8996,8525,17525,4115,3713,7824,3748,3420,7175,8178,7868,16049,7992,7765,15764,10271,9747,20014,10874,10209,21078,8806,8387,17194,4320,4622,8947,1366,2241,3613,67022,65557,132576,5927,5019,10945,5006,5139,10150,55,70,125,64,67,123,5125,5274,10403,59977,57558,117537,6775,7105,13880,62971,61624,124588,3592,3708,7299,64478,62916,127393,741,688,1428,7976,7564,15544,2597,2563,5158,319,587,908,846,1994,2839,16584,20350,36934,13697,11912,25608,12644,11160,23806,4627,3958,8578,4638,4088,8725,244,191,432,63464,63069,126536,12938,8161,21097
CED405,73267,77977,151243,4099,3762,7863,7327,6921,14250,4061,3964,8022,5336,5327,10666,10851,11158,22010,9562,9567,19129,9890,9978,19871,8824,9851,18674,7020,8087,15105,4294,5660,9958,1992,3696,5693,69610,74579,144186,3656,3407,7058,644,744,1387,34,39,73,18,21,40,694,808,1501,50079,53051,103134,19216,20748,39964,52897,56131,109027,16771,18055,34828,61347,65587,126935,727,696,1423,6867,6515,13381,3207,3300,6498,2455,2675,5128,2777,3839,6613,34190,36391,70582,9833,9392,19224,7793,9100,16898,2503,2897,5406,3030,4193,7222,430,618,1052,67974,72259,140234,4107,4680,8791
CED406,72306,75606,147908,4883,4714,9594,9578,8966,18544,4552,4431,8980,4567,4499,9062,9650,9959,19610,9455,9862,19318,9508,10086,19590,8807,9895,18704,6992,7723,14712,3205,3661,6869,1107,1814,2917,68542,72403,140942,3764,3199,6966,1137,1218,2359,34,41,75,31,30,61,1207,1289,2492,52658,54263,106925,15510,16925,32443,63672,66092,129765,4985,5713,10695,63492,66142,129635,765,776,1542,8816,8291,17102,3328,3382,6708,1131,1465,2589,1650,3073,4719,24010,28011,52018,12676,11968,24645,11352,11591,22941,3497,3379,6872,2145,2394,4540,154,148,301,67302,70473,137770,3240,3866,7106
CED407,73851,75662,149513,4602,4370,8975,9158,8636,17796,4791,4447,9238,5156,4531,9686,10114,10223,20342,10182,10015,20198,9908,10230,20136,8338,9413,17752,6922,7835,14758,3532,4085,7620,1149,1865,3013,70443,72776,143227,3407,2887,6288,957,935,1892,30,20,51,9,16,23,992,972,1965,50908,51443,102347,19720,20825,40538,57172,58782,115952,13127,13704,26833,63604,65254,128859,744,718,1460,8586,8081,16663,3654,3597,7243,1824,1862,3684,2160,3376,5535,28125,30215,58336,11907,11184,23088,10144,10571,20717,3075,3318,6392,2546,3070,5620,448,558,1008,68914,70990,139907,3563,3509,7075
CED408,68768,71592,140367,3602,3530,7135,8857,8565,17423,4391,4116,8507,3384,3108,6492,5773,6169,11939,7718,8517,16234,9718,10341,20052,10285,10944,21226,9268,9651,18915,4338,4520,8858,1439,2144,3578,64227,67664,131884,4545,3931,8476,649,669,1322,32,30,64,21,13,38,707,708,1419,53296,55082,108372,11113,12131,23244,62428,64922,127347,2620,2978,5593,62005,64469,126474,662,701,1359,8195,7928,16127,3249,3225,6471,980,1237,2224,1205,2461,3667,25204,29226,54429,11254,10760,22008,9964,9945,19912,3262,2887,6153,2291,2160,4450,106,89,194,62447,65647,128091,4157,4507,8667
CED409,81238,83849,165086,5455,5063,10516,10007,9643,19650,5215,4946,10164,5666,5620,11289,12095,12432,24527,10902,10920,21823,11352,11706,23055,9819,10216,20034,6192,6639,12835,3228,4340,7564,1300,2318,3618,77525,80866,158391,3718,2976,6700,1806,1858,3656,64,63,124,35,32,67,1898,1951,3849,53191,53712,106901,23250,25228,48480,53643,54583,108231,23473,25171,48643,69146,71011,140162,848,888,1735,9136,8785,17927,3839,3830,7666,1759,2158,3916,2474,3902,6380,28704,31567,60271,11997,10647,22645,10821,10609,21430,3956,4037,7996,4274,5476,9746,1241,1850,3093,76218,78863,155080,3987,4395,8379
CED410,71450,77712,149164,4030,3877,7909,8653,7939,16593,4569,4617,9184,4756,4537,9294,9212,9592,18806,9313,9889,19204,9747,10221,19962,7927,9225,17149,6735,8397,15135,4557,5818,10377,1949,3603,5555,68310,74791,143098,3140,2922,6063,434,547,979,24,33,57,15,16,29,477,592,1066,45467,49208,94674,22965,25159,48120,47937,51664,99597,20752,23177,43930,58985,64053,123046,827,808,1638,8196,7493,15692,3872,4039,7909,2511,2572,5087,2713,3892,6603,35478,38562,74041,8202,8537,16739,6356,7686,14039,2188,2570,4763,2878,4000,6882,434,654,1090,67059,72471,139532,3170,4283,7451
CED411,83654,84558,168212,6314,5936,12250,11924,11262,23193,5679,5340,11016,5813,5680,11492,11001,11588,22590,9970,10065,20039,11253,11503,22759,10073,9852,19924,6776,7074,13852,3599,4294,7894,1241,1961,3201,79291,81118,160409,4360,3443,7803,2026,2134,4158,79,66,153,52,45,93,2156,2243,4404,61989,62013,124000,15558,16611,32168,70175,71036,141217,8209,8397,16601,72750,73329,146073,1055,927,1985,10628,10121,20747,3918,3854,7778,1129,1618,2750,1768,3430,5189,22300,26058,48354,14316,13244,27562,13466,12980,26448,4952,4502,9456,3934,3925,7856,657,880,1545,77075,78250,155323,5541,5754,11293
CED494,1734,1129,2863,50,43,91,56,68,129,95,80,173,161,99,266,349,209,556,280,140,421,282,192,474,239,164,403,168,97,271,43,21,59,13,7,22,0,0,0,1734,1129,2863,136,114,246,4,0,4,4,0,4,141,114,249,1137,748,1886,366,235,605,1167,769,1933,196,150,347,1152,788,1941,3,4,11,42,55,90,39,42,85,20,22,42,47,49,97,462,378,845,220,130,352,291,184,475,120,61,178,96,49,143,20,10,30,0,0,0,0,0,0
CED497,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,4,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,107,219
CED501,82002,82028,164031,6534,6269,12804,12184,11608,23792,5385,5122,10509,5840,5546,11385,12749,13048,25801,11589,11564,23156,10976,10877,21851,7760,7963,15721,5381,5634,11015,2793,3165,5955,811,1232,2037,75733,78698,154433,6266,3326,9591,2023,1788,3812,39,36,78,47,28,79,2115,1857,3970,49255,49075,98331,26034,27010,53041,66754,67605,134364,8086,9005,17092,63032,64193,127223,1273,1163,2434,11087,10536,21618,3536,3577,7120,994,1371,2365,1501,3241,4740,26193,29777,55973,8072,7936,16009,16527,15730,32265,3430,3019,6448,1691,1725,3411,143,206,350,71712,75533,147245,7071,5430,12498
CED502,84529,84254,168783,6845,6594,13438,12043,11324,23368,5597,5306,10904,6013,5624,11633,14043,14055,28094,12600,12258,24861,10658,10661,21317,8122,8740,16860,5444,5687,11129,2443,2890,5331,727,1112,1842,80474,81675,162145,4053,2581,6638,1952,1887,3833,29,34,69,33,42,71,2008,1964,3974,45936,45068,91005,33546,34434,67978,56528,56594,113114,22376,23311,45685,64005,64119,128122,1340,1323,2666,11007,10444,21452,4047,4043,8089,1749,1921,3672,2271,3676,5947,32311,34875,67188,6974,6941,13914,14721,14233,28952,3348,2970,6314,2014,2115,4128,566,664,1231,77779,79709,157488,4747,3797,8542
CED503,72126,73891,146019,4723,4416,9133,9702,9282,18985,4486,4390,8882,4060,3992,8051,8279,8697,16981,8554,9041,17601,9770,9988,19755,8795,9553,18346,8136,8197,16328,4360,4612,8972,1267,1717,2976,66143,70055,136194,5987,3836,9828,1401,1445,2846,40,42,79,21,21,50,1464,1508,2977,48586,49201,97788,17995,19527,37516,62112,64006,126118,4609,5314,9921,59529,61413,120946,931,857,1786,8830,8465,17299,2918,3109,6023,733,1004,1743,984,2393,3378,21638,25353,46987,7025,7463,14487,17027,16545,33575,3928,3495,7419,2257,2072,4329,161,143,302,63788,67695,131488,5268,4816,10084
CED504,73346,74189,147538,5406,5192,10596,10549,10184,20733,5366,4923,10291,5080,4640,9722,10565,10800,21368,10648,10760,21411,10036,10217,20253,7683,8064,15747,5118,5448,10569,2219,2779,4999,679,1177,1850,69938,71933,141871,3409,2262,5669,1090,1148,2234,32,33,68,19,15,35,1137,1198,2336,41881,41895,83779,27505,28602,56109,50378,50732,101115,19382,20201,39587,60305,61267,121575,1051,1068,2119,9802,9387,19191,3960,3858,7821,1585,1717,3301,1867,2993,4853,28674,30771,59449,6371,6033,12408,12886,12231,25116,2796,2688,5487,2064,2544,4609,752,898,1650,68660,70291,138945,2778,3107,5882
CED505,69528,73563,143086,3861,3541,7402,9203,8454,17655,4562,4487,9050,5069,4862,9936,10488,10970,21453,9062,9683,18743,9128,9948,19069,7782,8374,16151,5797,6475,12270,3263,4265,7523,1316,2507,3824,65579,70337,135917,3950,3228,7173,410,421,829,16,16,36,14,13,25,435,453,886,42105,44228,86329,22867,24673,47536,53903,56285,110186,11135,12776,23908,54873,58433,113308,958,881,1832,8689,8017,16712,4010,4023,8033,2985,2787,5770,2959,3808,6762,40982,43642,84629,3319,3563,6876,5341,6646,11987,1519,1715,3240,769,1051,1817,94,147,238,61820,66064,127880,6437,7359,13796
CED506,98704,83060,181764,6810,6397,13214,12520,11859,24378,4953,4340,9290,5385,4803,10185,17030,13947,30981,15662,12103,27767,14915,11641,26557,11812,9389,21203,6339,5233,11573,2537,2440,4975,735,908,1639,91136,77662,168797,7571,5397,12972,14427,14701,29134,258,209,469,355,349,705,15042,15262,30305,69121,60259,129381,16333,13323,29657,74624,64113,138736,10691,9951,20638,77015,67305,144322,1188,1097,2282,10701,10134,20831,2645,2494,5140,418,582,995,1502,2807,4310,28082,27471,55556,9607,7907,17510,20348,14715,35063,4344,3058,7406,3105,2312,5418,450,433,884,72499,71156,143659,59983,26364,86355
