CED_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
CED212,10,10,3,8,0,23,1071,82,18,24,6,4,3,5,8,3,16,169,9,4,0,0,0,0,0,0,0,0,13,982,85,65,26,15,16,14,14,3,43,1261,0,0,0,0,0,0,0,0,0,4,5,4497,261,172,41,22,26,19,22,14,125,5187,3857,60,53,4,10,3,5,14,0,117,4122,749,4,8,3,0,3,0,0,0,27,805,114,14,14,5,0,3,0,3,3,8,163,9,0,0,0,0,0,0,0,0,4,14,878,21,24,9,3,10,3,3,3,32,981,5,0,0,0,0,0,0,0,0,7,14,4742,80,77,19,10,11,10,15,3,155,5118,2347,39,21,4,4,3,4,3,0,75,2497,639,4,0,0,0,0,3,0,0,12,654,116,13,12,3,0,0,3,0,0,8,158,9,0,0,0,0,0,0,0,0,0,7,757,14,12,3,4,0,5,0,0,23,820,12,0,0,0,0,0
CED213,0,0,0,0,0,26,687,30,3,9,0,0,0,3,6,3,3,60,6,0,0,0,0,0,0,0,0,0,3,642,27,31,5,3,0,3,11,3,32,752,12,0,0,0,0,0,0,0,0,0,10,3885,154,101,27,5,3,10,20,8,163,4368,4134,54,49,12,3,11,3,9,3,118,4397,993,4,0,0,3,0,0,0,0,41,1041,109,0,3,0,0,0,0,4,0,11,133,13,0,0,0,0,0,0,0,0,0,12,1109,4,7,0,4,0,4,8,0,51,1184,17,0,0,0,0,0,0,0,0,4,25,5265,62,54,8,8,10,5,13,3,171,5604,2212,31,28,3,0,0,0,3,0,92,2371,685,3,0,5,0,0,0,0,0,20,715,155,3,0,0,0,0,0,0,0,10,162,24,0,0,0,0,0,0,0,0,3,30,858,4,3,5,0,0,0,0,0,31,901,13,0,0,0,0,0
CED214,10,19,10,13,3,79,3252,1390,92,126,28,26,33,21,32,29,81,1853,34,3,0,0,0,0,0,0,0,0,48,4367,196,194,42,33,52,29,41,32,166,5155,3,0,0,0,0,0,0,0,0,5,12,6414,294,245,55,48,71,34,48,34,213,7460,1622,32,15,9,5,3,3,6,3,41,1748,2852,23,16,3,5,3,0,4,0,83,2995,1371,57,46,14,8,7,10,13,10,56,1596,33,0,0,0,0,0,0,0,0,11,46,4262,82,60,18,12,9,10,20,17,157,4638,9,0,0,0,0,0,0,0,0,6,12,5890,114,78,29,26,11,10,20,18,203,6403,738,9,7,0,0,0,0,0,3,39,790,1919,6,12,0,0,0,0,0,0,63,2006,1631,30,16,6,10,3,3,0,0,79,1785,22,0,0,0,0,0,0,0,0,13,32,3574,39,30,6,10,6,3,3,0,159,3827,9,0,0,0,0,0
CED215,3,0,8,4,0,29,538,27,6,13,3,6,9,3,0,4,6,78,0,0,0,0,0,0,0,0,0,0,3,468,37,39,10,6,9,11,10,6,34,615,3,0,0,0,0,0,0,0,0,30,32,2491,107,92,23,14,13,10,11,7,148,2919,2940,32,23,3,0,0,0,5,0,102,3115,538,6,4,0,3,0,0,3,0,29,585,60,5,6,4,0,0,0,0,0,4,84,10,0,0,0,0,0,0,0,0,0,10,609,15,14,4,5,0,0,4,3,36,681,14,0,0,0,0,0,0,0,0,12,24,3566,47,34,3,5,0,0,8,3,150,3818,1456,25,8,0,4,0,0,0,0,63,1551,451,0,4,0,0,0,0,0,0,15,472,104,0,3,0,0,0,0,0,0,9,121,8,0,0,0,0,0,0,0,0,0,8,569,0,6,0,0,0,0,0,0,26,602,20,0,0,0,0,0
CED216,14,8,16,10,4,32,2076,207,34,58,25,9,23,17,12,17,42,436,5,0,0,0,0,0,0,0,0,0,11,2067,109,106,38,28,31,31,17,21,65,2520,3,0,0,0,0,0,0,0,0,0,3,5021,290,203,55,52,40,49,36,24,118,5884,2802,61,44,13,4,3,3,4,3,55,3009,1606,30,11,3,0,0,3,0,3,35,1694,302,14,30,7,8,6,9,3,8,29,424,25,0,0,0,0,0,0,0,0,0,25,1932,43,40,13,9,10,9,10,9,63,2140,10,0,0,0,0,0,0,0,0,4,11,4739,111,84,28,17,19,12,15,8,123,5159,1287,40,26,4,3,3,3,0,0,49,1421,1044,14,3,3,0,0,0,0,0,30,1098,457,24,25,4,9,3,3,4,3,20,545,13,0,0,0,0,0,0,0,0,0,15,1521,34,28,4,9,3,5,4,3,54,1660,12,0,0,0,0,0
CED217,27,43,16,24,9,120,5374,1570,152,167,51,45,55,55,41,33,109,2269,44,4,7,0,0,0,0,0,0,4,61,6199,491,365,69,71,100,69,64,46,235,7700,7,0,3,0,0,0,0,0,0,15,28,8389,603,426,83,81,104,76,76,50,328,10204,1930,33,20,3,8,0,3,5,0,87,2089,3028,48,61,13,12,14,14,8,5,92,3293,1198,75,116,26,22,24,29,15,19,63,1590,43,0,4,0,0,0,0,0,0,3,46,4267,128,176,39,36,37,42,21,26,155,4930,13,0,0,0,0,0,0,0,0,9,26,6205,162,201,44,46,42,45,24,26,254,7045,708,12,7,0,0,0,0,0,0,25,754,902,16,22,3,5,0,0,4,0,36,994,710,52,36,11,9,4,3,4,4,26,849,14,0,0,0,0,0,0,0,0,0,14,1622,66,56,11,12,10,3,10,4,63,1856,5,0,0,0,0,0
CED218,10,9,3,3,7,51,1873,281,34,73,14,22,12,19,28,16,51,559,9,0,0,0,0,0,0,0,0,0,9,1909,141,121,19,34,21,24,38,28,104,2435,3,0,0,0,0,0,0,0,0,3,3,4072,238,173,37,40,39,34,44,38,151,4870,2125,32,15,0,11,3,3,3,3,47,2245,1454,23,12,0,3,6,0,3,4,33,1545,480,20,35,6,12,6,7,10,4,22,609,17,0,0,0,0,0,0,0,0,0,18,1951,42,54,6,18,17,11,12,7,54,2175,6,0,0,0,0,0,0,0,0,0,6,4083,80,72,6,26,16,12,21,13,105,4424,971,16,11,0,3,0,0,0,0,26,1031,1000,14,3,0,0,0,0,0,0,23,1038,971,33,23,4,5,0,0,6,0,31,1079,16,0,0,0,0,0,0,0,0,0,16,1991,43,27,4,5,0,0,3,0,56,2138,7,0,0,0,0,0
CED219,48,34,29,27,18,125,5377,924,241,218,48,62,72,73,60,75,114,1882,41,5,9,0,0,0,0,0,0,5,63,5360,667,460,87,113,106,106,87,95,246,7323,6,0,0,0,0,0,0,0,0,0,13,8669,903,570,101,134,124,115,90,100,328,11131,2567,52,45,12,10,3,9,4,0,90,2793,2348,72,95,16,21,6,23,19,12,75,2682,760,99,137,20,32,37,28,39,40,64,1258,40,4,4,0,0,0,0,0,0,8,54,3146,170,231,33,55,47,48,62,57,141,3998,12,0,0,0,0,0,0,0,0,6,11,5724,220,282,43,69,54,57,59,56,239,6804,1220,30,32,0,5,10,3,0,0,70,1369,1001,17,39,3,3,3,0,4,0,39,1108,603,48,64,11,8,13,12,0,3,36,809,19,0,0,0,0,0,0,0,0,3,25,1627,64,104,12,8,14,12,8,5,82,1934,8,0,0,0,0,0
CED220,8,13,19,18,5,75,3923,1761,159,208,54,52,60,60,64,53,147,2620,30,3,0,0,0,0,0,0,0,3,37,5315,330,282,64,64,70,83,81,67,224,6580,8,0,0,0,0,0,0,0,0,8,23,7352,439,333,72,69,71,85,85,64,274,8845,2021,40,35,3,4,7,4,7,0,51,2170,2847,31,25,6,8,5,0,3,7,76,3024,1702,60,105,35,23,32,15,22,24,65,2076,27,3,0,0,0,0,0,0,0,4,35,4579,91,132,45,29,37,14,25,31,152,5135,8,0,0,0,0,0,0,0,0,3,13,6607,133,167,45,36,42,18,34,31,202,7324,1107,26,19,0,4,3,0,3,3,28,1188,1730,8,13,0,0,0,0,0,0,45,1800,1618,53,49,5,9,6,5,3,3,71,1825,27,0,0,0,0,0,0,0,0,3,37,3383,62,57,10,12,5,6,4,3,122,3658,10,0,0,0,0,0
CED221,0,0,0,0,0,5,397,21,3,13,0,3,3,0,3,3,3,51,4,0,0,0,0,0,0,0,0,0,4,359,25,31,10,3,3,0,3,3,15,454,8,0,0,0,0,0,0,0,0,3,14,2097,90,61,13,9,6,0,4,3,84,2362,2271,19,17,3,8,7,3,0,3,91,2416,531,3,0,3,0,0,0,0,0,11,553,62,0,14,5,0,0,0,6,3,7,94,15,0,0,0,0,0,0,0,0,0,11,604,3,17,3,3,0,0,6,3,21,661,9,0,0,0,0,0,0,0,0,3,9,2882,22,32,9,8,7,3,8,6,114,3087,976,13,3,0,0,0,0,0,0,31,1024,421,3,0,0,0,0,0,0,3,17,450,89,0,3,3,0,0,0,0,0,12,109,8,0,0,0,0,0,0,0,0,0,12,516,5,4,3,3,0,0,0,3,27,560,6,0,0,0,0,0
CED222,18,9,13,20,5,59,2988,857,105,136,38,32,40,45,39,42,77,1412,33,0,0,0,0,0,0,0,0,4,38,3492,255,230,46,51,54,59,54,53,145,4439,7,0,0,0,0,0,0,0,0,3,10,6180,416,325,61,64,62,66,61,51,213,7504,2629,42,50,7,4,5,8,7,3,67,2825,1659,42,37,3,6,8,4,3,4,50,1807,668,47,91,22,16,14,22,20,14,46,960,22,0,0,0,0,0,0,0,0,0,24,2347,96,127,25,19,15,31,24,19,97,2797,18,0,0,0,0,0,0,0,0,8,32,4988,136,179,29,27,22,35,29,22,178,5648,1348,24,20,4,0,7,0,3,0,52,1463,908,11,15,3,0,0,3,0,3,43,987,580,35,51,4,8,7,3,4,0,57,748,14,0,0,0,0,0,0,0,0,3,21,1512,44,64,11,8,4,10,4,4,100,1751,24,0,0,0,0,0
CED223,4,7,6,9,4,33,1764,211,20,33,14,11,12,9,11,22,28,371,9,0,0,0,0,0,0,0,0,0,17,1787,101,87,21,17,16,18,19,22,63,2149,0,0,0,0,0,0,0,0,0,6,6,3961,186,135,32,30,22,14,18,22,111,4542,2115,13,14,3,4,3,0,3,3,50,2204,1502,21,16,6,3,3,0,0,3,35,1591,207,19,38,11,5,7,0,12,10,18,338,15,0,0,0,0,0,0,0,0,0,17,1729,40,48,16,12,13,3,11,13,58,1942,3,0,0,0,0,0,0,0,0,8,6,3845,54,66,20,15,13,3,17,13,112,4158,920,11,10,0,0,0,0,0,0,26,973,979,3,9,0,0,0,0,0,0,23,1017,334,15,16,3,5,3,3,3,0,16,391,7,0,0,0,0,0,0,0,0,0,6,1315,20,19,3,5,5,3,0,0,45,1413,4,0,0,0,0,0
CED224,5,8,11,4,3,42,2518,408,68,118,10,24,30,30,29,23,74,810,21,0,3,0,0,0,0,0,0,0,24,2679,188,186,24,27,33,40,31,29,118,3351,3,0,0,0,0,0,0,0,0,4,8,4776,305,239,32,41,37,50,37,34,170,5717,1956,28,21,0,0,0,0,3,7,27,2042,1718,27,24,5,3,7,9,4,3,27,1820,319,39,70,7,17,16,19,21,17,38,558,15,0,0,0,0,0,0,0,0,0,19,2044,63,99,12,20,21,27,24,20,66,2393,5,0,0,0,0,0,0,0,0,3,10,4003,93,113,12,21,22,27,28,18,103,4444,915,9,8,7,0,0,4,0,0,39,979,1037,11,3,0,0,0,0,3,0,27,1093,527,25,44,3,4,6,4,0,3,20,643,12,0,0,0,0,0,0,0,0,0,12,1573,35,49,3,10,5,10,5,3,55,1748,8,0,0,0,0,0
CED225,8,6,3,10,8,26,1844,192,41,55,7,24,33,19,20,13,44,448,17,0,0,0,0,0,0,0,0,3,16,1770,188,120,21,32,39,25,30,17,73,2310,6,0,0,0,0,0,0,0,0,0,6,5034,345,219,33,37,47,29,37,19,138,5940,2818,45,42,3,4,0,7,14,4,84,3027,1009,29,37,3,13,9,3,10,4,31,1141,191,20,39,20,14,13,9,8,9,31,350,13,0,0,0,0,0,0,0,0,4,17,1209,44,76,29,22,18,13,20,13,68,1502,7,0,0,0,0,0,0,0,0,3,15,4034,93,116,27,34,22,21,29,12,156,4546,1321,29,21,3,0,0,3,4,0,52,1434,546,10,16,3,4,0,6,0,0,30,611,150,13,18,3,4,3,0,0,0,6,211,8,0,0,0,0,0,0,0,0,7,15,704,23,39,8,6,0,14,0,0,42,839,4,0,0,0,0,0
CED226,77,49,56,42,29,145,4069,567,144,293,79,97,105,111,111,113,229,1850,24,4,0,0,0,0,0,0,0,0,36,3539,502,595,146,171,155,170,152,142,372,5953,3,0,0,0,0,0,0,0,0,21,26,6343,687,762,184,199,182,190,172,152,465,9331,2047,57,48,22,9,7,11,8,5,54,2265,1852,71,108,38,41,25,26,24,28,71,2290,494,72,164,58,42,38,35,44,53,84,1078,26,0,0,0,0,0,0,0,3,0,29,2366,142,270,96,79,68,65,70,90,160,3397,11,0,0,0,0,0,0,0,0,14,26,4425,203,314,117,87,71,75,80,87,229,5690,927,25,23,3,9,3,3,3,0,21,1013,750,20,42,4,3,7,7,8,3,22,865,434,39,61,14,4,10,3,4,8,31,617,8,0,0,0,0,0,0,0,0,0,10,1194,63,100,16,11,18,9,6,12,54,1494,11,0,0,0,0,0
CED227,8,3,3,7,7,17,447,86,16,34,8,21,9,6,8,6,20,214,8,0,3,0,0,0,0,0,0,0,11,437,51,58,16,24,11,8,15,8,38,671,0,0,0,0,0,0,0,0,0,0,5,1383,80,84,15,27,21,17,15,8,78,1734,1125,21,11,0,0,3,5,0,0,53,1221,449,7,15,0,0,3,3,0,4,21,501,104,4,9,0,10,0,4,0,8,16,157,6,0,0,0,0,0,0,0,0,0,5,554,17,21,0,12,4,7,0,8,40,664,3,0,0,0,0,0,0,0,0,3,8,1687,34,27,6,15,3,13,0,13,96,1888,502,10,0,0,0,0,0,0,0,31,544,333,3,3,0,0,0,0,0,0,19,354,133,0,0,3,0,0,0,0,0,11,149,8,0,0,0,0,0,0,0,0,0,8,472,8,3,3,0,0,0,0,0,33,516,5,0,0,0,0,0
CED228,14,13,15,22,10,154,4282,2003,169,189,38,53,66,47,58,52,112,2776,31,0,0,0,0,0,0,0,0,8,50,5876,288,256,54,69,84,63,79,64,276,7107,11,0,0,0,0,0,0,0,0,13,23,7539,331,292,66,73,87,71,78,65,353,8959,1770,24,11,5,0,0,0,0,0,63,1877,3875,25,11,3,3,3,3,7,3,150,4088,1657,79,84,21,21,13,9,12,22,73,1985,59,0,0,0,0,0,0,0,0,0,66,5592,99,102,25,26,20,14,18,25,226,6137,14,0,0,0,0,0,0,0,0,11,18,7375,120,111,26,27,19,14,21,26,292,8033,709,8,5,0,0,0,0,0,0,28,754,2560,9,4,0,0,0,0,0,0,85,2655,1887,43,34,3,6,3,9,3,4,84,2075,47,0,0,0,0,0,0,0,0,12,62,4500,46,38,7,6,5,5,3,4,176,4793,6,0,0,0,0,0
CED229,28,13,9,23,11,70,2095,223,60,72,17,22,19,44,38,41,68,592,19,0,0,0,0,0,0,0,0,0,20,1925,199,177,31,43,37,52,56,56,137,2706,4,0,0,0,0,0,0,0,0,5,12,4536,336,265,45,57,48,59,63,58,235,5690,2480,49,24,5,10,9,0,6,0,69,2642,1240,19,32,12,19,7,15,11,6,53,1410,244,26,67,20,12,22,18,21,16,49,488,12,0,0,0,0,0,0,0,0,6,16,1496,49,99,31,26,26,29,23,23,104,1911,12,0,0,0,0,0,0,0,0,3,13,3978,96,123,40,41,34,32,32,23,175,4571,1009,17,16,0,0,0,0,4,0,29,1082,522,3,11,4,0,4,0,0,0,18,565,206,29,21,4,0,3,10,3,0,17,296,6,0,0,0,0,0,0,0,0,3,5,734,31,34,8,3,7,9,7,0,36,870,4,0,0,0,0,0
CED230,9,3,3,3,0,20,697,52,15,15,0,5,11,4,5,16,16,145,14,0,0,0,0,0,0,0,0,0,15,624,66,56,5,14,17,7,15,13,34,852,9,0,0,0,0,0,0,0,0,4,9,3222,151,125,22,26,22,15,23,17,114,3729,3448,49,33,9,6,12,0,10,3,110,3678,703,14,16,3,10,0,0,0,3,21,773,70,11,14,3,5,6,3,14,0,9,135,13,0,0,0,0,0,0,0,0,3,17,788,25,33,7,12,3,3,17,5,37,923,13,0,0,0,0,0,0,0,0,0,12,4249,68,66,18,18,19,3,23,12,145,4612,1746,12,11,3,0,3,0,0,0,63,1840,525,8,0,0,0,0,0,0,0,18,552,114,3,6,0,0,0,0,0,0,9,130,12,0,0,0,0,0,0,0,0,0,18,651,4,6,3,0,0,0,0,0,33,700,9,0,0,0,0,0
CED231,13,11,14,13,15,57,1885,892,127,125,27,21,37,27,30,21,74,1382,16,3,3,0,0,0,0,0,0,7,26,2464,252,195,42,30,51,37,48,36,132,3295,6,0,0,0,0,0,0,0,0,7,16,4144,322,244,69,40,64,55,65,43,188,5226,1344,24,18,6,5,3,3,4,3,44,1447,1160,33,16,9,5,10,6,4,8,36,1286,782,78,53,12,4,7,9,16,5,45,1014,14,0,3,0,0,0,0,0,0,0,20,1957,115,69,16,12,18,14,22,12,88,2321,5,0,0,0,0,0,0,0,0,11,13,3304,136,87,24,12,18,17,31,16,133,3780,454,4,0,0,0,0,3,0,0,21,482,679,10,3,0,0,0,0,0,0,25,725,1147,76,42,7,0,3,0,0,3,39,1323,13,0,0,0,0,0,0,0,0,0,24,1846,94,48,9,3,3,3,3,5,65,2074,5,0,0,0,0,0
CED232,13,18,17,20,8,53,1689,184,29,31,8,16,19,20,16,23,31,388,12,0,3,0,0,0,0,0,0,3,17,1600,112,93,24,26,38,39,33,30,88,2091,7,0,0,0,0,0,0,0,0,12,17,3986,227,176,55,58,68,64,60,40,154,4892,2351,59,42,3,0,9,4,5,3,47,2526,1432,30,15,6,3,9,11,3,0,34,1546,312,11,28,7,8,11,0,4,9,21,420,11,0,0,0,0,0,0,0,0,5,16,1756,36,45,9,13,22,6,13,11,60,1979,10,0,0,0,0,0,0,0,0,3,11,4117,96,88,18,13,33,12,17,12,110,4513,863,24,10,0,3,0,0,0,0,28,946,830,12,4,0,0,0,3,0,0,35,884,657,24,17,0,3,0,0,0,0,21,726,10,0,0,0,0,0,0,0,0,3,12,1494,34,24,0,8,5,4,0,0,58,1626,3,0,0,0,0,0
CED233,11,13,17,15,3,79,4194,800,131,200,51,51,46,68,41,38,116,1541,27,3,0,0,0,0,0,0,0,0,34,4500,378,312,76,68,59,86,49,42,195,5767,3,0,0,0,0,0,0,0,0,4,13,6627,511,367,74,78,62,90,61,46,256,8176,2173,29,26,3,3,5,3,7,5,50,2291,3255,56,31,3,9,10,8,15,4,81,3471,838,59,108,26,27,16,25,25,13,46,1196,28,0,0,0,0,0,0,0,0,0,30,4125,121,143,24,34,30,37,39,15,128,4696,11,0,0,0,0,0,0,0,0,3,13,6299,155,172,31,36,31,34,43,24,183,6999,1135,16,16,3,0,0,0,0,0,43,1218,2170,22,14,0,0,3,4,3,0,62,2278,980,39,56,8,15,6,7,3,3,47,1165,31,0,0,0,0,0,0,0,0,5,39,3177,61,75,11,16,7,12,4,3,122,3484,8,0,0,0,0,0
CED234,5,3,3,4,5,20,509,73,25,26,7,9,13,8,3,12,11,189,9,0,4,0,0,0,0,0,0,3,9,472,60,63,11,14,16,8,12,12,38,710,7,0,0,0,0,0,0,0,0,3,9,1737,114,111,18,15,19,9,14,22,95,2162,1706,24,27,3,0,0,0,8,0,80,1847,503,8,3,0,4,0,0,0,0,14,531,106,17,10,3,0,13,5,0,9,17,178,14,0,0,0,0,0,0,0,0,7,19,623,27,16,3,3,17,5,3,9,38,734,5,0,0,0,0,0,0,0,0,3,10,2328,52,39,7,5,16,4,10,6,115,2586,767,8,4,3,0,0,0,0,0,39,826,406,3,3,0,0,0,0,0,0,17,424,154,6,8,0,0,3,3,0,0,16,182,5,0,0,0,0,0,0,0,0,3,11,560,5,10,0,0,3,3,0,0,33,620,8,0,0,0,0,0
CED235,18,22,13,20,10,130,5074,1204,109,153,39,31,51,44,58,58,122,1875,52,4,0,0,0,0,0,0,0,8,67,5761,336,265,55,48,76,58,72,69,267,7011,12,0,0,0,0,0,0,0,0,4,20,7735,410,312,66,59,77,65,76,68,335,9201,1490,11,11,7,0,4,4,3,0,52,1584,3685,51,35,15,10,6,6,10,4,121,3949,1500,61,91,26,20,31,26,32,19,107,1903,58,0,0,0,0,0,0,0,0,7,63,5242,113,129,40,24,44,29,41,23,234,5918,6,0,0,0,0,0,0,0,0,6,11,6745,126,134,46,26,45,34,43,24,294,7518,598,6,3,0,0,0,0,0,0,32,651,1756,6,20,0,4,3,3,0,3,95,1895,1648,44,32,12,3,3,7,3,0,141,1898,33,0,0,0,0,0,0,0,0,13,42,3435,54,52,12,9,6,11,3,4,249,3837,6,0,0,0,0,0
CED236,3,0,3,3,3,6,221,10,4,10,0,3,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,3,178,22,22,0,6,3,3,3,4,9,251,0,0,0,0,0,0,0,0,0,50,47,1441,76,64,11,13,10,10,12,10,111,1759,1583,24,17,0,4,0,0,0,0,68,1697,184,0,3,0,0,0,0,3,3,6,200,12,0,0,0,3,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,195,3,3,0,3,0,0,3,3,11,217,10,0,0,0,0,0,0,0,0,26,35,1782,25,16,4,6,4,0,3,3,102,1950,830,7,10,3,0,0,0,0,0,35,881,114,0,0,0,0,0,0,0,0,5,125,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,132,0,0,0,0,0,0,0,0,4,146,3,0,0,0,0,0
