CED_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED207,91,4385,242,4714,509,8470,417,9395,185,4300,218,4710,141,4044,235,4416,181,8204,462,8847,178,8453,485,9113,297,8932,523,9745,379,7881,475,8726,484,5749,423,6654,454,2265,199,2919,390,488,90,965,3283,63164,3757,70203,43,4124,209,4368,233,8256,406,8899,105,4173,205,4487,105,3848,199,4154,193,8611,475,9276,205,8836,509,9553,339,9500,564,10398,395,8428,511,9334,479,6186,440,7104,662,2493,243,3404,792,617,172,1586,3559,65071,3929,72559,132,8511,450,9089,744,16726,825,18290,297,8471,426,9196,245,7895,432,8569,374,16818,937,18127,380,17287,989,18660,632,18431,1082,20147,769,16302,984,18057,964,11934,862,13756,1123,4759,448,6326,1187,1101,255,2548,6840,128234,7687,142766
CED208,46,4054,229,4328,307,7838,346,8487,104,5265,259,5630,103,9006,469,9580,136,12620,759,13515,170,9205,547,9925,230,8923,504,9649,319,6776,396,7493,447,4598,320,5365,737,3104,267,4108,695,1024,123,1843,3285,72421,4218,79930,28,3828,219,4077,128,7717,351,8192,71,5447,252,5767,64,8452,425,8937,119,12112,718,12951,162,9895,474,10534,299,9751,508,10556,381,7642,451,8469,627,5645,361,6631,1212,3890,341,5446,1414,1315,208,2942,4511,75678,4310,84500,75,7879,449,8409,432,15550,692,16681,177,10711,508,11393,163,17461,894,18523,261,24729,1476,26469,331,19104,1022,20452,528,18672,1006,20204,693,14419,856,15963,1069,10246,682,11994,1952,6996,610,9552,2116,2343,334,4788,7800,148100,8533,164433
CED209,57,4744,250,5054,458,9440,488,10389,165,4315,245,4722,114,4355,283,4760,183,7725,517,8429,178,8840,587,9605,294,8637,606,9528,424,8494,619,9533,534,6654,580,7769,530,2896,301,3727,529,758,110,1393,3473,66854,4590,74915,28,4290,257,4581,223,9056,474,9752,100,4159,235,4494,72,3844,249,4162,157,8192,495,8851,197,9395,571,10165,291,9496,570,10360,439,9042,651,10128,462,7228,581,8273,806,3319,354,4483,1300,1071,215,2588,4092,69101,4640,77827,93,9041,501,9632,687,18491,961,20141,270,8470,477,9214,183,8199,532,8919,339,15920,1019,17281,374,18232,1154,19771,586,18132,1179,19893,858,17536,1264,19665,1001,13882,1156,16039,1336,6217,653,8209,1835,1822,320,3978,7560,135960,9221,152740
CED210,103,4141,308,4559,590,7754,521,8866,223,4228,277,4733,139,4309,397,4845,259,8215,1019,9491,283,7867,871,9018,413,8297,812,9525,549,7783,701,9036,755,5922,606,7279,707,2869,361,3938,552,739,208,1497,4581,62130,6083,72793,41,4045,279,4368,262,7681,503,8448,140,4117,263,4517,125,4393,360,4886,183,8944,666,9797,300,8488,569,9350,492,9065,698,10253,681,8603,742,10027,691,6827,605,8124,1077,3355,453,4885,1198,949,324,2467,5189,66468,5461,77125,143,8189,596,8921,858,15438,1023,17318,364,8347,545,9253,266,8702,758,9727,440,17158,1685,19286,581,16354,1440,18372,900,17363,1508,19774,1230,16386,1445,19062,1442,12751,1213,15404,1784,6223,811,8824,1750,1685,528,3961,9766,128603,11542,149914
CED211,68,4447,194,4711,393,8322,319,9035,130,4004,154,4295,101,4124,166,4395,172,9153,436,9760,191,9842,453,10484,250,8687,442,9377,323,6833,334,7490,399,5320,289,6011,569,2894,215,3675,584,819,134,1528,3183,64442,3139,70760,33,4297,188,4520,197,8011,277,8484,66,3902,150,4115,71,3816,161,4050,144,9756,500,10397,198,10306,463,10968,324,9275,419,10018,423,7601,345,8375,510,6436,396,7339,988,3584,332,4898,1391,1150,303,2841,4348,68128,3527,76001,96,8750,384,9235,588,16333,593,17516,202,7906,310,8412,175,7943,328,8448,316,18908,934,20153,394,20148,917,21451,574,17962,862,19401,750,14432,677,15861,908,11756,679,13342,1557,6473,547,8576,1967,1962,438,4369,7525,132573,6662,146767
CED212,84,4284,273,4644,426,8050,509,8979,171,3900,267,4333,125,3833,273,4224,181,7625,602,8408,238,8404,586,9229,311,8875,668,9854,378,7670,603,8650,541,6023,487,7055,602,3020,298,3910,493,776,111,1374,3548,62449,4671,70672,48,3923,253,4229,209,7827,487,8530,103,3987,247,4341,91,3799,300,4199,177,8095,608,8878,263,9014,617,9900,428,9515,664,10605,512,8458,599,9569,598,7116,612,8324,845,3597,378,4822,1198,943,185,2323,4468,66276,4964,75708,130,8209,529,8874,637,15881,996,17506,269,7884,519,8675,218,7631,573,8419,354,15713,1215,17284,502,17418,1208,19126,741,18384,1333,20458,894,16131,1193,18222,1139,13138,1097,15381,1446,6613,675,8734,1687,1721,297,3702,8017,128726,9638,146381
CED213,79,3958,269,4310,415,8424,551,9382,157,4145,274,4577,100,3613,249,3965,171,6309,449,6930,210,7712,600,8521,381,9034,705,10120,472,9102,736,10306,653,8373,735,9760,694,4118,492,5306,589,1062,224,1873,3924,65843,5290,75055,25,3706,247,3984,230,8297,500,9027,75,3752,246,4072,61,3256,229,3539,146,7032,496,7675,222,8307,635,9163,366,9798,689,10851,566,9957,779,11300,662,9083,800,10547,912,4166,545,5618,1157,1147,366,2671,4411,68501,5525,78445,105,7666,516,8286,644,16715,1050,18414,226,7896,523,8643,161,6867,478,7498,315,13344,947,14605,430,16012,1235,17685,740,18829,1396,20969,1038,19060,1515,21612,1321,17456,1540,20310,1605,8283,1031,10923,1743,2216,588,4541,8333,134345,10815,153498
CED214,69,5476,413,5954,295,7864,517,8674,128,3731,239,4102,97,5543,423,6068,163,14263,1067,15500,219,12236,937,13395,302,9691,746,10742,545,7186,576,8309,690,4315,379,5385,868,2090,313,3272,671,520,136,1332,4053,72920,5744,82718,40,5146,419,5605,141,7891,513,8541,88,3553,214,3854,88,4870,376,5335,156,13657,1076,14896,224,12065,865,13154,389,9779,699,10861,623,7325,568,8513,830,4702,414,5942,1482,2373,366,4224,1283,713,231,2230,5331,72078,5741,83151,109,10620,827,11557,431,15757,1024,17214,219,7287,447,7953,188,10414,804,11400,319,27925,2147,30389,442,24301,1803,26545,691,19473,1437,21606,1165,14514,1145,16824,1517,9014,798,11333,2352,4459,678,7489,1953,1229,372,3558,9388,145002,11484,165873
CED215,71,3757,322,4145,488,7531,674,8689,215,3624,321,4170,142,3295,439,3873,212,6500,970,7679,271,6498,886,7658,468,7682,901,9057,628,8756,935,10322,822,7585,825,9235,652,3340,452,4446,482,746,182,1409,4447,59324,6915,70685,28,3530,336,3899,245,7420,639,8297,131,3500,305,3930,104,3188,343,3634,188,7091,703,7982,282,6997,671,7945,466,8458,833,9759,660,9330,877,10866,711,7407,789,8911,860,3485,550,4900,985,897,329,2213,4667,61304,6370,72339,99,7286,660,8048,728,14950,1309,16991,348,7129,630,8105,246,6484,781,7512,399,13594,1670,15661,556,13498,1559,15605,938,16135,1740,18811,1294,18088,1811,21189,1534,14990,1617,18142,1510,6831,1004,9345,1467,1641,514,3623,9117,120627,13291,143033
CED216,39,3714,190,3947,212,9442,426,10082,86,4516,194,4796,60,3881,220,4153,94,6668,473,7234,104,8456,536,9094,157,10292,622,11068,204,8120,496,8822,317,5709,391,6417,504,2534,243,3276,688,920,129,1736,2462,64261,3906,70625,22,3723,187,3933,107,9290,407,9804,56,4162,190,4403,47,3702,199,3945,93,7233,461,7786,128,9765,542,10429,208,11456,626,12289,277,8724,524,9521,442,6310,449,7200,837,3164,299,4299,1705,1418,264,3387,3915,68938,4143,76996,62,7443,379,7877,324,18736,824,19886,135,8677,381,9201,101,7579,417,8093,189,13902,935,15026,225,18220,1077,19527,363,21745,1248,23363,484,16845,1014,18340,756,12020,842,13616,1338,5700,544,7583,2390,2342,386,5121,6374,133198,8052,147627
CED217,132,7516,579,8234,783,13444,957,15187,206,5943,372,6526,166,5824,510,6502,279,13087,1257,14625,347,14128,1181,15658,468,10634,855,11960,738,7752,616,9102,928,4559,434,5922,527,1346,157,2032,246,194,28,462,4809,84442,6958,96210,75,7316,546,7943,351,13485,913,14750,132,5732,345,6207,116,5731,493,6342,233,14449,1128,15811,385,14694,1068,16146,603,10915,853,12374,917,8265,649,9829,924,4530,466,5917,789,1325,185,2296,569,245,55,870,5101,86694,6689,98479,212,14835,1132,16177,1133,26930,1874,29937,341,11680,715,12732,276,11553,1004,12841,514,27538,2388,30439,732,28826,2250,31806,1070,21558,1701,24335,1649,16018,1263,18932,1852,9090,897,11840,1317,2668,340,4329,814,440,80,1332,9909,171136,13647,194692
CED218,42,3554,202,3802,177,6776,331,7283,66,3420,193,3682,42,5747,399,6190,90,14475,1324,15885,95,9702,773,10572,152,8441,639,9229,195,6558,474,7229,277,4751,395,5422,480,2367,305,3150,470,722,117,1305,2094,66505,5151,73754,21,3300,196,3516,92,6829,332,7255,50,3559,208,3811,49,6848,482,7375,85,15498,1346,16925,139,9935,701,10771,172,9040,579,9791,251,7300,540,8091,390,5502,418,6307,874,2834,354,4070,1114,910,240,2274,3226,71558,5404,80188,66,6854,403,7318,269,13605,662,14539,115,6985,396,7492,88,12595,887,13562,172,29972,2669,32810,230,19637,1480,21348,321,17476,1217,19024,440,13862,1014,15318,674,10249,809,11729,1350,5201,663,7216,1593,1631,353,3576,5321,138064,10552,153942
CED219,107,7965,581,8656,685,13314,811,14810,256,6311,351,6919,170,6776,477,7426,276,14530,990,15799,348,14044,916,15306,490,11159,715,12359,694,8351,614,9659,706,4630,369,5704,597,1750,189,2536,356,321,75,751,4687,89158,6084,99928,56,7647,534,8240,348,12965,779,14094,150,5890,325,6364,117,6254,416,6790,268,15586,1001,16855,369,13484,794,14651,641,11134,742,12521,855,8517,629,10006,787,4814,403,5999,965,1879,224,3060,864,376,121,1356,5427,88537,5977,99939,168,15614,1115,16895,1034,26281,1592,28907,408,12204,670,13280,293,13038,894,14217,544,30116,1998,32657,721,27526,1712,29957,1130,22293,1455,24879,1554,16871,1247,19661,1495,9440,774,11702,1555,3624,412,5595,1218,694,195,2108,10108,177692,12060,199864
CED220,53,4456,246,4753,312,8500,361,9166,104,4155,204,4452,100,5236,301,5635,140,10239,594,10971,170,9815,525,10513,279,9065,486,9825,453,7197,433,8082,546,4890,350,5787,746,2666,264,3676,650,805,137,1600,3545,67027,3894,74463,27,4340,226,4596,133,7995,318,8438,44,3984,178,4206,56,4569,233,4857,120,10286,540,10949,191,10207,535,10934,325,9596,502,10420,542,7601,406,8553,742,5574,375,6695,1231,3029,355,4619,1258,1028,266,2551,4667,68211,3933,76814,75,8802,470,9348,442,16489,676,17609,148,8136,377,8662,154,9802,531,10492,258,20522,1134,21917,364,20021,1060,21443,604,18658,984,20246,994,14799,836,16631,1288,10464,729,12479,1974,5700,619,8294,1910,1835,407,4156,8216,135240,7828,151282
CED221,56,3556,328,3946,458,7861,572,8887,161,3864,303,4324,110,3243,317,3671,174,5973,612,6764,216,6802,700,7723,364,8269,755,9389,521,8903,844,10270,687,7216,698,8596,564,3095,364,4027,455,782,172,1411,3771,59560,5664,69002,36,3493,283,3813,161,7821,558,8539,93,3644,285,4020,86,2810,281,3184,150,6526,582,7264,235,7487,670,8393,367,8826,759,9955,560,9303,820,10684,570,7235,702,8507,795,3284,398,4483,1020,1006,312,2343,4086,61441,5652,71186,96,7053,617,7758,619,15680,1127,17428,255,7503,590,8349,200,6055,596,6854,326,12499,1197,14024,456,14288,1373,16112,725,17099,1514,19338,1084,18212,1666,20960,1258,14448,1399,17106,1367,6377,761,8505,1481,1786,491,3755,7858,121010,11318,140183
CED222,68,5053,295,5410,387,9294,461,10141,137,4450,204,4790,104,4768,298,5172,172,9980,633,10785,202,10807,669,11681,303,10028,628,10966,436,7633,535,8604,536,4996,421,5945,618,2181,260,3064,539,569,130,1244,3500,69758,4534,77790,42,4903,293,5236,172,8950,460,9579,86,4263,209,4554,67,4347,229,4644,139,10540,639,11317,244,11311,658,12214,394,10377,570,11343,585,7897,561,9047,651,5656,441,6744,991,2627,343,3961,1163,805,243,2218,4534,71673,4652,80861,108,9953,585,10646,556,18239,924,19725,222,8712,413,9346,176,9110,530,9815,312,20515,1272,22099,442,22121,1326,23895,700,20404,1202,22302,1021,15534,1089,17648,1185,10652,856,12693,1607,4811,601,7023,1704,1378,378,3458,8036,141436,9184,158654
CED223,64,4181,213,4460,350,8175,346,8877,116,4025,184,4330,97,4048,222,4365,175,7959,438,8564,179,8914,490,9584,253,8681,545,9478,281,7787,424,8497,397,5506,342,6243,479,2339,224,3036,470,612,145,1225,2854,62239,3562,68661,35,4085,222,4345,150,7971,337,8462,81,3779,177,4040,69,3910,184,4158,122,8286,468,8872,153,9662,481,10296,276,9534,508,10312,369,8524,450,9343,444,5956,416,6818,748,2795,314,3863,1039,822,287,2142,3491,65317,3840,72644,98,8268,432,8799,506,16149,685,17336,200,7805,362,8365,165,7956,402,8520,293,16239,904,17438,336,18576,971,19883,530,18213,1045,19791,654,16312,875,17847,842,11459,751,13056,1230,5131,542,6897,1508,1435,427,3368,6346,127552,7404,141301
CED224,31,3132,153,3309,215,8462,376,9046,80,4909,219,5202,64,5701,306,6074,84,9293,641,10014,95,7604,473,8168,152,8874,549,9578,160,7165,427,7751,237,5099,331,5668,474,2419,219,3110,602,787,115,1496,2182,63443,3803,69428,15,3022,149,3188,88,8259,318,8668,57,4930,204,5190,63,5517,297,5875,78,9616,630,10329,107,8967,501,9581,166,10287,541,11002,209,7937,466,8607,363,5820,419,6595,838,2935,294,4071,1541,1085,250,2877,3515,68382,4070,75971,40,6155,301,6495,298,16724,695,17717,132,9837,417,10388,128,11219,607,11947,157,18913,1273,20340,206,16570,972,17749,319,19167,1090,20576,369,15104,893,16356,594,10913,752,12264,1309,5356,514,7178,2140,1870,360,4377,5701,131822,7875,145399
CED225,69,5023,267,5366,532,10815,493,11833,200,5587,257,6043,113,4678,223,5018,157,8290,453,8894,183,10397,557,11137,247,10883,602,11731,324,8081,492,8901,383,4839,326,5553,437,1918,162,2519,308,432,68,810,2945,70952,3903,77806,46,4786,241,5084,268,10256,458,10975,124,5154,250,5528,83,4504,219,4805,136,8859,490,9485,248,11395,545,12190,303,11176,604,12073,426,8242,457,9122,478,5042,342,5856,604,1984,180,2765,687,504,80,1272,3405,71894,3862,79156,119,9811,512,10448,794,21069,945,22811,324,10744,505,11570,193,9179,445,9819,294,17145,937,18379,434,21787,1101,23326,548,22054,1204,23807,746,16328,948,18023,862,9882,670,11413,1037,3905,347,5285,990,942,146,2077,6348,142848,7762,156965
CED226,168,10742,707,11611,944,15683,991,17624,267,6264,406,6931,151,6726,633,7506,262,19048,1666,20978,290,18276,1426,19997,380,12404,903,13687,570,8341,635,9544,690,4516,421,5628,554,1487,198,2236,247,257,64,573,4520,103752,8046,116323,95,10027,679,10803,377,15254,885,16513,131,6090,353,6573,121,6457,406,6988,225,21200,1306,22730,369,17335,1016,18720,544,12291,792,13632,749,8702,625,10077,767,4736,435,5933,809,1637,214,2655,597,309,134,1034,4777,104029,6850,115662,261,20767,1388,22412,1320,30941,1879,34136,394,12356,760,13511,269,13180,1047,14491,491,40248,2973,43711,663,35610,2442,38714,929,24696,1694,27320,1317,17041,1268,19623,1457,9255,850,11563,1358,3121,411,4894,846,567,195,1608,9303,207782,14897,231979
CED227,77,3699,369,4145,428,7675,664,8763,167,3928,304,4403,122,3273,336,3723,196,6561,751,7510,265,6259,634,7163,435,7853,793,9081,608,8440,866,9912,753,6383,779,7911,708,3216,442,4368,601,860,197,1661,4360,58146,6143,68643,19,3472,320,3810,187,7424,557,8165,103,3668,322,4098,71,3176,313,3561,164,6784,686,7630,250,6781,636,7672,443,8223,776,9444,601,8306,850,9756,642,6465,738,7842,1005,3643,525,5171,1354,1143,309,2810,4823,59080,6042,69947,94,7165,693,7955,609,15099,1221,16934,273,7596,632,8501,193,6451,646,7289,359,13343,1439,15144,512,13048,1278,14831,877,16077,1566,18522,1209,16743,1718,19671,1390,12843,1520,15751,1707,6862,963,9536,1952,2007,513,4469,9185,117231,12183,138592
CED228,59,4572,390,5018,355,8372,498,9222,108,4469,271,4852,89,6265,447,6803,178,12630,1079,13890,227,10031,782,11037,354,9584,721,10662,483,7666,587,8743,731,5162,462,6363,933,2638,280,3855,687,616,148,1444,4209,72016,5661,81884,28,4344,373,4742,132,8168,465,8764,58,4381,289,4726,80,5644,362,6090,166,12579,996,13738,212,10556,780,11550,369,9932,633,10931,663,8306,622,9598,922,5677,490,7082,1626,2925,363,4914,1386,781,230,2396,5649,73287,5600,84532,89,8914,757,9761,487,16540,964,17991,168,8849,562,9577,168,11911,815,12891,345,25212,2071,27629,441,20593,1560,22591,722,19516,1356,21595,1147,15979,1215,18337,1657,10837,950,13440,2566,5565,641,8770,2073,1398,373,3842,9854,145300,11261,166417
CED229,177,8406,575,9154,769,14532,874,16171,214,6454,380,7046,179,5861,390,6426,248,13901,928,15076,290,14235,959,15484,400,12374,851,13625,549,9213,739,10499,693,5828,536,7053,530,2039,242,2816,343,394,94,829,4392,93223,6565,104184,94,8077,532,8699,382,13867,843,15102,149,6068,387,6600,111,5745,363,6214,229,15265,970,16468,332,14821,988,16139,545,12916,917,14383,635,9646,714,10993,722,6024,589,7338,763,2039,275,3085,687,471,163,1327,4655,94950,6740,106345,264,16482,1104,17852,1149,28397,1719,31264,365,12520,766,13648,290,11601,757,12647,484,29164,1894,31546,625,29056,1946,31630,948,25292,1763,28001,1180,18861,1447,21491,1411,11853,1129,14390,1296,4083,523,5905,1033,864,259,2156,9041,188179,13308,210531
CED230,105,5448,387,5942,635,9933,685,11251,223,4656,300,5185,137,4021,323,4481,220,8853,686,9757,264,8609,692,9557,381,9196,848,10423,553,8833,807,10190,733,7284,736,8750,676,3374,398,4447,475,790,147,1414,4401,70994,6004,81396,41,5260,360,5663,274,9939,681,10892,114,4406,292,4817,112,4136,352,4596,215,9822,694,10734,314,9206,743,10256,504,9770,824,11101,632,9541,856,11027,758,7907,767,9428,918,3595,461,4972,1192,1011,242,2450,5070,74597,6255,85928,145,10703,747,11601,907,19872,1366,22144,341,9065,591,9998,250,8153,677,9076,434,18675,1377,20488,578,17807,1433,19819,886,18966,1670,21524,1180,18376,1662,21214,1487,15191,1500,18180,1597,6973,854,9420,1670,1804,390,3861,9475,145592,12265,167328
CED231,40,3824,487,4347,134,4772,538,5443,63,5041,545,5654,75,13890,1625,15586,143,28027,3549,31717,200,12593,1660,14452,252,7969,1132,9355,332,5857,857,7040,350,3713,533,4596,502,1333,260,2090,383,334,136,852,2465,87334,11328,101128,25,3722,467,4217,86,4716,485,5284,30,6455,632,7116,71,16940,1793,18804,151,29133,3351,32636,163,11968,1448,13580,253,8026,1033,9309,406,6296,806,7504,460,3947,519,4921,821,1557,333,2713,746,394,246,1383,3202,93149,11112,107465,68,7545,953,8563,216,9480,1025,10730,85,11497,1186,12773,145,30827,3418,34386,291,57157,6902,64351,362,24560,3115,28030,502,15992,2165,18666,733,12152,1658,14544,808,7655,1054,9518,1323,2888,593,4799,1130,727,383,2233,5666,180484,22440,208593
CED232,27,3587,313,3932,120,5336,404,5857,47,2534,222,2808,42,5276,631,5949,114,17819,2240,20170,124,11644,1391,13157,187,8384,1072,9641,296,6636,848,7781,339,4641,591,5575,423,1727,278,2424,486,516,135,1140,2213,68091,8121,78431,29,3505,330,3865,65,5129,390,5581,31,2770,257,3058,54,6207,730,6986,101,19011,2382,21498,126,11581,1317,13025,190,8762,950,9900,281,6943,802,8023,388,4678,554,5621,716,1880,289,2877,1009,614,206,1829,2984,71086,8202,82272,53,7096,646,7801,183,10461,793,11441,74,5307,481,5865,94,11484,1359,12933,212,36828,4619,41667,251,23226,2705,26182,383,17141,2025,19543,576,13577,1649,15806,729,9320,1146,11193,1134,3610,562,5306,1491,1130,346,2973,5194,139177,16325,160699
CED233,53,3314,120,3484,301,7723,280,8307,103,4574,168,4848,71,4339,172,4575,102,7027,313,7447,111,7388,334,7832,135,8997,411,9547,227,7640,374,8241,348,5792,307,6444,706,3481,288,4479,610,784,155,1548,2765,61062,2934,66759,30,3083,123,3236,110,7398,266,7780,60,4171,147,4369,51,3942,151,4141,99,7148,325,7575,122,8325,360,8812,194,10059,421,10679,313,8427,409,9154,490,6657,395,7543,1094,3593,324,5014,1322,862,294,2473,3886,63667,3221,70776,78,6399,248,6720,415,15124,548,16085,164,8743,313,9223,121,8280,322,8724,200,14178,643,15025,233,15717,696,16642,331,19058,838,20220,542,16071,790,17404,837,12451,695,13982,1805,7078,615,9488,1927,1642,445,4018,6653,124730,6150,137535
CED234,62,3923,378,4356,484,8252,721,9454,204,4247,328,4775,131,3297,294,3721,177,6526,725,7431,265,6822,769,7850,411,8197,864,9470,630,8530,925,10082,798,6978,810,8593,775,3532,484,4794,572,840,203,1616,4512,61139,6491,72140,36,3841,334,4217,201,7928,666,8802,96,3928,325,4356,102,3105,269,3478,171,6943,673,7791,255,7327,677,8261,466,8665,797,9924,623,8701,868,10189,671,6974,827,8474,942,3687,551,5184,1177,1040,341,2561,4750,62138,6339,73227,101,7755,714,8567,693,16178,1393,18253,303,8179,652,9131,237,6405,560,7201,346,13474,1402,15214,521,14153,1443,16114,876,16857,1661,19400,1251,17229,1794,20266,1471,13949,1640,17067,1724,7217,1034,9977,1750,1880,548,4181,9262,123274,12835,145366
CED235,86,5669,352,6104,443,9788,506,10733,174,4966,225,5365,111,5763,341,6209,220,12198,751,13170,298,10678,618,11593,462,9669,521,10645,646,7789,472,8908,877,5038,400,6320,898,2149,219,3266,532,368,67,968,4739,74065,4477,83288,51,5285,335,5669,220,9391,471,10083,88,4718,243,5044,82,5487,299,5868,179,12333,785,13298,288,10707,604,11599,561,10305,569,11435,800,8422,516,9734,960,5288,405,6657,1421,2124,271,3824,967,397,96,1466,5620,74474,4582,84680,138,10953,686,11773,665,19174,975,20819,254,9689,465,10405,199,11246,636,12079,402,24532,1537,26474,593,21389,1216,23192,1020,19968,1086,22079,1447,16211,992,18644,1841,10330,804,12975,2323,4272,497,7093,1499,764,164,2430,10362,148543,9065,167966
CED236,46,3355,235,3633,383,7395,567,8347,146,3771,262,4180,143,3140,310,3589,197,5497,710,6400,235,6249,846,7332,374,7902,932,9206,622,8413,902,9934,677,6815,796,8286,563,3199,447,4210,496,781,140,1417,3876,56514,6148,66534,22,3211,253,3494,183,7163,499,7854,90,3518,272,3885,85,2851,218,3155,146,5902,466,6516,250,6565,594,7413,384,8471,668,9523,611,8599,770,9979,575,6839,726,8136,812,3525,439,4779,1116,1123,272,2509,4276,57776,5184,67237,69,6565,484,7126,567,14565,1069,16199,244,7293,531,8064,224,5986,534,6740,344,11397,1174,12915,484,12817,1445,14738,760,16368,1595,18724,1231,17007,1669,19914,1246,13656,1523,16426,1380,6726,889,8995,1611,1902,414,3930,8157,114289,11331,133772
