CED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
CED224,0,53,0,53,..,436,22,464,0,464,..,366,37,401,4,400,..,286,10,289,0,295,..,108,23,128,0,128,..,87,4,95,0,93,..,779,93,875,3,875,..,1014,145,1154,43,1196,..,16465,2479,18946,155,19103,..,150,17,164,3269,3435,46888,16615,2497,19107,3429,69428,50231,..,..,..,..,50231,..,45,0,51,0,51,..,282,87,375,7,379,..,0,0,0,0,0,..,2059,448,2505,21,2527,..,5175,1858,7034,23,7060,..,356,121,481,0,481,..,7600,2430,10024,49,10073,..,99,11,105,0,107,..,62,0,64,0,64,..,476,10,482,0,482,..,305,3,309,3,311,..,1808,338,2147,18,2160,..,86,7,98,0,96,..,550,21,572,10,580,..,116,4,115,0,115,..,267,12,280,0,281,..,83,14,94,4,92,..,495,43,541,3,542,..,1603,97,1700,14,1716,..,1223,150,1368,13,1380,..,265,29,296,3,295,..,312,84,396
CED225,4,60,0,60,..,479,14,491,9,498,..,421,46,462,3,463,..,392,12,407,5,413,..,54,10,61,0,61,..,106,17,120,0,118,..,111,35,143,0,145,..,2397,441,2837,52,2891,..,11670,1441,13118,150,13265,..,164,21,194,3161,3348,61192,11839,1470,13303,3307,77806,61495,..,..,..,..,61495,..,173,0,173,0,173,..,469,69,535,5,545,..,3,0,3,0,3,..,234,59,295,3,299,..,1001,400,1398,4,1400,..,135,38,164,0,164,..,1366,499,1863,7,1871,..,174,25,197,5,197,..,234,7,237,3,237,..,366,18,378,0,379,..,410,6,422,16,441,..,360,27,386,5,391,..,123,3,130,0,127,..,492,31,521,0,519,..,399,62,461,3,462,..,1288,94,1384,13,1389,..,184,17,202,3,210,..,283,42,322,3,325,..,2766,246,3016,26,3036,..,545,66,615,11,625,..,82,10,95,0,95,..,110,75,183
CED226,9,368,3,372,..,3337,113,3448,33,3484,..,880,84,967,21,987,..,967,64,1027,12,1039,..,166,33,198,3,194,..,169,24,196,0,195,..,900,256,1159,8,1161,..,8023,1996,10016,198,10211,..,40735,5920,46651,529,47183,..,303,118,422,6870,7286,61851,41034,6037,47074,7395,116323,61479,..,..,..,..,61479,..,205,6,212,0,212,..,1946,328,2277,25,2300,..,3,0,3,0,3,..,940,298,1239,9,1246,..,2905,1265,4171,19,4193,..,193,83,273,5,279,..,4038,1643,5682,26,5714,..,334,50,381,6,383,..,68,4,74,3,78,..,306,23,326,5,335,..,194,4,202,0,204,..,677,94,774,10,789,..,1063,102,1162,3,1165,..,3726,247,3977,28,4001,..,3191,496,3687,32,3719,..,734,57,788,11,794,..,1548,221,1766,14,1785,..,2010,246,2257,22,2277,..,12268,1362,13629,106,13736,..,1385,234,1615,14,1635,..,198,31,231,0,231,..,314,131,450
CED227,39,100,0,103,..,244,61,297,0,301,..,33,4,37,0,37,..,38,27,65,0,73,..,40,19,53,0,54,..,172,66,237,3,245,..,116,96,215,5,216,..,967,392,1355,23,1381,..,3620,1062,4680,79,4753,..,188,21,211,5530,5741,58147,3805,1084,4891,5602,68643,59577,..,..,..,..,59577,..,52,0,52,0,52,..,62,10,73,0,73,..,10,0,10,0,10,..,85,34,116,0,120,..,208,150,366,0,366,..,10,8,15,0,16,..,309,187,495,4,498,..,41,6,46,0,46,..,62,0,62,0,66,..,46,4,54,0,54,..,91,0,99,0,99,..,179,39,215,5,218,..,35,0,35,0,35,..,48,3,52,0,56,..,162,32,194,3,197,..,47,8,52,0,58,..,15,0,16,0,18,..,54,3,57,0,57,..,360,47,410,7,415,..,672,117,792,20,805,..,33,13,42,0,42,..,41,9,48
CED228,7,74,0,76,..,925,44,975,3,977,..,812,159,965,9,974,..,318,100,425,4,427,..,87,20,105,9,116,..,367,49,412,4,415,..,6923,2862,9783,87,9872,..,3240,919,4162,80,4241,..,29618,7225,36845,449,37290,..,237,65,303,4640,4941,39657,29851,7293,37145,5088,81884,40198,..,..,..,..,40198,..,12,0,12,0,15,..,937,200,1135,18,1153,..,7,0,7,0,7,..,1374,760,2135,18,2147,..,1322,504,1827,19,1846,..,187,95,285,0,287,..,2890,1358,4247,36,4281,..,871,226,1092,14,1107,..,52,3,53,0,53,..,170,8,179,0,178,..,252,14,268,4,267,..,1863,488,2352,26,2376,..,110,15,129,0,127,..,698,45,740,4,744,..,981,123,1099,3,1103,..,198,9,206,4,215,..,245,48,291,0,289,..,476,56,529,0,530,..,2709,284,2992,14,3009,..,3631,843,4476,65,4547,..,149,20,170,3,170,..,127,42,173
CED229,3,103,0,108,..,775,31,809,7,815,..,331,30,359,9,369,..,347,20,371,3,376,..,87,22,109,0,109,..,934,197,1125,16,1142,..,138,45,186,4,186,..,3043,672,3712,84,3792,..,18157,2287,20445,259,20702,..,219,42,265,5583,5854,77634,18380,2328,20707,5842,104184,79192,..,..,..,..,79192,..,122,7,126,3,129,..,1208,248,1450,11,1463,..,8,0,8,0,8,..,155,46,203,0,203,..,474,150,623,0,628,..,56,24,82,0,85,..,686,217,909,3,908,..,264,22,284,5,289,..,87,0,89,0,87,..,161,3,165,5,167,..,243,9,252,3,252,..,838,64,907,10,917,..,85,14,92,0,98,..,1063,68,1125,5,1136,..,1663,267,1926,25,1951,..,952,93,1045,8,1053,..,405,66,476,5,474,..,397,50,446,6,450,..,4557,553,5109,47,5154,..,1744,144,1889,20,1912,..,84,10,88,0,88,..,60,18,80
CED230,3,26,0,26,..,254,13,262,7,266,..,185,25,212,5,210,..,75,4,81,0,80,..,36,8,43,0,43,..,39,0,39,0,39,..,65,28,94,0,97,..,1164,213,1383,24,1410,..,5146,667,5806,82,5893,..,209,23,235,5222,5455,70053,5353,693,6043,5306,81396,73732,..,..,..,..,73732,..,62,0,62,0,62,..,223,31,255,6,260,..,6,0,6,0,6,..,60,29,90,0,95,..,213,103,314,0,313,..,21,10,33,0,33,..,297,144,437,0,441,..,106,16,122,0,119,..,277,4,282,0,281,..,148,6,156,0,156,..,232,13,249,7,255,..,161,15,176,5,185,..,50,5,53,0,53,..,163,9,174,3,174,..,301,54,352,3,356,..,252,39,292,0,287,..,54,7,62,0,62,..,107,19,125,0,125,..,921,126,1055,8,1060,..,428,72,503,10,511,..,57,5,65,0,65,..,21,11,34
CED231,13,335,7,337,..,1812,63,1876,11,1892,..,1267,109,1378,16,1400,..,505,15,521,3,521,..,477,149,623,4,631,..,269,43,313,5,320,..,1882,658,2536,16,2559,..,3881,505,4385,103,4486,..,30961,5685,36643,328,36975,..,228,61,289,10351,10641,53513,31186,5746,36935,10686,101128,53334,..,..,..,..,53334,..,49,0,53,0,53,..,1016,290,1309,18,1323,..,10,0,10,0,10,..,2565,846,3411,29,3440,..,11913,2328,14243,82,14320,..,794,406,1206,11,1214,..,15277,3579,18859,121,18978,..,156,23,181,0,182,..,156,3,161,0,160,..,654,24,682,11,688,..,390,7,404,3,409,..,1096,414,1511,8,1515,..,149,9,163,0,163,..,874,36,914,5,916,..,86,4,92,0,92,..,211,7,214,0,214,..,123,3,128,0,128,..,349,15,365,3,370,..,1792,77,1869,11,1878,..,1365,278,1645,17,1659,..,518,170,680,3,687,..,906,414,1322
CED232,0,90,0,90,..,753,13,773,3,777,..,966,50,1015,0,1019,..,202,4,214,3,216,..,145,15,163,0,161,..,133,24,152,3,160,..,261,30,289,0,293,..,2948,286,3235,49,3281,..,16745,1952,18695,157,18850,..,177,24,203,7506,7702,51881,16920,1978,18889,7657,78431,53248,..,..,..,..,53248,..,64,0,64,3,63,..,269,42,312,9,324,..,8,0,8,0,8,..,878,127,1004,3,1003,..,3323,668,3995,26,4020,..,249,66,313,0,318,..,4444,864,5306,31,5343,..,123,18,135,0,137,..,163,0,166,0,163,..,803,19,826,11,833,..,496,13,509,14,526,..,1419,378,1802,5,1805,..,81,4,89,0,89,..,619,28,645,4,649,..,77,6,84,0,82,..,86,4,90,0,90,..,60,0,60,0,60,..,400,38,436,3,436,..,1319,81,1399,9,1406,..,931,71,1004,12,1015,..,361,90,454,7,460,..,301,114,417
CED233,4,84,0,84,..,357,22,372,3,376,..,205,15,219,3,222,..,169,3,172,0,178,..,41,5,48,0,47,..,95,12,108,0,108,..,290,56,347,0,347,..,921,168,1090,33,1123,..,20273,3895,24167,186,24358,..,122,29,152,2320,2470,39933,20393,3926,24318,2503,66759,40771,..,..,..,..,40771,..,168,0,168,4,175,..,852,90,944,6,947,..,0,0,0,0,0,..,3805,1182,4986,26,5012,..,4945,1979,6928,41,6964,..,397,110,504,4,512,..,9150,3276,12418,65,12491,..,179,21,201,3,202,..,92,0,91,3,90,..,127,3,130,0,130,..,246,3,255,3,256,..,3098,586,3688,34,3719,..,51,0,52,0,52,..,392,12,410,0,412,..,201,25,227,0,227,..,163,7,165,0,167,..,164,17,179,3,178,..,166,6,180,0,180,..,1133,76,1205,6,1213,..,2433,317,2756,36,2790,..,151,21,172,0,175,..,354,150,508
CED234,7,42,0,41,..,270,21,289,0,291,..,33,3,37,3,39,..,39,7,47,0,47,..,46,5,48,0,54,..,190,75,264,3,266,..,26,11,33,0,33,..,1092,435,1527,42,1564,..,4916,1102,6017,106,6118,..,203,31,228,5786,6014,60007,5118,1127,6247,5887,72140,61216,..,..,..,..,61216,..,36,0,32,0,32,..,482,207,683,12,692,..,27,0,27,0,27,..,71,31,102,0,105,..,211,153,361,4,363,..,10,6,19,0,19,..,283,195,475,9,487,..,15,0,19,3,24,..,66,0,71,4,74,..,52,3,55,4,58,..,112,5,116,0,116,..,130,25,151,3,159,..,19,0,24,0,24,..,76,6,81,0,85,..,377,84,465,11,469,..,68,8,73,0,75,..,58,5,66,0,66,..,83,11,97,0,92,..,683,117,802,14,809,..,768,170,938,7,949,..,22,3,26,0,29,..,28,10,37
CED235,6,124,0,124,..,886,48,932,4,938,..,269,31,303,5,305,..,822,105,928,15,941,..,59,9,68,3,68,..,678,125,807,6,810,..,1518,617,2130,14,2148,..,3004,637,3642,81,3718,..,31081,5889,36969,471,37441,..,223,92,313,3505,3819,42023,31305,5981,37282,3982,83288,42268,..,..,..,..,42268,..,48,0,49,0,49,..,3505,924,4431,45,4479,..,11,0,11,0,11,..,523,227,754,9,762,..,1445,659,2102,12,2119,..,225,121,344,0,345,..,2199,1007,3200,22,3221,..,333,71,400,4,404,..,34,4,38,0,37,..,128,3,134,0,134,..,147,7,151,0,152,..,2702,713,3415,38,3449,..,134,14,148,0,145,..,1258,99,1364,23,1386,..,2105,336,2442,35,2474,..,693,53,746,4,750,..,377,54,427,5,436,..,541,55,596,7,604,..,5102,612,5715,73,5795,..,3863,891,4756,71,4831,..,78,12,92,0,92,..,58,23,81
CED236,0,19,0,19,..,163,10,175,0,176,..,31,4,36,0,36,..,17,0,17,0,17,..,30,7,29,0,29,..,18,0,17,0,17,..,27,8,34,0,34,..,266,49,316,10,328,..,1469,348,1814,32,1847,..,185,16,203,5674,5877,58813,1652,365,2020,5705,66534,60347,..,..,..,..,60347,..,53,0,53,0,53,..,46,6,50,0,54,..,22,0,22,0,19,..,30,14,39,0,39,..,136,118,250,3,250,..,13,12,20,0,20,..,175,140,306,3,311,..,19,5,18,0,18,..,85,0,92,0,91,..,69,0,68,0,73,..,114,0,115,0,115,..,43,4,50,0,51,..,9,0,9,0,9,..,41,3,47,0,46,..,32,3,41,0,41,..,43,8,51,0,51,..,15,0,11,0,14,..,15,0,13,0,15,..,157,15,168,3,171,..,58,8,60,0,63,..,41,3,42,0,42,..,16,14,32
CED237,10,117,0,114,..,673,60,737,3,739,..,739,52,793,7,798,..,208,20,230,0,230,..,104,38,141,0,141,..,1266,255,1517,14,1534,..,549,141,691,4,700,..,2142,458,2602,72,2672,..,26383,4275,30660,367,31033,..,190,46,240,4680,4914,46971,26573,4329,30899,5049,82916,49260,..,..,..,..,49260,..,25,0,25,0,25,..,3187,718,3904,35,3941,..,6,0,6,0,6,..,463,137,600,0,603,..,1359,412,1775,16,1785,..,102,19,117,0,118,..,1924,571,2499,14,2511,..,241,46,287,3,286,..,74,0,73,0,73,..,305,15,318,0,317,..,318,15,331,6,335,..,2879,1089,3973,31,3996,..,299,54,354,6,361,..,538,28,562,10,571,..,323,30,355,4,357,..,372,23,389,3,391,..,1248,216,1457,25,1484,..,1227,102,1336,5,1340,..,3998,448,4449,50,4503,..,5443,1762,7207,91,7300,..,241,29,273,4,281,..,134,30,161
CED294,0,5,0,5,..,20,0,20,0,20,..,31,3,28,0,28,..,9,0,10,0,10,..,3,0,3,0,3,..,20,3,24,0,21,..,27,11,39,0,39,..,115,30,151,5,154,..,532,158,687,15,698,..,21,4,28,1236,1261,2372,555,162,714,1245,4331,1835,..,..,..,..,1835,..,0,0,0,0,0,..,22,21,41,0,41,..,0,0,0,0,0,..,27,9,36,0,36,..,84,37,124,0,124,..,8,9,19,0,19,..,124,57,177,0,177,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,13,0,13,0,18,..,15,3,18,0,18,..,6,0,6,0,6,..,4,3,4,0,4,..,9,0,12,0,12,..,3,0,3,0,3,..,3,0,7,0,7,..,6,0,6,0,6,..,34,5,44,0,44,..,24,7,28,0,30,..,4,0,5,0,5,..,8,6,17
CED297,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,3,3,18,7,0,7,3,28,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
CED301,8,53,0,53,..,410,24,436,13,444,..,177,20,195,3,198,..,78,6,77,0,84,..,35,9,36,0,36,..,11,3,13,0,13,..,130,67,193,3,199,..,1247,282,1530,33,1560,..,4417,710,5121,89,5214,..,207,31,231,5268,5498,66612,4624,736,5358,5356,77326,68000,..,..,..,..,68000,..,104,0,104,0,104,..,100,10,109,5,116,..,30,0,30,0,30,..,73,20,92,0,93,..,207,94,304,0,308,..,21,8,23,0,23,..,300,124,419,0,426,..,15,4,19,0,19,..,107,0,108,0,110,..,63,6,74,0,71,..,154,9,161,0,161,..,35,8,39,0,39,..,18,3,20,0,20,..,183,8,194,4,194,..,72,6,81,0,82,..,45,4,45,0,45,..,48,7,55,0,55,..,72,7,78,0,78,..,432,35,469,3,467,..,68,0,68,4,72,..,65,8,72,0,72,..,51,20,70
CED302,3,55,0,55,..,564,15,580,4,586,..,489,56,544,5,543,..,143,9,147,3,152,..,68,9,73,0,73,..,25,7,32,0,32,..,316,78,394,0,394,..,1445,252,1700,50,1741,..,11069,1557,12619,115,12733,..,158,27,180,3227,3406,56588,11223,1577,12800,3347,72732,58820,..,..,..,..,58820,..,345,6,351,0,351,..,266,42,302,0,303,..,20,0,20,0,22,..,907,240,1141,0,1146,..,2090,540,2627,11,2639,..,116,47,164,3,168,..,3108,826,3936,17,3954,..,86,14,100,3,105,..,99,0,99,0,98,..,240,14,254,0,254,..,260,8,271,0,270,..,784,73,855,4,862,..,50,6,50,0,51,..,593,28,622,4,628,..,314,43,358,3,360,..,311,24,329,0,336,..,78,10,89,0,89,..,373,35,407,0,406,..,1717,142,1857,10,1873,..,396,49,446,11,452,..,268,36,302,0,307,..,515,208,719
CED303,0,22,0,22,..,216,10,223,3,231,..,169,20,193,3,195,..,31,0,31,0,30,..,41,5,48,3,51,..,24,0,28,0,32,..,66,15,83,0,80,..,818,140,954,9,969,..,3942,421,4363,51,4418,..,159,16,175,3018,3194,64379,4100,441,4544,3068,71985,66374,..,..,..,..,66374,..,375,3,378,3,383,..,74,13,88,0,91,..,26,0,26,0,26,..,115,32,148,0,151,..,337,85,421,8,430,..,15,0,16,0,16,..,469,119,583,10,591,..,95,10,105,3,106,..,186,3,190,0,190,..,167,10,176,3,180,..,277,6,282,4,281,..,157,9,163,0,164,..,7,0,7,0,7,..,132,7,137,0,133,..,136,18,147,0,155,..,51,3,55,0,55,..,19,3,21,0,21,..,70,3,74,0,74,..,409,32,440,6,441,..,205,20,221,9,226,..,121,13,135,0,135,..,47,6,56
CED304,4,82,0,82,..,453,30,485,0,485,..,958,133,1086,4,1095,..,137,10,147,3,151,..,133,49,186,0,183,..,48,0,48,0,52,..,204,45,243,0,250,..,1861,270,2129,45,2174,..,12164,1900,14064,105,14171,..,144,30,177,6796,6970,60694,12303,1930,14241,6906,81839,60352,..,..,..,..,60352,..,120,3,120,0,120,..,259,208,467,4,470,..,20,3,23,3,24,..,760,154,907,3,911,..,2073,456,2532,6,2541,..,151,59,204,0,204,..,2979,668,3648,15,3656,..,55,0,55,0,55,..,107,3,109,0,109,..,482,30,508,4,512,..,364,4,372,0,367,..,166,8,172,0,173,..,108,13,124,0,124,..,427,35,467,6,469,..,234,20,257,0,258,..,102,6,105,0,110,..,76,3,77,0,77,..,572,38,609,8,613,..,1522,120,1636,16,1653,..,812,151,964,4,969,..,443,154,595,5,603,..,616,255,871
CED305,3,35,0,35,..,460,21,488,8,492,..,71,3,76,0,76,..,88,65,158,0,158,..,47,3,51,0,54,..,3,0,3,0,3,..,111,103,214,0,212,..,658,235,893,19,917,..,2820,583,3404,49,3451,..,191,14,199,7853,8053,65412,3009,594,3607,7902,76924,64652,..,..,..,..,64652,..,199,3,204,0,205,..,14,6,17,0,17,..,71,9,73,0,76,..,45,20,67,0,73,..,135,44,179,0,183,..,11,3,15,0,15,..,192,73,263,4,265,..,9,0,9,0,9,..,37,0,37,0,37,..,62,4,69,0,69,..,121,4,126,4,122,..,17,0,22,0,23,..,62,8,68,0,68,..,75,3,79,0,79,..,74,9,75,4,81,..,61,3,62,3,66,..,22,3,27,0,27,..,91,9,104,0,104,..,384,33,422,7,427,..,52,3,54,0,58,..,64,4,67,4,68,..,39,9,46
CED306,0,25,0,25,..,681,30,714,14,721,..,99,11,106,4,109,..,46,4,49,0,49,..,55,5,60,0,61,..,17,0,20,0,20,..,86,35,124,0,124,..,718,114,834,20,857,..,4105,596,4704,65,4768,..,227,9,236,7644,7878,66676,4332,610,4939,7706,79330,65673,..,..,..,..,65673,..,343,3,350,4,358,..,30,8,31,0,36,..,56,0,60,0,61,..,67,25,99,0,98,..,244,143,392,3,391,..,4,12,20,0,20,..,320,188,511,3,512,..,12,0,16,0,16,..,95,3,102,0,102,..,106,7,110,0,110,..,228,10,233,3,239,..,85,8,91,3,93,..,37,8,46,0,46,..,122,15,133,0,133,..,91,15,106,0,112,..,61,4,65,0,65,..,44,0,46,0,44,..,110,6,112,0,112,..,460,46,513,3,512,..,397,64,460,6,465,..,92,24,113,0,109,..,71,55,127
CED307,0,19,0,19,..,337,7,342,0,342,..,228,11,244,3,247,..,41,0,40,0,40,..,49,6,55,0,55,..,12,0,12,0,12,..,28,13,43,0,43,..,799,170,967,26,995,..,4151,430,4587,57,4643,..,154,0,153,2967,3122,64448,4303,438,4743,3022,72211,65557,..,..,..,..,65557,..,343,7,353,0,348,..,86,41,129,0,129,..,13,0,18,0,18,..,126,25,151,0,151,..,238,66,302,4,306,..,26,6,33,0,33,..,389,98,488,6,493,..,16,3,18,0,18,..,137,3,140,0,140,..,147,7,153,3,156,..,260,3,263,5,267,..,63,6,65,0,66,..,24,0,25,0,25,..,295,23,318,0,317,..,119,25,143,0,147,..,33,4,38,0,38,..,16,3,16,0,16,..,90,19,110,0,110,..,581,76,649,3,655,..,232,21,259,3,261,..,128,14,142,0,148,..,34,8,45
CED308,0,51,0,49,..,405,11,417,5,421,..,326,31,356,4,361,..,55,0,57,0,60,..,103,7,107,0,113,..,102,16,117,0,115,..,128,25,158,0,158,..,1480,219,1697,37,1735,..,8117,1171,9293,96,9391,..,190,10,199,5755,5953,66932,8304,1186,9489,5858,82274,70325,..,..,..,..,70325,..,317,0,316,0,316,..,222,35,259,3,261,..,3,0,3,0,3,..,297,104,396,0,399,..,1196,390,1584,13,1598,..,74,28,99,0,99,..,1568,521,2084,17,2098,..,166,16,190,4,189,..,150,5,150,0,155,..,283,17,304,0,305,..,328,5,337,3,341,..,163,25,185,0,187,..,107,12,115,0,115,..,155,3,155,0,159,..,132,14,149,0,149,..,63,3,69,0,66,..,103,7,111,0,112,..,137,9,147,0,147,..,691,58,747,3,745,..,252,18,272,0,276,..,592,113,705,6,710,..,399,151,552
