CED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
CED129,0,0,14,80,48,34,19,9,0,201,4825,10171,7606,10259,5087,3664,2997,1309,438,46360,0,10,11,61,33,27,15,0,0,157,0,0,3,7,11,7,4,3,0,43,0,0,0,18,15,9,0,0,0,39,0,12,22,50,25,24,5,0,0,132,0,0,8,33,45,27,22,3,0,131,51,151,198,1661,602,507,314,121,40,3645,0,0,0,18,52,39,43,44,4,201,0,14,14,78,56,77,66,21,11,332,24,152,191,435,543,384,387,243,69,2422,0,0,21,124,106,67,39,14,4,375,0,0,3,19,10,12,0,3,0,53,0,4,26,44,40,30,82,41,5,280,0,0,0,7,6,32,46,42,5,152,6,29,70,268,138,239,82,33,4,856,19,169,219,1375,544,345,189,76,24,2969,0,10,64,150,62,40,38,14,3,380,3,50,56,401,192,123,35,17,0,876,0,0,6,41,20,20,9,6,0,98
CED130,0,0,3,3,0,0,0,0,0,7,4380,9305,8201,13258,7806,8398,6735,3461,1007,62563,0,5,0,41,6,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,4,19,9,15,9,0,0,61,0,0,0,3,7,0,0,0,0,7,0,8,88,96,28,20,14,0,0,253,0,0,0,0,5,0,3,7,0,13,0,0,0,6,0,0,0,0,0,13,7,29,51,123,173,246,372,187,44,1234,0,8,4,26,15,8,0,0,0,50,0,3,3,10,8,4,14,0,0,35,0,3,8,7,20,31,42,38,12,163,0,0,0,0,0,4,0,3,0,20,0,0,4,16,0,4,0,0,0,24,6,13,12,193,24,15,7,4,0,274,0,0,3,7,3,0,4,3,3,22,0,4,5,22,7,0,3,0,0,38,7,8,0,24,9,0,3,0,0,53
CED131,18,18,23,72,6,4,0,0,0,140,4449,7855,9484,17071,7673,7088,4563,2219,930,61344,0,0,10,59,4,11,0,0,0,81,0,0,0,13,10,14,13,8,0,67,4,4,4,6,4,0,0,0,0,24,3,10,15,52,35,23,7,0,0,154,0,0,0,17,8,3,7,0,0,34,12,13,287,348,53,26,24,4,12,777,0,0,0,12,15,14,25,20,3,88,0,3,5,10,0,8,10,0,0,43,15,90,101,390,322,311,247,119,54,1643,0,3,4,28,17,12,4,4,0,68,0,0,6,26,12,4,4,0,0,57,0,7,7,29,36,26,118,31,9,263,0,0,4,3,12,29,41,65,17,165,4,3,55,33,4,17,8,0,0,132,16,59,78,360,53,22,25,12,3,628,0,7,10,35,9,3,3,0,0,68,0,4,12,102,9,0,0,0,0,132,5,14,3,17,10,0,3,0,0,55
CED132,0,0,0,9,5,7,3,0,0,27,4427,7121,6005,12463,5093,3983,2959,1397,633,44076,0,0,10,62,13,10,0,0,0,104,0,0,0,14,4,3,3,3,4,29,0,0,5,7,6,6,0,0,0,23,8,21,14,151,52,48,25,4,0,330,0,4,4,41,15,11,9,6,0,92,45,174,506,1350,525,405,278,176,78,3539,0,0,0,18,26,25,47,44,10,179,5,3,3,30,22,30,44,30,19,180,64,278,180,1519,902,608,551,226,66,4393,0,0,3,49,37,23,13,9,0,138,3,13,31,185,57,18,20,4,0,338,0,7,11,120,48,33,69,35,23,359,0,0,0,9,16,30,46,58,11,162,15,75,128,546,196,223,137,48,5,1373,40,132,48,1380,149,89,59,35,8,1944,3,7,37,181,34,36,30,12,3,345,0,3,29,346,66,62,57,17,8,586,0,0,0,14,7,6,4,0,3,43
CED133,0,0,7,17,10,0,0,0,0,30,4030,9386,7709,12692,8446,9958,7632,3719,1248,64828,0,0,0,17,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,22,21,15,21,8,0,107,0,0,0,3,9,3,0,0,0,13,3,4,3,19,15,8,11,3,0,70,0,0,0,0,0,3,3,3,0,9,0,0,0,3,0,4,11,3,5,25,4,47,35,195,333,488,579,301,106,2082,0,3,0,13,8,11,11,0,0,39,0,3,8,11,11,10,18,0,0,64,3,3,8,30,34,78,102,53,7,315,0,0,0,0,3,7,3,10,0,24,0,0,3,10,3,9,5,0,0,31,3,21,36,230,59,55,31,18,7,465,0,0,3,15,3,0,6,3,0,31,0,0,0,7,3,3,0,0,0,11,0,0,0,0,0,5,0,0,0,3
CED134,0,0,0,4,0,0,0,0,0,4,4946,9488,7811,14181,8234,8597,6267,3315,1022,63853,0,4,0,40,9,3,0,0,0,56,0,0,0,0,0,5,3,3,0,15,0,0,3,0,0,0,0,0,0,8,0,3,3,15,3,3,3,0,0,37,0,0,0,4,0,0,0,0,0,8,0,3,8,65,24,8,12,0,0,126,0,0,0,0,3,3,10,15,3,30,3,3,0,12,3,0,3,0,0,30,3,16,15,83,114,154,197,86,21,689,0,9,3,27,14,10,3,0,0,70,0,0,3,6,6,3,0,3,0,20,0,0,3,14,14,24,53,29,9,139,0,0,0,4,0,6,15,12,0,38,0,0,0,3,8,10,3,0,0,24,14,18,12,251,22,7,7,0,0,338,0,0,0,11,0,0,3,0,0,17,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7
CED135,4,27,255,574,101,88,47,13,4,1118,6067,7740,6125,8700,3200,2620,1700,1008,468,37637,12,30,64,395,73,38,12,0,0,622,0,0,13,43,28,21,21,4,0,134,0,0,15,41,16,12,8,3,0,93,6,13,4,44,16,9,4,4,0,99,0,3,15,47,30,30,40,16,0,178,54,180,663,2648,1215,996,468,318,80,6634,0,3,0,15,31,39,45,45,3,180,5,15,16,101,33,49,30,27,8,286,17,53,51,216,192,245,181,106,31,1094,0,18,29,250,106,124,60,23,8,617,0,3,0,23,3,14,9,4,0,57,3,3,9,34,27,21,43,22,5,159,0,0,3,17,15,28,71,87,29,252,11,38,123,404,151,292,100,21,6,1141,591,1136,1497,10407,734,402,196,62,13,15032,3,15,38,177,55,54,30,12,0,392,12,103,148,1015,214,115,65,22,3,1698,5,32,57,253,145,68,16,7,0,588
CED136,0,0,6,0,0,0,0,0,0,13,4977,9927,8514,15823,7871,7555,6071,2842,763,64345,0,0,0,24,0,0,0,0,0,25,0,0,0,0,3,0,4,3,0,10,0,0,0,5,0,0,0,0,0,8,0,10,3,20,23,8,13,7,0,87,0,3,0,6,0,3,6,3,0,30,0,0,6,44,24,17,10,6,3,112,0,0,0,0,14,8,7,21,0,56,0,0,0,3,3,11,8,5,0,38,3,71,60,228,317,381,581,272,84,2003,0,5,7,24,9,4,7,7,0,61,0,0,0,6,5,3,8,7,0,34,0,3,0,20,28,51,165,42,13,330,0,0,0,3,4,13,10,9,0,45,0,4,3,18,8,11,5,0,0,52,3,15,10,162,34,13,17,8,0,259,0,0,6,3,4,0,3,3,0,25,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,3,3,0,0,13
CED137,3,0,31,55,4,7,0,0,0,102,4689,6692,6254,11259,4313,3278,2012,833,386,39719,0,3,35,157,19,12,0,0,0,226,0,0,3,26,9,3,9,8,0,60,0,0,3,48,22,20,8,7,4,108,0,4,10,79,24,15,8,0,0,133,0,5,0,42,32,20,26,12,0,140,61,189,2065,4421,1152,1133,466,290,136,9921,0,0,0,17,27,22,49,87,7,203,0,12,11,87,36,85,70,28,10,342,27,81,82,585,371,273,207,85,35,1746,0,8,12,92,52,44,30,15,3,255,0,3,3,65,24,9,11,4,0,121,0,6,13,60,26,20,62,25,7,215,0,4,3,21,41,81,133,178,78,538,17,28,176,610,162,240,126,39,7,1408,148,210,529,3365,295,173,124,54,24,4921,6,12,79,265,58,30,34,13,3,494,3,3,14,297,33,20,14,0,0,390,0,3,6,59,24,5,4,0,0,103
CED138,0,0,0,0,0,0,0,0,0,3,3681,7900,6418,11510,7192,8234,6560,3301,1422,56222,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,15,10,64,37,36,17,11,0,194,0,0,0,14,10,9,0,0,0,34,0,3,20,44,9,19,9,5,0,113,0,0,0,0,3,3,6,7,0,25,0,0,0,5,4,7,6,3,4,29,21,118,105,420,572,622,816,583,212,3471,0,3,0,21,9,11,5,7,4,65,0,8,11,62,19,15,17,4,4,132,0,18,8,48,45,73,126,55,16,390,0,0,0,0,5,13,10,7,6,40,0,3,0,13,5,9,4,3,0,37,4,20,27,130,19,22,26,12,8,269,5,3,3,11,5,8,19,4,0,49,0,0,0,3,6,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3
CED139,0,0,17,39,10,0,0,0,0,65,4681,9688,8819,14274,8059,8386,6630,3455,1221,65216,0,4,0,38,0,9,0,0,0,51,0,0,4,0,0,0,3,3,0,9,0,0,3,3,3,0,0,0,0,7,0,4,5,25,11,4,3,0,0,57,0,0,0,6,4,3,3,0,0,17,3,11,20,101,27,21,18,10,0,204,0,0,0,0,5,7,3,5,0,23,0,12,4,19,12,7,8,0,0,66,3,34,34,109,171,209,258,155,48,1016,0,3,9,20,9,7,3,0,0,60,0,0,0,7,5,3,7,3,0,25,0,0,0,14,11,25,56,32,9,149,0,0,0,0,0,4,14,6,0,30,0,0,3,24,8,6,3,0,0,47,16,46,22,287,51,18,10,3,0,449,0,3,0,6,3,0,3,9,3,35,0,14,9,29,3,3,0,0,0,57,0,3,4,16,7,0,0,3,0,29
CED140,0,0,3,3,0,0,0,0,0,4,3917,7810,7128,12205,6739,6447,5218,2632,1142,53232,0,0,3,13,3,0,0,0,0,21,0,0,0,5,0,4,3,6,0,19,0,0,0,7,3,3,3,0,0,12,3,13,13,52,32,23,15,13,0,170,0,0,0,15,19,10,22,9,3,72,3,26,19,108,56,51,62,27,8,352,0,0,3,5,13,24,15,20,0,74,0,0,3,13,7,18,25,15,7,88,28,174,179,662,738,705,797,496,168,3951,0,3,0,35,21,14,6,0,0,82,0,5,3,24,15,12,15,4,0,78,0,10,13,35,37,42,89,33,22,276,0,0,0,3,8,22,25,29,5,95,0,6,5,17,23,19,5,8,0,85,8,12,23,234,36,25,29,23,8,400,0,6,10,23,10,7,11,13,5,75,0,3,0,15,9,9,7,0,0,39,0,0,0,5,4,0,0,0,0,13
CED141,0,0,0,0,0,0,0,0,0,0,4217,8633,8121,13685,7837,7561,5872,3261,1067,60246,0,0,0,4,3,0,0,0,0,10,0,0,0,6,4,4,5,4,0,16,0,0,0,8,0,0,0,0,0,11,0,4,3,24,22,13,7,0,0,78,0,0,0,11,7,3,12,0,0,40,3,4,14,46,22,22,24,14,3,142,0,0,0,3,12,15,7,16,3,52,0,0,0,5,7,15,14,0,3,42,13,97,61,246,330,372,449,321,106,1994,0,3,3,9,15,9,0,0,4,39,0,4,0,14,0,3,6,0,0,27,0,5,5,22,23,33,134,41,14,284,0,0,0,4,3,10,19,21,0,57,0,0,3,6,5,9,8,3,3,37,3,7,10,103,24,26,14,21,0,211,0,8,12,14,3,0,3,0,0,47,0,3,3,9,3,0,0,0,0,22,0,0,0,0,0,3,0,0,0,8
CED142,0,0,0,14,0,3,0,0,0,21,2828,2633,4887,19279,5483,3807,2046,712,178,41853,0,0,38,143,9,3,4,0,0,205,0,0,3,45,10,10,4,0,0,75,0,0,10,26,3,3,3,3,0,56,0,4,61,329,71,39,8,7,0,525,0,0,14,163,31,7,21,8,0,239,33,87,4120,2817,366,343,225,199,67,8247,0,0,3,32,17,17,25,16,0,112,0,0,13,47,30,28,18,9,8,150,23,55,409,2992,843,518,317,110,18,5283,0,0,10,80,33,22,22,3,0,175,7,13,164,730,61,16,17,3,0,1002,0,3,84,323,79,46,78,23,0,630,0,3,0,50,25,38,75,96,51,338,11,15,308,464,117,108,45,24,7,1091,22,13,248,1202,95,41,25,5,0,1653,3,20,1037,1415,86,47,57,11,3,2680,0,4,25,295,32,19,11,0,0,395,0,0,9,37,15,5,9,0,0,69
CED143,0,0,0,13,0,3,5,0,0,20,4149,7644,5441,11033,5517,4341,3211,1644,765,43753,0,0,0,31,6,0,0,0,0,39,0,0,4,9,10,12,0,0,0,32,0,9,0,4,4,3,0,0,0,18,5,23,27,157,96,58,18,9,3,393,0,10,7,49,13,8,7,3,0,102,7,54,122,304,164,145,69,48,20,942,0,3,0,12,9,27,26,32,12,121,0,0,0,9,10,18,32,21,14,99,76,597,375,2363,1399,781,654,316,102,6668,0,0,4,23,12,13,7,4,0,72,10,49,35,293,80,27,14,5,0,516,3,27,31,188,95,42,72,27,7,505,0,0,0,13,10,18,22,24,17,106,18,59,58,100,50,55,33,11,3,381,6,20,41,281,68,40,36,13,5,516,0,6,15,49,9,24,16,5,0,120,0,0,3,76,33,33,28,6,3,183,0,0,3,8,9,8,3,3,0,32
CED144,0,0,15,28,16,5,5,0,0,72,5657,9500,7666,9205,3075,1862,1108,602,333,39000,68,173,286,2400,344,173,16,0,0,3470,0,0,3,20,9,13,8,7,0,60,0,0,3,22,26,14,20,4,3,104,4,4,3,31,11,7,0,0,3,63,0,3,3,36,24,17,31,6,0,130,20,121,643,1781,1101,1100,438,294,139,5628,0,0,0,3,13,21,46,45,9,142,13,20,23,209,95,123,91,54,18,650,5,18,26,181,132,117,127,50,37,690,0,11,36,169,104,128,70,22,3,543,0,0,3,28,20,18,9,4,0,72,0,0,8,21,23,6,41,14,3,124,0,28,34,88,121,220,463,525,165,1661,0,11,77,215,110,148,73,16,5,648,64,118,241,1290,171,111,59,28,6,2095,9,74,131,480,189,129,70,22,4,1108,0,7,13,92,18,15,11,0,0,150,3,24,56,151,113,37,9,4,0,398
CED145,0,0,0,4,0,0,0,0,0,3,3624,5821,4417,12053,4591,3463,2463,1178,544,38146,0,0,3,26,5,0,0,0,0,38,0,0,0,7,3,4,3,0,0,22,0,0,3,5,0,0,0,0,0,9,6,7,10,195,50,31,15,7,0,326,0,0,21,183,21,6,17,3,0,249,11,49,102,189,102,76,57,36,16,643,0,0,0,12,10,11,8,14,3,56,0,0,0,17,9,30,42,28,9,146,50,270,273,2519,874,490,423,210,66,5178,0,0,4,29,17,14,7,3,0,70,3,17,55,485,69,24,35,14,0,710,3,12,23,214,78,33,82,51,39,525,0,4,3,20,15,29,54,48,28,203,13,62,50,82,44,41,19,15,5,324,4,9,21,158,51,39,48,31,17,372,0,4,17,63,29,20,28,3,0,166,0,0,5,60,26,12,18,8,0,122,0,0,0,20,5,4,16,9,7,59
CED146,0,0,19,43,15,13,7,0,0,100,5864,11509,9577,9587,3471,2366,1147,612,161,44297,12,43,64,442,129,85,8,0,0,776,0,0,34,153,101,83,34,18,0,426,0,11,45,349,218,220,70,19,5,937,0,6,7,16,14,0,0,3,0,52,3,3,14,157,149,133,102,26,0,582,0,13,60,301,201,166,86,42,18,891,0,0,23,131,101,146,109,77,8,589,4,32,13,131,75,108,46,18,9,441,6,40,22,104,148,172,160,86,15,759,0,57,189,1084,676,547,193,64,7,2827,0,0,3,11,13,9,7,3,0,44,0,0,8,31,19,16,71,23,14,182,0,9,11,25,35,73,69,49,10,290,0,5,17,48,26,22,11,0,0,126,12,133,157,826,408,196,72,24,6,1831,0,6,25,103,40,27,28,13,0,242,0,8,34,117,61,59,24,15,0,316,11,235,507,1430,665,465,218,74,35,3636
CED147,0,0,0,0,0,0,0,0,0,3,4479,9387,8466,13965,6848,6023,4527,2401,735,56827,0,0,0,14,7,3,0,0,0,24,0,0,8,19,19,17,7,4,0,70,0,0,0,6,0,0,6,0,0,18,0,5,4,25,19,10,11,6,0,82,0,0,3,30,51,32,44,25,0,178,0,13,86,62,21,10,12,5,0,206,0,0,0,16,31,35,36,61,13,183,0,4,0,21,10,9,17,8,0,61,7,59,74,288,745,772,908,591,184,3638,0,0,0,31,3,6,5,0,0,51,0,0,3,11,21,9,13,4,4,63,0,0,3,18,37,114,153,107,31,469,0,3,0,4,15,32,35,35,5,134,0,6,12,15,9,9,4,0,0,58,8,24,13,134,18,16,21,13,5,257,0,3,0,14,7,6,3,0,0,33,0,0,0,11,7,4,0,0,0,28,4,4,4,14,6,0,5,3,0,38
CED194,0,0,3,3,0,0,0,0,0,7,144,145,542,1602,714,615,433,91,20,4304,0,0,0,10,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,0,0,9,0,3,0,0,0,12,0,3,57,38,5,12,0,0,0,111,0,0,0,3,3,4,0,0,0,7,0,0,0,7,0,3,0,0,0,16,3,0,56,61,38,42,54,14,4,277,0,0,0,9,3,3,0,0,0,14,0,3,9,21,3,0,0,0,0,36,0,0,14,13,3,3,6,3,0,50,0,0,0,0,0,3,3,0,0,10,0,0,4,6,3,0,0,0,0,18,3,0,15,62,0,3,0,0,0,94,0,0,4,6,0,4,4,0,0,19,0,0,0,15,0,0,0,0,0,14,0,3,0,8,4,0,0,0,0,21
CED197,0,0,0,0,0,0,0,0,0,0,8,7,11,18,19,13,16,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,0,8,52,22,17,13,3,0,115,3732,7098,7443,10785,5435,4543,2650,1171,402,43247,0,0,4,24,4,3,3,0,0,34,0,0,0,19,6,8,7,0,0,42,0,0,7,71,60,65,31,10,0,240,0,8,4,20,9,12,7,3,0,60,0,0,0,19,23,18,29,0,0,83,35,164,236,1300,375,289,175,62,25,2660,0,0,0,10,12,33,32,17,4,104,3,10,12,41,49,63,61,26,3,276,3,62,75,323,437,514,482,289,114,2292,0,0,9,35,23,21,11,6,0,104,0,0,3,12,12,9,8,0,0,37,3,9,11,29,35,56,101,130,27,408,0,8,8,18,54,77,81,68,4,314,13,27,62,227,105,128,40,7,0,608,18,103,182,867,314,249,114,55,25,1917,0,14,15,116,45,17,22,10,8,237,3,15,25,137,45,21,21,4,0,270,0,0,9,24,13,13,5,4,0,64
CED202,0,0,12,0,0,0,0,0,0,13,4683,9230,8908,14859,8016,7415,5408,2419,815,61760,0,9,0,21,5,0,0,0,0,38,0,0,0,4,3,0,5,6,0,21,0,0,0,0,0,0,0,0,0,5,0,0,6,19,20,14,9,7,0,77,0,0,0,7,4,0,3,3,0,21,4,15,148,126,40,12,13,0,0,363,0,0,0,8,17,26,28,29,4,112,0,4,0,7,6,8,3,4,0,37,8,72,47,272,365,403,450,246,57,1924,0,4,4,14,5,7,0,0,0,39,0,0,4,9,6,3,3,6,0,29,0,5,4,18,22,44,131,25,8,270,0,0,0,3,7,17,22,17,5,73,0,5,4,3,9,8,7,0,0,31,10,37,54,406,45,25,20,6,4,601,0,0,7,9,3,3,0,0,0,24,0,3,3,25,5,4,3,0,0,35,0,3,0,11,9,0,0,0,0,20
CED203,0,3,16,18,9,0,3,0,0,57,4302,6929,6701,15314,6331,3958,1769,740,445,46486,3,9,53,148,10,4,0,0,0,232,0,0,3,24,10,19,14,10,0,83,0,0,3,16,8,7,9,0,0,44,0,7,3,83,21,12,0,0,0,133,0,0,3,39,13,14,8,3,0,83,15,52,588,1101,298,297,116,68,16,2559,0,0,6,14,28,49,41,67,15,212,3,6,11,36,22,30,48,29,14,195,22,59,77,698,381,245,169,65,28,1746,0,3,3,43,23,20,7,0,3,104,0,0,8,76,23,11,3,3,0,128,3,6,7,75,60,18,40,20,3,233,3,26,37,116,205,366,588,743,192,2273,0,4,33,95,17,12,8,0,0,172,57,90,468,2010,96,65,40,22,3,2849,0,0,25,59,15,11,6,3,0,120,0,13,40,264,22,16,3,0,0,369,11,13,12,94,28,17,3,0,0,182
CED204,3,3,4,26,6,0,0,0,0,45,4305,8849,8174,13900,7756,7906,5900,2919,1010,60715,0,3,0,17,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,12,0,4,7,33,9,12,9,3,3,73,0,0,0,0,0,3,0,0,0,8,0,13,23,77,30,17,6,3,0,170,0,0,0,0,4,7,15,9,3,36,0,4,0,17,5,6,13,3,0,46,6,43,62,228,365,405,462,220,60,1850,0,5,7,12,9,5,0,0,0,41,0,0,0,17,7,4,10,3,0,37,0,3,6,17,25,37,92,43,7,221,0,0,0,3,8,9,16,16,3,52,0,3,9,18,6,3,3,0,0,50,13,33,33,287,33,22,15,15,0,441,0,0,9,3,6,4,4,0,0,32,0,9,0,4,3,0,0,0,0,22,0,0,3,4,0,0,4,0,0,17
CED205,21,136,581,1194,219,91,29,5,3,2275,4039,5964,5618,6756,3114,2528,2214,1381,522,32132,3,20,27,173,34,20,7,0,0,287,0,5,51,164,117,103,46,39,3,542,0,6,60,214,153,106,50,13,4,613,4,5,15,21,18,7,9,0,0,81,3,0,4,54,35,35,30,16,0,184,63,348,1039,2043,877,665,316,181,61,5591,0,0,15,80,69,87,91,63,17,422,0,22,14,33,28,56,72,49,14,306,11,53,65,161,214,233,304,225,80,1359,4,3,13,95,50,44,19,13,6,243,0,3,9,22,14,7,5,0,0,63,0,7,31,30,33,19,95,109,13,339,0,23,29,54,127,190,359,328,64,1181,6,43,117,258,109,141,75,24,0,781,91,432,956,3227,633,343,218,109,33,6044,8,20,50,172,59,39,42,14,4,409,5,98,104,269,71,30,12,3,3,593,0,20,19,59,34,25,11,8,0,169
CED206,0,8,19,51,10,0,3,0,0,92,4949,9219,9326,10802,5009,3344,1545,589,191,44976,0,8,7,74,23,15,0,0,0,125,0,0,6,66,38,47,27,17,0,206,0,0,0,6,6,8,4,3,0,34,0,9,5,16,6,0,4,0,0,47,0,3,6,29,31,24,27,10,0,120,3,14,43,135,75,78,34,22,5,408,0,3,7,29,95,142,186,136,15,628,4,34,31,105,85,142,108,53,12,580,10,23,31,133,150,200,174,79,38,844,0,11,34,94,66,60,19,4,0,292,0,0,3,9,17,5,4,3,0,47,0,5,10,46,18,21,113,31,6,250,0,19,21,60,96,159,205,172,32,772,0,4,6,23,10,19,3,5,0,73,38,141,417,1767,323,244,158,51,23,3167,3,7,11,33,14,3,4,3,0,72,3,28,67,259,40,32,10,4,0,446,27,369,643,1833,884,459,213,69,25,4518
CED207,0,0,0,0,0,0,0,0,0,0,4442,8631,8028,14566,7173,6045,3922,1466,463,54743,0,0,0,3,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,17,0,0,0,12,9,4,5,0,0,30,3,0,4,28,17,14,8,3,0,80,0,0,0,8,7,7,4,0,0,31,4,23,62,144,50,35,17,13,0,348,0,0,0,3,9,15,19,10,0,58,0,0,0,3,3,3,8,9,3,29,0,68,106,408,740,817,845,472,141,3601,0,0,0,13,6,8,3,0,3,36,0,4,0,11,13,13,14,0,0,60,0,5,10,38,55,83,162,110,35,491,0,0,0,3,11,17,18,7,0,61,0,4,9,28,13,13,3,0,0,81,13,22,34,251,61,46,41,13,6,474,0,3,7,20,10,3,10,11,7,64,0,3,4,55,7,6,10,0,0,87,0,0,0,5,0,0,0,0,0,5
