State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
VIC,217,Hotham,3992,1,Clarinda,Presbyterian Church Hall,Eulinga Rd,,,CLARINDA,VIC,3169,-37.9279000,145.1030000
VIC,217,Hotham,3993,1,Clarinda South,Sundowner Community Centre,21 Jacobs Dr,,,CLARINDA,VIC,3169,-37.9440000,145.1070000
VIC,217,Hotham,3994,1,Clayton South,Clayton South Primary School,539 Clayton Rd,,,CLAYTON SOUTH,VIC,3169,-37.9405000,145.1170000
VIC,217,Hotham,3226,1,Clayton West,Wirringga Scout Hall,Talbot Ave,,,OAKLEIGH SOUTH,VIC,3167,-37.9212000,145.1040000
VIC,217,Hotham,3895,1,Coatesville,Coatesville Primary School,cnr Mackie Rd & Warwick St,,,BENTLEIGH EAST,VIC,3165,-37.9212000,145.0740000
VIC,217,Hotham,31778,1,Coomoora (Hotham),Keysborough Primary School,Coomoora Rd,,,SPRINGVALE SOUTH,VIC,3172,-37.9827000,145.1520000
VIC,217,Hotham,3996,1,Dingley Village,Dingley Village Neighbourhood Centre,31b Marcus Rd,,,DINGLEY VILLAGE,VIC,3172,-37.9829840,145.1362010
VIC,217,Hotham,30208,5,Divisional Office (PREPOLL),Divisional Office,3rd Floor,20-22 Atherton Rd,,OAKLEIGH,VIC,3166,-37.8988970,145.0893410
VIC,217,Hotham,3998,1,Heatherhill,Heatherhill Primary School,959 Heatherton Rd,,,SPRINGVALE,VIC,3171,-37.9631000,145.1590000
VIC,217,Hotham,11527,1,Heatherton North,Washington Drive Pre-School,Washington Dr,,,OAKLEIGH SOUTH,VIC,3167,-37.9356000,145.0820000
VIC,217,Hotham,3899,1,Hughesdale,Hughesdale Community Centre,cnr Kangaroo & Poath Rds,,,HUGHESDALE,VIC,3166,-37.8985000,145.0760000
VIC,217,Hotham,3900,1,Hughesdale South,Uniting Church Hall Coatesville,cnr Mackie & North Rds,,,BENTLEIGH EAST,VIC,3165,-37.9087000,145.0770000
VIC,217,Hotham,4000,1,Kingston Heath,Kingston Heath Primary School,25 Farm Rd,,,CHELTENHAM,VIC,3192,-37.9629000,145.0790000
VIC,217,Hotham,4001,1,Kingswood,Kingswood Primary School,Plaza Cres,,,DINGLEY VILLAGE,VIC,3172,-37.9838000,145.1230000
VIC,217,Hotham,32007,1,Melbourne (Hotham),Melbourne City Town Hall,90-130 Swanston St,,,MELBOURNE,VIC,3000,-37.8148203,144.9667679
VIC,217,Hotham,4002,1,Mentone Park,Mentone Park Primary School,Broome Ave,,,MENTONE,VIC,3194,-37.9801000,145.0830000
VIC,217,Hotham,4014,1,Moorabbin Heights,East Bentleigh Primary School,Bignell Rd,,,BENTLEIGH EAST,VIC,3165,-37.9345000,145.0690000
VIC,217,Hotham,4004,1,Moorabbin South (Hotham),Tucker Road Moorabbin Primary School,Tucker Rd,,,BENTLEIGH EAST,VIC,3165,-37.9332000,145.0490000
VIC,217,Hotham,4005,1,Moorabbin South East,Uniting Church Hall Wickham Rd,185 Wickham Rd,,,MOORABBIN,VIC,3189,-37.9455000,145.0470000
VIC,217,Hotham,3905,1,Murrumbeena South (Hotham),St Patrick's,6 Dalny Rd,,,MURRUMBEENA,VIC,3163,-37.9021000,145.0650000
VIC,217,Hotham,34030,1,Oakleigh (Hotham),Oakleigh Primary School,cnr Warrigal Rd & Logie St,,,OAKLEIGH,VIC,3166,-37.8947852,145.0882414
VIC,217,Hotham,3907,1,Oakleigh Central,Emmanuel Centre Oakleigh Anglican Church,26 Abbeygate St,,,OAKLEIGH,VIC,3166,-37.9065000,145.0900000
VIC,217,Hotham,58653,5,Oakleigh HOTHAM PPVC,Masonic Lodge,Drummond St,,,OAKLEIGH,VIC,3166,-37.8937290,145.0906849
VIC,217,Hotham,3909,1,Oakleigh South,Oakleigh South Primary School,Riley St,,,OAKLEIGH SOUTH,VIC,3167,-37.9203000,145.0890000
VIC,217,Hotham,31847,1,Southland,Southern Community Church of Christ,4 Chesterville Rd,,,CHELTENHAM,VIC,3192,-37.9627000,145.0560000
VIC,217,Hotham,4003,1,Southmoor,Southmoor Primary School,Rica St,,,MOORABBIN,VIC,3189,-37.9414000,145.0570000
VIC,217,Hotham,4007,1,Southvale,Keysborough College-Banksia Campus,Janine Rd,,,SPRINGVALE SOUTH,VIC,3172,-37.9664501,145.1577870
VIC,217,Hotham,31581,2,Special Hospital Team 1,Multiple sites,,,,,VIC,,,
VIC,217,Hotham,31532,2,Special Hospital Team 2,Multiple sites,,,,,VIC,,,
VIC,217,Hotham,4008,1,Springvale,St Joseph's Church Hall,Cnr Buckingham and St James Ave,,,SPRINGVALE,VIC,3171,-37.9542142,145.1505585
VIC,217,Hotham,34061,5,Springvale PPVC,Springvale South Scout Hall,587 Springvale Rd,,,SPRINGVALE SOUTH,VIC,3172,-37.9729980,145.1483108
VIC,217,Hotham,4009,1,Springvale South,Athol Rd Primary School,Athol Rd,,,SPRINGVALE SOUTH,VIC,3172,-37.9706000,145.1500000
VIC,217,Hotham,4010,1,Springvale West,Spring Parks West CAmpus,cnr Erica & Egan Sts,,,SPRINGVALE,VIC,3171,-37.9587000,145.1400000
VIC,217,Hotham,4011,1,Spring Valley,Spring Parks Valley Campus,Clarke Rd,,,SPRINGVALE SOUTH,VIC,3172,-37.9639000,145.1400000
VIC,217,Hotham,3914,1,Valkstone,Valkstone Primary School,Valkstone St,,,BENTLEIGH EAST,VIC,3165,-37.9146000,145.0580000
VIC,217,Hotham,4012,1,Westall,Westall Primary School,Fairbank Rd,,,CLAYTON SOUTH,VIC,3169,-37.9425000,145.1370000
VIC,218,Indi,4307,1,Alexandra,Alexandra Secondary College Assembly Hall,86 Downey St,,,ALEXANDRA,VIC,3714,-37.1931000,145.7040000
VIC,218,Indi,4311,1,Baddaginnie,Peranbin Primary College Baddaginnie Campus,49 Clarendon Street,,,BADDAGINNIE,VIC,3670,-36.5926000,145.8630000
VIC,218,Indi,4019,1,Baranduda,Baranduda Primary School,7 Verbena St,,,BARANDUDA,VIC,3691,-36.1782000,146.9490000
VIC,218,Indi,4020,1,Barnawartha,Barnawartha Soldiers Memorial Hall,38 High Street,,,BARNAWARTHA,VIC,3688,-36.1050000,146.6740000
VIC,218,Indi,4023,1,Beechworth,Beechworth Memorial Hall,101 Ford St,,,BEECHWORTH,VIC,3747,-36.3584000,146.6880000
VIC,218,Indi,4024,1,Benalla,Benalla P12 College (Barkly Campus),76 Church Street,,,BENALLA,VIC,3673,-36.5472000,145.9900000
VIC,218,Indi,33123,5,Benalla PPVC,85 Nunn St,,,,BENALLA,VIC,3672,-36.5512370,145.9832629
VIC,218,Indi,4026,1,Benalla West,Benalla P12 College (Faithfull Campus),20 Faithfull St,,,BENALLA WEST,VIC,3672,-36.5542000,145.9630000
VIC,218,Indi,4028,1,Bethanga,Bethanga Soldiers Memorial Hall,Bridge St,,,BETHANGA,VIC,3691,-36.1237000,147.0980000
VIC,218,Indi,65557,5,BLV Indi PPVC,Divisional Office,Shop 3,31 Ely St,,WANGARATTA,VIC,3677,-36.3564880,146.3255260
VIC,218,Indi,4029,1,Bonegilla,Bonegilla Hall,3394 Murray Valley Hwy,,,BONEGILLA,VIC,3691,-36.1410900,147.0057980
VIC,218,Indi,4313,1,Bonnie Doon,Bonnie Doon Recreation Reserve Hall,9 Wilson St,,,BONNIE DOON,VIC,3720,-37.0237000,145.8610000
VIC,218,Indi,4030,1,Boorhaman,Boorhaman hall,1486 Boorhaman Rd,,,BOORHAMAN,VIC,3678,-36.2151550,146.2898390
VIC,218,Indi,4033,1,Bright,Bright & District Senior Citizens Centre,10 Cobden St,,,BRIGHT,VIC,3741,-36.7304000,146.9620000
VIC,218,Indi,31544,5,Bright INTERSTATE PPVC,Bright Senior Citizens Centre,Cobden St,,,BRIGHT,VIC,3741,,
VIC,218,Indi,4035,1,Bullioh,Bullioh Hall,7961 Murray Valley Hwy,,,BULLIOH,VIC,3700,-36.1951000,147.3310000
VIC,218,Indi,4871,1,Buxton,Buxton Primary School,2208 Maroondah Hwy,,,BUXTON,VIC,3711,-37.4204000,145.7100000
VIC,218,Indi,4037,1,Cheshunt,Cheshunt Public Hall,454 King Valley Rd,,,CHESHUNT,VIC,3678,-36.7993000,146.4310000
VIC,218,Indi,4038,1,Chiltern,Chiltern Senior Citizens Hall,84 Conness St,,,CHILTERN,VIC,3683,-36.1511000,146.6120000
VIC,218,Indi,4040,1,Corryong,Corryong Memorial Hall,Hanson St,,,CORRYONG,VIC,3707,-36.1966000,147.9020000
VIC,218,Indi,4041,1,Cudgewa,Cudgewa Mechanics Institute,195 Main St,,,CUDGEWA,VIC,3705,-36.1847000,147.7790000
VIC,218,Indi,4043,1,Dederang,Dederang Multi Purpose Hall,Dederang Reserve,Kiewa Valley Hwy,,DEDERANG,VIC,3691,-36.4765000,147.0230000
VIC,218,Indi,4044,1,Devenish,Devenish Primary School,72 Main St,,,DEVENISH,VIC,3726,-36.3236000,145.8950000
VIC,218,Indi,30209,5,Divisional Office (PREPOLL),Divisional Office,Shop 3,31 Ely St,,WANGARATTA,VIC,3677,-36.3564880,146.3255260
VIC,218,Indi,4320,1,Eildon,Eildon Primary School,45 High St,,,EILDON,VIC,3713,-37.2330667,145.9089196
VIC,218,Indi,4046,1,Eldorado,Eldorado Memorial Hall,96 Main St,,,ELDORADO,VIC,3746,-36.3084000,146.5200000
VIC,218,Indi,4047,1,Eskdale,Eskdale Public Hall,3797 Omeo Hwy,,,ESKDALE,VIC,3701,-36.4647000,147.2500000
VIC,218,Indi,4050,1,Everton,Everton Public Hall,2165 Great Alpine Rd,,,EVERTON,VIC,3678,-36.4356000,146.5450000
VIC,218,Indi,4324,1,Flowerdale,Flowerdale Primary School,3377 Whittlesea-Yea Rd,,,FLOWERDALE,VIC,3658,-37.3169000,145.2910000
VIC,218,Indi,4052,1,Gapsted,Gapsted Public Hall,3722 Great Alpine Road,,,GAPSTED,VIC,3737,-36.5135000,146.6760000
VIC,218,Indi,4325,1,Glenburn,Glenburn Community Centre,3873 Melba Hwy,,,GLENBURN,VIC,3717,-37.4194000,145.4260000
VIC,218,Indi,4053,1,Glenrowan,Glenrowan Primary School,40 Beaconsfield Pde,,,GLENROWAN,VIC,3675,-36.4596000,146.2230000
VIC,218,Indi,4054,1,Goorambat,Goorambat Public Hall,55 Hall St,,,GOORAMBAT,VIC,3725,-36.4122000,145.9230000
VIC,218,Indi,4056,1,Greta Valley,Greta Recreation Reserve,448 Reserve Rd,,,HANSONVILLE,VIC,3675,-36.5834453,146.2474639
VIC,218,Indi,4059,1,Harrietville,Harrietville Community Hall,210 Great Alpine Rd,,,HARRIETVILLE,VIC,3741,-36.8947000,147.0630000
VIC,218,Indi,65662,5,Harrietville PPVC,Harrietville Community Hall,210 Great Alpine Rd,,,HARRIETVILLE,VIC,3741,-36.8675675,147.0642974
VIC,218,Indi,4333,1,Jamieson,Jamieson Primary School,1 The Sideling,,,JAMIESON,VIC,3723,-37.3011460,146.1396860
VIC,218,Indi,4064,1,Kergunyah,Kergunyah Public Hall,19 Kergunyah Rd,,,KERGUNYAH,VIC,3691,-36.3277000,147.0300000
VIC,218,Indi,4336,1,Kinglake,Kinglake Primary School,McMahons Rd,,,KINGLAKE,VIC,3763,-37.5230000,145.3530000
VIC,218,Indi,4337,1,Kinglake West,Kinglake West Primary School,1045 Whittlesea-Kinglake Rd,,,KINGLAKE WEST,VIC,3757,-37.4811000,145.2580000
VIC,218,Indi,4067,1,Londrigan,Carraragarmungee Primary School,1005 Eldorado-Wangaratta Rd,,,LONDRIGAN,VIC,3678,-36.3315000,146.4510000
VIC,218,Indi,4068,1,Lurg,Lurg Public Hall,873 Winton-Lurg Rd,,,LURG,VIC,3673,-36.5855000,146.1310000
VIC,218,Indi,4339,1,Mansfield,Mansfield Primary School,cnr Victoria St & Apollo St,,,MANSFIELD,VIC,3722,-37.0562700,146.0845400
VIC,218,Indi,4891,1,Marysville,Marysville Primary School,15 Falls Road,,,MARYSVILLE,VIC,3779,-37.5110000,145.7480000
VIC,218,Indi,32008,1,Melbourne (Indi),Melbourne City Town Hall,90-130 Swanston St,,,MELBOURNE,VIC,3000,-37.8148203,144.9667679
VIC,218,Indi,4341,1,Merrijig,Merrijig Community Hall,Mt Buller Rd,,,MERRIJIG,VIC,3723,-37.1100214,146.3159340
VIC,218,Indi,65663,5,Merrijig PPVC,Merrijig Community Hall,Mt Buller Rd,,,MERRIJIG,VIC,3723,-37.1107675,146.3141794
VIC,218,Indi,4342,1,Merton,Merton Memorial Hall,17 Shaws Rd,,,MERTON,VIC,3715,-36.9763000,145.7090000
VIC,218,Indi,4071,1,Milawa,Milawa Public Hall,181 Milawa-Bobinawarrah Rd,,,MILAWA,VIC,3678,-36.4496000,146.4310000
VIC,218,Indi,4072,1,Mitta Mitta,Mitta Mitta Mechanics Institute,5543 Omeo Hwy,,,MITTA MITTA,VIC,3701,-36.5371000,147.3760000
VIC,218,Indi,4075,1,Mount Beauty,Mount Beauty Community Centre,Kiewa Cres,,,MOUNT BEAUTY,VIC,3699,-36.7418014,147.1720827
VIC,218,Indi,65664,5,Mount Beauty PPVC,Mt Beauty Community Centre,Kiewa Cres,,,MT BEAUTY,VIC,3699,-36.7427815,147.1702159
VIC,218,Indi,4077,1,Moyhu,Moyhu Memorial Hall,24 Bartley St,,,MOYHU,VIC,3732,-36.5778000,146.3760000
VIC,218,Indi,4078,1,Mudgegonga,Mudgegonga Hall,1395 Myrtleford-Yackandandah Rd,,,MUDGEGONGA,VIC,3737,-36.4937000,146.8290000
VIC,218,Indi,4080,1,Myrrhee,Myrrhee Primary School,1673 Benalla-Whitfield Rd,,,MYRRHEE,VIC,3732,-36.7311000,146.3220000
VIC,218,Indi,4081,1,Myrtleford,Myrtleford Senior Citizens Centre,13 Smith St,,,MYRTLEFORD,VIC,3737,-36.5581000,146.7210000
VIC,218,Indi,4901,1,Narbethong,Narbethong Community Hall,606 Maroondah Hwy,,,NARBETHONG,VIC,3778,-37.5511020,145.6599010
VIC,218,Indi,4085,1,Oxley,Oxley Primary School,1050 Wangaratta-Whitfield Rd,,,OXLEY,VIC,3678,-36.4415310,146.3600210
VIC,218,Indi,4352,1,Piries-Goughs Bay,Piries-Goughs Bay Fire Brigade Hall,6 Walshs Rd,,,GOUGHS BAY,VIC,3723,-37.1813000,146.0670000
VIC,218,Indi,4086,1,Porepunkah,Porepunkah Primary School,Martley St,,,POREPUNKAH,VIC,3740,-36.6989344,146.9110461
VIC,218,Indi,4074,1,Running Creek,St Albans Parish Hall,5426 Kiewa Valley Hwy,,,RUNNING CREEK,VIC,3691,-36.5419000,147.0570000
VIC,218,Indi,4088,1,Rutherglen,Rutherglen Primary School,Murray St,,,RUTHERGLEN,VIC,3685,-36.0557000,146.4600000
VIC,218,Indi,4089,1,St James,St James Golf Club,Recreation Reserve,Devenish Rd,,ST JAMES,VIC,3727,-36.2594829,145.8940281
VIC,218,Indi,4090,1,Sandy Creek,Sandy Creek Public Hall,464 Lockharts Gap Rd,,,SANDY CREEK,VIC,3691,-36.2925000,147.1000000
VIC,218,Indi,31615,2,Special Hospital Team 1,Multiple sites,,,,,VIC,,,
VIC,218,Indi,46639,2,Special Hospital Team 2,Multiple sites,,,,,VIC,,,
VIC,218,Indi,58642,2,Special Hospital Team 3,Multiple sites,,,,,VIC,,,
VIC,218,Indi,4091,1,Springhurst,Springhurst Primary School,121 Anzac Rd,,,SPRINGHURST,VIC,3682,-36.1860000,146.4670000
VIC,218,Indi,4092,1,Stanley,Stanley Safer Place,Pioneer Rd,,,STANLEY,VIC,3747,-36.4054670,146.7550600
VIC,218,Indi,4360,1,Swanpool,Swanpool St Aidans Anglican Church Hall,7 Swanpool-Lima Rd,,,SWANPOOL,VIC,3673,-36.7505000,146.0010000
VIC,218,Indi,4362,1,Taggerty,Taggerty Mechanics Institute Hall,5 Taggerty-Thornton Rd,,,TAGGERTY,VIC,3714,-37.3209724,145.7135470
VIC,218,Indi,4095,1,Tallangatta,Tallangatta Memorial Hall,30 Towong St,,,TALLANGATTA,VIC,3700,-36.2158890,147.1777950
VIC,218,Indi,4096,1,Tallangatta Valley,Tallangatta Valley Public Hall,50-52 Polmear St,,,TALLANGATTA VALLEY,VIC,3701,-36.2873000,147.3900000
VIC,218,Indi,4065,1,Tangambalanga,Tangambalanga Community Hall,29 Kiewa East Rd,,,TANGAMBALANGA,VIC,3691,-36.2523360,147.0294390
VIC,218,Indi,4097,1,Tarrawingee,Tarrawingee Community Hall,1120 Great Alpine Rd,,,TARRAWINGEE,VIC,3678,-36.3915000,146.4460000
VIC,218,Indi,4098,1,Tatong,Tatong Memorial Hall,8 Tiger Hill Rd,,,TATONG,VIC,3673,-36.7308000,146.1080000
VIC,218,Indi,4099,1,Tawonga,Tawonga Primary School,91 Kiewa Valley Hwy,,,TAWONGA,VIC,3697,-36.6916000,147.1430000
VIC,218,Indi,4100,1,Thoona,Thoona Primary School,15 Johnston St,,,THOONA,VIC,3726,-36.3392000,146.0770000
VIC,218,Indi,4366,1,Thornton,Thornton Memorial Hall,1335 Taggerty-Thornton Rd,,,THORNTON,VIC,3712,-37.2575560,145.7971940
VIC,218,Indi,8898,1,Tolmie,Tolmie Mechanics Institute Hall,15 Tolmie-Mahaikah Rd,,,TOLMIE,VIC,3723,-36.9366000,146.2380000
VIC,218,Indi,4367,1,Toolangi,Toolangi CJ Dennis Memorial Hall,1715 Healesville-Kinglake Rd,,,TOOLANGI,VIC,3777,-37.5371000,145.4730000
VIC,218,Indi,4103,1,Tungamah,Tungamah Primary School,15-17 Tower St,,,TUNGAMAH,VIC,3728,-36.1609000,145.8780000
VIC,218,Indi,4104,1,Wahgunyah,Wahgunyah School of Arts,33-35 Foord St,,,WAHGUNYAH,VIC,3687,-36.0111000,146.3930000
VIC,218,Indi,4105,1,Walwa,Walwa Services Memorial Hall,54-56 Murray River Rd,,,WALWA,VIC,3709,-35.9641633,147.7371291
VIC,218,Indi,4106,1,Wandiligong,Wandiligong Primary School,119 School Rd,,,WANDILIGONG,VIC,3744,-36.7717000,146.9820000
VIC,218,Indi,4107,1,Wangaratta,Wangaratta TAFE Amenities Building,40 Docker St,,,WANGARATTA,VIC,3677,-36.3545000,146.3190000
VIC,218,Indi,33124,5,Wangaratta PPVC,52 Norton St,,,,WANGARATTA,VIC,3677,-36.3551373,146.3177604
VIC,218,Indi,4110,1,Wangaratta West,Wangaratta West Primary School,47-49 Phillipson St,,,WANGARATTA,VIC,3677,-36.3531749,146.3050759
VIC,218,Indi,4111,1,West End,Wangaratta High School,188 Phillipson St,,,WANGARATTA,VIC,3677,-36.3452000,146.3070000
VIC,218,Indi,4120,1,West Wodonga,Wodonga Leisure Centre,Hedgerow Ct,,,WEST WODONGA,VIC,3690,-36.1272990,146.8631450
VIC,218,Indi,46558,1,West Wodonga Victory,Wodonga Victory Lutheran College,28 Drages Rd,,,WEST WODONGA,VIC,3690,-36.1169000,146.8480000
VIC,218,Indi,4112,1,Whitfield,Whitfield Primary School,6182 Mansfield-Whitfield Rd,,,WHITFIELD,VIC,3733,-36.7659966,146.4119502
VIC,218,Indi,4113,1,Whorouly,Whorouly Community Function Centre,Whorouly Recreation Reserve,10 Memorial Park Dr,,WHOROULY,VIC,3735,-36.5064000,146.5870000
VIC,218,Indi,4116,1,Wodonga,St Augustine's Primary School,52 Church St,,,WODONGA,VIC,3690,-36.1161763,146.8893952
VIC,218,Indi,4117,1,Wodonga Central,Wodonga Senior Secondary College,69 Woodland St,,,WODONGA,VIC,3691,-36.1254000,146.8790000
VIC,218,Indi,46756,5,Wodonga INTERSTATE PPVC,St Augustines Primary School,52 Church St,,,WODONGA,VIC,3690,,
VIC,218,Indi,31542,5,Wodonga PPVC,Salvation Army Hall,210 Lawrence St,,,WODONGA,VIC,3690,-36.1235964,146.8813280
VIC,218,Indi,4119,1,Wodonga South,Wodonga Primary School,33 Brockley St,,,WODONGA,VIC,3690,-36.1288190,146.8886260
VIC,218,Indi,4121,1,Wooragee,Wooragee Centenary Hall,1011 Beechworth-Wodonga Rd,,,WOORAGEE,VIC,3747,-36.2903000,146.7310000
VIC,218,Indi,4124,1,Yackandandah,Yackandandah Public Hall,36 High St,,,YACKANDANDAH,VIC,3749,-36.3129580,146.8369360
VIC,218,Indi,4378,1,Yarck,Yarck Public Hall,6583 Maroondah Hwy,,,YARCK,VIC,3719,-37.1003238,145.6178487
VIC,218,Indi,4128,1,Yarrunga,Our Lady's Primary School,52-60 White St,,,WANGARATTA,VIC,3677,-36.3719290,146.3198780
VIC,218,Indi,4379,1,Yea,Yea Primary School,23 Station St,,,YEA,VIC,3717,-37.2135970,145.4309480
VIC,219,Isaacs,4131,1,Aspendale,Aspendale Primary School,Laura St,,,ASPENDALE,VIC,3195,-38.0203000,145.1000000
VIC,219,Isaacs,11888,1,Aspendale Gardens,Aspendale Gardens Primary School,96 Kearney Dr,,,ASPENDALE GARDENS,VIC,3195,-38.0243660,145.1141530
VIC,219,Isaacs,4132,1,Aspendale North,Mordialloc College,Station St,,,ASPENDALE,VIC,3195,-38.0122000,145.0920000
VIC,219,Isaacs,4135,1,Beaumaris East (Isaacs),Mentone Girls Secondary College,Cnr Balcombe Rd & Charman Rd,,,MENTONE,VIC,3194,-37.9803000,145.0540000
VIC,219,Isaacs,65539,5,BLV Isaacs PPVC,BLV Isaacs,"Suite 2, 1265 Nepean Hwy",,,CHELTENHAM,VIC,3192,-37.9622055,145.0557770
VIC,219,Isaacs,4140,1,Bonbeach,Bonbeach Primary School,Breeze St,,,BONBEACH,VIC,3196,-38.0661000,145.1260000
VIC,219,Isaacs,4141,1,Carrum,Carrum Primary School,Walkers Rd,,,CARRUM,VIC,3197,-38.0779000,145.1260000
VIC,219,Isaacs,3956,1,Carrum Downs,Banyan Fields Primary School,90 Cadles Road,,,CARRUM DOWNS,VIC,3201,-38.0951000,145.1873170
VIC,219,Isaacs,64692,1,Carrum Downs North,Carrum Downs Secondary College,Cnr Brunnings & McCormicks Rds,,,CARRUM DOWNS,VIC,3201,-38.0946500,145.1976500
VIC,219,Isaacs,3957,1,Chandler,Chandler Park Primary School - Chandler Campus,Cochrane Ave,,,KEYSBOROUGH,VIC,3173,-37.9922000,145.1800000
VIC,219,Isaacs,4142,1,Chelsea,Chelsea Activity Hub,3 Showers Ave,,,CHELSEA,VIC,3196,-38.0500000,145.1140000
VIC,219,Isaacs,4143,1,Chelsea Central,Chelsea Primary School,cnr Argyle Ave & Fowler St,,,CHELSEA,VIC,3196,-38.0547000,145.1230000
VIC,219,Isaacs,4144,1,Chelsea Heights,Chelsea Heights Primary School,194 Thames Prom,,,CHELSEA HEIGHTS,VIC,3196,-38.0444000,145.1390000
VIC,219,Isaacs,64659,1,Cheltenham (Isaacs),Cheltenham Primary School,Charman Rd,,,CHELTENHAM,VIC,3192,-37.9688746,145.0546138
VIC,219,Isaacs,65707,5,Cheltenham Isaacs PPVC,Cheltenham Presbyterian Church Hall,8 Park Rd,,,CHELTENHAM,VIC,3192,-37.9654228,145.0548629
VIC,219,Isaacs,63938,1,Coomoora (Isaacs),Keysborough Primary School,Coomoora Rd,,,SPRINGVALE SOUTH,VIC,3172,-37.9827000,145.1520000
VIC,219,Isaacs,58802,5,Dandenong ISAACS PPVC,Dandenong Stadium,270 Stud Rd,,,DANDENONG NORTH,VIC,3175,-37.9880048,145.2139533
VIC,219,Isaacs,3964,1,Dandenong South,Dandenong South Primary School,William Ave,,,DANDENONG,VIC,3175,-37.9989000,145.2120000
VIC,219,Isaacs,30210,5,Divisional Office (PREPOLL),Divisional Office,Suite 2,1265 Nepean Highway,,CHELTENHAM,VIC,3192,-37.9622055,145.0557770
VIC,219,Isaacs,3975,1,Douglas,Noble Park English Language School,21-35 Thomas St,,,NOBLE PARK,VIC,3174,-37.9732000,145.1780000
VIC,219,Isaacs,4148,1,Edithvale,Edithvale Primary School,Edithvale Rd,,,EDITHVALE,VIC,3196,-38.0372000,145.1140000
VIC,219,Isaacs,3968,1,Keysborough,Isik College,139 Chapel Rd,,,KEYSBOROUGH,VIC,3173,-38.0048290,145.1610260
